Record,strat_depth,SH20_age,Group,Guano_Zone,Guano_Sum,cln_P2O5_TiO2,cln_CaO_TiO2,cln_Cu_TiO2,cln_Zn_TiO2,cln_Sr_TiO2,cln_P_Ti,cln_Ca_Ti,cln_Cu_Ti,cln_Zn_Ti,cln_Sr_Ti,cln_P_Ti_CS,cln_Ca_Ti_CS,cln_Cu_Ti_CS,cln_Zn_Ti_CS,cln_Sr_Ti_CS,Plot_order
,cm,cal a BP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARD,242,4941,Unit 6,ARD GZ 0,Non Guano,-0.842529512,-0.100761531,-0.846090794,-0.776557107,-0.348731608,-0.842529512,-0.100761531,-0.846090794,-0.776557107,-0.348731608,-0.509787167,-0.067639499,-1.320917405,-1.035008835,-0.805058083,2
ARD,244,4960,Unit 6,ARD GZ 0,Non Guano,0.566132375,0.278492149,0.124294247,0.312557946,0.301290064,0.566132375,0.278492149,0.124294247,0.312557946,0.301290064,-0.631320809,0.042337392,-0.73825403,-0.580681931,-0.487356284,2
ARD,246,4980,Unit 6,ARD GZ 0,Non Guano,0.637694933,0.283976623,0.305292176,0.315930631,0.33852841,0.637694933,0.283976623,0.305292176,0.315930631,0.33852841,-0.096554482,0.216018902,-0.207402955,-0.174453202,-0.088884501,2
ARD,248,4999,Unit 6,ARD GZ 0,Non Guano,0.452211771,0.244384321,-0.063826135,-0.02288715,0.167254489,0.452211771,0.244384321,-0.063826135,-0.02288715,0.167254489,-0.259183332,0.073468324,-0.612232823,-0.596225099,-0.461642693,2
ARD,250,5018,Unit 6,ARD GZ 0,Non Guano,0.370291082,0.197341464,0.089225304,0.084427358,0.178938024,0.370291082,0.197341464,0.089225304,0.084427358,0.178938024,-0.215538734,0.333755362,0.100650387,0.148797179,0.082808067,2
ARD,253,5044,Unit 6,ARD GZ 0,Non Guano,-0.186790219,0.034377432,-0.410010527,-0.382677194,-0.104148533,-0.186790219,0.034377432,-0.410010527,-0.382677194,-0.104148533,0.682230342,0.436888131,0.049514977,-0.057210343,-0.2350165,2
ARD,254,5052,Unit 6,ARD GZ 0,Non Guano,-0.13413059,0.046953381,-0.283708129,-0.339525165,-0.08261476,-0.13413059,0.046953381,-0.283708129,-0.339525165,-0.08261476,-0.092867533,0.336364951,-0.060978676,0.01744675,-0.12877719,2
ARD,256,5069,Unit 6,ARD GZ 0,Non Guano,0.026492315,0.055360984,-0.21120249,-0.193970253,-0.005096579,0.026492315,0.055360984,-0.21120249,-0.193970253,-0.005096579,-1.176700598,0.377223451,-0.081584482,-0.166711498,-0.118071973,2
ARD,258,5084,Unit 6,ARD GZ 0,Non Guano,0.419336412,0.212914286,-0.021787225,0.112714942,0.217772425,0.419336412,0.212914286,-0.021787225,0.112714942,0.217772425,-0.711865768,0.125456015,-0.410504286,-0.430790751,-0.544726999,2
ARD,260,5100,Unit 6,ARD GZ 0,Non Guano,-0.597704223,-0.09185747,-0.72991352,-0.583922644,-0.273140809,-0.597704223,-0.09185747,-0.72991352,-0.583922644,-0.273140809,-0.349087062,0.164243422,-0.329822423,-0.277011519,-0.443459552,2
ARD,262,5115,Unit 6,ARD GZ 0,Non Guano,-0.177749226,0.002435389,-0.389512005,-0.344986272,-0.107042891,-0.177749226,0.002435389,-0.389512005,-0.344986272,-0.107042891,-1.452541118,0.149503163,-0.417658376,-0.330518344,-0.375292775,2
ARD,264,5131,Unit 6,ARD GZ 0,Non Guano,-0.589485081,-0.063204961,-0.717937329,-0.622136197,-0.245035236,-0.589485081,-0.063204961,-0.717937329,-0.622136197,-0.245035236,-0.136809794,-0.009817977,-0.350368553,-0.28001016,-0.164952422,2
ARD,266,5146,Unit 6,ARD GZ 0,Non Guano,-0.969464818,-0.104477994,-0.965105903,-0.826546935,-0.362914245,-0.969464818,-0.104477994,-0.965105903,-0.826546935,-0.362914245,-1.005356555,-0.036389344,-0.698484073,-0.553090569,-0.357641039,2
ARD,268,5162,Unit 6,ARD GZ 0,Non Guano,-0.267364087,-0.01552453,-0.471500239,-0.394774151,-0.164413643,-0.267364087,-0.01552453,-0.471500239,-0.394774151,-0.164413643,-0.871140938,-0.186526212,-1.381781894,-1.139236335,-0.703027328,2
ARD,270,5177,Unit 6,ARD GZ 0,Non Guano,-0.31533057,-0.015000014,-0.420821443,-0.387588388,-0.16597233,-0.31533057,-0.015000014,-0.420821443,-0.387588388,-0.16597233,-1.193715959,-0.255582038,-1.031790442,-0.653730488,-0.275062502,2
ARD,272,5192,Unit 6,ARD GZ 0,Non Guano,0.013361278,0.044687939,-0.224683606,-0.173136015,-0.033442533,0.013361278,0.044687939,-0.224683606,-0.173136015,-0.033442533,-0.638668678,-0.172673176,-0.87022502,-0.587406827,-0.281108634,2
ARD,274,5207,Unit 6,ARD GZ 0,Non Guano,-0.073017501,0.002166855,-0.261794583,-0.214258543,-0.08828917,-0.073017501,0.002166855,-0.261794583,-0.214258543,-0.08828917,0.238537575,0.244876577,0.252979103,0.345559132,0.323369821,2
ARD,276,5223,Unit 6,ARD GZ 0,Non Guano,-0.589215356,-0.126578903,-0.710635965,-0.592011212,-0.306201672,-0.589215356,-0.126578903,-0.710635965,-0.592011212,-0.306201672,-0.08939752,0.028161248,-0.290706499,-0.126866468,-0.103194937,2
ARD,278,5238,Unit 6,ARD GZ 0,Non Guano,-0.592519115,-0.112844618,-0.587847043,-0.601059805,-0.252670557,-0.592519115,-0.112844618,-0.587847043,-0.601059805,-0.252670557,-0.651013596,-0.081848167,-0.602282994,-0.427088898,-0.373124819,2
ARD,280,5253,Unit 6,ARD GZ 0,Non Guano,-0.608646825,-0.108494182,-0.725713643,-0.597575611,-0.285444314,-0.608646825,-0.108494182,-0.725713643,-0.597575611,-0.285444314,-0.090349802,-0.143585312,-0.603733534,-0.475671976,-0.384139997,2
ARD,282,5276,Unit 6,ARD GZ 0,Non Guano,-0.55374823,-0.096804524,-0.648799962,-0.656805995,-0.299526079,-0.55374823,-0.096804524,-0.648799962,-0.656805995,-0.299526079,-1.107374449,-0.10136014,-0.522172379,-0.378047256,-0.216455938,2
ARD,284,5300,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,-0.022732069,-0.159742624,-0.565258108,-0.383397501,-0.242835564,2
ARD,286,5324,Unit 6,ARD GZ 0,Non Guano,1.681024378,0.64936861,1.569985612,1.335839245,1.111007053,1.681024378,0.64936861,1.569985612,1.335839245,1.111007053,0.970564463,0.327059587,1.097088053,0.824345402,0.495247209,2
ARD,288,5351,Unit 6,ARD GZ 0,Non Guano,2.210378561,1.23479391,1.831155965,1.861736054,1.532205487,2.210378561,1.23479391,1.831155965,1.861736054,1.532205487,0.96596331,0.79094881,1.688391533,1.608413003,1.346360048,2
ARD,290,5377,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,1.23656583,0.974010192,1.089692351,1.265177654,1.048423876,2
ARD,292,5420,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,0.879929505,0.461564637,1.634578227,1.366218467,1.113099746,2
ARD,294,5463,Unit 6,ARD GZ 0,Non Guano,1.450958462,0.573565378,1.298312325,1.177697054,0.957317132,1.450958462,0.573565378,1.298312325,1.177697054,0.957317132,-0.52312743,0.33656057,0.958813282,0.891054715,0.505772414,2
ARD,296,5507,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,0.70128527,0.92832841,1.646180329,1.517420844,1.172724988,6
ARD,298,5552,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,0.099664275,0.197526442,0.70531959,0.74692167,0.752883712,6
ARD,300,5597,Unit 5,ARD GZ 2,Guano,-0.33218787,-0.208151558,-0.402199989,-0.494667856,-0.237607021,-0.33218787,-0.208151558,-0.402199989,-0.494667856,-0.237607021,-0.009654619,0.079107729,1.180336313,0.951613836,1.0527695,6
ARD,302,5643,Unit 5,ARD GZ 2,Guano,1.133232037,0.367615854,1.025769893,0.865050994,0.683776776,1.133232037,0.367615854,1.025769893,0.865050994,0.683776776,0.691671455,0.129948015,0.788972916,0.559316949,0.216769096,6
ARD,304,5689,Unit 5,ARD GZ 2,Guano,1.665734048,0.748131712,1.385390347,1.302908814,1.115946611,1.665734048,0.748131712,1.385390347,1.302908814,1.115946611,-0.012073,0.775463244,1.752059379,1.693661998,1.408473483,6
ARD,306,5744,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,1.606612279,1.530872664,1.661384435,1.791997153,1.394663562,6
ARD,308,5807,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,1.131534914,1.077538159,1.531512065,1.207867263,0.73733241,6
ARD,310,5870,Unit 5,ARD GZ 2,Guano,-2.067836412,-0.272096241,-1.481048034,-1.233652817,-0.602311671,-2.067836412,-0.272096241,-1.481048034,-1.233652817,-0.602311671,-1.544970835,-0.356766197,-1.821983713,-1.454635019,-1.057035796,6
ARD,312,6000,Unit 4,ARD GZ 0,Non Guano,-1.972526668,-0.288612433,-1.404308829,-1.208838574,-0.608670256,-1.972526668,-0.288612433,-1.404308829,-1.208838574,-0.608670256,-0.469896478,-0.44174224,-2.217961137,-1.308059614,-0.73068346,2
ARD,314,6131,Unit 4,ARD GZ 0,Non Guano,-1.833167694,-0.333024962,-1.409401138,-1.167410868,-0.608594594,-1.833167694,-0.333024962,-1.409401138,-1.167410868,-0.608594594,-0.114153463,0.179940665,0.718940327,0.610414058,0.345031431,2
ARD,316,6266,Unit 4,ARD GZ 0,Non Guano,-1.745546795,-0.32022286,-1.306443557,-1.124959545,-0.59709196,-1.745546795,-0.32022286,-1.306443557,-1.124959545,-0.59709196,-0.811955759,-0.252790084,-1.804886031,-1.447147935,-1.17286174,2
ARD,318,6405,Unit 4,ARD GZ 0,Non Guano,-0.968869494,-0.276453099,-0.868366437,-0.78243894,-0.460352351,-0.968869494,-0.276453099,-0.868366437,-0.78243894,-0.460352351,-0.573559307,-0.155124366,-0.668951521,-0.734130338,-0.76061159,2
ARD,320,6544,Unit 4,ARD GZ 0,Non Guano,1.58129401,0.688470958,1.337220781,1.240501465,1.041281849,1.58129401,0.688470958,1.337220781,1.240501465,1.041281849,1.011402098,1.097730841,1.558590016,1.247181138,0.979328017,2
ARD,322,6673,Unit 3,ARD GZ 1,Guano,2.025096684,1.134654622,1.606950423,1.451559703,1.341388007,2.025096684,1.134654622,1.606950423,1.451559703,1.341388007,1.203736346,1.16654957,1.370213144,1.094264194,0.985036639,7
ARD,324,6802,Unit 3,ARD GZ 1,Guano,1.040567989,0.387880917,0.985194741,0.716262257,0.55124856,1.040567989,0.387880917,0.985194741,0.716262257,0.55124856,1.142028379,1.029057484,1.694127923,0.93544629,0.861667652,7
ARD,326,6933,Unit 3,ARD GZ 1,Guano,-1.484507543,-0.347507318,-1.021586873,-0.983890753,-0.564560129,-1.484507543,-0.347507318,-1.021586873,-0.983890753,-0.564560129,-0.756337196,-0.459384919,-1.916755236,-1.652922488,-1.676738085,7
ARD,328,7068,Unit 2,ARD GZ 0,Non Guano,-1.957886788,-0.679156089,-1.917378264,-1.13235923,-0.840816157,-1.957886788,-0.679156089,-1.917378264,-1.13235923,-0.840816157,-0.608618549,-0.767444047,-2.520238944,-1.748813366,-1.617137368,2
ARD,330,7202,Unit 2,ARD GZ 0,Non Guano,-2.405965328,-0.654226976,-2.141568189,-1.230032439,-0.905232145,-2.405965328,-0.654226976,-2.141568189,-1.230032439,-0.905232145,-1.160125014,-0.703983439,-2.667356645,-1.7834634,-1.474814379,2
ARD,332,7334,Unit 2,ARD GZ 0,Non Guano,-2.328335765,-0.618270699,-2.112736374,-1.238105181,-0.883856768,-2.328335765,-0.618270699,-2.112736374,-1.238105181,-0.883856768,-0.924141146,-0.760378408,-3.190863821,-1.426645721,-1.310044167,2
ARD,334,7465,Unit 2,ARD GZ 0,Non Guano,-2.318712238,-0.568305203,-2.399564572,-1.284429866,-0.899188218,-2.318712238,-0.568305203,-2.399564572,-1.284429866,-0.899188218,-1.092276575,-0.6386414,-2.967232986,-1.662040287,-1.649087508,2
ARD,336,7595,Unit 2,ARD GZ 0,Non Guano,-2.386816882,-0.57164944,-2.219985987,-1.297639321,-0.902888586,-2.386816882,-0.57164944,-2.219985987,-1.297639321,-0.902888586,-0.948118165,-0.649242632,-5.020299153,-1.674709584,-1.259256433,2
ARD,338,7725,Unit 2,ARD GZ 0,Non Guano,-2.430521267,-0.592675574,-2.334863963,-1.229971751,-0.914293603,-2.430521267,-0.592675574,-2.334863963,-1.229971751,-0.914293603,-2.122863894,-0.502146872,-2.628333062,-1.655532845,-1.275146408,2
ARD,340,7855,Unit 2,ARD GZ 0,Non Guano,-2.431127387,-0.513159639,-2.261314182,-1.300692541,-0.879370426,-2.431127387,-0.513159639,-2.261314182,-1.300692541,-0.879370426,-1.335393314,-0.52201584,-2.565729585,-1.874138301,-1.345906021,2
ARD,344,8117,Unit 2,ARD GZ 0,Non Guano,-2.484922202,-0.538397971,-2.303402343,-1.336521416,-0.89247105,-2.484922202,-0.538397971,-2.303402343,-1.336521416,-0.89247105,-2.65357911,-0.610076119,-3.093450995,-1.829094763,-1.614546222,2
ARD,346,8241,Unit 2,ARD GZ 0,Non Guano,-1.989093508,-0.569106278,-0.323803209,-0.378707975,-0.140409417,-1.989093508,-0.569106278,-0.323803209,-0.378707975,-0.140409417,-0.951268734,-0.792615635,-0.655743892,-0.901739342,-0.872044363,2
ARD,348,8358,Unit 1,ARD GZ 0,Non Guano,-2.179540909,-0.625754317,-0.174469116,-0.566394214,-0.107559668,-2.179540909,-0.625754317,-0.174469116,-0.566394214,-0.107559668,-0.382083495,-0.814008409,-0.763600907,-1.131105051,-0.974376909,2
ARD,350,8474,Unit 1,ARD GZ 0,Non Guano,-2.311146351,-0.503954121,-0.291343413,-0.738749315,-0.079806085,-2.311146351,-0.503954121,-0.291343413,-0.738749315,-0.079806085,-0.528671403,-0.722899376,-0.922023272,-1.460152933,-0.821334527,2
ARD,352,8575,Unit 1,ARD GZ 0,Non Guano,-2.379322976,-0.46859132,-0.578448801,-0.847686488,-0.221941328,-2.379322976,-0.46859132,-0.578448801,-0.847686488,-0.221941328,-1.863664087,-0.396298703,-1.166008267,-1.437853043,-0.850482881,2
ARD,356,8777,Unit 1,ARD GZ 0,Non Guano,-2.30562006,-0.454422146,-0.154800061,-0.702830873,-0.018245213,-2.30562006,-0.454422146,-0.154800061,-0.702830873,-0.018245213,0.100325531,-0.629433827,-0.897427536,-1.09521744,-0.660237492,2
YAN,3,413,Freshwater,YAN GZ 0,Non Guano,-2.468121315,-0.569691587,-1.628567023,-1.283749558,-0.790466842,-2.468121315,-0.569691587,-1.628567023,-1.283749558,-0.790466842,-2.457944898,-0.624301718,-2.329580252,-2.347910374,-2.167301809,1
YAN,5,725.64,Freshwater,YAN GZ 0,Non Guano,-2.404823775,-0.541016689,-1.636038554,-1.381231611,-0.823329235,-2.404823775,-0.541016689,-1.636038554,-1.381231611,-0.823329235,-1.613727227,-0.876159751,-1.712511692,-2.226050553,-2.04080864,1
YAN,7,961.52,Freshwater,YAN GZ 0,Non Guano,-2.392810247,-0.916516555,-0.80625728,-0.972646245,-0.659287119,-2.392810247,-0.916516555,-0.80625728,-0.972646245,-0.659287119,-1.889659067,-1.131971443,-1.4596495,-2.108461906,-2.110867255,1
YAN,9,1197.4,Freshwater,YAN GZ 0,Non Guano,-2.3005828,-1.070135725,-0.574463957,-0.848540824,-0.559469941,-2.3005828,-1.070135725,-0.574463957,-0.848540824,-0.559469941,-1.067997644,-1.229282267,-0.85997974,-2.003941909,-1.88525871,1
YAN,13,2153.18,Freshwater,YAN GZ 0,Non Guano,-2.11330309,-0.904863863,-1.25075928,-1.237532935,-0.823919913,-2.11330309,-0.904863863,-1.25075928,-1.237532935,-0.823919913,-1.368082165,-1.181110023,-1.403837249,-1.998858316,-1.908182078,1
YAN,15,2711.74,Freshwater,YAN GZ 0,Non Guano,-2.29760584,-0.94269273,-0.902925666,-1.028582528,-0.672500935,-2.29760584,-0.94269273,-0.902925666,-1.028582528,-0.672500935,-1.960728297,-1.086193717,-1.613637653,-2.111713883,-2.034998419,1
YAN,17,3040.18,Freshwater,YAN GZ 0,Non Guano,-2.265011029,-0.895432262,-1.11928985,-1.161809334,-0.749297848,-2.265011029,-0.895432262,-1.11928985,-1.161809334,-0.749297848,-1.6226723,-1.014724572,-1.310824469,-2.091092523,-1.952861777,1
YAN,19,3368.62,Freshwater,YAN GZ 0,Non Guano,-2.289812504,-0.707366399,-1.153443656,-1.307271395,-0.741118332,-2.289812504,-0.707366399,-1.153443656,-1.307271395,-0.741118332,-1.664317682,-0.876537407,-1.558312489,-2.205549875,-2.003419181,1
YAN,21,3660.84,Freshwater,YAN GZ 0,Non Guano,-2.360892575,-0.913661523,-0.494699494,-1.069030219,-0.717287027,-2.360892575,-0.913661523,-0.494699494,-1.069030219,-0.717287027,-1.514445866,-1.233993407,-1.11283036,-1.936589824,-1.964763834,1
YAN,23,3916.86,Freshwater,YAN GZ 0,Non Guano,-2.314125513,-0.975944881,-0.374559352,-0.950981082,-0.662151715,-2.314125513,-0.975944881,-0.374559352,-0.950981082,-0.662151715,-1.466388566,-0.984769598,-1.043476874,-2.121970573,-1.96854069,1
YAN,25,4172.88,Freshwater,YAN GZ 0,Non Guano,-2.404557548,-0.754802231,-0.607212793,-1.057666861,-0.640960646,-2.404557548,-0.754802231,-0.607212793,-1.057666861,-0.640960646,-1.611456513,-0.980602478,-1.309763606,-2.156940521,-1.955751797,1
YAN,27,4328.62,Freshwater,YAN GZ 0,Non Guano,-2.415314905,-0.764199968,-0.586042412,-1.057060459,-0.630957716,-2.415314905,-0.764199968,-0.586042412,-1.057060459,-0.630957716,-1.413409047,-0.885024487,-1.335627013,-2.215764193,-1.950135463,1
YAN,29,4484.36,Freshwater,YAN GZ 0,Non Guano,,,,,,,,,,,-1.348011652,-0.841343219,-1.234519685,-2.156601677,-2.082018212,1
YAN,31,4654.93,Freshwater,YAN GZ 0,Non Guano,-2.415009892,-0.640343925,-0.753617047,-1.133287395,-0.651777722,-2.415009892,-0.640343925,-0.753617047,-1.133287395,-0.651777722,-1.763949846,-0.725290386,-1.318713514,-2.242612418,-2.015599809,1
YAN,33,4840.35,Freshwater,YAN GZ 0,Non Guano,-2.513119546,-0.552806968,-0.994602709,-1.179521036,-0.707607626,-2.513119546,-0.552806968,-0.994602709,-1.179521036,-0.707607626,-2.563347587,-0.653815259,-1.853076685,-2.207358432,-2.133250846,1
YAN,35,5025.76,Freshwater,YAN GZ 0,Non Guano,-2.59116123,-0.508408702,-1.17006579,-1.252493918,-0.664758084,-2.59116123,-0.508408702,-1.17006579,-1.252493918,-0.664758084,-2.547857516,-0.526085198,-2.121888748,-2.215696332,-2.189790673,1
YAN,37,5180.64,Freshwater,YAN GZ 0,Non Guano,-2.602912093,-0.46253386,-1.38606357,-1.285407307,-0.658128992,-2.602912093,-0.46253386,-1.38606357,-1.285407307,-0.658128992,-2.934493284,-0.451451374,-2.453092674,-2.353159628,-2.273678512,1
YAN,39,5335.52,Freshwater,YAN GZ 0,Non Guano,-2.596025856,-0.441879568,-1.443599243,-1.311879382,-0.682643817,-2.596025856,-0.441879568,-1.443599243,-1.311879382,-0.682643817,-2.591697154,-0.385088349,-2.437102792,-2.35736669,-2.199705234,1
YAN,41,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.617546028,-0.388981128,-1.466437227,-1.304412017,-0.65904707,-2.617546028,-0.388981128,-1.466437227,-1.304412017,-0.65904707,-2.143926038,-0.467388345,-2.025442692,-1.589015222,-1.316176152,1
YAN,43,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.601117995,-0.410995375,-1.470799964,-1.308774754,-0.668757413,-2.601117995,-0.410995375,-1.470799964,-1.308774754,-0.668757413,-2.432348246,-0.46386678,-1.997801401,-1.572727195,-1.315928394,1
YAN,45,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.599873439,-0.398851529,-1.485059595,-1.346750912,-0.667512858,-2.599873439,-0.398851529,-1.485059595,-1.346750912,-0.667512858,-2.084886757,-0.455208136,-2.002901652,-1.55356265,-1.316120254,1
YAN,47,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.582928652,-0.410241437,-1.382723268,-1.335880312,-0.680282188,-2.582928652,-0.410241437,-1.382723268,-1.335880312,-0.680282188,-2.108432971,-0.427980423,-1.970989491,-1.543456498,-1.271841426,1
YAN,49,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.592497349,-0.425485519,-1.452241272,-1.320521411,-0.685880427,-2.592497349,-0.425485519,-1.452241272,-1.320521411,-0.685880427,-2.503875813,-0.398855808,-1.946569307,-1.529000188,-1.231923011,1
YAN,51,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.596537759,-0.428236552,-1.452241272,-1.234578982,-0.685880427,-2.596537759,-0.428236552,-1.452241272,-1.234578982,-0.685880427,-2.23067935,-0.388165509,-1.963082354,-1.532058646,-1.250178403,1
YAN,53,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.579858339,-0.424870701,-1.481931804,-1.294588786,-0.687964667,-2.579858339,-0.424870701,-1.481931804,-1.294588786,-0.687964667,-2.288173032,-0.363688627,-1.974692268,-1.522023343,-1.233952584,1
YAN,55,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.572884997,-0.445003894,-1.441719354,-1.299496772,-0.731444927,-2.572884997,-0.445003894,-1.441719354,-1.299496772,-0.731444927,-2.697211004,-0.342565918,-1.998911595,-1.529295234,-1.22251878,1
YAN,59,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.581052779,-0.380228381,-1.498314185,-1.279718624,-0.667703656,-2.581052779,-0.380228381,-1.498314185,-1.279718624,-0.667703656,-2.748511234,-0.36476384,-2.008856359,-1.531881401,-1.330101823,1
YAN,61,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.56466255,-0.418640865,-1.467279149,-1.295203603,-0.699449157,-2.56466255,-0.418640865,-1.467279149,-1.295203603,-0.699449157,-3.13170656,-0.356771012,-2.052118255,-1.523361011,-1.326117151,1
YAN,63,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.571473965,-0.377402986,-1.500807952,-1.294791173,-0.683729429,-2.571473965,-0.377402986,-1.500807952,-1.294791173,-0.683729429,-2.840502467,-0.372291206,-2.073437485,-1.553394598,-1.351189703,1
YAN,65,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.57576315,-0.359176534,-1.45054495,-1.291048187,-0.677265353,-2.57576315,-0.359176534,-1.45054495,-1.291048187,-0.677265353,-2.848438531,-0.385364837,-2.044332277,-1.55176825,-1.367924489,1
YAN,67,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.511672218,-0.506702878,-1.34507478,-1.25345321,-0.818838343,-2.511672218,-0.506702878,-1.34507478,-1.25345321,-0.818838343,-2.61046138,-0.378829403,-2.028261054,-1.543162638,-1.342565432,1
YAN,69,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.558512027,-0.347522537,-1.404842406,-1.302536431,-0.686943642,-2.558512027,-0.347522537,-1.404842406,-1.302536431,-0.686943642,-2.570287172,-0.369250408,-2.026572196,-1.549865656,-1.315149993,1
YAN,71,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.557886049,-0.341735257,-1.44866819,-1.314813857,-0.694593573,-2.557886049,-0.341735257,-1.44866819,-1.314813857,-0.694593573,-2.169800377,-0.374365794,-1.963219541,-1.561981726,-1.307825565,1
YAN,73,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.548553156,-0.353286658,-1.481941414,-1.291672991,-0.697095138,-2.548553156,-0.353286658,-1.481941414,-1.291672991,-0.697095138,-2.203401178,-0.387831184,-1.979148686,-1.561818637,-1.322281118,1
YAN,75,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.560832237,-0.341874577,-1.458913681,-1.296888471,-0.684046715,-2.560832237,-0.341874577,-1.458913681,-1.296888471,-0.684046715,-1.913037606,-0.438597555,-2.026857407,-1.584644809,-1.369741598,1
YAN,77,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.586103693,-0.329189224,-1.43225368,-1.311471429,-0.653554015,-2.586103693,-0.329189224,-1.43225368,-1.311471429,-0.653554015,-1.942840314,-0.431098256,-2.057146809,-1.604465964,-1.397866135,1
YAN,79,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.586740028,-0.331118384,-1.448157487,-1.299035682,-0.648799502,-2.586740028,-0.331118384,-1.448157487,-1.299035682,-0.648799502,-1.920387437,-0.43581069,-2.06029774,-1.602884341,-1.393900221,1
YAN,81,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.5779268,-0.36254225,-1.418815227,-1.301910452,-0.686317663,-2.5779268,-0.36254225,-1.418815227,-1.301910452,-0.686317663,-2.08498538,-0.422372582,-2.081595663,-1.594756937,-1.385618351,1
YAN,83,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.532432488,-0.430692047,-1.382723268,-1.285236579,-0.766807538,-2.532432488,-0.430692047,-1.382723268,-1.285236579,-0.766807538,-2.09834654,-0.382298645,-2.070894958,-1.5766762,-1.333195875,1
YAN,85,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.540510221,-0.447448883,-1.38700593,-1.277249148,-0.753748725,-2.540510221,-0.447448883,-1.38700593,-1.277249148,-0.753748725,-2.54635845,-0.362331031,-2.014464589,-1.571248469,-1.311720866,1
YAN,87,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.550504971,-0.366934512,-1.46481761,-1.292742064,-0.744549028,-2.550504971,-0.366934512,-1.46481761,-1.292742064,-0.744549028,-2.379871833,-0.390646948,-1.998763166,-1.566298497,-1.299493874,1
YAN,89,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.570227859,-0.332051158,-1.468309303,-1.293545067,-0.693442337,-2.570227859,-0.332051158,-1.468309303,-1.293545067,-0.693442337,-2.350230635,-0.410579491,-1.892869795,-1.517352632,-1.293423135,1
YAN,91,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.580382096,-0.282572901,-1.481316609,-1.30094226,-0.664238086,-2.580382096,-0.282572901,-1.481316609,-1.30094226,-0.664238086,-2.660927646,-0.454148228,-1.781358734,-1.481143797,-1.309051125,1
YAN,93,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.561754987,-0.447011376,-1.39915899,-1.251318415,-0.772176729,-2.561754987,-0.447011376,-1.39915899,-1.251318415,-0.772176729,-2.770788941,-0.494530514,-1.693836146,-1.431074462,-1.328805715,1
YAN,95,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.550326535,-0.451750098,-1.327429052,-1.271739492,-0.762669334,-2.550326535,-0.451750098,-1.327429052,-1.271739492,-0.762669334,-2.479250853,-0.474541454,-1.582559844,-1.369180858,-1.279384184,1
YAN,97,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.560967965,-0.44401407,-1.349174213,-1.266816405,-0.743315982,-2.560967965,-0.44401407,-1.349174213,-1.266816405,-0.743315982,-3.142911334,-0.467348853,-1.522118046,-1.31903015,-1.254894058,1
YAN,99,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.560832237,-0.412902414,-1.34284151,-1.199250001,-0.720516395,-2.560832237,-0.412902414,-1.34284151,-1.199250001,-0.720516395,-1.656848277,-0.501175939,-1.928310329,-1.675490331,-1.323427863,1
YAN,101,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.559183373,-0.419018488,-1.352842828,-1.241369897,-0.720029646,-2.559183373,-0.419018488,-1.352842828,-1.241369897,-0.720029646,,-0.439954617,-1.777132947,-1.581335553,-1.300756639,1
