Core,Unit,Guano_Zone,ITRAX_XRF_ID_MATCH,core_depth,strat_depth,95%_min_age,95%_max_age,median_age,mean_age_SH20M5,accum_rate,SiO2,TiO2,Al2O3,Fe2O3,MnO_corr.,MgO_corr.,CaO,Na2O_corr.,K2O,P2O5,As_corr.,Ba,Co,Cr,Cu_corr.,Ni,Pb,Rb,Sr,V,Y,Zn,Zr,Cd_(OES),Ag,Bi,Cd_(MS),Cs,Li,Mo,Nb,Sb,Sc,Sn,Th,Tl,U_(MS),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,f_REE,Se,Hg,N_(%),C_(%),S_(%),TIC_(%),TOC_(%),Hg/C_(ng/g),C/N,C/P,Si/Al,Ti/Al,Al/Al,Fe/Al,Mn/Al,Mg/Al,Ca/Al,Na/Al,K/Al,P/Al,As/Al_(x_104),Ba/Al_(x_104),Co/Al_(x_104),Cr/Al_(x_104),Cu/Al_(x_104),Ni/Al_(x_104),Pb/Al_(x_104),Rb/Al_(x_104),Sr/Al_(x_104),V/Al_(x_104),Y/Al_(x_104),Zn/Al_(x_104),Zr/Al_(x_104),Cd/Al_(OES)_(x_104),Ag/Al_(x_104),Bi/Al_(x_104),Cd/Al_(MS)_(x_104),Cs_/Al_(x_104),Li/Al_(x_104),Mo/Al_(x_104),Nb/Al_(x_104),Sb/Al_(x_104),Sc/Al_(x_104),Sn/Al_(x_104),Th/Al_(x_104),Tl/Al_(x_104),U/Al_(x_104),La/Al_(x_104),Ce/Al_(x_104),Pr/Al_(x_104),Nd/Al_(x_104),Sm/Al_(x_104),Eu/Al_(x_104),Gd/Al_(x_104),Tb/Al_(x_104),Dy/Al_(x_104),Ho/Al_(x_104),Er/Al_(x_104),Tm/Al_(x_104),Yb/Al_(x_104),Lu/Al_(x_104),Se/Al_(x_104),Hg/Al_(x_104),N/Al,TC/Al,TS/Al,TIC/Al,TOC/Al,SiO2/TiO2,TiO2/TiO2,Al2O3/TiO2,Fe2O3/TiO2,MnO/TiO2,MgO/TiO2,CaO/TiO2,Na2O/TiO2,K2O/TiO2,P2O5/TiO2,As/TiO2,Ba/TiO2,Co/TiO2,Cr/TiO2,Cu/TiO2,Ni/TiO2,Pb/TiO2,Rb/TiO2,Sr/TiO2,V/TiO2,Y/TiO2,Zn/TiO2,Zr/TiO2,N/TiO2,C/TiO2,S/TiO2,Si/Ti,Ti/Ti,Al/Ti,Fe/Ti,Mn/Ti,Mg/Ti,Ca/Ti,Na/Ti,K/Ti,P/Ti,As/Ti,Ba/Ti,Co/Ti,Cr/Ti,Cu/Ti,Ni/Ti,Pb/Ti,Rb/Ti,Sr/Ti,V/Ti,Y/Ti,Zn/Ti,Zr/Ti,N/Ti,C/Ti,S/Ti,filename,position,Core_depth_(cm),Strat_depth,sample_surface,run_validity,reanalysed_validity,Egain,Eoffset,Fslope,Foffset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Nb,Mo,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Ta,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,Mo_inc+coh,Mo_inc/coh,Mo_coh/inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Nb,Mo,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Ta,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,Mo_inc+coh,Mo_inc/coh,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Nb,Mo,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Ta,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,Mo_inc+coh,Mo_inc/coh,cps_sum,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Nb,Mo,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Ta,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,Mo_inc+coh,Mo_inc/coh,SUM,TOTAL_TSN,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Nb,Mo,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Ta,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,Mo_inc+coh,Mo_inc/coh,SUM
,,,,cm,cm,cal a BP,cal a BP,cal a BP,cal a BP,cm yr-1,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,XRF_%,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,ICPMS_ppm,CHN_%,CHN_%,CHN_%,CHN_%,CHN_%,CHN_%,CHN_%,CHN_XRF,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,XRF/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,ICPMS/Al_elemental,CHN/Al_elemental,CHN/Al_elemental,CHN/Al_elemental,CHN/Al_elemental,CHN/Al_elemental,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,XRF/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,ICPMS_as%/TiO2_oxide,CHN/TiO2_oxide,CHN/TiO2_oxide,CHN/TiO2_oxide,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,XRF/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,ICPMS_as%/Ti_elemental,CHN/Ti_elemental,CHN/Ti_elemental,CHN/Ti_elemental,ITRAX_XRF,mm,cm,cm,cm,NA,NA,NA,NA,NA,NA,cps_filtered,NA,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/inc+coh_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps/Ti_cps,cps,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,%cps_sum,cps/inc+coh_cps,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN,%TSN
ARD1A,12,5,ARD1A: 13_1,13,13,1135,1396,1296,1286,0.00618,39.26,1.024,13.11,6.23,0.1,1.91,7.25,2.44,0.66,5.47,13,190,18,33,348,9,3,14,758,163,22,249,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,8.8,1.5,,,,9.1,3.7,2.64,0.09,1,0.63,0.0116,0.17,0.747,0.261,0.079,0.344,1.864,27.381,2.594,4.756,50.154,1.297,0.432,2.018,109.236,23.49,3.17,35.883,16.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.268,0.212,,,38.34,1,12.8,6.08,0.1,1.87,7.08,2.38,0.64,5.34,0.0013,0.0186,0.0018,0.0032,0.034,0.0009,0.0003,0.0014,0.074,0.0159,0.0021,0.0243,0.011,0.948,8.596,1.44,29.9,1,11.31,7.89,0.13,1.88,8.44,2.95,0.89,3.89,0.0021,0.031,0.0029,0.0054,0.0567,0.0015,0.0005,0.0023,0.1235,0.0266,0.0036,0.0406,0.0184,0.4582,2.6632,0.8763,Data\ITRAX\Reanalysed\SouthShetlands\ARD_13-8_Mo\ARD1A\XRFdata\L000026.spe,52,13,13,7.41,1,1,0.018312,-0.002199,0.009192,0.094205,13291.35273,1.422,2,4,32,9,18,5,46,66,1557,9,952,41,29,351,26818,152,6,102,151,66,22,43,18,101,46,1446,772,1,7,15,12,3,20,12,1,6,15,17,6,5,26,26,60,240,48,59,13,20,11,19,36,23,27,13,26,2,14,50,84,3,5.82E+13,14078,4332,18409.8,3.245754789,0.307737114,0.000108638,0.000228139,0.001727341,0.000467143,0.000999468,0.000249867,0.002498669,0.003574183,0.084585384,0.000510598,0.051733316,0.002237938,0.001596976,0.019076796,1.456735,0.008234745,0.000347641,0.005562255,0.008202153,0.003585047,0.001216743,0.002346576,0.000999468,0.005464481,0.002487805,0.078545123,0.041934187,4.35E-05,0.000380232,0.000814783,0.000651827,0.000141229,0.001108105,0.000673554,5.43E-05,0.000347641,0.000825647,0.000934285,0.000336777,0.000249867,0.001401428,0.001423155,0.003269998,0.013025671,0.002585579,0.003183087,0.000706146,0.001097242,0.000597508,0.001010331,0.001933753,0.001249335,0.001477474,0.000695282,0.001412291,8.69E-05,0.000782192,0.002694217,0.004562787,0.000162957,3161007229,0.764679681,0.235320319,1,0.000176306,0.002099958,0.004409912,0.033389332,0.009029819,0.019319614,0.004829903,0.048299034,0.069088618,1.635027299,0.009869803,1,0.043259135,0.030869383,0.368752625,28.15854683,0.159176816,0.006719866,0.10751785,0.158546829,0.069298614,0.02351953,0.045359093,0.019319614,0.105627887,0.048089038,1.518269635,0.810583788,0.000839983,0.007349853,0.015749685,0.012599748,0.002729945,0.021419572,0.01301974,0.001049979,0.006719866,0.015959681,0.018059639,0.00650987,0.004829903,0.027089458,0.02750945,0.063208736,0.251784964,0.049979,0.061528769,0.013649727,0.021209576,0.011549769,0.019529609,0.037379252,0.024149517,0.028559429,0.013439731,0.027299454,0.001679966,0.015119698,0.052078958,0.088198236,0.003149937,61101964380,14.78118438,4.548719026,19.3299034,0.003407974,52195,0.003831785,0.008046748,0.060925376,0.016476674,0.035252419,0.008813105,0.088131047,0.126065715,2.983427531,0.018009388,1.824695852,0.078934764,0.056327234,0.672861385,51.3807836,0.290449277,0.012261711,0.196187374,0.289299741,0.126448894,0.042915988,0.082766549,0.035252419,0.192738768,0.087747869,2.770380305,1.479068876,0.001532714,0.013411246,0.028738385,0.022990708,0.00498132,0.039084203,0.023757065,0.001915892,0.012261711,0.029121563,0.032953348,0.011878532,0.008813105,0.049430022,0.050196379,0.115336718,0.45943098,0.091196475,0.11227129,0.0249066,0.038701025,0.021074816,0.035635597,0.068205767,0.044065524,0.052112271,0.024523422,0.0498132,0.003065428,0.02758885,0.095028259,0.160934955,0.005747677,1.11E+11,26.97116582,8.300028738,35.27119456,0.006218517,100,2.827754783,0.003841839,0.008067862,0.061085243,0.016519908,0.03534492,0.00883623,0.088362301,0.126396509,2.991255974,0.018056644,1.82948381,0.079141887,0.056475036,0.674626957,51.51560555,0.291211409,0.012293885,0.196702165,0.290058857,0.126780692,0.043028599,0.082983726,0.03534492,0.19324451,0.087978117,2.777649716,1.482949918,0.001536736,0.013446437,0.028813794,0.023051035,0.004994391,0.039186759,0.023819403,0.00192092,0.012293885,0.029197978,0.033039817,0.011909701,0.00883623,0.049559725,0.050328093,0.115639359,0.460636516,0.091435772,0.112565888,0.024971955,0.038802576,0.021130115,0.035729104,0.068384737,0.04418115,0.052249013,0.024587771,0.049943909,0.003073471,0.027661242,0.095277611,0.161357245,0.005762759,1.12E+11,27.04193752,8.321807816,35.36374533,0.006234834,100
ARD1A,12,5,ARD1A: 15_2,15,15,1344,1801,1630,1609,0.01147,44.67,1.168,14.59,6.23,0.11,2.4,6.83,2.7,0.56,3.94,10,175,25,78,227,13,0,11,614,174,24,272,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.09,1,0.56,0.0114,0.19,0.632,0.26,0.06,0.223,1.256,22.661,3.237,10.1,29.386,1.683,0,1.424,79.508,22.532,3.108,35.222,17.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.24,1,12.49,5.33,0.1,2.06,5.85,2.32,0.48,3.38,0.0008,0.015,0.0021,0.0067,0.0194,0.0011,0,0.0009,0.0526,0.0149,0.0021,0.0233,0.0113,,,,29.83,1,11.03,6.92,0.13,2.07,6.97,2.87,0.66,2.46,0.0014,0.025,0.0036,0.0111,0.0324,0.0019,,0.0016,0.0877,0.0249,0.0034,0.0389,0.0189,,,,Data\ITRAX\Reanalysed\SouthShetlands\ARD_13-8_Mo\ARD1A\XRFdata\L000036.spe,72,15,15,7.34,1,1,0.018312,-0.002199,0.009192,0.094205,12296.68242,1.082,8,7,18,15,28,0,50,38,1657,9,319,18,15,252,11670,92,3,474,684,29,24,17,57,286,33,3237,708,2,6,16,0,0,7,13,0,14,7,5,0,4,5,15,25,111,31,20,12,32,44,14,32,43,24,20,53,2,4,10,24,9,3.70E+13,15993,4445,20438.4,3.595030018,0.277943126,0.000410991,0.000342493,0.000880695,0.000724127,0.001389541,0,0.002446375,0.001869031,0.081092453,0.000440348,0.015627446,0.00087091,0.000714342,0.012310161,0.570993816,0.004501331,0.000156568,0.023201425,0.033485987,0.001438469,0.001184046,0.000821982,0.002779083,0.013983482,0.001595037,0.158397918,0.034630891,9.79E-05,0.000303351,0.000802411,0,0,0.000352278,0.000645843,0,0.000665414,0.000352278,0.000264209,0,0.00019571,0.000244638,0.000743698,0.001232973,0.005421168,0.001516753,0.000968765,0.000567559,0.001546109,0.002172381,0.000704556,0.001546109,0.002103883,0.001193831,0.00097855,0.002583372,0.000117426,0.000205496,0.000508846,0.001164475,0.000440348,1810790680,0.782507437,0.217492563,1,0.000175896,0.026299311,0.021916093,0.056355667,0.046336882,0.088916719,0,0.156543519,0.119599249,5.189104571,0.028177833,1,0.055729493,0.045710708,0.787726988,36.53788353,0.288040075,0.010018785,1.484658735,2.142767689,0.092047589,0.075767063,0.052598622,0.177833438,0.894802755,0.102066374,10.13587977,2.216030056,0.006261741,0.019411396,0.051346274,0,0,0.022542267,0.041327489,0,0.042579837,0.022542267,0.0169067,0,0.012523482,0.015654352,0.04758923,0.078897934,0.346900438,0.097056982,0.061991234,0.036318096,0.098935504,0.139010645,0.045084534,0.098935504,0.134627426,0.076393237,0.062617408,0.165309956,0.007514089,0.013149656,0.032561052,0.074514715,0.028177833,1.16E+11,50.07263619,13.91734502,63.98998121,0.011255573,40793.6,0.020591465,0.017159554,0.044124569,0.036280201,0.069618764,0,0.122568246,0.09364214,4.062892218,0.022062284,0.782965955,0.043634296,0.035789928,0.616763414,28.60791889,0.225525573,0.007844368,1.162437245,1.677714151,0.072070129,0.059323031,0.041182931,0.139237527,0.700600094,0.079914496,7.936048792,1.73507609,0.00490273,0.015198463,0.040202385,0,0,0.017649827,0.032358017,0,0.033338563,0.017649827,0.013237371,0,0.00980546,0.012256825,0.037260747,0.061774396,0.271611233,0.075992313,0.048537025,0.028435833,0.077463131,0.108840602,0.035299655,0.077463131,0.105408692,0.059813304,0.049027298,0.129432068,0.005883276,0.010295733,0.025494195,0.058342485,0.022062284,90724192615,39.20516944,10.89680734,50.10197678,0.00881273,100,1.993815563,0.020613295,0.017177745,0.044171346,0.036318662,0.069692567,0,0.122698182,0.093741411,4.06719934,0.022085673,0.783795987,0.043680553,0.035827869,0.617417252,28.6382465,0.225764655,0.007852684,1.163669559,1.679492717,0.072146531,0.05938592,0.041226589,0.139385135,0.701342809,0.079999215,7.944461895,1.736915466,0.004907927,0.015214575,0.040245004,0,0,0.017668538,0.03239232,0,0.033373906,0.017668538,0.013251404,0,0.009815855,0.012269818,0.037300247,0.061839884,0.271899172,0.076072873,0.04858848,0.028465978,0.077545251,0.108955986,0.035337076,0.077545251,0.105520437,0.059876713,0.049079273,0.12956928,0.005889513,0.010306647,0.025521222,0.058404335,0.022085673,90820370447,39.24673132,10.90835918,50.1550905,0.008822073,100
