Si,Al,K,Ca,Ti,Mn,Fe,Na,Mg,P,Cr,Ni,F,Cl,S
0.467425585,0.529240999,0.830142489,0.714728903,0.599333893,0.774450929,0.777298351,0.741850544,0.60302692,0.436411746,0.68419432,0.78579098,,,0.500507297
