Record,Section,Section_depth,strat_depth,SH20_age,Type,Group,Guano_Zone,Guano_Sum,P2O5_TiO2,CaO_TiO2,Cu_TiO2,Zn_TiO2,Sr_TiO2,P_Ti,Ca_Ti,Cu_Ti,Zn_Ti,Sr_Ti,P_Ti_CS,Ca_Ti_CS,Cu_Ti_CS,Zn_Ti_CS,Sr_Ti_CS,Plot_order
YAN,YAN 8A-II,5,105,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155370844,4.731457801,0.004603581,0.005051151,0.022378517,0.113135036,5.642446867,0.007681162,0.008427941,0.037338981,0.001455604,1.862165491,0.062926884,0.132907849,1.695554809,1
YAN,YAN 8A-II,7,107,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155028828,4.759769379,0.004356182,0.00512492,0.022485586,0.112885993,5.676209522,0.007268372,0.008551026,0.037517628,,1.920933014,0.080143541,0.153947368,1.848684211,1
YAN,YAN 8A-II,9,109,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153256705,4.833971903,0.004150702,0.004853129,0.022796935,0.111595602,5.764698909,0.006925526,0.008097538,0.038037119,0.001212856,2.052880534,0.079927229,0.160218314,1.810915706,1
YAN,YAN 8A-II,11,111,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153994845,5.096649485,0.004059278,0.00496134,0.023324742,0.112133087,6.077952109,0.006772983,0.008278091,0.038917776,0.000744694,2.201067395,0.068139506,0.170162592,1.925282363,1
YAN,YAN 8A-II,13,113,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152553329,5.20361991,0.004007757,0.004848093,0.023723335,0.11108343,6.205518488,0.006687019,0.008089136,0.039582837,0.000753807,2.248303935,0.07734057,0.164028343,2.308608473,1
YAN,YAN 8A-II,15,115,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153294194,5.322896282,0.004109589,0.004957599,0.023874755,0.1116229,6.347760187,0.006856927,0.008271849,0.039835483,,2.235333602,0.07893677,0.154517385,2.090481944,1
YAN,YAN 8A-II,17,117,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153446034,5.305591678,0.004096229,0.005006502,0.023862159,0.111733463,6.327123775,0.006834636,0.008353444,0.039814466,0.002369964,2.170886865,0.078832481,0.159161781,1.804540352,1
YAN,YAN 8A-II,19,119,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154498044,5.404172099,0.004041721,0.00482399,0.023924381,0.112499497,6.44468475,0.006743688,0.008048918,0.039918284,,2.220700349,0.061119008,0.155058793,1.983977258,1
YAN,YAN 8A-II,21,121,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.15493867,5.235635894,0.004196256,0.005035507,0.023692705,0.112820343,6.243698791,0.007001532,0.008401839,0.039531729,,2.449795082,0.069031762,0.138960041,1.984246926,1
YAN,YAN 8A-II,23,123,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152498378,5.165476963,0.003893576,0.00486697,0.023426347,0.111043417,6.160031546,0.006496505,0.008120631,0.039087305,,2.17483833,0.091828336,0.15085244,1.718283363,1
YAN,YAN 8A-II,25,125,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154392765,5.174418605,0.004134367,0.00503876,0.023191214,0.112422836,6.1706948,0.00689827,0.008407266,0.038694982,0.002259484,1.969318587,0.067189916,0.140682602,1.496135093,1
YAN,YAN 8A-II,27,127,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153041203,5.232177894,0.00412034,0.004839765,0.024068018,0.111438682,6.239574992,0.006874866,0.008075239,0.040157946,,2.111242744,0.069304585,0.152943964,1.691268807,1
YAN,YAN 8A-II,29,129,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.150033047,5.393258427,0.003965631,0.004890945,0.024388632,0.109248258,6.431669773,0.006616731,0.008160635,0.040692896,0.001369113,2.05558598,0.068044907,0.133077766,1.88253012,1
YAN,YAN 8A-II,31,131,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.151131824,5.592543276,0.003994674,0.004860186,0.024500666,0.110048346,6.669324681,0.006665189,0.008109313,0.040879827,0.001158301,2.209137709,0.075675676,0.163449163,1.838223938,1
YAN,YAN 8A-II,33,133,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152887139,5.452755906,0.004133858,0.00492126,0.024540682,0.111326498,6.502622823,0.006897421,0.008211216,0.040946595,,2.223705502,0.086165049,0.158980583,1.951321467,1
YAN,YAN 8A-II,35,135,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152173913,5.415019763,0.004018445,0.005006588,0.024176548,0.110807154,6.457621009,0.006704852,0.008353587,0.04033903,0.000774393,2.117836861,0.080665978,0.151135777,1.802787816,1
YAN,YAN 8A-II,37,137,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152,5.62,0.004066667,0.004933333,0.025066667,0.110680518,6.702067889,0.006785311,0.008231361,0.04182421,0.005911718,2.078297425,0.087230688,0.142406726,1.795191802,1
YAN,YAN 8A-II,39,139,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153183024,5.629973475,0.004045093,0.004973475,0.024270557,0.11154195,6.713961645,0.006749314,0.008298337,0.040495886,,1.986486486,0.061070686,0.150597713,1.682172557,1
YAN,YAN 8A-II,41,141,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152666667,5.493333333,0.003933333,0.004933333,0.024666667,0.111165958,6.551012979,0.006562841,0.008231361,0.041156803,0.00454122,1.671052632,0.049487657,0.138681882,1.441080578,1
YAN,YAN 8A-II,43,143,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154455446,5.544554455,0.004290429,0.004950495,0.024026403,0.112468478,6.612096152,0.007158662,0.008259995,0.04008851,0.003175443,2.378274676,0.076872188,0.151362794,1.72545647,1
YAN,YAN 8A-II,45,145,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152356359,5.151710781,0.00406714,0.004841833,0.023563589,0.110940004,6.14361484,0.006786101,0.008078691,0.039316297,0.00166113,1.975359911,0.075996678,0.142718715,1.674557032,1
YAN,YAN 8A-II,47,147,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152948801,5.119896306,0.003953338,0.005119896,0.023720026,0.111371398,6.105674845,0.006596219,0.008542644,0.039577314,0.001983143,2.119732276,0.065691621,0.143901834,1.768715915,1
YAN,YAN 8A-II,49,149,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152442997,5.159609121,0.004039088,0.00495114,0.023843648,0.111003091,6.153033916,0.006739295,0.008261071,0.039783581,,2.472652219,0.067374318,0.150523367,2.073271414,1
YAN,YAN 8A-II,51,151,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152442997,5.35504886,0.003713355,0.004885993,0.024234528,0.111003091,6.386103383,0.006195804,0.008152373,0.04043577,,1.86186724,0.081661891,0.152459408,1.57234957,1
YAN,YAN 8A-II,53,153,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152173913,5.467720685,0.003952569,0.00513834,0.024505929,0.110807154,6.520468902,0.006594937,0.008573418,0.040888608,0.003342086,1.902243972,0.079374552,0.144783958,1.578539031,1
YAN,YAN 8A-II,55,155,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.158127767,4.876660342,0.003858318,0.004996837,0.022327641,0.115142521,5.815606527,0.006437676,0.008337318,0.037254093,0.003927596,1.892247268,0.108777322,0.197575137,2.084016393,1
YAN,YAN 8A-II,57,157,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.159375,4.8125,0.0039375,0.0049375,0.0220625,0.116050707,5.739092832,0.006569794,0.008238313,0.036811701,,1.827489274,0.130640627,0.187157864,1.845835183,1
YAN,YAN 8A-II,59,159,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.164375,4.80625,0.0039375,0.0050625,0.021625,0.119691514,5.731639465,0.006569794,0.008446878,0.036081724,,1.960853094,0.101866143,0.184790234,1.844394556,1
YAN,YAN 8A-II,61,161,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.165,4.825,0.003875,0.005,0.0221875,0.120146614,5.753999567,0.006465511,0.008342595,0.037020266,0.003649635,2.122773723,0.110510949,0.184671533,1.981605839,1
YAN,YAN 8A-II,63,163,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.165517241,4.815047022,0.004012539,0.005141066,0.021630094,0.12052325,5.742130255,0.006694998,0.008577966,0.036090223,,2.025769956,0.105908234,0.196417348,2.174890006,1
YAN,YAN 8A-II,65,165,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.163138232,4.838107098,0.003798257,0.00498132,0.022042341,0.118790947,5.76963029,0.006337463,0.008311427,0.036778066,,2.228337036,0.137583319,0.196547599,2.261322851,1
YAN,YAN 8A-II,67,167,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.162247475,4.981060606,0.003977273,0.004861111,0.022664141,0.118142332,5.94010789,0.006636155,0.008110856,0.037815551,,,,,,1
YAN,YAN 8A-II,69,169,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161642078,5.169980757,0.003592046,0.00487492,0.023540731,0.117701506,6.165402495,0.005993397,0.008133896,0.039278158,,,,,,1
YAN,YAN 9B-I,18,171,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.160598179,5.44213264,0.003641092,0.004876463,0.023927178,0.116941379,6.489954166,0.006075232,0.008136471,0.039922952,0.001592357,1.933121019,0.117834395,0.203025478,2.202707006,1
YAN,YAN 9B-I,20,173,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.160679295,5.512736773,0.003788374,0.004833442,0.024297845,0.117000444,6.574152333,0.006320973,0.00806469,0.040541416,0.002020474,2.276939655,0.091460129,0.189385776,1.874865302,1
YAN,YAN 9B-I,21,174,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.158657011,5.582620145,0.003884134,0.004739961,0.024753127,0.115527896,6.657490963,0.006480752,0.007908714,0.041301063,0.003292052,2.17024612,0.103307728,0.203009876,2.22746512,1
YAN,YAN 9B-I,22,175,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161649215,5.556282723,0.003730366,0.004712042,0.02460733,0.117706702,6.626082566,0.006224187,0.007862132,0.041057798,,2.044370229,0.099594466,0.176765267,1.64086355,1
YAN,YAN 9B-I,23,176,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.160310278,5.365223012,0.004007757,0.004783452,0.024046542,0.11673174,6.398236454,0.006687019,0.00798128,0.040122112,,2.052480418,0.104830287,0.189817232,1.814490862,1
YAN,YAN 9B-I,24,177,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.159477124,5.620915033,0.00372549,0.004771242,0.024705882,0.11612507,6.703159101,0.006216051,0.007960908,0.041222235,0.003821824,2.220479705,0.094359515,0.182920401,1.830126516,1
YAN,YAN 9B-I,25,178,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161082474,5.347938144,0.003865979,0.005219072,0.024033505,0.117294024,6.377623579,0.00645046,0.008708121,0.040100361,0.002792863,2.085337471,0.103335919,0.207137316,2.139643134,1
YAN,YAN 9B-I,26,179,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.16286645,5.465798046,0.003843648,0.0047557,0.024364821,0.118593046,6.51817608,0.0064132,0.007934976,0.040653167,0.007613424,2.246737104,0.117153511,0.204785581,2.107054071,1
YAN,YAN 9B-I,27,180,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.159505208,5.48828125,0.004036458,0.005273438,0.024609375,0.11614552,6.544988173,0.006734908,0.008798831,0.04106121,,2.277440207,0.103813833,0.179573368,1.851842275,1
YAN,YAN 9B-I,28,181,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.16453265,5.281690141,0.00390525,0.004993598,0.023943662,0.119806309,6.298620266,0.006515983,0.008331913,0.039950455,0.005044136,2.317920695,0.110270422,0.201765448,2.056186073,1
YAN,YAN 9B-I,29,182,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161603103,5.397543633,0.003878474,0.004783452,0.02449903,0.117673125,6.436780047,0.006471308,0.00798128,0.040877098,0.004745867,2.257807716,0.112369871,0.171769749,2.222290263,1
YAN,YAN 9B-I,30,183,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.164736165,5.328185328,0.003925354,0.004890605,0.024131274,0.1199545,6.35406758,0.006549528,0.008160067,0.04026349,0.003246199,2.450025628,0.108833077,0.213907398,2.531180591,1
YAN,YAN 9B-I,31,184,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154798762,5.015479876,0.003529412,0.005634675,0.023034056,0.112718467,5.981154204,0.005888891,0.009401562,0.03843276,0.002988361,2.208084303,0.130544196,0.197860963,2.310160428,1
YAN,YAN 9B-I,33,186,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152727273,4.939393939,0.004181818,0.008121212,0.022606061,0.111210089,5.890418775,0.006977443,0.013550397,0.037718642,0.000958313,2.413991375,0.076505351,0.178885162,2.326305702,1
YAN,YAN 9B-I,35,188,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.156899811,5.129174543,0.003780718,0.011657215,0.023251418,0.11424837,6.116739503,0.0063082,0.019450285,0.038795433,0.000831025,2.460249307,0.107479224,0.207617729,2.046121884,1
YAN,YAN 9B-I,37,190,5446.9,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161601186,4.292068199,0.006671609,0.008154188,0.025500371,0.11767173,5.118457732,0.011131706,0.013605418,0.042547853,0.005637875,1.086794362,0.353046621,0.111514275,1.147437658,1
YAN,YAN 9B-I,39,192,5514.79,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.173447537,2.355460385,0.016595289,0.008351178,0.02987152,0.126297784,2.808977832,0.027689555,0.013934099,0.0498412,0.005472597,1.004832794,0.262410456,0.105967302,1.099055149,1
YAN,YAN 9B-I,41,194,5582.68,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.163265306,2.530612245,0.013571429,0.007857143,0.029795918,0.118883478,3.017853215,0.022644187,0.013109792,0.049715057,0.004454389,1.110497578,0.214580425,0.105109204,1.150546022,1
YAN,YAN 9B-I,43,196,5630.5,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.177638454,2.340647858,0.015256008,0.00815047,0.029467085,0.129349447,2.791313318,0.02545494,0.013599215,0.049166391,0.005879316,1.026313525,0.382829529,0.102214064,1.083758747,1
YAN,YAN 9B-I,45,198,5678.32,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.195968645,2.217245241,0.019596865,0.008958567,0.029339306,0.142696783,2.644150913,0.032697741,0.014947539,0.04895319,0.005172694,0.869771729,0.184546983,0.121639646,1.008263298,1
YAN,YAN 9B-I,47,200,5726.8,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.179437439,2.822502425,0.014839961,0.007662464,0.028225024,0.130659399,3.365943571,0.024760758,0.012784966,0.04709399,0.006213173,1.178333483,0.36462599,0.071862283,0.913208128,1
YAN,YAN 9B-I,49,202,5775.94,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.169001751,3.012259194,0.008406305,0.007793345,0.028984238,0.123060535,3.592235876,0.014026079,0.013003344,0.048360753,0.002154821,1.042869598,0.122838977,0.095861184,0.79768782,1
YAN,YAN 9B-I,51,204,5825.08,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.175895765,3.680781759,0.006905537,0.005472313,0.021693811,0.128080489,4.389474953,0.011522021,0.009130658,0.036196536,0.002967651,0.881499558,0.189125169,0.122281516,1.003352015,1
YAN,YAN 9B-I,53,206,5871.97,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.175869121,2.106339468,0.011656442,0.008691207,0.030777096,0.128061088,2.511891479,0.019448995,0.014501443,0.05135217,0.00448011,0.782877117,0.220450965,0.122695943,1.01382434,1
YAN,YAN 9B-I,55,208,5918.87,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.186092067,1.968658178,0.014005877,0.008325171,0.026444662,0.135505041,2.347701203,0.023369072,0.013890707,0.044123422,0.003606185,0.964380505,0.239566104,0.125918375,0.970823557,1
YAN,YAN 9B-I,57,210,5966.34,Freshwater,Unit Y5,YAN GZ 0,Non Guano,0.252512563,4.422110553,0.016582915,0.013190955,0.044974874,0.183869876,5.273538281,0.027668908,0.022009359,0.075041433,0.002377028,2.497157123,0.21025347,0.220597721,1.728266323,1
YAN,YAN 9B-I,61,214,6062.44,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.224373576,8.006833713,0.012186788,0.009225513,0.041116173,0.163380155,9.548459631,0.020333888,0.015392943,0.068603117,0.001267483,3.949543155,0.1412968,0.135664767,1.607796674,1
YAN,YAN 9B-I,63,216,6110.1,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.225028703,8.461538462,0.011940299,0.009070034,0.042365098,0.163857193,10.09071267,0.019922615,0.015133525,0.070686971,0.001542272,4.111137075,0.143291116,0.143139225,1.862071786,1
YAN,YAN 9B-I,65,218,6157.76,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.216894977,8.070776256,0.01152968,0.00913242,0.042579909,0.157934529,9.624713592,0.019237491,0.015237617,0.071045388,,,,,,1
YAN,YAN 9B-I,67,220,6204.78,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.225287356,7.597701149,0.011494253,0.009425287,0.043448276,0.164045534,9.060553186,0.01917838,0.015726271,0.072494275,0.001131956,3.405351742,0.147748149,0.1264451,1.439078476,1
YAN,YAN 9B-I,69,222,6251.17,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.222850679,7.273755656,0.011425339,0.010520362,0.041628959,0.16227124,8.674235626,0.019063396,0.017553424,0.06945871,0.002463313,3.309618595,0.193901257,0.158761105,1.535858132,1
YAN,YAN 9B-I,71,224,6297.55,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.226035503,8.189349112,0.01112426,0.009585799,0.043431953,0.164590306,9.766116321,0.01856104,0.015994088,0.072467039,0.001454629,3.713417123,0.114654081,0.132800318,1.486505437,1
YAN,YAN 9B-I,73,226,6343.1,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.224489796,7.482993197,0.010997732,0.010090703,0.042630385,0.163464782,8.923759506,0.018349926,0.01683653,0.071129609,0.001054788,3.607055812,0.129575013,0.139651818,1.57812596,1
YAN,YAN 9B-I,75,228,6388.65,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.209330144,7.523923445,0.011961722,0.009090909,0.047009569,0.152426109,8.972570413,0.019958362,0.015168355,0.078436361,0.001440337,2.706751218,0.149940067,0.129785013,1.429143144,1
YAN,YAN 9B-I,77,230,6435.12,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.221709007,6.732101617,0.012471132,0.009468822,0.045150115,0.161439919,8.028292184,0.02080832,0.01579891,0.075333826,0.00158474,2.639658849,0.140878618,0.128114255,1.481924355,1
YAN,YAN 9B-I,79,232,6482.53,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.215527231,7.010428737,0.012977984,0.009385863,0.04438007,0.156938588,8.360208066,0.021654013,0.015660491,0.07404899,0.001926227,2.477366827,0.181730626,0.141289778,1.54036638,1
YAN,YAN 9B-I,81,234,6529.94,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.21826809,6.180308422,0.014353499,0.009845789,0.045670225,0.158934376,7.370257406,0.023949087,0.016427886,0.07620164,0.002108258,2.111471585,0.2320926,0.144487315,1.522152061,1
YAN,YAN 9B-I,85,238,6624.91,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.213286713,6.002331002,0.016550117,0.011421911,0.044172494,0.15530713,7.158012433,0.027614184,0.019057676,0.073702647,0.003090546,2.077910265,0.247769765,0.141704842,1.281667142,1
YAN,YAN 9B-I,86,239,6648.65,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.237890205,10.46286329,0.010548977,0.009364909,0.02088267,0.173222441,12.47737013,0.017601169,0.015625528,0.034843131,0.002211664,2.026493166,0.224981277,0.158806871,1.315015915,1
YAN,YAN 9B-I,89,242,6718.95,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.228501229,5.257985258,0.013882064,0.012653563,0.03968059,0.166385752,6.270351274,0.023162488,0.02111271,0.066207819,0.006949553,2.065598147,0.258197812,0.180171861,1.491586971,1
YAN,YAN 9B-I,90,243,6742.39,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.223716381,4.645476773,0.015158924,0.019804401,0.039364303,0.162901611,5.539911158,0.025292953,0.03304402,0.065680089,0.004891229,1.975114313,0.244034918,0.158209782,1.375377581,1
YAN,YAN 9B-I,91,244,6765.82,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.213793103,4.344827586,0.014827586,0.012528736,0.035977011,0.155675864,5.181375347,0.02474011,0.020904434,0.060028328,0.005526137,1.542622781,0.22930583,0.133630983,1.186873406,1
YAN,YAN 9B-I,92,245,6787.39,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,0.202072539,3.316062176,0.014093264,0.014300518,0.031709845,0.147141403,3.95453271,0.023514879,0.023860687,0.052908479,0.004254473,1.232306163,0.212157058,0.12083499,1.241858847,1
YAN,YAN 9B-I,94,247,6830.54,Brackish-Marine,Unit Y4,YAN GZ 0,Non Guano,,,,,,,,,,,0.003459784,1.248868736,0.099579547,0.091085637,0.767600588,1
YAN,YAN 8B-I,31,249,6873.69,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.160244648,3.394495413,0.002996942,0.006422018,0.018409786,0.116683951,4.048067386,0.005000455,0.01071526,0.030717078,0.002320559,1.550361497,0.053802095,0.256348003,1.53764537,1
YAN,YAN 8B-I,32,250,6890.27,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.156229826,3.369916075,0.003744351,0.005745642,0.019367334,0.113760513,4.018755572,0.006247521,0.009586714,0.032314765,0.002371756,1.544351833,0.056285153,0.262004472,1.56909941,1
YAN,YAN 8B-I,33,251,6906.86,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.167369055,3.43768814,0.002528597,0.006863335,0.018001204,0.121871668,4.099576387,0.004219013,0.011451606,0.030035351,0.003296782,1.528975847,0.073245897,0.271525837,1.702142908,1
YAN,YAN 8B-I,34,252,6923.44,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.167079208,3.70049505,0.002660891,0.005940594,0.019183168,0.121660613,4.412983816,0.004439747,0.009911994,0.032007481,0.003913479,1.517701666,0.087628553,0.284758669,1.909443922,1
YAN,YAN 8B-I,35,253,6923.44,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.16686747,3.548192771,0.00246988,0.005722892,0.017891566,0.121506434,4.231357444,0.004121041,0.009548753,0.029852419,0.003741109,1.499076765,0.103145422,0.299529552,2.121931247,1
YAN,YAN 8B-I,37,255,6923.44,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.162831858,3.994100295,0.002359882,0.033569322,0.019469027,0.118567858,4.763119454,0.003937508,0.056011052,0.032484441,0.003174491,1.386117367,0.135368081,0.230868817,2.466118077,1
YAN,YAN 8B-I,39,257,6940.02,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.166765932,3.746277546,0.002263252,0.007147111,0.018344253,0.121432498,4.467581218,0.003776279,0.011925091,0.030607734,0.003679395,1.244172633,0.198349244,0.260640414,2.910461416,1
YAN,YAN 8B-I,41,259,6978.51,Freshwater-Tephra,Unit Y3,YAN GZ 0,Non Guano,0.169135802,3.456790123,0.00308642,0.009567901,0.018271605,0.123158146,4.122356243,0.00514975,0.015964225,0.03048652,0.004129969,1.141263177,0.271847762,0.286542235,3.453771734,1
YAN,YAN 8B-I,43,261,7022.31,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.185995624,2.855579869,0.015645514,0.010284464,0.04190372,0.135434815,3.405389705,0.026104838,0.017159824,0.069917154,0.002994735,1.104791576,0.287784379,0.300149737,3.599236826,1
YAN,YAN 8B-I,45,263,7066.11,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.192922374,3.287671233,0.008789954,0.009589041,0.044977169,0.140478607,3.920675409,0.014666206,0.015999497,0.075045262,0.006013673,1.056250532,0.302130315,0.3003716,3.561937991,1
YAN,YAN 8B-I,47,265,7126.3,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.196388262,2.945823928,0.013656885,0.012528217,0.040293454,0.143002332,3.513009245,0.022786772,0.020903568,0.067230394,0.011027117,1.049032527,0.326825716,0.310631805,3.730390457,1
YAN,YAN 8B-I,49,267,7186.49,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.182147165,2.798552473,0.015319662,0.010253317,0.037394451,0.132632517,3.337382325,0.025561148,0.017107855,0.062393353,0.017282479,1.053585618,0.31639849,0.317590385,4.110995232,1
YAN,YAN 8B-I,51,269,7246.37,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.185882353,2.717647059,0.015058824,0.014588235,0.035411765,0.135352336,3.240899482,0.025125933,0.024340748,0.059085203,0.026234568,1.152962963,0.350123457,0.387901235,4.601604938,1
YAN,YAN 8B-I,53,271,7305.93,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.187717265,2.746234067,0.015295481,0.013441483,0.033951333,0.136688448,3.274990598,0.025520801,0.02242737,0.056648444,0.031380441,1.813431723,0.365831843,0.44446929,5.549194991,1
YAN,YAN 8B-I,55,273,7365.5,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.188591385,2.887077998,0.01443539,0.022002328,0.033527357,0.137324948,3.442952445,0.024085723,0.036711303,0.055941034,0.020543338,2.111203105,0.323570505,0.391203105,4.283208279,1
YAN,YAN 8B-I,57,275,7424.94,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.216063348,5.520361991,0.012895928,0.020927602,0.054524887,0.157328969,6.583245701,0.021517101,0.034918102,0.090975811,0.012482517,2.197377622,0.226433566,0.333286713,3.035699301,1
YAN,YAN 8B-I,59,277,7484.38,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.202614379,5.501089325,0.011220044,0.021023965,0.05130719,0.14753595,6.560262299,0.018720856,0.035078886,0.085607022,0.006410256,2.038211493,0.196558465,0.291780324,2.354041644,1
YAN,YAN 8B-I,61,279,7544.41,Freshwater-brackish,Unit Y2,YAN GZ 0,Non Guano,0.265780731,7.929125138,0.010299003,0.016168328,0.029346622,0.193531242,9.455789143,0.017184083,0.026977162,0.048965398,0.008051125,2.107809591,0.175086801,0.277939918,2.288657978,1
YAN,YAN 8B-I,63,281,7605.01,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.312145289,9.171396141,0.012939841,0.009648127,0.026901249,0.22729212,10.93724548,0.021590371,0.016098084,0.044885245,0.008821642,1.977197391,0.159538067,0.257805817,1.972733105,1
YAN,YAN 8B-I,65,283,7665.62,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.251708428,9.510250569,0.012870159,0.015831435,0.0261959,0.183284336,11.34134252,0.021474106,0.026415051,0.043708357,0.01043697,1.811851619,0.143728387,0.25460547,1.914743791,1
