Record,strat_depth,SH20_age,Group,Guano_Zone,Guano_Sum,LnP2O5_TiO2,LnCaO_TiO2,LnCu_TiO2,LnZn_TiO2,LnSr_TiO2,LnP_Ti,LnCa_Ti,LnCu_Ti,LnZn_Ti,LnSr_Ti,LnP_Ti_CS,LnCa_Ti_CS,LnCu_Ti_CS,LnZn_Ti_CS,LnSr_Ti_CS,Plot_order
YAN,331,9620.6,Glaciomarine ,YAN GZ 0,Non Guano,-1.354679505,2.263278723,-4.38847134,-4.229406645,-3.884566159,-1.671912194,2.439363178,5.333805451,5.492870146,5.837710632,-3.322178025,0.798778961,-2.592515632,-0.948772531,0.882539264,1
YAN,333,9713.43,Glaciomarine ,YAN GZ 0,Non Guano,-1.30683019,2.230210724,-4.429314169,-4.513871557,-3.979789071,-1.624062879,2.406295179,5.292962622,5.208405234,5.74248772,-3.044080058,1.075988577,-1.801094945,-0.934336055,1.232951492,1
YAN,335,9806.56,Glaciomarine ,YAN GZ 0,Non Guano,-1.116961427,2.330012973,-4.518158809,-4.632272116,-3.906689659,-1.434194117,2.506097428,5.204117982,5.090004676,5.815587132,-2.820782509,1.125727768,-1.476556206,-0.801044668,1.608918197,1
YAN,337,9899.69,Glaciomarine ,YAN GZ 0,Non Guano,-1.302211244,2.351792881,-4.47865347,-4.681473549,-3.936441533,-1.619443933,2.527877336,5.243623321,5.040803243,5.785835259,-2.509863382,1.326283914,-1.05891769,-0.652606916,2.02077386,1
YAN,339,9989.81,Glaciomarine ,YAN GZ 0,Non Guano,-1.438938095,2.346479287,-4.559233091,-4.666863755,-3.87634241,-1.756170784,2.522563742,5.163043701,5.055413036,5.845934381,-3.406479358,1.209381146,-1.159624342,-0.943819909,1.578726292,1
YAN,341,10076.94,Glaciomarine ,YAN GZ 0,Non Guano,-1.382816097,2.285009948,-4.148024712,-4.629862799,-3.792821438,-1.700048786,2.461094403,5.57425208,5.092413993,5.929455353,-3.851157856,1.033531725,-1.33949441,-1.132867313,1.323823676,1
YAN,343,10164.06,Glaciomarine ,YAN GZ 0,Non Guano,-1.447214535,2.199323765,-4.222822887,-4.577196334,-3.850147602,-1.764447224,2.37540822,5.499453904,5.145080458,5.87212919,-4.000355645,0.969457654,-1.398144589,-1.187255054,1.246858807,1
YAN,345,10225.77,Glaciomarine ,YAN GZ 0,Non Guano,-1.567580185,2.390567501,-4.41897015,-4.544850396,-3.37562054,-1.884812875,2.566651956,5.303306642,5.177426396,6.346656252,-4.535619123,1.047254341,-1.521617259,-1.314121737,0.939208678,1
YAN,347,10287.48,Glaciomarine ,YAN GZ 0,Non Guano,-1.647589678,2.361005337,-4.304867554,-4.442651256,-3.386598582,-1.964822368,2.537089792,5.417409237,5.279625535,6.335678209,-4.789761891,1.0380528,-1.541407505,-1.343981003,0.838260474,1
YAN,349,10342.61,Glaciomarine ,YAN GZ 0,Non Guano,-1.421902789,2.348556653,-4.170774984,-4.692071908,-3.620127866,-1.739135478,2.524641108,5.551501807,5.030204884,6.102148925,-4.819496602,1.034630089,-1.638519122,-1.393211168,0.782582326,1
YAN,351,10391.15,Glaciomarine ,YAN GZ 0,Non Guano,-1.564232476,2.288615134,-4.311724409,-4.695866747,-3.680819537,-1.881465165,2.464699589,5.410552383,5.026410044,6.041457254,-4.867659521,1.179558886,-1.600535684,-1.368937119,0.766200498,1
YAN,353,10439.69,Glaciomarine ,YAN GZ 0,Non Guano,-1.474715334,2.251229065,-4.371356705,-4.628076552,-3.570963994,-1.791948024,2.42731352,5.350920086,5.094200239,6.151312797,-5.073265215,1.191359091,-1.685147349,-1.417557013,0.657989524,1
