C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data     06/08/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000010.spe	20.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	14727.36133	1.45	0	0	0	0	22	0	14	90	2650	0	676	0	534	28468	329	0	182	331	34	0	135	217	194	3634	802	0	0	12	13	33	5	0	85	33	81	9	0	15795	5113	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000011.spe	22.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	13697.81055	1.52	10	0	37	11	34	10	14	74	1928	0	574	29	404	23036	238	0	126	243	0	40	44	160	9	2956	970	10	0	31	0	32	0	63	55	16	123	6	647755864534854	15897	5280	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000012.spe	24.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14022.29590	1.38	0	0	22	0	9	0	13	82	1963	0	580	5	356	24445	126	0	155	277	0	0	16	117	129	3107	868	0	0	0	32	0	10	36	77	78	131	0	1166834473840180	15912	5349	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000013.spe	26.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	13790.40723	1.51	0	0	7	6	25	0	9	59	1522	6	574	24	328	24356	135	0	99	204	34	0	103	115	90	2983	914	0	0	15	0	0	0	57	142	0	188	0	878666830423442	15762	5393	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000014.spe	28.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	14105.58984	1.42	14	6	20	0	14	0	10	49	1740	0	590	34	402	25368	224	0	201	264	29	0	71	216	116	3461	788	0	0	0	0	47	20	72	95	81	90	0	0	15831	5235	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000015.spe	30.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14642.86328	1.47	10	0	29	25	29	6	32	84	2272	0	748	8	502	29707	303	0	138	243	60	0	93	242	67	3342	768	8	9	15	0	9	0	9	71	10	92	5	0	15955	5117	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000016.spe	32.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	13205.03809	1.37	14	0	14	0	17	0	0	50	1641	5	565	18	377	24642	279	0	100	217	0	20	93	160	42	3034	780	0	0	0	23	12	32	0	0	150	76	0	463793248617078	14528	4466	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000017.spe	34.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	13696.21289	1.44	0	14	6	0	24	4	14	55	2050	0	712	0	461	27776	179	0	173	246	18	53	63	123	0	2787	637	11	0	0	0	4	0	63	20	105	152	0	0	14569	4843	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000018.spe	36.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14214.18652	1.39	5	0	7	0	15	0	0	61	1763	0	523	17	443	24507	263	0	160	268	0	157	117	168	87	3248	942	0	0	0	33	40	35	26	0	204	91	0	0	16078	5304	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000019.spe	38.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	15482.02246	1.45	14	22	20	0	15	0	10	71	2005	0	628	23	456	27786	193	0	197	315	36	110	98	114	35	3710	1027	0	0	0	0	12	16	85	0	119	163	20	919145878172662	17480	5802	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000020.spe	40.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	15921.50098	1.56	27	14	49	17	38	6	8	90	2460	20	741	40	484	28892	128	0	255	323	0	120	43	244	109	4454	976	0	0	12	0	37	0	55	14	98	147	15	0	18012	5573	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000021.spe	42.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14775.95801	1.51	23	16	42	13	26	0	25	54	2294	0	627	0	430	23361	229	0	301	414	30	95	43	187	0	3937	825	0	0	0	0	44	0	48	0	35	73	8	887913645990074	17232	5372	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000022.spe	44.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	13941.20117	1.43	13	0	20	0	28	0	8	33	1887	0	560	0	384	22753	177	0	187	348	0	28	77	127	157	3130	864	0	0	0	0	49	45	83	0	19	104	0	0	16275	5645	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000023.spe	46.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15352.42969	1.41	17	14	32	0	29	0	4	85	2277	15	772	11	490	28613	155	0	198	389	0	0	165	149	15	3372	969	0	0	0	28	20	7	17	65	75	206	15	0	16812	5664	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000024.spe	48.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	14606.26563	1.39	27	24	14	6	29	0	0	74	2303	0	711	9	431	26225	286	0	200	282	66	87	147	116	98	2975	853	0	0	0	0	29	6	5	0	29	90	9	0	16514	5522	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000025.spe	50.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	14775.05859	1.41	11	0	17	0	40	0	11	85	2040	0	610	11	448	26785	224	0	122	250	30	133	82	210	0	3276	879	0	0	13	33	18	20	35	0	34	115	0	0	16147	5692	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000026.spe	52.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14856.95508	1.42	8	0	7	9	14	7	0	46	2150	0	424	16	447	21615	207	0	282	426	23	0	108	298	62	3621	834	0	0	0	0	23	20	36	105	23	85	7	1426267566047502	17813	5682	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000027.spe	54.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	15322.92969	1.43	24	35	24	14	30	0	15	120	2685	0	774	24	536	28570	241	0	197	448	43	31	76	153	75	3112	893	0	0	24	0	52	29	34	22	80	158	10	0	16912	5530	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000028.spe	56.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	14854.25488	1.44	15	19	44	24	0	0	12	83	2446	0	649	6	434	25911	248	0	305	252	44	0	97	160	76	3299	931	0	0	0	0	8	0	28	106	127	95	0	1330350774814816	16377	5318	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000029.spe	58.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	15448.42480	1.36	0	25	10	6	28	0	24	85	2451	0	722	26	489	27946	231	0	200	237	0	0	83	168	0	3347	904	8	0	5	0	24	0	68	0	19	90	0	722942724287594	17005	5592	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000030.spe	60.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	15470.42188	1.47	28	16	23	4	18	0	6	96	2479	0	818	33	507	28697	192	0	231	285	20	61	143	250	108	3675	744	0	0	0	0	50	25	0	20	141	167	0	1147277743311475	17310	5258	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000031.spe	62.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15120.63965	1.34	0	0	0	0	11	0	0	70	2468	0	728	33	503	28320	217	0	211	250	0	100	56	225	0	3695	856	0	0	0	0	0	33	89	0	124	152	27	0	16377	5088	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000032.spe	64.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	14922.04980	1.35	0	6	27	0	32	5	31	52	2243	17	622	26	419	25261	190	10	206	218	14	0	53	160	53	3506	949	0	0	0	0	34	25	7	49	7	108	0	0	16985	5438	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000033.spe	66.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	15655.91309	1.38	0	0	0	0	0	0	10	70	2368	13	495	20	482	21268	217	0	435	432	79	36	87	243	0	4026	900	0	0	0	0	16	0	43	118	69	96	7	0	18887	5824	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000034.spe	68.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16218.18555	1.38	38	17	28	34	51	17	16	67	2604	0	581	40	493	25289	226	0	268	371	16	59	147	287	100	4143	847	0	0	0	45	27	0	19	0	13	138	0	744195942615046	19163	6002	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000035.spe	70.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	15819.30664	1.40	13	0	39	10	44	9	20	49	2462	13	407	32	492	18084	156	0	519	585	10	103	87	360	0	4592	767	23	7	0	0	36	9	41	0	0	47	0	0	19988	5781	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000036.spe	72.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14933.95117	1.48	13	8	28	9	44	0	33	50	1686	9	340	0	342	17711	135	0	357	357	24	75	87	304	44	4100	835	6	0	5	0	7	0	54	21	100	65	27	599569556556140	19154	5583	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000037.spe	74.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	15873.30078	1.32	0	17	22	0	25	0	6	58	2315	11	417	11	418	20561	262	0	346	607	0	0	36	243	30	5049	986	6	0	0	0	21	63	49	27	39	70	0	0	20147	5718	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000038.spe	76.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	14822.55371	1.46	0	5	20	0	23	0	0	27	1197	0	214	18	345	14717	106	0	365	615	8	63	190	369	0	4058	704	0	0	0	0	8	0	59	51	65	122	8	0	19346	5681	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000039.spe	78.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16509.06836	1.51	31	12	37	24	44	7	12	56	1472	6	625	8	417	24803	314	0	227	362	62	32	104	215	91	3967	1058	0	0	0	0	4	0	35	116	20	60	0	1020499440230005	19941	6238	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000040.spe	80.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	16912.44922	1.28	17	18	14	24	9	0	0	33	1763	0	310	22	407	15855	169	0	449	925	16	98	184	457	44	5603	791	0	0	0	17	49	0	32	35	0	62	15	0	22850	6356	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000041.spe	82.20	8.00	1	0.018309	-0.003173	0.009736	0.093737	15740.20996	1.39	0	0	9	22	19	0	22	35	2048	18	302	26	404	14114	128	0	446	622	22	59	135	332	117	5288	887	7	0	0	8	0	0	0	4	104	66	0	0	21029	5843	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000042.spe	84.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15913.40234	1.43	0	0	28	18	24	0	0	31	2103	11	393	17	430	19552	167	0	381	517	22	100	117	274	31	5231	827	5	0	16	0	0	26	73	22	159	53	0	116473283828933	19989	5838	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000043.spe	86.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	16721.35938	1.46	36	12	28	20	32	7	6	54	2310	0	313	22	478	15661	177	0	563	727	0	68	144	367	34	6196	888	0	0	0	0	39	55	44	68	42	65	5	824538002631947	22502	6447	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000044.spe	88.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15681.61328	1.39	11	9	19	0	34	5	0	33	1604	10	231	38	354	11706	108	10	451	648	0	41	21	515	0	5312	924	0	0	0	0	7	39	82	64	98	102	0	215375692405169	22356	6368	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000045.spe	90.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14691.46191	1.37	28	12	26	38	20	7	4	37	1143	0	191	38	245	12921	221	0	266	367	0	18	206	384	141	4583	903	0	0	0	12	0	0	21	62	40	0	0	871216448778694	20382	5778	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000046.spe	92.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16370.37891	1.45	9	6	39	13	37	0	0	42	1623	5	293	16	338	16877	222	0	533	539	42	0	212	370	61	5189	818	0	0	0	0	10	0	38	109	0	45	0	177301253059882	21860	6368	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000047.spe	94.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	18447.37109	1.60	0	0	24	12	18	9	12	35	1721	13	232	6	348	14221	147	0	719	718	45	0	181	692	174	5506	961	0	0	0	0	11	0	57	79	16	106	0	374315815330890	25843	6612	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000048.spe	96.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17879.40234	1.58	10	6	0	0	28	5	15	17	1291	18	252	15	278	13835	214	0	609	535	47	232	142	476	0	4055	1117	20	0	8	0	0	0	34	0	148	5	16	574553791935045	26443	6639	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000049.spe	98.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17109.24023	1.55	26	10	28	20	48	10	6	44	993	0	284	14	240	17808	249	0	519	276	17	70	178	432	101	2942	979	0	0	0	0	0	20	91	12	61	28	6	0	23906	6127	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000050.spe	100.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17918.80078	1.73	0	0	20	10	25	0	14	49	943	0	326	0	218	19091	235	0	466	340	0	17	152	425	0	3128	970	0	0	0	25	6	0	0	51	81	63	0	858572637151745	25091	6771	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000051.spe	102.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17863.50195	1.43	15	14	17	11	33	11	0	42	969	0	395	15	347	18583	222	0	322	375	0	0	115	492	52	3614	915	0	0	0	5	0	0	73	105	74	19	0	0	25188	6622	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000052.spe	104.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16839.05469	1.53	10	19	21	11	37	0	7	35	1397	0	843	0	383	29463	299	0	102	299	23	0	85	183	7	3242	958	11	0	0	62	18	12	0	28	70	114	13	841217978739678	20460	6094	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000053.spe	106.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16451.97461	1.55	15	10	12	22	39	0	8	96	2342	15	1081	36	595	33673	277	0	211	321	9	80	112	256	91	3224	921	15	0	0	9	42	43	65	10	67	108	5	0	17617	5528	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000054.spe	108.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16095.29004	1.48	20	38	30	10	40	0	37	77	2600	0	1377	8	574	37235	159	0	113	258	36	109	56	139	5	2786	999	0	0	0	0	37	0	61	39	0	183	0	0	16054	5673	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000055.spe	110.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	13485.12305	1.26	0	0	29	25	26	10	15	102	2690	0	534	9	508	19556	234	0	483	547	0	11	131	250	0	3173	619	19	0	26	0	5	53	0	32	26	84	6	193749923487627	15380	4321	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000056.spe	112.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	9397.42871	1.16	11	11	7	29	27	0	37	47	1299	0	252	0	218	9679	69	0	256	357	0	112	87	191	55	2146	407	0	0	0	11	36	51	35	0	44	69	7	106446224604170	11825	3619	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000057.spe	114.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	12986.44727	1.52	0	0	23	0	22	0	15	87	1793	0	663	0	326	22892	142	0	196	241	17	28	64	291	25	2527	666	0	0	0	0	22	38	14	19	76	110	0	0	15091	4460	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000058.spe	116.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	14669.96387	1.48	7	11	22	14	10	12	15	20	1016	0	194	0	311	10572	173	0	601	491	0	17	173	443	5	3720	817	0	0	0	22	32	0	38	95	0	0	0	0	20996	5476	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000059.spe	118.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17486.82227	1.28	49	19	21	31	25	10	23	77	1795	22	315	16	375	13386	185	0	675	627	0	161	96	553	140	4435	945	0	0	0	11	12	39	13	0	0	30	13	35262275758990	24906	6263	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000060.spe	120.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16242.08398	1.38	5	12	16	10	29	0	10	47	1188	0	202	13	334	9627	101	0	530	644	62	80	143	495	37	4025	890	7	0	0	0	24	13	29	0	0	69	0	0	23845	6266	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000061.spe	122.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17545.22070	1.32	15	26	16	28	57	7	7	45	2496	0	270	11	518	12289	208	0	722	881	0	183	168	562	0	5107	886	8	0	0	27	11	14	52	0	163	0	16	0	24560	6482	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000062.spe	124.10	8.00	1	0.018309	-0.003173	0.009736	0.093737	15309.73145	1.14	0	7	28	20	29	7	28	68	3360	0	300	5	557	11612	141	0	731	940	0	66	209	535	13	4521	731	0	0	7	8	33	0	7	0	102	57	0	240179491846845	20118	5097	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000063.spe	126.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16136.49121	1.48	0	0	8	8	24	14	35	84	2097	0	357	10	430	13632	170	0	563	685	0	93	119	362	28	4996	983	10	0	0	13	0	0	57	36	8	18	5	0	21386	5530	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000064.spe	128.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15180.93555	1.36	0	0	17	11	43	7	23	47	1994	14	140	0	426	9291	91	0	482	758	39	27	159	402	54	5456	903	0	0	10	8	0	0	53	5	0	31	0	303218688871010	21983	5418	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000065.spe	130.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	18839.95508	1.46	0	11	13	0	45	5	5	46	2243	6	194	0	490	10413	180	0	752	1040	0	125	272	628	107	6776	1040	6	0	0	0	38	4	120	19	0	58	0	0	27270	6884	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000066.spe	132.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	15418.72363	1.81	0	0	7	0	20	0	16	68	1666	15	191	12	373	9944	90	0	563	557	0	85	115	450	66	4695	830	6	4	0	0	42	57	55	0	0	76	0	0	22731	5696	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000067.spe	134.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	16245.18359	1.54	12	12	0	0	23	6	8	15	604	0	97	9	252	10651	180	0	463	482	0	0	154	446	11	4574	730	0	0	0	0	41	8	72	150	10	12	5	10956425878198	23881	5912	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000068.spe	136.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17636.91406	1.64	7	0	0	26	44	0	0	21	719	4	176	23	314	12816	201	0	535	592	43	0	113	536	0	4944	976	0	0	0	0	35	0	48	144	0	20	7	0	25053	6530	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000069.spe	138.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	18331.28125	1.87	0	0	0	0	9	0	9	29	980	0	187	0	366	13069	246	0	480	689	0	109	205	481	0	5415	773	0	0	0	0	0	0	52	0	69	0	0	172713711603464	25683	6527	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000070.spe	140.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	18637.66406	1.51	9	0	30	25	57	11	18	74	2782	26	311	14	571	17371	177	0	665	918	0	198	214	578	0	5902	721	12	0	0	0	33	53	129	0	93	81	0	301767027660364	24302	6579	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000071.spe	142.04	8.00	1	0.018309	-0.003173	0.009736	0.093737	17357.12891	1.28	8	0	18	0	56	0	15	105	3621	0	503	16	598	23760	178	0	526	828	5	78	134	364	51	5188	895	0	0	0	0	0	0	25	42	78	90	0	1708003240734576	20983	6105	
