"Core","depth_cm","SH20_age","param","value"
"ARD1B",135.9,3574.33,"Co",185
"ARD1B",135.9,3574.33,"Ni",0
"ARD1B",135.9,3574.33,"Cu",346
"ARD1B",135.9,3574.33,"Zn",539
"ARD1B",135.9,3574.33,"Ga",0
"ARD1B",135.9,3574.33,"Ge",0
"ARD1B",135.9,3574.33,"As",129
"ARD1B",135.9,3574.33,"Se",101
"ARD1B",135.9,3574.33,"Br",260
"ARD1B",135.9,3574.33,"Rb",125
"ARD1B",135.9,3574.33,"Sr",3824
"ARD1B",135.9,3574.33,"Zr",845
"ARD1B",135.9,3574.33,"Nb",0
"ARD1B",135.9,3574.33,"Mo",10
"ARD1B",135.9,3574.33,"In",0
"ARD1B",135.9,3574.33,"Sn",19
"ARD1B",135.9,3574.33,"Sb",4
"ARD1B",135.9,3574.33,"Te",6
"ARD1B",135.9,3574.33,"I",0
"ARD1B",135.9,3574.33,"Cs",15
"ARD1B",135.9,3574.33,"Ba",0
"ARD1B",135.9,3574.33,"La",0
"ARD1B",135.9,3574.33,"Ce",5
"ARD1B",135.9,3574.33,"Pr",0
"ARD1B",135.9,3574.33,"Nd",0
"ARD1B",135.9,3574.33,"Sm",13
"ARD1B",135.9,3574.33,"Eu",55
"ARD1B",135.9,3574.33,"Gd",50
"ARD1B",135.9,3574.33,"Tb",96
"ARD1B",135.9,3574.33,"Dy",11
"ARD1B",135.9,3574.33,"Ho",22
"ARD1B",135.9,3574.33,"Ta",23
"ARD1B",135.9,3574.33,"W",0
"ARD1B",135.9,3574.33,"Os",21
"ARD1B",135.9,3574.33,"Ir",35
"ARD1B",135.9,3574.33,"Pt",60
"ARD1B",135.9,3574.33,"Au",42
"ARD1B",135.9,3574.33,"Hg",5
"ARD1B",135.9,3574.33,"Pb",0
"ARD1B",135.9,3574.33,"Bi",46
"ARD1B",135.9,3574.33,"Th",0
"ARD1B",135.9,3574.33,"U",0
"ARD1B",135.9,3574.33,"Mo_inc",20305
"ARD1B",135.9,3574.33,"Mo_coh",5478
"ARD1B",135.9,3574.33,"TS_sum",25783
"ARD1B",135.9,3574.33,"inc_coh",3.706644761
"ARD1B",135.9,3574.33,"coh_inc",0.269785767
"ARD1B",135.9,3574.33,"cps_sum",57695
"ARD1B",136.2,3577.65,"kcps",14621.9668
"ARD1B",136.2,3577.65,"MSE",1.03
"ARD1B",136.2,3577.65,"Mg",0
"ARD1B",136.2,3577.65,"Al",0
"ARD1B",136.2,3577.65,"Si",25
"ARD1B",136.2,3577.65,"P",14
"ARD1B",136.2,3577.65,"S",10
"ARD1B",136.2,3577.65,"Cl",0
"ARD1B",136.2,3577.65,"Ar",87
"ARD1B",136.2,3577.65,"K",31
"ARD1B",136.2,3577.65,"Ca",1835
"ARD1B",136.2,3577.65,"Sc",51
"ARD1B",136.2,3577.65,"Ti",311
"ARD1B",136.2,3577.65,"V",11
"ARD1B",136.2,3577.65,"Cr",34
"ARD1B",136.2,3577.65,"Mn",315
"ARD1B",136.2,3577.65,"Fe",16792
"ARD1B",136.2,3577.65,"Co",139
"ARD1B",136.2,3577.65,"Ni",0
"ARD1B",136.2,3577.65,"Cu",399
"ARD1B",136.2,3577.65,"Zn",457
"ARD1B",136.2,3577.65,"Ga",0
"ARD1B",136.2,3577.65,"Ge",76
"ARD1B",136.2,3577.65,"As",14
"ARD1B",136.2,3577.65,"Se",37
"ARD1B",136.2,3577.65,"Br",318
"ARD1B",136.2,3577.65,"Rb",31
"ARD1B",136.2,3577.65,"Sr",3211
"ARD1B",136.2,3577.65,"Zr",708
"ARD1B",136.2,3577.65,"Nb",19
"ARD1B",136.2,3577.65,"Mo",0
"ARD1B",136.2,3577.65,"In",8
"ARD1B",136.2,3577.65,"Sn",4
"ARD1B",136.2,3577.65,"Sb",16
"ARD1B",136.2,3577.65,"Te",0
"ARD1B",136.2,3577.65,"I",0
"ARD1B",136.2,3577.65,"Cs",18
"ARD1B",136.2,3577.65,"Ba",22
"ARD1B",136.2,3577.65,"La",0
"ARD1B",136.2,3577.65,"Ce",0
"ARD1B",136.2,3577.65,"Pr",15
"ARD1B",136.2,3577.65,"Nd",24
"ARD1B",136.2,3577.65,"Sm",18
"ARD1B",136.2,3577.65,"Eu",32
"ARD1B",136.2,3577.65,"Gd",47
"ARD1B",136.2,3577.65,"Tb",89
"ARD1B",136.2,3577.65,"Dy",29
"ARD1B",136.2,3577.65,"Ho",21
"ARD1B",136.2,3577.65,"Ta",0
"ARD1B",136.2,3577.65,"W",29
"ARD1B",136.2,3577.65,"Os",36
"ARD1B",136.2,3577.65,"Ir",85
"ARD1B",136.2,3577.65,"Pt",77
"ARD1B",136.2,3577.65,"Au",65
"ARD1B",136.2,3577.65,"Hg",0
"ARD1B",136.2,3577.65,"Pb",0
"ARD1B",136.2,3577.65,"Bi",0
"ARD1B",136.2,3577.65,"Th",54
"ARD1B",136.2,3577.65,"U",0
"ARD1B",136.2,3577.65,"Mo_inc",19056
"ARD1B",136.2,3577.65,"Mo_coh",5113
"ARD1B",136.2,3577.65,"TS_sum",24169
"ARD1B",136.2,3577.65,"inc_coh",3.726970467
"ARD1B",136.2,3577.65,"coh_inc",0.268314442
"ARD1B",136.2,3577.65,"cps_sum",49783
"ARD1B",136.5,3580.98,"kcps",15614.11426
"ARD1B",136.5,3580.98,"MSE",1.05
"ARD1B",136.5,3580.98,"Mg",0
"ARD1B",136.5,3580.98,"Al",0
"ARD1B",136.5,3580.98,"Si",16
"ARD1B",136.5,3580.98,"P",20
"ARD1B",136.5,3580.98,"S",25
"ARD1B",136.5,3580.98,"Cl",15
"ARD1B",136.5,3580.98,"Ar",69
"ARD1B",136.5,3580.98,"K",63
"ARD1B",136.5,3580.98,"Ca",2321
"ARD1B",136.5,3580.98,"Sc",31
"ARD1B",136.5,3580.98,"Ti",479
"ARD1B",136.5,3580.98,"V",52
"ARD1B",136.5,3580.98,"Cr",54
"ARD1B",136.5,3580.98,"Mn",380
"ARD1B",136.5,3580.98,"Fe",21473
"ARD1B",136.5,3580.98,"Co",173
"ARD1B",136.5,3580.98,"Ni",19
"ARD1B",136.5,3580.98,"Cu",315
"ARD1B",136.5,3580.98,"Zn",498
"ARD1B",136.5,3580.98,"Ga",0
"ARD1B",136.5,3580.98,"Ge",6
"ARD1B",136.5,3580.98,"As",0
"ARD1B",136.5,3580.98,"Se",7
"ARD1B",136.5,3580.98,"Br",247
"ARD1B",136.5,3580.98,"Rb",43
"ARD1B",136.5,3580.98,"Sr",3609
"ARD1B",136.5,3580.98,"Zr",848
"ARD1B",136.5,3580.98,"Nb",4
"ARD1B",136.5,3580.98,"Mo",30
"ARD1B",136.5,3580.98,"In",5
"ARD1B",136.5,3580.98,"Sn",4
"ARD1B",136.5,3580.98,"Sb",6
"ARD1B",136.5,3580.98,"Te",5
"ARD1B",136.5,3580.98,"I",14
"ARD1B",136.5,3580.98,"Cs",10
"ARD1B",136.5,3580.98,"Ba",42
"ARD1B",136.5,3580.98,"La",16
"ARD1B",136.5,3580.98,"Ce",0
"ARD1B",136.5,3580.98,"Pr",0
"ARD1B",136.5,3580.98,"Nd",27
"ARD1B",136.5,3580.98,"Sm",36
"ARD1B",136.5,3580.98,"Eu",32
"ARD1B",136.5,3580.98,"Gd",56
"ARD1B",136.5,3580.98,"Tb",73
"ARD1B",136.5,3580.98,"Dy",44
"ARD1B",136.5,3580.98,"Ho",20
"ARD1B",136.5,3580.98,"Ta",0
"ARD1B",136.5,3580.98,"W",36
"ARD1B",136.5,3580.98,"Os",5
"ARD1B",136.5,3580.98,"Ir",72
"ARD1B",136.5,3580.98,"Pt",61
"ARD1B",136.5,3580.98,"Au",0
"ARD1B",136.5,3580.98,"Hg",24
"ARD1B",136.5,3580.98,"Pb",88
"ARD1B",136.5,3580.98,"Bi",0
"ARD1B",136.5,3580.98,"Th",10
"ARD1B",136.5,3580.98,"U",49
"ARD1B",136.5,3580.98,"Mo_inc",20010
"ARD1B",136.5,3580.98,"Mo_coh",5328
"ARD1B",136.5,3580.98,"TS_sum",25338
"ARD1B",136.5,3580.98,"inc_coh",3.755630631
"ARD1B",136.5,3580.98,"coh_inc",0.266266867
"ARD1B",136.5,3580.98,"cps_sum",56870
"ARD1B",136.8,3584.3,"kcps",16234.88281
"ARD1B",136.8,3584.3,"MSE",1.07
"ARD1B",136.8,3584.3,"Mg",7
"ARD1B",136.8,3584.3,"Al",0
"ARD1B",136.8,3584.3,"Si",39
"ARD1B",136.8,3584.3,"P",5
"ARD1B",136.8,3584.3,"S",40
"ARD1B",136.8,3584.3,"Cl",18
"ARD1B",136.8,3584.3,"Ar",76
"ARD1B",136.8,3584.3,"K",78
"ARD1B",136.8,3584.3,"Ca",2526
"ARD1B",136.8,3584.3,"Sc",22
"ARD1B",136.8,3584.3,"Ti",672
"ARD1B",136.8,3584.3,"V",25
"ARD1B",136.8,3584.3,"Cr",37
"ARD1B",136.8,3584.3,"Mn",425
"ARD1B",136.8,3584.3,"Fe",25206
"ARD1B",136.8,3584.3,"Co",131
"ARD1B",136.8,3584.3,"Ni",0
"ARD1B",136.8,3584.3,"Cu",328
"ARD1B",136.8,3584.3,"Zn",534
"ARD1B",136.8,3584.3,"Ga",7
"ARD1B",136.8,3584.3,"Ge",13
"ARD1B",136.8,3584.3,"As",106
"ARD1B",136.8,3584.3,"Se",123
"ARD1B",136.8,3584.3,"Br",270
"ARD1B",136.8,3584.3,"Rb",91
"ARD1B",136.8,3584.3,"Sr",3600
"ARD1B",136.8,3584.3,"Zr",822
"ARD1B",136.8,3584.3,"Nb",0
"ARD1B",136.8,3584.3,"Mo",16
"ARD1B",136.8,3584.3,"In",20
"ARD1B",136.8,3584.3,"Sn",0
"ARD1B",136.8,3584.3,"Sb",0
"ARD1B",136.8,3584.3,"Te",16
"ARD1B",136.8,3584.3,"I",40
"ARD1B",136.8,3584.3,"Cs",0
"ARD1B",136.8,3584.3,"Ba",13
"ARD1B",136.8,3584.3,"La",8
"ARD1B",136.8,3584.3,"Ce",15
"ARD1B",136.8,3584.3,"Pr",31
"ARD1B",136.8,3584.3,"Nd",29
"ARD1B",136.8,3584.3,"Sm",15
"ARD1B",136.8,3584.3,"Eu",27
"ARD1B",136.8,3584.3,"Gd",72
"ARD1B",136.8,3584.3,"Tb",99
"ARD1B",136.8,3584.3,"Dy",55
"ARD1B",136.8,3584.3,"Ho",48
"ARD1B",136.8,3584.3,"Ta",21
"ARD1B",136.8,3584.3,"W",48
"ARD1B",136.8,3584.3,"Os",0
"ARD1B",136.8,3584.3,"Ir",31
"ARD1B",136.8,3584.3,"Pt",18
"ARD1B",136.8,3584.3,"Au",43
"ARD1B",136.8,3584.3,"Hg",0
"ARD1B",136.8,3584.3,"Pb",0
"ARD1B",136.8,3584.3,"Bi",7
"ARD1B",136.8,3584.3,"Th",0
"ARD1B",136.8,3584.3,"U",0
"ARD1B",136.8,3584.3,"Mo_inc",19449
"ARD1B",136.8,3584.3,"Mo_coh",5251
"ARD1B",136.8,3584.3,"TS_sum",24700
"ARD1B",136.8,3584.3,"inc_coh",3.70386593
"ARD1B",136.8,3584.3,"coh_inc",0.269988174
"ARD1B",136.8,3584.3,"cps_sum",60573
"ARD1B",137.2,3588.73,"kcps",15657.81348
"ARD1B",137.2,3588.73,"MSE",1.17
"ARD1B",137.2,3588.73,"Mg",0
"ARD1B",137.2,3588.73,"Al",0
"ARD1B",137.2,3588.73,"Si",34
"ARD1B",137.2,3588.73,"P",20
"ARD1B",137.2,3588.73,"S",41
"ARD1B",137.2,3588.73,"Cl",4
"ARD1B",137.2,3588.73,"Ar",66
"ARD1B",137.2,3588.73,"K",96
"ARD1B",137.2,3588.73,"Ca",2629
"ARD1B",137.2,3588.73,"Sc",0
"ARD1B",137.2,3588.73,"Ti",741
"ARD1B",137.2,3588.73,"V",0
"ARD1B",137.2,3588.73,"Cr",11
"ARD1B",137.2,3588.73,"Mn",545
"ARD1B",137.2,3588.73,"Fe",25373
"ARD1B",137.2,3588.73,"Co",126
"ARD1B",137.2,3588.73,"Ni",0
"ARD1B",137.2,3588.73,"Cu",333
"ARD1B",137.2,3588.73,"Zn",545
"ARD1B",137.2,3588.73,"Ga",0
"ARD1B",137.2,3588.73,"Ge",0
"ARD1B",137.2,3588.73,"As",0
"ARD1B",137.2,3588.73,"Se",117
"ARD1B",137.2,3588.73,"Br",162
"ARD1B",137.2,3588.73,"Rb",120
"ARD1B",137.2,3588.73,"Sr",3440
"ARD1B",137.2,3588.73,"Zr",856
"ARD1B",137.2,3588.73,"Nb",0
"ARD1B",137.2,3588.73,"Mo",17
"ARD1B",137.2,3588.73,"In",25
"ARD1B",137.2,3588.73,"Sn",0
"ARD1B",137.2,3588.73,"Sb",0
"ARD1B",137.2,3588.73,"Te",34
"ARD1B",137.2,3588.73,"I",0
"ARD1B",137.2,3588.73,"Cs",0
"ARD1B",137.2,3588.73,"Ba",0
"ARD1B",137.2,3588.73,"La",9
"ARD1B",137.2,3588.73,"Ce",32
"ARD1B",137.2,3588.73,"Pr",29
"ARD1B",137.2,3588.73,"Nd",0
"ARD1B",137.2,3588.73,"Sm",8
"ARD1B",137.2,3588.73,"Eu",0
"ARD1B",137.2,3588.73,"Gd",36
"ARD1B",137.2,3588.73,"Tb",125
"ARD1B",137.2,3588.73,"Dy",5
"ARD1B",137.2,3588.73,"Ho",25
"ARD1B",137.2,3588.73,"Ta",41
"ARD1B",137.2,3588.73,"W",12
"ARD1B",137.2,3588.73,"Os",30
"ARD1B",137.2,3588.73,"Ir",39
"ARD1B",137.2,3588.73,"Pt",39
"ARD1B",137.2,3588.73,"Au",50
"ARD1B",137.2,3588.73,"Hg",89
"ARD1B",137.2,3588.73,"Pb",36
"ARD1B",137.2,3588.73,"Bi",0
"ARD1B",137.2,3588.73,"Th",16
"ARD1B",137.2,3588.73,"U",0
"ARD1B",137.2,3588.73,"Mo_inc",18595
"ARD1B",137.2,3588.73,"Mo_coh",5245
"ARD1B",137.2,3588.73,"TS_sum",23840
"ARD1B",137.2,3588.73,"inc_coh",3.54528122
"ARD1B",137.2,3588.73,"coh_inc",0.282065071
"ARD1B",137.2,3588.73,"cps_sum",59796
"ARD1B",137.5,3592.05,"kcps",15527.62109
"ARD1B",137.5,3592.05,"MSE",1.1
"ARD1B",137.5,3592.05,"Mg",18
"ARD1B",137.5,3592.05,"Al",16
"ARD1B",137.5,3592.05,"Si",29
"ARD1B",137.5,3592.05,"P",26
"ARD1B",137.5,3592.05,"S",63
"ARD1B",137.5,3592.05,"Cl",10
"ARD1B",137.5,3592.05,"Ar",64
"ARD1B",137.5,3592.05,"K",57
"ARD1B",137.5,3592.05,"Ca",2633
"ARD1B",137.5,3592.05,"Sc",38
"ARD1B",137.5,3592.05,"Ti",674
"ARD1B",137.5,3592.05,"V",30
"ARD1B",137.5,3592.05,"Cr",37
"ARD1B",137.5,3592.05,"Mn",389
"ARD1B",137.5,3592.05,"Fe",28503
"ARD1B",137.5,3592.05,"Co",145
"ARD1B",137.5,3592.05,"Ni",0
"ARD1B",137.5,3592.05,"Cu",318
"ARD1B",137.5,3592.05,"Zn",435
"ARD1B",137.5,3592.05,"Ga",0
"ARD1B",137.5,3592.05,"Ge",96
"ARD1B",137.5,3592.05,"As",17
"ARD1B",137.5,3592.05,"Se",74
"ARD1B",137.5,3592.05,"Br",175
"ARD1B",137.5,3592.05,"Rb",7
"ARD1B",137.5,3592.05,"Sr",3211
"ARD1B",137.5,3592.05,"Zr",721
"ARD1B",137.5,3592.05,"Nb",5
"ARD1B",137.5,3592.05,"Mo",4
"ARD1B",137.5,3592.05,"In",46
"ARD1B",137.5,3592.05,"Sn",0
"ARD1B",137.5,3592.05,"Sb",13
"ARD1B",137.5,3592.05,"Te",0
"ARD1B",137.5,3592.05,"I",0
"ARD1B",137.5,3592.05,"Cs",28
"ARD1B",137.5,3592.05,"Ba",30
"ARD1B",137.5,3592.05,"La",11
"ARD1B",137.5,3592.05,"Ce",0
"ARD1B",137.5,3592.05,"Pr",32
"ARD1B",137.5,3592.05,"Nd",34
"ARD1B",137.5,3592.05,"Sm",24
"ARD1B",137.5,3592.05,"Eu",77
"ARD1B",137.5,3592.05,"Gd",92
"ARD1B",137.5,3592.05,"Tb",240
"ARD1B",137.5,3592.05,"Dy",34
"ARD1B",137.5,3592.05,"Ho",41
"ARD1B",137.5,3592.05,"Ta",48
"ARD1B",137.5,3592.05,"W",64
"ARD1B",137.5,3592.05,"Os",47
"ARD1B",137.5,3592.05,"Ir",98
"ARD1B",137.5,3592.05,"Pt",38
"ARD1B",137.5,3592.05,"Au",23
"ARD1B",137.5,3592.05,"Hg",0
"ARD1B",137.5,3592.05,"Pb",0
"ARD1B",137.5,3592.05,"Bi",16
"ARD1B",137.5,3592.05,"Th",0
"ARD1B",137.5,3592.05,"U",0
"ARD1B",137.5,3592.05,"Mo_inc",17456
"ARD1B",137.5,3592.05,"Mo_coh",5176
"ARD1B",137.5,3592.05,"TS_sum",22632
"ARD1B",137.5,3592.05,"inc_coh",3.372488408
"ARD1B",137.5,3592.05,"coh_inc",0.296516957
"ARD1B",137.5,3592.05,"cps_sum",61463
"ARD1B",137.8,3595.37,"kcps",14453.87402
"ARD1B",137.8,3595.37,"MSE",1.16
"ARD1B",137.8,3595.37,"Mg",6
"ARD1B",137.8,3595.37,"Al",10
"ARD1B",137.8,3595.37,"Si",23
"ARD1B",137.8,3595.37,"P",0
"ARD1B",137.8,3595.37,"S",49
"ARD1B",137.8,3595.37,"Cl",6
"ARD1B",137.8,3595.37,"Ar",58
"ARD1B",137.8,3595.37,"K",63
"ARD1B",137.8,3595.37,"Ca",2117
"ARD1B",137.8,3595.37,"Sc",0
"ARD1B",137.8,3595.37,"Ti",538
"ARD1B",137.8,3595.37,"V",29
"ARD1B",137.8,3595.37,"Cr",40
"ARD1B",137.8,3595.37,"Mn",366
"ARD1B",137.8,3595.37,"Fe",23629
"ARD1B",137.8,3595.37,"Co",159
"ARD1B",137.8,3595.37,"Ni",0
"ARD1B",137.8,3595.37,"Cu",229
"ARD1B",137.8,3595.37,"Zn",484
"ARD1B",137.8,3595.37,"Ga",0
"ARD1B",137.8,3595.37,"Ge",0
"ARD1B",137.8,3595.37,"As",0
"ARD1B",137.8,3595.37,"Se",108
"ARD1B",137.8,3595.37,"Br",233
"ARD1B",137.8,3595.37,"Rb",22
"ARD1B",137.8,3595.37,"Sr",3181
"ARD1B",137.8,3595.37,"Zr",777
"ARD1B",137.8,3595.37,"Nb",9
"ARD1B",137.8,3595.37,"Mo",8
"ARD1B",137.8,3595.37,"In",14
"ARD1B",137.8,3595.37,"Sn",5
"ARD1B",137.8,3595.37,"Sb",0
"ARD1B",137.8,3595.37,"Te",39
"ARD1B",137.8,3595.37,"I",4
"ARD1B",137.8,3595.37,"Cs",7
"ARD1B",137.8,3595.37,"Ba",0
"ARD1B",137.8,3595.37,"La",0
"ARD1B",137.8,3595.37,"Ce",9
"ARD1B",137.8,3595.37,"Pr",17
"ARD1B",137.8,3595.37,"Nd",6
"ARD1B",137.8,3595.37,"Sm",23
"ARD1B",137.8,3595.37,"Eu",12
"ARD1B",137.8,3595.37,"Gd",57
"ARD1B",137.8,3595.37,"Tb",184
"ARD1B",137.8,3595.37,"Dy",69
"ARD1B",137.8,3595.37,"Ho",38
"ARD1B",137.8,3595.37,"Ta",74
"ARD1B",137.8,3595.37,"W",19
"ARD1B",137.8,3595.37,"Os",17
"ARD1B",137.8,3595.37,"Ir",0
"ARD1B",137.8,3595.37,"Pt",0
"ARD1B",137.8,3595.37,"Au",0
"ARD1B",137.8,3595.37,"Hg",0
"ARD1B",137.8,3595.37,"Pb",46
"ARD1B",137.8,3595.37,"Bi",42
"ARD1B",137.8,3595.37,"Th",78
"ARD1B",137.8,3595.37,"U",27
"ARD1B",137.8,3595.37,"Mo_inc",16854
"ARD1B",137.8,3595.37,"Mo_coh",4796
"ARD1B",137.8,3595.37,"TS_sum",21650
"ARD1B",137.8,3595.37,"inc_coh",3.514178482
"ARD1B",137.8,3595.37,"coh_inc",0.284561528
"ARD1B",137.8,3595.37,"cps_sum",54581
"ARD1B",138.1,3598.7,"kcps",13855.50391
"ARD1B",138.1,3598.7,"MSE",1.09
"ARD1B",138.1,3598.7,"Mg",0
"ARD1B",138.1,3598.7,"Al",21
"ARD1B",138.1,3598.7,"Si",40
"ARD1B",138.1,3598.7,"P",30
"ARD1B",138.1,3598.7,"S",15
"ARD1B",138.1,3598.7,"Cl",9
"ARD1B",138.1,3598.7,"Ar",78
"ARD1B",138.1,3598.7,"K",41
"ARD1B",138.1,3598.7,"Ca",1964
"ARD1B",138.1,3598.7,"Sc",16
"ARD1B",138.1,3598.7,"Ti",480
"ARD1B",138.1,3598.7,"V",48
"ARD1B",138.1,3598.7,"Cr",12
"ARD1B",138.1,3598.7,"Mn",332
"ARD1B",138.1,3598.7,"Fe",21167
"ARD1B",138.1,3598.7,"Co",192
"ARD1B",138.1,3598.7,"Ni",0
"ARD1B",138.1,3598.7,"Cu",241
"ARD1B",138.1,3598.7,"Zn",397
"ARD1B",138.1,3598.7,"Ga",29
"ARD1B",138.1,3598.7,"Ge",48
"ARD1B",138.1,3598.7,"As",75
"ARD1B",138.1,3598.7,"Se",97
"ARD1B",138.1,3598.7,"Br",171
"ARD1B",138.1,3598.7,"Rb",0
"ARD1B",138.1,3598.7,"Sr",2927
"ARD1B",138.1,3598.7,"Zr",646
"ARD1B",138.1,3598.7,"Nb",0
"ARD1B",138.1,3598.7,"Mo",37
"ARD1B",138.1,3598.7,"In",15
"ARD1B",138.1,3598.7,"Sn",9
"ARD1B",138.1,3598.7,"Sb",0
"ARD1B",138.1,3598.7,"Te",0
"ARD1B",138.1,3598.7,"I",0
"ARD1B",138.1,3598.7,"Cs",9
"ARD1B",138.1,3598.7,"Ba",0
"ARD1B",138.1,3598.7,"La",17
"ARD1B",138.1,3598.7,"Ce",0
"ARD1B",138.1,3598.7,"Pr",0
"ARD1B",138.1,3598.7,"Nd",18
"ARD1B",138.1,3598.7,"Sm",40
"ARD1B",138.1,3598.7,"Eu",27
"ARD1B",138.1,3598.7,"Gd",53
"ARD1B",138.1,3598.7,"Tb",65
"ARD1B",138.1,3598.7,"Dy",38
"ARD1B",138.1,3598.7,"Ho",19
"ARD1B",138.1,3598.7,"Ta",33
"ARD1B",138.1,3598.7,"W",28
"ARD1B",138.1,3598.7,"Os",14
"ARD1B",138.1,3598.7,"Ir",0
"ARD1B",138.1,3598.7,"Pt",33
"ARD1B",138.1,3598.7,"Au",0
"ARD1B",138.1,3598.7,"Hg",0
"ARD1B",138.1,3598.7,"Pb",0
"ARD1B",138.1,3598.7,"Bi",0
"ARD1B",138.1,3598.7,"Th",13
"ARD1B",138.1,3598.7,"U",0
"ARD1B",138.1,3598.7,"Mo_inc",16766
"ARD1B",138.1,3598.7,"Mo_coh",4760
"ARD1B",138.1,3598.7,"TS_sum",21526
"ARD1B",138.1,3598.7,"inc_coh",3.522268908
"ARD1B",138.1,3598.7,"coh_inc",0.283907909
"ARD1B",138.1,3598.7,"cps_sum",51070
"ARD1B",138.4,3602.02,"kcps",13853.80469
"ARD1B",138.4,3602.02,"MSE",1.1
"ARD1B",138.4,3602.02,"Mg",18
"ARD1B",138.4,3602.02,"Al",18
"ARD1B",138.4,3602.02,"Si",48
"ARD1B",138.4,3602.02,"P",17
"ARD1B",138.4,3602.02,"S",22
"ARD1B",138.4,3602.02,"Cl",0
"ARD1B",138.4,3602.02,"Ar",66
"ARD1B",138.4,3602.02,"K",40
"ARD1B",138.4,3602.02,"Ca",2094
"ARD1B",138.4,3602.02,"Sc",0
"ARD1B",138.4,3602.02,"Ti",574
"ARD1B",138.4,3602.02,"V",25
"ARD1B",138.4,3602.02,"Cr",21
"ARD1B",138.4,3602.02,"Mn",319
"ARD1B",138.4,3602.02,"Fe",20710
"ARD1B",138.4,3602.02,"Co",190
"ARD1B",138.4,3602.02,"Ni",0
"ARD1B",138.4,3602.02,"Cu",226
"ARD1B",138.4,3602.02,"Zn",351
"ARD1B",138.4,3602.02,"Ga",20
"ARD1B",138.4,3602.02,"Ge",0
"ARD1B",138.4,3602.02,"As",28
"ARD1B",138.4,3602.02,"Se",28
"ARD1B",138.4,3602.02,"Br",146
"ARD1B",138.4,3602.02,"Rb",0
"ARD1B",138.4,3602.02,"Sr",3170
"ARD1B",138.4,3602.02,"Zr",695
"ARD1B",138.4,3602.02,"Nb",10
"ARD1B",138.4,3602.02,"Mo",9
"ARD1B",138.4,3602.02,"In",42
"ARD1B",138.4,3602.02,"Sn",0
"ARD1B",138.4,3602.02,"Sb",0
"ARD1B",138.4,3602.02,"Te",21
"ARD1B",138.4,3602.02,"I",11
"ARD1B",138.4,3602.02,"Cs",5
"ARD1B",138.4,3602.02,"Ba",0
"ARD1B",138.4,3602.02,"La",0
"ARD1B",138.4,3602.02,"Ce",26
"ARD1B",138.4,3602.02,"Pr",28
"ARD1B",138.4,3602.02,"Nd",0
"ARD1B",138.4,3602.02,"Sm",0
"ARD1B",138.4,3602.02,"Eu",54
"ARD1B",138.4,3602.02,"Gd",64
"ARD1B",138.4,3602.02,"Tb",173
"ARD1B",138.4,3602.02,"Dy",12
"ARD1B",138.4,3602.02,"Ho",20
"ARD1B",138.4,3602.02,"Ta",20
"ARD1B",138.4,3602.02,"W",38
"ARD1B",138.4,3602.02,"Os",24
"ARD1B",138.4,3602.02,"Ir",0
"ARD1B",138.4,3602.02,"Pt",28
"ARD1B",138.4,3602.02,"Au",14
"ARD1B",138.4,3602.02,"Hg",0
"ARD1B",138.4,3602.02,"Pb",0
"ARD1B",138.4,3602.02,"Bi",41
"ARD1B",138.4,3602.02,"Th",0
"ARD1B",138.4,3602.02,"U",0
"ARD1B",138.4,3602.02,"Mo_inc",16515
"ARD1B",138.4,3602.02,"Mo_coh",4809
"ARD1B",138.4,3602.02,"TS_sum",21324
"ARD1B",138.4,3602.02,"inc_coh",3.434185901
"ARD1B",138.4,3602.02,"coh_inc",0.291189827
"ARD1B",138.4,3602.02,"cps_sum",50790
"ARD1B",138.7,3605.34,"kcps",13753.30957
"ARD1B",138.7,3605.34,"MSE",1.14
"ARD1B",138.7,3605.34,"Mg",25
"ARD1B",138.7,3605.34,"Al",17
"ARD1B",138.7,3605.34,"Si",35
"ARD1B",138.7,3605.34,"P",20
"ARD1B",138.7,3605.34,"S",23
"ARD1B",138.7,3605.34,"Cl",0
"ARD1B",138.7,3605.34,"Ar",67
"ARD1B",138.7,3605.34,"K",76
"ARD1B",138.7,3605.34,"Ca",2052
"ARD1B",138.7,3605.34,"Sc",0
"ARD1B",138.7,3605.34,"Ti",565
"ARD1B",138.7,3605.34,"V",86
"ARD1B",138.7,3605.34,"Cr",32
"ARD1B",138.7,3605.34,"Mn",359
"ARD1B",138.7,3605.34,"Fe",21315
"ARD1B",138.7,3605.34,"Co",177
"ARD1B",138.7,3605.34,"Ni",5
"ARD1B",138.7,3605.34,"Cu",252
"ARD1B",138.7,3605.34,"Zn",438
"ARD1B",138.7,3605.34,"Ga",0
"ARD1B",138.7,3605.34,"Ge",0
"ARD1B",138.7,3605.34,"As",84
"ARD1B",138.7,3605.34,"Se",40
"ARD1B",138.7,3605.34,"Br",228
"ARD1B",138.7,3605.34,"Rb",84
"ARD1B",138.7,3605.34,"Sr",2744
"ARD1B",138.7,3605.34,"Zr",902
"ARD1B",138.7,3605.34,"Nb",0
"ARD1B",138.7,3605.34,"Mo",7
"ARD1B",138.7,3605.34,"In",0
"ARD1B",138.7,3605.34,"Sn",0
"ARD1B",138.7,3605.34,"Sb",0
"ARD1B",138.7,3605.34,"Te",56
"ARD1B",138.7,3605.34,"I",0
"ARD1B",138.7,3605.34,"Cs",0
