"Core","depth_cm","SH20_age","kcps","MSE","param","value"
"ARD1B",77.4,3029.33,11621.11523,1.08,"Fe",2.14037575190111
"ARD1B",77.4,3029.33,11621.11523,1.08,"Co",-1.57034673013528
"ARD1B",77.4,3029.33,11621.11523,1.08,"Cu",-0.589517477123553
"ARD1B",77.4,3029.33,11621.11523,1.08,"Zn",0.00173539575505277
"ARD1B",77.4,3029.33,11621.11523,1.08,"Br",-0.407195920329598
"ARD1B",77.4,3029.33,11621.11523,1.08,"Sr",2.60352758771013
"ARD1B",77.4,3029.33,11621.11523,1.08,"Zr",0.98299708120595
"ARD1B",77.4,3029.33,11621.11523,1.08,"Os",-2.26349391069522
"ARD1B",77.4,3029.33,11621.11523,1.08,"Mo_inc",4.18523724308419
"ARD1B",77.4,3029.33,11621.11523,1.08,"Mo_coh",2.81811747219703
"ARD1B",77.4,3029.33,11621.11523,1.08,"inc_coh",3.924032291
"ARD1B",77.4,3029.33,11621.11523,1.08,"coh_inc",0.254839901
"ARD1B",77.8,3032.76,12816.55469,1.17,"Si",-3.40809507379324
"ARD1B",77.8,3032.76,12816.55469,1.17,"P",-2.26866079060488
"ARD1B",77.8,3032.76,12816.55469,1.17,"K",NA
"ARD1B",77.8,3032.76,12816.55469,1.17,"Ca",0.980162110631275
"ARD1B",77.8,3032.76,12816.55469,1.17,"Ti",-1.1055099807992
"ARD1B",77.8,3032.76,12816.55469,1.17,"V",-3.87809870303898
"ARD1B",77.8,3032.76,12816.55469,1.17,"Mn",-1.06869600767648
"ARD1B",77.8,3032.76,12816.55469,1.17,"Fe",2.99816590885179
"ARD1B",77.8,3032.76,12816.55469,1.17,"Co",-2.2294400774516
"ARD1B",77.8,3032.76,12816.55469,1.17,"Cu",-0.204332886735091
"ARD1B",77.8,3032.76,12816.55469,1.17,"Zn",0.299360765893629
"ARD1B",77.8,3032.76,12816.55469,1.17,"Br",-0.0538146119188392
"ARD1B",77.8,3032.76,12816.55469,1.17,"Sr",2.8683134255344
"ARD1B",77.8,3032.76,12816.55469,1.17,"Zr",1.0986350393816
"ARD1B",77.8,3032.76,12816.55469,1.17,"Os",-1.46218492473793
"ARD1B",77.8,3032.76,12816.55469,1.17,"Mo_inc",4.38611009505203
"ARD1B",77.8,3032.76,12816.55469,1.17,"Mo_coh",3.04808571141153
"ARD1B",77.8,3032.76,12816.55469,1.17,"inc_coh",3.811505989
"ARD1B",77.8,3032.76,12816.55469,1.17,"coh_inc",0.262363487
"ARD1B",78.1,3035.33,13160.33887,1.1,"Si",-3.10994830114665
"ARD1B",78.1,3035.33,13160.33887,1.1,"P",NA
"ARD1B",78.1,3035.33,13160.33887,1.1,"K",-3.44642053776786
"ARD1B",78.1,3035.33,13160.33887,1.1,"Ca",1.14768870086081
"ARD1B",78.1,3035.33,13160.33887,1.1,"Ti",-1.09504528060438
"ARD1B",78.1,3035.33,13160.33887,1.1,"V",-2.91579228670569
"ARD1B",78.1,3035.33,13160.33887,1.1,"Mn",-0.881471180306323
"ARD1B",78.1,3035.33,13160.33887,1.1,"Fe",3.00341777310369
"ARD1B",78.1,3035.33,13160.33887,1.1,"Co",-1.34228638349765
"ARD1B",78.1,3035.33,13160.33887,1.1,"Cu",-0.0060024429524228
"ARD1B",78.1,3035.33,13160.33887,1.1,"Zn",0.483442385788617
"ARD1B",78.1,3035.33,13160.33887,1.1,"Br",-0.0930138199420529
"ARD1B",78.1,3035.33,13160.33887,1.1,"Sr",2.75287085654244
"ARD1B",78.1,3035.33,13160.33887,1.1,"Zr",1.00092556302666
"ARD1B",78.1,3035.33,13160.33887,1.1,"Os",-2.4168011205867
"ARD1B",78.1,3035.33,13160.33887,1.1,"Mo_inc",4.14347152925417
"ARD1B",78.1,3035.33,13160.33887,1.1,"Mo_coh",2.77496454493336
"ARD1B",78.1,3035.33,13160.33887,1.1,"inc_coh",3.929479539
"ARD1B",78.1,3035.33,13160.33887,1.1,"coh_inc",0.254486629
"ARD1B",78.4,3037.9,12001.19824,1.2,"Si",NA
"ARD1B",78.4,3037.9,12001.19824,1.2,"P",-2.94176671032923
"ARD1B",78.4,3037.9,12001.19824,1.2,"K",-3.02877808731886
"ARD1B",78.4,3037.9,12001.19824,1.2,"Ca",0.253499248899836
"ARD1B",78.4,3037.9,12001.19824,1.2,"Ti",-1.71310129341292
"ARD1B",78.4,3037.9,12001.19824,1.2,"V",-2.65408463787745
"ARD1B",78.4,3037.9,12001.19824,1.2,"Mn",-1.00783275232063
"ARD1B",78.4,3037.9,12001.19824,1.2,"Fe",2.66035211055047
"ARD1B",78.4,3037.9,12001.19824,1.2,"Co",-2.24861952976929
"ARD1B",78.4,3037.9,12001.19824,1.2,"Cu",-0.308679547700476
"ARD1B",78.4,3037.9,12001.19824,1.2,"Zn",0.344767763012785
"ARD1B",78.4,3037.9,12001.19824,1.2,"Br",0.122402724777989
"ARD1B",78.4,3037.9,12001.19824,1.2,"Sr",2.99422917098072
"ARD1B",78.4,3037.9,12001.19824,1.2,"Zr",1.16774009963255
"ARD1B",78.4,3037.9,12001.19824,1.2,"Os",-1.13621391896884
"ARD1B",78.4,3037.9,12001.19824,1.2,"Mo_inc",4.43129367711709
"ARD1B",78.4,3037.9,12001.19824,1.2,"Mo_coh",3.06479168272628
"ARD1B",78.4,3037.9,12001.19824,1.2,"inc_coh",3.921608865
"ARD1B",78.4,3037.9,12001.19824,1.2,"coh_inc",0.254997384
"ARD1B",78.7,3040.47,12476.77246,1.15,"Si",NA
"ARD1B",78.7,3040.47,12476.77246,1.15,"P",NA
"ARD1B",78.7,3040.47,12476.77246,1.15,"K",-3.61165296811026
"ARD1B",78.7,3040.47,12476.77246,1.15,"Ca",0.280167330000366
"ARD1B",78.7,3040.47,12476.77246,1.15,"Ti",-2.69536223623611
"ARD1B",78.7,3040.47,12476.77246,1.15,"V",-3.10082734434427
"ARD1B",78.7,3040.47,12476.77246,1.15,"Mn",-1.140732560297
"ARD1B",78.7,3040.47,12476.77246,1.15,"Fe",2.38272400044476
"ARD1B",78.7,3040.47,12476.77246,1.15,"Co",-2.76435510772306
"ARD1B",78.7,3040.47,12476.77246,1.15,"Cu",-0.334508235118084
"ARD1B",78.7,3040.47,12476.77246,1.15,"Zn",0.242034460304922
"ARD1B",78.7,3040.47,12476.77246,1.15,"Br",-0.183056612259991
"ARD1B",78.7,3040.47,12476.77246,1.15,"Sr",3.00351935982038
"ARD1B",78.7,3040.47,12476.77246,1.15,"Zr",1.50634084430649
"ARD1B",78.7,3040.47,12476.77246,1.15,"Os",-1.30906787511621
"ARD1B",78.7,3040.47,12476.77246,1.15,"Mo_inc",4.52261907963271
"ARD1B",78.7,3040.47,12476.77246,1.15,"Mo_coh",3.20215786469533
"ARD1B",78.7,3040.47,12476.77246,1.15,"inc_coh",3.745148297
"ARD1B",78.7,3040.47,12476.77246,1.15,"coh_inc",0.267012124
"ARD1B",79,3043.04,12262.9834,1.1,"Si",NA
"ARD1B",79,3043.04,12262.9834,1.1,"P",NA
"ARD1B",79,3043.04,12262.9834,1.1,"K",-2.62938943636469
"ARD1B",79,3043.04,12262.9834,1.1,"Ca",-1.28821551052527
"ARD1B",79,3043.04,12262.9834,1.1,"Ti",NA
"ARD1B",79,3043.04,12262.9834,1.1,"V",-3.51669263136559
"ARD1B",79,3043.04,12262.9834,1.1,"Mn",-1.79904113429126
"ARD1B",79,3043.04,12262.9834,1.1,"Fe",1.4064116702448
"ARD1B",79,3043.04,12262.9834,1.1,"Co",NA
"ARD1B",79,3043.04,12262.9834,1.1,"Cu",-0.650418425048486
"ARD1B",79,3043.04,12262.9834,1.1,"Zn",-0.280819230128818
"ARD1B",79,3043.04,12262.9834,1.1,"Br",0.254424920985318
"ARD1B",79,3043.04,12262.9834,1.1,"Sr",2.99441568795926
"ARD1B",79,3043.04,12262.9834,1.1,"Zr",1.34533216327902
"ARD1B",79,3043.04,12262.9834,1.1,"Os",-3.38316123874107
"ARD1B",79,3043.04,12262.9834,1.1,"Mo_inc",4.44701593804547
"ARD1B",79,3043.04,12262.9834,1.1,"Mo_coh",3.1001372259513
"ARD1B",79,3043.04,12262.9834,1.1,"inc_coh",3.845404166
"ARD1B",79,3043.04,12262.9834,1.1,"coh_inc",0.260050688
"ARD1B",79.3,3045.61,10678.36426,1.12,"Si",-2.62796653340845
"ARD1B",79.3,3045.61,10678.36426,1.12,"P",-2.55385856125473
"ARD1B",79.3,3045.61,10678.36426,1.12,"K",-2.79502061807162
"ARD1B",79.3,3045.61,10678.36426,1.12,"Ca",-0.13032085784302
"ARD1B",79.3,3045.61,10678.36426,1.12,"Ti",-2.10187343751167
"ARD1B",79.3,3045.61,10678.36426,1.12,"V",NA
"ARD1B",79.3,3045.61,10678.36426,1.12,"Mn",-1.79171850920783
"ARD1B",79.3,3045.61,10678.36426,1.12,"Fe",1.83262242376853
"ARD1B",79.3,3045.61,10678.36426,1.12,"Co",NA
"ARD1B",79.3,3045.61,10678.36426,1.12,"Cu",-0.628567699402151
"ARD1B",79.3,3045.61,10678.36426,1.12,"Zn",0.144622188831331
"ARD1B",79.3,3045.61,10678.36426,1.12,"Br",-0.348728804411396
"ARD1B",79.3,3045.61,10678.36426,1.12,"Sr",3.04614944089928
"ARD1B",79.3,3045.61,10678.36426,1.12,"Zr",1.54523660372597
"ARD1B",79.3,3045.61,10678.36426,1.12,"Os",-1.40872625695173
"ARD1B",79.3,3045.61,10678.36426,1.12,"Mo_inc",4.57486647950077
"ARD1B",79.3,3045.61,10678.36426,1.12,"Mo_coh",3.24328414133672
"ARD1B",79.3,3045.61,10678.36426,1.12,"inc_coh",3.787031013
"ARD1B",79.3,3045.61,10678.36426,1.12,"coh_inc",0.2640591
"ARD1B",79.6,3048.18,11673.91309,1.13,"Si",-2.63428617863253
"ARD1B",79.6,3048.18,11673.91309,1.13,"P",-3.39642623067943
"ARD1B",79.6,3048.18,11673.91309,1.13,"K",NA
"ARD1B",79.6,3048.18,11673.91309,1.13,"Ca",0.0603410021375383
"ARD1B",79.6,3048.18,11673.91309,1.13,"Ti",-1.73141846709052
"ARD1B",79.6,3048.18,11673.91309,1.13,"V",NA
"ARD1B",79.6,3048.18,11673.91309,1.13,"Mn",-1.97504054974827
"ARD1B",79.6,3048.18,11673.91309,1.13,"Fe",2.10191226976196
"ARD1B",79.6,3048.18,11673.91309,1.13,"Co",-1.94113899807259
"ARD1B",79.6,3048.18,11673.91309,1.13,"Cu",-0.338390073789282
"ARD1B",79.6,3048.18,11673.91309,1.13,"Zn",0.214491681964796
"ARD1B",79.6,3048.18,11673.91309,1.13,"Br",-0.0591326509967525
"ARD1B",79.6,3048.18,11673.91309,1.13,"Sr",2.97518561655243
"ARD1B",79.6,3048.18,11673.91309,1.13,"Zr",1.39936431491731
"ARD1B",79.6,3048.18,11673.91309,1.13,"Os",-2.34660410618075
"ARD1B",79.6,3048.18,11673.91309,1.13,"Mo_inc",4.50331017311154
"ARD1B",79.6,3048.18,11673.91309,1.13,"Mo_coh",3.16783219674453
"ARD1B",79.6,3048.18,11673.91309,1.13,"inc_coh",3.801812689
"ARD1B",79.6,3048.18,11673.91309,1.13,"coh_inc",0.263032422
"ARD1B",80,3051.61,11522.01953,1.04,"Si",-3.19770929065659
"ARD1B",80,3051.61,11522.01953,1.04,"P",-2.91002721820481
"ARD1B",80,3051.61,11522.01953,1.04,"K",-2.79224418254842
"ARD1B",80,3051.61,11522.01953,1.04,"Ca",0.158025716928811
"ARD1B",80,3051.61,11522.01953,1.04,"Ti",NA
"ARD1B",80,3051.61,11522.01953,1.04,"V",-2.79224418254842
"ARD1B",80,3051.61,11522.01953,1.04,"Mn",-1.52373285708492
"ARD1B",80,3051.61,11522.01953,1.04,"Fe",2.23528464588333
"ARD1B",80,3051.61,11522.01953,1.04,"Co",-2.59157348708627
"ARD1B",80,3051.61,11522.01953,1.04,"Cu",-0.262080941172301
"ARD1B",80,3051.61,11522.01953,1.04,"Zn",0.448610549038554
"ARD1B",80,3051.61,11522.01953,1.04,"Br",0.608953199113733
"ARD1B",80,3051.61,11522.01953,1.04,"Sr",3.33825740657677
"ARD1B",80,3051.61,11522.01953,1.04,"Zr",1.82836181156951
"ARD1B",80,3051.61,11522.01953,1.04,"Os",-0.929025749338223
"ARD1B",80,3051.61,11522.01953,1.04,"Mo_inc",4.86125072711283
"ARD1B",80,3051.61,11522.01953,1.04,"Mo_coh",3.51989385241641
"ARD1B",80,3051.61,11522.01953,1.04,"inc_coh",3.824228986
"ARD1B",80,3051.61,11522.01953,1.04,"coh_inc",0.261490618
"ARD1B",80.3,3054.22,11682.81445,1.17,"Si",NA
"ARD1B",80.3,3054.22,11682.81445,1.17,"P",NA
"ARD1B",80.3,3054.22,11682.81445,1.17,"K",NA
"ARD1B",80.3,3054.22,11682.81445,1.17,"Ca",-0.915771119909881
"ARD1B",80.3,3054.22,11682.81445,1.17,"Ti",-3.09575389081159
"ARD1B",80.3,3054.22,11682.81445,1.17,"V",NA
"ARD1B",80.3,3054.22,11682.81445,1.17,"Mn",-2.22671604378799
"ARD1B",80.3,3054.22,11682.81445,1.17,"Fe",1.46618756062568
"ARD1B",80.3,3054.22,11682.81445,1.17,"Co",-2.52520903234398
"ARD1B",80.3,3054.22,11682.81445,1.17,"Cu",-0.915771119909881
"ARD1B",80.3,3054.22,11682.81445,1.17,"Zn",-0.429594631418545
"ARD1B",80.3,3054.22,11682.81445,1.17,"Br",-0.280805894732672
"ARD1B",80.3,3054.22,11682.81445,1.17,"Sr",2.69514679273434
"ARD1B",80.3,3054.22,11682.81445,1.17,"Zr",1.12714173403645
"ARD1B",80.3,3054.22,11682.81445,1.17,"Os",-1.9718237941592
"ARD1B",80.3,3054.22,11682.81445,1.17,"Mo_inc",4.20751975516269
"ARD1B",80.3,3054.22,11682.81445,1.17,"Mo_coh",2.86544968451458
"ARD1B",80.3,3054.22,11682.81445,1.17,"inc_coh",3.826957384
"ARD1B",80.3,3054.22,11682.81445,1.17,"coh_inc",0.26130419
"ARD1B",80.6,3056.83,11117.74121,1.11,"Si",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"P",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"K",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"Ca",-1.07911391071851
"ARD1B",80.6,3056.83,11117.74121,1.11,"Ti",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"V",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"Mn",-2.49695662957333
"ARD1B",80.6,3056.83,11117.74121,1.11,"Fe",0.944447172566868
"ARD1B",80.6,3056.83,11117.74121,1.11,"Co",-2.57699933724686
"ARD1B",80.6,3056.83,11117.74121,1.11,"Cu",-1.87005883455458
"ARD1B",80.6,3056.83,11117.74121,1.11,"Zn",-0.799226109993549
"ARD1B",80.6,3056.83,11117.74121,1.11,"Br",-0.789880247575312
"ARD1B",80.6,3056.83,11117.74121,1.11,"Sr",2.15333399169523
"ARD1B",80.6,3056.83,11117.74121,1.11,"Zr",0.546344060899772
"ARD1B",80.6,3056.83,11117.74121,1.11,"Os",NA
"ARD1B",80.6,3056.83,11117.74121,1.11,"Mo_inc",3.65184034342205
"ARD1B",80.6,3056.83,11117.74121,1.11,"Mo_coh",2.31626950107822
"ARD1B",80.6,3056.83,11117.74121,1.11,"inc_coh",3.802165764
"ARD1B",80.6,3056.83,11117.74121,1.11,"coh_inc",0.263007996
"ARD1B",80.9,3059.44,12471.77441,1.07,"Si",-3.86693961405121
"ARD1B",80.9,3059.44,12471.77441,1.07,"P",NA
"ARD1B",80.9,3059.44,12471.77441,1.07,"K",NA
"ARD1B",80.9,3059.44,12471.77441,1.07,"Ca",0.703343312936445
"ARD1B",80.9,3059.44,12471.77441,1.07,"Ti",-1.14002092864461
"ARD1B",80.9,3059.44,12471.77441,1.07,"V",-3.6156251857703
"ARD1B",80.9,3059.44,12471.77441,1.07,"Mn",-0.571102748046877
"ARD1B",80.9,3059.44,12471.77441,1.07,"Fe",2.59452856230251
"ARD1B",80.9,3059.44,12471.77441,1.07,"Co",-1.46904434125284
"ARD1B",80.9,3059.44,12471.77441,1.07,"Cu",-0.340579089435044
"ARD1B",80.9,3059.44,12471.77441,1.07,"Zn",0.307447655844431
"ARD1B",80.9,3059.44,12471.77441,1.07,"Br",-0.442211734978857
"ARD1B",80.9,3059.44,12471.77441,1.07,"Sr",2.6155122146031
"ARD1B",80.9,3059.44,12471.77441,1.07,"Zr",0.862973458528328
"ARD1B",80.9,3059.44,12471.77441,1.07,"Os",-2.37886255862137
"ARD1B",80.9,3059.44,12471.77441,1.07,"Mo_inc",4.05033649265608
"ARD1B",80.9,3059.44,12471.77441,1.07,"Mo_coh",2.69024450393022
"ARD1B",80.9,3059.44,12471.77441,1.07,"inc_coh",3.896551724
"ARD1B",80.9,3059.44,12471.77441,1.07,"coh_inc",0.256637168
"ARD1B",81.2,3062.05,13699.91211,1.07,"Si",-3.1028998096831
"ARD1B",81.2,3062.05,13699.91211,1.07,"P",-3.92957838286756
"ARD1B",81.2,3062.05,13699.91211,1.07,"K",-2.16191646521857
"ARD1B",81.2,3062.05,13699.91211,1.07,"Ca",1.03526225603906
"ARD1B",81.2,3062.05,13699.91211,1.07,"Ti",-0.891881910214541
"ARD1B",81.2,3062.05,13699.91211,1.07,"V",NA
"ARD1B",81.2,3062.05,13699.91211,1.07,"Mn",-0.577171165374841
"ARD1B",81.2,3062.05,13699.91211,1.07,"Fe",2.97960444810576
"ARD1B",81.2,3062.05,13699.91211,1.07,"Co",-1.86815534669041
"ARD1B",81.2,3062.05,13699.91211,1.07,"Cu",-0.168378267174002
"ARD1B",81.2,3062.05,13699.91211,1.07,"Zn",0.412370028238907
"ARD1B",81.2,3062.05,13699.91211,1.07,"Br",-0.185129077598817
"ARD1B",81.2,3062.05,13699.91211,1.07,"Sr",2.63387408037817
"ARD1B",81.2,3062.05,13699.91211,1.07,"Zr",0.795277788922997
"ARD1B",81.2,3062.05,13699.91211,1.07,"Os",-1.71660544856321
"ARD1B",81.2,3062.05,13699.91211,1.07,"Mo_inc",4.04121135208539
"ARD1B",81.2,3062.05,13699.91211,1.07,"Mo_coh",2.70411591961476
"ARD1B",81.2,3062.05,13699.91211,1.07,"inc_coh",3.80796693
"ARD1B",81.2,3062.05,13699.91211,1.07,"coh_inc",0.262607323
"ARD1B",81.5,3064.66,13969.19824,1.1,"Si",NA
"ARD1B",81.5,3064.66,13969.19824,1.1,"P",NA
"ARD1B",81.5,3064.66,13969.19824,1.1,"K",-2.3567996363758
"ARD1B",81.5,3064.66,13969.19824,1.1,"Ca",1.00974628731382
"ARD1B",81.5,3064.66,13969.19824,1.1,"Ti",-1.33341076894528
"ARD1B",81.5,3064.66,13969.19824,1.1,"V",-3.88285593987085
"ARD1B",81.5,3064.66,13969.19824,1.1,"Mn",-0.455341249891318
"ARD1B",81.5,3064.66,13969.19824,1.1,"Fe",2.73788371120267
"ARD1B",81.5,3064.66,13969.19824,1.1,"Co",-2.09109647064279
"ARD1B",81.5,3064.66,13969.19824,1.1,"Cu",-0.123984113936875
"ARD1B",81.5,3064.66,13969.19824,1.1,"Zn",0.342516884757658
"ARD1B",81.5,3064.66,13969.19824,1.1,"Br",-0.410889487320484
"ARD1B",81.5,3064.66,13969.19824,1.1,"Sr",2.23413932968434
"ARD1B",81.5,3064.66,13969.19824,1.1,"Zr",0.593343864820285
"ARD1B",81.5,3064.66,13969.19824,1.1,"Os",-2.40125139894663
"ARD1B",81.5,3064.66,13969.19824,1.1,"Mo_inc",3.74195833971755
"ARD1B",81.5,3064.66,13969.19824,1.1,"Mo_coh",2.39604064843371
"ARD1B",81.5,3064.66,13969.19824,1.1,"inc_coh",3.841710428
"ARD1B",81.5,3064.66,13969.19824,1.1,"coh_inc",0.260300723
"ARD1B",81.9,3068.14,13385.12598,1.13,"Si",NA
"ARD1B",81.9,3068.14,13385.12598,1.13,"P",NA
"ARD1B",81.9,3068.14,13385.12598,1.13,"K",-2.51956496480943
"ARD1B",81.9,3068.14,13385.12598,1.13,"Ca",0.393424881674502
"ARD1B",81.9,3068.14,13385.12598,1.13,"Ti",-1.59157819317209
"ARD1B",81.9,3068.14,13385.12598,1.13,"V",-3.27333676718582
"ARD1B",81.9,3068.14,13385.12598,1.13,"Mn",-1.20964358247412
"ARD1B",81.9,3068.14,13385.12598,1.13,"Fe",2.39222449465019
"ARD1B",81.9,3068.14,13385.12598,1.13,"Co",-2.33235342272129
"ARD1B",81.9,3068.14,13385.12598,1.13,"Cu",-0.45493850891474
"ARD1B",81.9,3068.14,13385.12598,1.13,"Zn",-0.0420384223190577
"ARD1B",81.9,3068.14,13385.12598,1.13,"Br",-0.904261932922936
"ARD1B",81.9,3068.14,13385.12598,1.13,"Sr",2.40768872034777
"ARD1B",81.9,3068.14,13385.12598,1.13,"Zr",0.695775205226458
"ARD1B",81.9,3068.14,13385.12598,1.13,"Os",NA
"ARD1B",81.9,3068.14,13385.12598,1.13,"Mo_inc",3.88944825197285
"ARD1B",81.9,3068.14,13385.12598,1.13,"Mo_coh",2.54915424064771
"ARD1B",81.9,3068.14,13385.12598,1.13,"inc_coh",3.820166512
"ARD1B",81.9,3068.14,13385.12598,1.13,"coh_inc",0.261768694
"ARD1B",82.2,3070.75,13418.92578,1.26,"Si",NA
"ARD1B",82.2,3070.75,13418.92578,1.26,"P",NA
"ARD1B",82.2,3070.75,13418.92578,1.26,"K",-3.21090041516832
"ARD1B",82.2,3070.75,13418.92578,1.26,"Ca",0.395236611875566
"ARD1B",82.2,3070.75,13418.92578,1.26,"Ti",-1.57820564056995
"ARD1B",82.2,3070.75,13418.92578,1.26,"V",NA
"ARD1B",82.2,3070.75,13418.92578,1.26,"Mn",-1.4797655677567
"ARD1B",82.2,3070.75,13418.92578,1.26,"Fe",2.20885343577627
"ARD1B",82.2,3070.75,13418.92578,1.26,"Co",-2.51775323460837
"ARD1B",82.2,3070.75,13418.92578,1.26,"Cu",-0.664216405684073
"ARD1B",82.2,3070.75,13418.92578,1.26,"Zn",-0.0626995479700518
"ARD1B",82.2,3070.75,13418.92578,1.26,"Br",-0.495037674329312
"ARD1B",82.2,3070.75,13418.92578,1.26,"Sr",2.42136499650503
"ARD1B",82.2,3070.75,13418.92578,1.26,"Zr",0.691666255017794
"ARD1B",82.2,3070.75,13418.92578,1.26,"Os",-2.17291274831664
"ARD1B",82.2,3070.75,13418.92578,1.26,"Mo_inc",3.90401249492998
"ARD1B",82.2,3070.75,13418.92578,1.26,"Mo_coh",2.56035744029877
"ARD1B",82.2,3070.75,13418.92578,1.26,"inc_coh",3.833027859
"ARD1B",82.2,3070.75,13418.92578,1.26,"coh_inc",0.260890355
"ARD1B",82.5,3073.36,12013.59473,1.07,"Si",NA
"ARD1B",82.5,3073.36,12013.59473,1.07,"P",NA
"ARD1B",82.5,3073.36,12013.59473,1.07,"K",-2.49399107800375
"ARD1B",82.5,3073.36,12013.59473,1.07,"Ca",0.260579138733352
"ARD1B",82.5,3073.36,12013.59473,1.07,"Ti",-1.62649051029903
"ARD1B",82.5,3073.36,12013.59473,1.07,"V",-3.23592842273313
"ARD1B",82.5,3073.36,12013.59473,1.07,"Mn",-1.19470809387349
"ARD1B",82.5,3073.36,12013.59473,1.07,"Fe",2.38519681824206
"ARD1B",82.5,3073.36,12013.59473,1.07,"Co",-3.34128893839095
"ARD1B",82.5,3073.36,12013.59473,1.07,"Cu",-0.414549536323915
"ARD1B",82.5,3073.36,12013.59473,1.07,"Zn",0.457938572891847
"ARD1B",82.5,3073.36,12013.59473,1.07,"Br",-0.0874750621614737
"ARD1B",82.5,3073.36,12013.59473,1.07,"Sr",2.84811530566795
"ARD1B",82.5,3073.36,12013.59473,1.07,"Zr",1.1744426849499
"ARD1B",82.5,3073.36,12013.59473,1.07,"Os",-2.04200595426069
"ARD1B",82.5,3073.36,12013.59473,1.07,"Mo_inc",4.32232746208748
"ARD1B",82.5,3073.36,12013.59473,1.07,"Mo_coh",2.98783761347383
"ARD1B",82.5,3073.36,12013.59473,1.07,"inc_coh",3.798057868
"ARD1B",82.5,3073.36,12013.59473,1.07,"coh_inc",0.26329246
"ARD1B",82.8,3075.97,12178.78809,1.27,"Si",NA
"ARD1B",82.8,3075.97,12178.78809,1.27,"P",-3.88929324151031
"ARD1B",82.8,3075.97,12178.78809,1.27,"K",NA
"ARD1B",82.8,3075.97,12178.78809,1.27,"Ca",0.233800733997779
"ARD1B",82.8,3075.97,12178.78809,1.27,"Ti",-2.71063824516866
"ARD1B",82.8,3075.97,12178.78809,1.27,"V",-3.19614606095036
"ARD1B",82.8,3075.97,12178.78809,1.27,"Mn",-0.944854262343868
"ARD1B",82.8,3075.97,12178.78809,1.27,"Fe",2.48146353940181
"ARD1B",82.8,3075.97,12178.78809,1.27,"Co",-2.7906809528422
"ARD1B",82.8,3075.97,12178.78809,1.27,"Cu",-0.488095859848153
"ARD1B",82.8,3075.97,12178.78809,1.27,"Zn",0.424855970760488
"ARD1B",82.8,3075.97,12178.78809,1.27,"Br",0.0667466493346121
"ARD1B",82.8,3075.97,12178.78809,1.27,"Sr",3.20618564355478
"ARD1B",82.8,3075.97,12178.78809,1.27,"Zr",1.30782161952857
"ARD1B",82.8,3075.97,12178.78809,1.27,"Os",-1.58670814851626
"ARD1B",82.8,3075.97,12178.78809,1.27,"Mo_inc",4.59934614248787
"ARD1B",82.8,3075.97,12178.78809,1.27,"Mo_coh",3.28619647211391
"ARD1B",82.8,3075.97,12178.78809,1.27,"inc_coh",3.71786534
"ARD1B",82.8,3075.97,12178.78809,1.27,"coh_inc",0.268971549
"ARD1B",83.1,3078.58,10885.55371,1.26,"Si",NA
"ARD1B",83.1,3078.58,10885.55371,1.26,"P",NA
"ARD1B",83.1,3078.58,10885.55371,1.26,"K",NA
"ARD1B",83.1,3078.58,10885.55371,1.26,"Ca",-1.17118061980005
"ARD1B",83.1,3078.58,10885.55371,1.26,"Ti",NA
"ARD1B",83.1,3078.58,10885.55371,1.26,"V",NA
"ARD1B",83.1,3078.58,10885.55371,1.26,"Mn",-2.2309530751519
"ARD1B",83.1,3078.58,10885.55371,1.26,"Fe",0.90702253162864
"ARD1B",83.1,3078.58,10885.55371,1.26,"Co",-2.2027821981852
"ARD1B",83.1,3078.58,10885.55371,1.26,"Cu",-1.50963501762525
"ARD1B",83.1,3078.58,10885.55371,1.26,"Zn",-0.749348534227679
"ARD1B",83.1,3078.58,10885.55371,1.26,"Br",-0.365766137369023
"ARD1B",83.1,3078.58,10885.55371,1.26,"Sr",2.54263290531422
"ARD1B",83.1,3078.58,10885.55371,1.26,"Zr",0.8958074608085
"ARD1B",83.1,3078.58,10885.55371,1.26,"Os",-2.79056886308732
"ARD1B",83.1,3078.58,10885.55371,1.26,"Mo_inc",3.99496228314945
"ARD1B",83.1,3078.58,10885.55371,1.26,"Mo_coh",2.67980926454561
"ARD1B",83.1,3078.58,10885.55371,1.26,"inc_coh",3.725320985
"ARD1B",83.1,3078.58,10885.55371,1.26,"coh_inc",0.268433245
"ARD1B",83.4,3081.19,12532.16895,1.22,"Si",NA
"ARD1B",83.4,3081.19,12532.16895,1.22,"P",NA
"ARD1B",83.4,3081.19,12532.16895,1.22,"K",-3.36049215120369
"ARD1B",83.4,3081.19,12532.16895,1.22,"Ca",-0.310692656379423
"ARD1B",83.4,3081.19,12532.16895,1.22,"Ti",-3.6118065794846
"ARD1B",83.4,3081.19,12532.16895,1.22,"V",NA
"ARD1B",83.4,3081.19,12532.16895,1.22,"Mn",-0.993368537072073
"ARD1B",83.4,3081.19,12532.16895,1.22,"Fe",1.92833588932323
"ARD1B",83.4,3081.19,12532.16895,1.22,"Co",-2.61327774937347
"ARD1B",83.4,3081.19,12532.16895,1.22,"Cu",-0.594872098280002
