"Core","depth_cm","Group","Guano_Zone","Guano_Sum","SH20_age","kcps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Rb","Sr","Zr","Nb","Mo","In","Sn","Sb","Te","I","Cs","Ba","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Ta","W","Os","Ir","Pt","Au","Hg","Pb","Bi","Th","U","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","cps_sum","cps_pc_sum"
"ARD1A",11.4,"Unit 13","ARD NON GUANO",2,1030.42,10586.56934,0.97,0.0115035085701139,0.0230070171402278,0.0891521914183826,0,0.0603934199930979,0.0172552628551708,0.221442539974692,0.0891521914183826,1.84056137121822,0.0143793857126424,1.2222477855746,0.097779822845968,0.0632692971356264,0.520533762797653,35.6810077073507,0.129414471413781,0,0.103531577131025,0.270332451397676,0.100655699988496,0,0,0.109283331416082,0,0.0603934199930979,3.58909467387553,2.10226619118831,0.0143793857126424,0.0345105257103417,0.0172552628551708,0,0.0402622799953986,0.0431381571379271,0.0258828942827562,0,0,0.054641665708041,0.0517657885655125,0,0.0431381571379271,0.0172552628551708,0,0.0431381571379271,0.227194294259749,0,0.0172552628551708,0.115035085701139,0.0316346485678132,0,0,0.0834004371333257,0,0.253077188542505,0.0287587714252847,0.0690210514206833,0,0,39.89991947544,12.472679167146,18211,3.19898547382984,0.312599106241891,34772,100
"ARD1A",11.6,"Unit 13","ARD NON GUANO",2,1062.78,13329.53125,1.26,0,0,0.0185839063371121,0.012389270891408,0.097049288649363,0.012389270891408,0.0805302607941523,0.13834685828739,2.65130397076132,0.00825951392760536,1.5362695905346,0.0702058683846456,0.0412975696380268,0.510024985029631,43.3170207933263,0.0702058683846456,0.0103243924095067,0.206487848190134,0.229201511491049,0.109438559540771,0.0536868405294348,0,0,0.344834706477524,0.1548658861426,3.26870263684982,1.79850915773607,0,0,0,0.012389270891408,0,0.0206487848190134,0.0103243924095067,0,0,0.0702058683846456,0.0598814759751389,0.0103243924095067,0.00825951392760536,0.0185839063371121,0.177579549443515,0.16932003551591,0.402651303970761,0.105308802576968,0,0,0.0660761114208429,0.0454273266018295,0.0474922050837308,0.0412975696380268,0.0371678126742241,0.0206487848190134,0.284953230502385,0.150736129178798,0,0,33.8185797765802,9.68221520163539,21067,3.49285561953508,0.286298693369154,48429,100
"ARD1A",11.8,"Unit 13","ARD NON GUANO",2,1095.15,10465.1748,1.12,0,0.0334496105509629,0.0573421895159364,0,0.0645099632054284,0,0.0907918000668992,0.179194342237301,3.04869307593062,0,1.77044010130453,0.0358388684474602,0,0.628374826778803,52.0643188225737,0.458737516127491,0,0.253261337028719,0.344053137095618,0.107516605342381,0.0740669947914178,0.191140631719788,0.0955703158598939,0.129019926410857,0,2.77153915993692,1.6199168538252,0,0,0,0,0,0.0716777368949204,0,0,0,0,0.0716777368949204,0.0262818368614708,0.0167248052754814,0.047785157929947,0.0358388684474602,0.11707363692837,0.332106847613131,0.0191140631719788,0.0740669947914178,0,0.105127347445883,0.109905863238878,0.0692884789984231,0.0406173842404549,0.114684379031873,0.0716777368949204,0,0.107516605342381,0,0.100348831652889,26.138481387681,8.31222822191427,14419,3.14458177637252,0.31800731261426,41854,100
"ARD1A",12,"Unit 13","ARD NON GUANO",2,1127.52,10582.66699,1.25,0,0,0.0371971916120333,0,0,0,0.106941925884596,0.181336309108662,3.27567768633468,0,1.82731203794114,0.0883433300785791,0.0371971916120333,0.655600502162087,54.1428372157902,0.548658576277491,0,0.086018505602827,0.232482447575208,0.197610080438927,0.0604454363695541,0.104617101408844,0.030222718184777,0.104617101408844,0.0488213139907937,2.53870832752127,1.41349328125727,0,0.0464964895150416,0.0209234202817687,0,0,0.0999674524573395,0.0232482447575208,0,0.0232482447575208,0.0209234202817687,0,0,0.0395220160877854,0.0441716650392895,0.0790440321755708,0.130190170642117,0.381271214023341,0.086018505602827,0.0534709629422979,0.00929929790300832,0,0,0,0.0325475426605291,0.104617101408844,0.00929929790300832,0.0139489468545125,0.030222718184777,0.0534709629422979,0,25.3266378388432,7.65332217417585,14186,3.30923450789793,0.302184688819534,43014,100
"ARD1A",12.2,"Unit 13","ARD NON GUANO",2,1159.89,10957.5498,1.13,0,0,0.022578969947391,0,0.0338684549210865,0,0.0632211158526948,0.17611596558965,3.12492944071891,0.0112894849736955,1.64149111517533,0.117410643726433,0,0.75187969924812,52.1167784325679,0.298042403305561,0,0.173858068594911,0.435774119984646,0.167084377610693,0.128700128700129,0.465126780916255,0.149021201652781,0.0406421459053038,0.139989613673824,2.57400257400257,1.43150669466459,0,0,0,0.0135473819684346,0.0112894849736955,0.0541895278737384,0,0,0,0,0.0135473819684346,0.0090315879789564,0.0429000429000429,0.0383842489105647,0,0.090315879789564,0.415453047031994,0.0835421888053467,0.0835421888053467,0.0564474248684775,0.130958025694868,0.10160536476326,0.0519316308789993,0.0745106008263903,0.0203210729526519,0.0519316308789993,0,0.112894849736955,0,0,26.4354580144054,8.04488699225541,15271,3.28599494807746,0.304321831226512,44289,100
"ARD1A",12.4,"Unit 13","ARD NON GUANO",2,1192.26,12618.46582,1.21,0,0,0.0674014749028626,0.0158591705653794,0.0257711521687416,0.0297359448100864,0.0773134565062247,0.0991198160336214,3.31258425184363,0.00792958528268971,1.80992784077393,0.158591705653794,0.0218063595273967,0.723574657045437,52.1806359527397,0.432162397906589,0,0.136785346126398,0.299341844421537,0.0614542859408453,0.0535247006581556,0.105067004995639,0.14669732772976,0.208151613670605,0.0257711521687416,2.82689715327888,1.40750138767742,0.0118943779240346,0.013876774244707,0.041630322734121,0.00792958528268971,0,0,0.0158591705653794,0.013876774244707,0.0515423043374831,0,0,0,0.0118943779240346,0.0574894932995004,0.0158591705653794,0.083260645468242,0.49758147648878,0.0218063595273967,0.118943779240346,0.0574894932995004,0.027753548489414,0.0792958528268971,0.111014193957656,0.0674014749028626,0.112996590278328,0.0872254381095869,0,0.164538894615812,0,0,26.1715962255174,7.9236380937277,17199,3.30297723292469,0.302757158006363,50444,100
"ARD1A",12.6,"Unit 13","ARD NON GUANO",2,1224.63,13446.62305,1.25,0.0105922852855504,0,0.0865036631653279,0.0211845705711007,0,0.0123576661664754,0.0670844734751523,0.144761232235855,3.38246976785241,0,1.87836525730426,0.100626710212728,0.0476652837849766,0.663783211227822,55.4258981375232,0.317768558566511,0,0.111218995498279,0.199488039544532,0,0,0.030011474975726,0.060022949951452,0,0.14299585135493,2.87050931238415,1.4440815605967,0.0141230470474005,0.0529614264277518,0,0.0441345220231265,0,0.0370729984994263,0.0635537117133021,0,0.0194191896901757,0.0105922852855504,0,0,0.0476652837849766,0.0441345220231265,0.102392091093653,0.130638185188454,0.376026127637038,0.0847382822844029,0.0776767587607026,0.0441345220231265,0.0653190925942272,0,0.0458999029040515,0,0,0.120045899902904,0,0,0.0423691411422014,0,24.2210256862918,7.33868832200547,17877,3.30045706038008,0.30298833819242,56645,100
"ARD1A",12.8,"Unit 13","ARD NON GUANO",2,1257,11675.71191,1.12,0.0126512883228609,0,0.0442795091300131,0.0210854805381015,0,0,0.0801248260447856,0.13705562349766,3.18601610930713,0,1.71214101969384,0.118078691013368,0.0274111246995319,0.683169569434487,52.6905073166618,0.324716400286763,0,0.215071901488635,0.400624130223928,0,0.0231940285919116,0.166575296251002,0.14338126765909,0.248808670349597,0.107535950744317,2.87184244928942,1.45911525323662,0,0.0189769324842913,0.0274111246995319,0,0.0316282208071522,0.086450470206216,0,0,0,0,0.0506051532914435,0.00843419221524059,0,0.0611478935604942,0.0337367688609623,0.13705562349766,0.231940285919116,0.0737991818833551,0.0527137013452537,0.0484966052376334,0.122295787120988,0,0.0484966052376334,0.0843419221524059,0.0611478935604942,0.0210854805381015,0.0421709610762029,0.0379538649685826,0,0.132838527390039,25.7200691603762,8.19381773710623,16084,3.13896037056099,0.318576815871454,47426,100
"ARD1A",13,"Unit 12","ARD GZ 5",3,1289.37,12100.3916,1.02,0,0,0.0547281185254681,0,0.0547281185254681,0.013682029631367,0.0781830264649545,0.084046753449826,3.49282670732184,0.0215003322778625,1.83339197060318,0.0254094836011102,0.0762284508033306,0.723192994800829,57.1381103162503,0.25800398733435,0,0.263867714319221,0.387005981001525,0,0.0723192994800829,0,0,0.189593839177515,0,2.42953754739846,1.11997185411047,0,0,0.0488643915405965,0,0,0.0645009968335874,0,0,0,0.0684101481568351,0.0449552402173488,0,0.0156366052929909,0.0684101481568351,0,0.134865720652046,0.549235760916305,0.103592510066065,0.150502325945037,0.070364723818459,0.0527735428638443,0,0.0938196317579453,0.070364723818459,0,0.101637934404441,0.125092842343927,0,0.0156366052929909,0,22.7219420663774,7.18306555646769,15300,3.16326530612245,0.316129032258064,51162,100
"ARD1A",13.2,"Unit 12","ARD GZ 5",3,1321.73,12724.3623,1.11,0.0202384084515594,0.0425006577482747,0.0607152253546781,0,0.0566675436643662,0,0.105239723948109,0.200360243670438,2.94266458885673,0,1.74252696767926,0.0607152253546781,0.06476290704499,0.611199935237093,50.0637509866224,0.252980105644492,0,0.0890489971868612,0.271194673250896,0.0445244985934306,0.0465483394385866,0.196312561980126,0.0870251563417053,0.244884742263868,0.224646333812309,2.76659043532817,1.57859585922163,0,0.0141668859160916,0,0.0425006577482747,0,0.0364291352128069,0.0263099309870272,0,0,0.0161907267612475,0.0202384084515594,0.0202384084515594,0.0222622492967153,0.0505960211288984,0.0465483394385866,0.0667867478901459,0.552508550727571,0.0303576126773391,0.159883426767319,0.0465483394385866,0.0566675436643662,0.032381453522495,0.0910728380320172,0.0728582704256137,0,0,0,0,0,0,28.1536499969642,8.66811033980288,18194,3.24795703945832,0.307885845733592,49411,100
