"Record","strat_depth","SH20_age","Group","Guano_Zone","Guano_Sum","P2O5_TiO2","CaO_TiO2","Cu_TiO2","Zn_TiO2","Sr_TiO2","P_Ti","Ca_Ti","Cu_Ti","Zn_Ti","Sr_Ti","P_Ti_CS","Ca_Ti_CS","Cu_Ti_CS","Zn_Ti_CS","Sr_Ti_CS","Plot_order"
"ARD",13,1286,"Unit 12","ARD GZ 5","Guano",1.26943682717666,0.382830387504038,1.12995553312188,0.798128032449826,0.993171279925458,1.2694368271161,0.382830387466398,1.12995552249213,0.798128034537298,0.993171275226308,0.2453925631815,-0.831395263624951,-0.625884429030379,-0.651433520268255,-0.78431504399131,3
"ARD",15,1609,"Unit 12","ARD GZ 5","Guano",0.983081046690124,-0.0176504877577251,0.588560279206403,0.751090346197762,0.466322118330374,0.983081046781542,-0.0176504877685788,0.588560269493027,0.751090346289897,0.466322127088904,1.54942524662735,1.12245309501442,1.4863156131443,1.68009053564786,1.11614577369679,3
"ARD",17,1783,"Unit 12","ARD GZ 5","Guano",1.81504259687828,1.74322660875993,2.02933037825825,2.10254049952357,2.26599219925271,1.81504259664162,1.74322660796342,2.0293303738163,2.10254049578184,2.26599219707601,1.38374201656999,1.43520215131426,1.59163918447316,1.69687265169489,1.24550457355019,3
"ARD",19,1958,"Unit 12","ARD GZ 5","Guano",1.5086494189241,0.633047722454936,1.590026670887,1.48856485761502,1.48322916276404,1.50864941896234,0.633047722641431,1.59002667163703,1.48856486323456,1.4832291545881,2.14710541566487,2.13857637543782,1.8701166674138,2.20115806891776,1.85298214530512,3
"ARD",21,2084,"Unit 12","ARD GZ 5","Guano",1.62730984128329,1.03137518165153,1.80605975382899,1.74503156690068,1.75876645405594,1.62730984120763,1.03137518193348,1.80605975628108,1.74503156844282,1.75876646120934,1.63949950000932,2.02249266176796,1.89660347588133,2.16299294438996,1.75031910909464,3
"ARD",25,2243,"Unit 12","ARD GZ 5","Guano",1.43447714788449,0.79384233201169,1.3277753248815,1.55399448468429,1.37269432937606,1.4344771479393,0.793842331535772,1.32777532276339,1.55399448568376,1.37269432093022,2.19476652767295,1.99326107414083,1.99301360358885,2.13015744819494,1.65591891785199,3
"ARD",27,2303,"Unit 12","ARD GZ 5","Guano",1.10945300308342,0.203306177400989,0.7512053184702,0.754992709995113,0.537290447062579,1.10945300301646,0.20330617732186,0.751205305123911,0.754992692096361,0.537290446650883,1.4225658774893,0.429556710714634,0.800998223946803,0.840124555933375,0.511286048904837,3
"ARD",29,2363,"Unit 12","ARD GZ 5","Guano",0.981482706379897,0.00451705293096366,0.650426502134394,0.406537015374503,0.348298283858221,0.981482706419449,0.00451705290154658,0.650426507246651,0.406537032664768,0.348298263309431,1.24711924713757,0.675335458735913,0.922535435390638,0.982849736434456,0.691191926842371,3
"ARD",31,2424,"Unit 12","ARD GZ 5","Guano",0.994562258590131,-0.0213356959671465,0.620153954641619,0.624684256224411,0.359466467335431,0.994562258663509,-0.0213356957980827,0.62015394120566,0.624684265925205,0.359466470847512,0.861210583660998,0.173052487745689,0.649467782540019,0.603213758966335,0.407264493515074,3
"ARD",33,2487,"Unit 12","ARD GZ 5","Guano",1.06095429518444,0.0604050005622852,0.650278446319755,0.679208541191747,0.384214624432556,1.06095429524143,0.0604050007844996,0.650278457029758,0.679208516612607,0.384214645731254,1.1669314507854,0.50858386453968,0.809405723853199,0.812937988312154,0.526065281561138,3
"ARD",35,2549,"Unit  11","ARD GZ 0","Non Guano",0.75048574247612,-0.328810911024567,0.161830096327655,0.0574198164966197,0.00255956669122974,0.750485742581952,-0.328810911234904,0.161830095172745,0.057419806153695,0.00255956235190941,0.627914211871588,0.0630603924403494,0.279380381037949,0.507212848657889,0.196624950151696,2
"ARD",37,2606,"Unit  11","ARD GZ 0","Non Guano",0.696554191859964,-0.39312637282197,0.181847415071587,-0.12375879367068,-0.0550010603652766,0.696554191802242,-0.393126372653635,0.181847466283603,-0.123758772342412,-0.0550010572767066,0.639290309607032,-0.316059527100834,0.0867422044564567,-0.0634458422036918,-0.087351677919355,2
"ARD",39,2663,"Unit  11","ARD GZ 0","Non Guano",0.656149659964115,-0.317113789362891,0.232244274115159,0.185342861421727,-0.035307725440552,0.656149660228136,-0.317113789288455,0.232244276628751,0.185342850768174,-0.035307720693494,0.693942830218747,-0.381105430753291,0.038373848673183,-0.0835478218452742,-0.0683269387351021,2
