"Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Si","Ti","Al","Fe","Mn","Mg","Ca","Na","K","P","S","Cl","Location","Location1","Location2","Reference"
"YAN","YAN 8A-II",157,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.5211461891,0.9589342288,8.79069299339,7.16669079622,0.127784403285,2.7678935628,5.5034125531,2.9303096488,0.62260686675,0.11128499523,0.052052758888,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",159,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.37624425775,0.9589342288,8.71659925353,7.19778273026,0.128558854214,2.7920146396,5.49626526407,2.8932171216,0.63090829164,0.114776289198,0.051051744294,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",161,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.3809185136,0.9589342288,8.70072202356,7.16669079622,0.128558854214,2.7980449088,5.51770713116,2.8932171216,0.62260686675,0.115212700944,0.051051744294,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",163,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.31080467585,0.955937559335,8.69013720358,7.17446377973,0.127784403285,2.7859843704,5.48911797504,2.88579861616,0.62260686675,0.115212700944,0.050551236997,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",165,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.5398432125,0.962530232158,8.76952335343,7.15891781271,0.127009952356,2.7678935628,5.55344357631,2.90805413248,0.61430544186,0.114339877452,0.051051744294,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",167,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.5585402359,0.949344886512,8.80657022336,7.05786902708,0.126235501427,2.743772486,5.63921104467,2.95998367056,0.60600401697,0.112157818722,0.051051744294,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",169,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.6987679114,0.934361539187,8.88066396322,6.87131742284,0.12391214864,2.6653789864,5.76071495818,3.01933171408,0.58940116719,0.109975759992,0.048549207809,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",171,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.72213919065,0.921775527434,8.96534252306,6.79358758774,0.123137697711,2.6593487172,5.98228091811,2.99707619776,0.56449689252,0.107793701262,0.048549207809,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",173,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.6613738646,0.917580190183,8.96005011307,6.78581460423,0.122363246782,2.6955303324,6.03231194132,2.97482068144,0.55619546763,0.107357289516,0.05505580267,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",174,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.6707223763,0.910388183467,8.97063493305,6.75472267019,0.121588795853,2.653318448,6.06090109744,2.97482068144,0.55619546763,0.105175230786,0.044545149433,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",175,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.68474514385,0.915782188504,9.00768180298,6.7624956537,0.123137697711,2.683469794,6.06804838647,3.0044947032,0.55619546763,0.107793701262,0.052553266185,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",176,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.7361619582,0.927169532471,8.97063493305,6.85577145582,0.122363246782,2.6593487172,5.9322498949,3.0415872304,0.56449689252,0.108230113008,0.034034496196,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",177,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.8109500518,0.91698085629,9.0500210829,6.74694968668,0.120814344924,2.653318448,6.1466685658,3.0044947032,0.53959261785,0.106484466024,0.053554280779,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",178,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.75953323745,0.930166201936,8.98121975303,6.90240935688,0.122363246782,2.6593487172,5.9322498949,3.0786797576,0.57279831741,0.1091029365,0.039039569166,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",179,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.773556005,0.919977525755,8.98651216302,6.78581460423,0.122363246782,2.6653789864,5.99657549617,3.01933171408,0.56449689252,0.1091029365,0.055556309967,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",180,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.8109500518,0.920576859648,9.02885144294,6.78581460423,0.120814344924,2.653318448,6.02516465229,3.02675021952,0.54789404274,0.10692087777,0.051552251591,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",181,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.78757877255,0.936159540866,8.94946529309,6.91018234039,0.123137697711,2.6714092556,5.89651344975,3.01933171408,0.56449689252,0.112157818722,0.056056817264,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",182,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",25.0259658209,0.927169532471,9.07119072286,6.8402254888,0.120039893995,2.623167102,5.96798634005,3.12319079024,0.55619546763,0.1091029365,0.052553266185,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",183,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.80627579595,0.931364869722,8.97063493305,6.90240935688,0.120814344924,2.6714092556,5.91795531684,3.03416872496,0.54789404274,0.111721406976,0.057057831858,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",184,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",25.07738263525,0.967924237195,8.87537155323,7.04232306006,0.12391214864,2.6352276404,5.7893041143,3.3012349208,0.54789404274,0.1091029365,0.043043627542,0.06,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",186,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.65669960875,0.98890092345,8.80657022336,7.28328554887,0.125461050498,2.7618632936,5.82504055945,3.10835377936,0.53959261785,0.109975759992,0.050551236997,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",188,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.5678887476,0.951142888191,8.86478673325,7.05786902708,0.124686599569,2.71362114,5.81789327042,3.02675021952,0.55619546763,0.108666524754,0.056056817264,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",190,5279.74,5593.11,5475.97,5450.91,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",24.57256300345,0.808501421657,9.40990496222,6.88686338986,0.097580817054,2.834226524,4.13828034837,2.71517299104,0.62260686675,0.095137760628,0.151153203694,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",192,5359.76,5650.78,5532.83,5516.81,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",23.47878713455,0.559777856062,9.88622186132,6.05515415429,0.050339310385,2.3638655264,1.5724035866,1.71367475664,0.90485531301,0.070698702852,0.495001716733,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",194,5389.35,5767.32,5587.29,5582.7,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",23.66575736855,0.58734721514,9.67981787171,6.05515415429,0.050339310385,2.4000471416,1.77252767944,1.75818578928,0.84674533878,0.06982587936,0.452959103785,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",196,5464.27,5793.14,5630,5629.66,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",23.3899762734,0.573562535601,9.53692280198,6.36607349469,0.050339310385,2.3940168724,1.60099274272,1.69141924032,0.83844391389,0.07418999682,0.639147818269,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",198,5517.58,5833.22,5674,5676.62,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",21.9503054716,0.535205166449,9.8968066813,6.23393277502,0.051113761314,2.5508038716,1.41516322794,1.46886407712,0.92145816279,0.07637205555,0.568075782095,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",200,5579.9,5877.51,5719.16,5724.82,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",22.78699726875,0.617913243683,9.90739150128,6.98791217549,0.056534917817,2.5447736024,2.07986110773,1.69141924032,0.82184106411,0.08073617301,0.725235073353,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",202,5628.69,5921.56,5764.81,5774.27,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",24.47907788645,0.684439305806,9.84917499139,7.73411859245,0.068926132681,3.0030740616,2.45866742632,2.09201853408,0.51468834318,0.084227466978,0.363868804919,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",204,5654.35,6019.28,5817.26,5823.72,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",24.49777490985,0.919977525755,9.76978884154,7.10450692814,0.095257464267,2.7799541012,4.03821830195,2.60389540944,0.63090829164,0.11783117142,0.155657769367,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",206,5694.37,6073.04,5866.41,5871.08,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",23.4741128787,0.586148547354,10.54777311007,6.72363073615,0.062730525249,2.773923832,1.47234154018,1.75076728384,0.85504676367,0.075062820312,0.268772418489,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",208,5717.51,6159.8,5914.21,5918.44,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",22.66546661665,0.611919904753,10.57423516002,7.66416174086,0.057309368746,2.6050762944,1.43660509503,1.669163724,1.02107526147,0.08291823174,0.776787324944,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",210,5750.97,6229.91,5958.82,5965.48,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",22.8571111065,0.477069778828,9.72744956162,7.3843343345,0.072798387326,2.593015756,2.51584573856,1.84720785456,0.86334818856,0.087718760946,1.167683523901,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",214,5806.22,6365.52,6051.71,6058.88,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.9412477118,0.526215158054,9.17174651267,6.83245250529,0.113844286563,2.7015606016,5.02454418809,1.7062562512,0.78863536455,0.085973113962,0.371376414374,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",216,5857.15,6400.61,6099.54,6106.89,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.7729745012,0.522019820803,9.16116169269,6.75472267019,0.11616763935,2.6111065636,5.26755201511,1.69141924032,0.81353963922,0.085536702216,0.446452508924,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",218,5886,6455.75,6146.38,6154.9,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.40370828905,0.525016490268,8.93358806312,6.75472267019,0.110746482847,2.4663801028,5.05313334421,1.58756016416,0.80523821433,0.08291823174,0.434440333796,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",220,5927.28,6509.19,6194.72,6202.81,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.49719340605,0.52142048691,8.97592734304,6.48266824734,0.105325326344,2.3879866032,4.72435804883,1.63948970224,0.80523821433,0.085536702216,0.487494107278,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",222,5968.22,6554.43,6247.95,6250.62,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.33826870715,0.529811161412,8.83303227331,6.48266824734,0.102227522628,2.3698957956,4.59570684629,1.65432671312,0.79693678944,0.085973113962,0.637145789081,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",224,5994.98,6613.63,6297.31,6298.43,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.4738221268,0.506437139585,8.80127781337,6.32720857714,0.106874228202,2.3578352572,4.94592400876,1.71367475664,0.82184106411,0.083354643486,0.465972293507,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",226,6051.38,6647.42,6345.74,6345.06,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.46914787095,0.528612493626,9.03943626292,6.39716542873,0.104550875415,2.3457747188,4.7172107598,1.7433487784,0.83844391389,0.086409525708,0.524531647256,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",228,6088.9,6696.3,6392.46,6391.7,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.8571111065,0.501043134548,9.2087933826,6.44380332979,0.099904169841,2.351804988,4.49564479987,1.72109326208,0.81353963922,0.07637205555,0.47047685918,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",230,6136.89,6742.77,6438.91,6438.03,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",23.04875559635,0.519023151338,9.39932014224,6.49044123085,0.099904169841,2.3457747188,4.16686950449,1.83237084368,0.90485531301,0.083791055232,0.526033169147,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",232,6187.74,6777.71,6485.58,6484.04,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.8290655714,0.517225149659,9.30405676242,6.43603034628,0.101453071699,2.3698957956,4.32410986315,1.77302280016,0.86334818856,0.081172584756,0.51552251591,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",234,6225.32,6828.79,6533.73,6530.05,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.98331601445,0.505238471799,9.73274197161,6.44380332979,0.093708562409,2.3879866032,3.72373758463,1.77302280016,0.92145816279,0.080299761264,0.526033169147,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",238,6329.23,6898.68,6627.23,6623.47,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",22.8010200363,0.514228480194,9.83859017141,6.66921985158,0.099129718912,2.381956334,3.68085385045,1.84720785456,0.92145816279,0.079863349518,0.637646296378,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",239,6348.24,6923.21,6650,6646.82,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",20.6228168102,0.556781186597,8.27732922436,7.08118797761,0.134754461646,2.4905011796,6.94716493716,0.45994733728,0.83844391389,0.096446995866,0.046046671324,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",242,6441.66,6968.65,6718.86,6716.92,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",24.4370095838,0.487857788902,8.70072202356,6.10179205535,0.082866249403,2.1588363736,3.05903970484,1.66174521856,0.87995103834,0.081172584756,0.908921251352,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",243,6461.06,6993.69,6742.62,6740.29,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",24.2032967913,0.490255124474,9.02885144294,6.21061382449,0.081317347545,2.1286850276,2.7159698314,1.67658222944,0.97956813702,0.079863349518,1.082096776114,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",244,6481.58,7025.2,6766.06,6763.65,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",24.20797104715,0.52142048691,9.16116169269,6.36607349469,0.082091798474,2.1588363736,2.70167525334,1.75818578928,0.97126671213,0.081172584756,1.05607039667,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",245,6513.86,7036.41,6786.12,6785.3,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",23.8854473935,0.578357206745,9.65335582176,6.64590090105,0.088287405906,2.2131087964,2.2871324896,1.89913739264,1.06258238592,0.08510029047,0.975488721853,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",249,6613.59,7118.95,6874.1,6871.9,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",25.4466488474,0.979910915055,8.33554573425,7.13559886218,0.142498970936,2.2131087964,3.96674541165,3.24188687728,0.9131567379,0.114339877452,0.287291188478,0.06,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",250,6636.11,7132.82,6890.31,6889.13,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.31109542775,0.928368200257,8.45197875403,7.04232306006,0.129333305143,2.1769271812,3.73088487366,3.08609826304,0.9131567379,0.105611642532,0.473980410259,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",251,6656.62,7150.5,6908.41,6906.36,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.2316330783,0.995493596273,8.1503113846,7.35324240046,0.145596774652,2.2794417576,4.08110203613,3.1899573392,0.89655388812,0.121322465388,0.326831264941,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",252,6675.48,7170.43,6924.34,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.28304989265,0.968523571088,8.29320645433,7.27551256536,0.140950069078,2.2492904116,4.27407883994,3.1899573392,0.86334818856,0.11783117142,0.389895184363,0.06,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",253,6675.48,7170.43,6924.34,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.41392905645,0.99489426238,8.16089620458,7.40765328503,0.148694578368,2.2251693348,4.20975323867,3.29381641536,0.89655388812,0.120886053642,0.374379458156,0.06,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",255,6675.48,7170.43,6924.34,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",24.73148770235,1.015870948635,8.39905465413,7.5397940047,0.144822323723,2.3156233728,4.83871467331,3.1899573392,0.73882681521,0.120449641896,0.304808943873,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",257,6688.1,7192.28,6941.55,6940.81,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.2970726602,1.006281606347,8.15560379459,7.26773958185,0.145596774652,2.1950179888,4.49564479987,3.30865342624,0.85504676367,0.12219528888,0.274778506053,0.08,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",259,6731.87,7236.82,6977.22,6980.11,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.91874868825,0.97092090666,8.39376224414,7.39988030152,0.147920127439,2.4181379492,4.0024818568,3.50895307312,0.93806101257,0.119576818404,0.369374385186,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",261,6773.14,7289.84,7021.24,7024.25,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",25.0353143326,0.547791178202,10.27256779059,6.6847658186,0.067377230823,2.4905011796,1.86544243683,2.0029964688,0.98786956191,0.07418999682,0.174176539356,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",263,6802.71,7371.34,7063.25,7068.4,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",25.00259454165,0.525016490268,10.29902984054,6.87909040635,0.070475034539,2.3698957956,2.05841924064,1.8917188872,1.00447241169,0.073753585074,0.179682119623,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",265,6859.64,7429.9,7121.53,7129.11,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",24.4463580955,0.531009829198,10.49484901017,6.95682024145,0.070475034539,2.4362287568,1.86544243683,1.80269682192,1.04597953614,0.075935643804,0.261765316331,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",267,6898.09,7525.29,7182.21,7189.82,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",24.26406211735,0.496847797297,10.82827083954,6.55262509893,0.065828328965,2.2734114884,1.65817105496,1.6320711968,1.06258238592,0.065898173646,0.58058846452,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",269,6946.92,7604.11,7243.76,7250.89,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",24.17057700035,0.50943380905,10.68008335982,6.64590090105,0.067377230823,2.2794417576,1.65102376593,1.64690820768,1.05428096103,0.068953055868,0.685194489593,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",271,6999.45,7675.37,7305.99,7312.32,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",23.74989397385,0.517225149659,10.35724635043,6.80136057125,0.06970058361,2.4241682184,1.69390750011,1.5949786696,1.06258238592,0.070698702852,0.817828923298,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",273,7034.79,7775.22,7364.63,7373.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",23.4180218085,0.514827814087,10.36253876042,6.71585775264,0.074347289184,2.4905011796,1.77252767944,1.60981568048,1.08748666059,0.070698702852,0.471978381071,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",275,7098.12,7830.4,7426.29,7434.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",23.6704316244,0.529811161412,9.62160136182,6.7624956537,0.105325326344,2.4603498336,3.48787704664,1.9659039416,1.03767811125,0.083354643486,0.14014204316,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",277,7138.94,7900.83,7488.36,7495.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",24.00230378975,0.550188513774,9.33581122236,7.01900410953,0.10842313006,2.4663801028,3.60938096015,1.93622991984,1.03767811125,0.081172584756,0.103104503182,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",279,7197.41,7970.34,7546.79,7555.64,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",23.4180218085,0.541198505379,8.59487382376,6.56039808244,0.116942090279,2.0020493744,5.11745894548,1.1498683432,0.89655388812,0.10473881904,0.099600952103,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",281,7252.88,8024.76,7608.12,7614.45,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.73996395835,0.528013159733,8.99180457301,6.98791217549,0.135528912575,2.0442612588,5.77500953624,0.64540997328,1.11239093526,0.12001323015,0.088589791569,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",283,7289.3,8091,7665.69,7673.25,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.55328447625,0.526215158054,8.64779792366,6.57594404946,0.135528912575,1.9839585668,5.96798634005,0.58606192976,1.10408951037,0.096446995866,0.084085225896,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",285,7363.34,8139.74,7725.88,7732.48,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.26377136545,0.544794508737,8.20852789449,6.46712228032,0.129333305143,1.9236558748,5.81074598139,0.5192953808,1.05428096103,0.096883407612,0.076077109144,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",287,7412.93,8203.33,7789.09,7791.71,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.33855945905,0.52142048691,7.938614985,6.1406569729,0.147920127439,1.9236558748,6.23958332319,0.27448470128,1.23691230861,0.088155172692,0.056056817264,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",289,7482.66,8259.88,7850.24,7852.27,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.56292373985,0.520221819124,8.50490285393,6.35052752767,0.120039893995,2.2070785272,5.5034125531,0.45252883184,1.22861088372,0.088155172692,0.063063919422,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",291,7555.32,8310.86,7910.57,7914.15,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.75895173365,0.537003168128,8.51019526392,6.44380332979,0.127009952356,2.3276839112,6.10378483162,0.370925272,1.21200803394,0.114339877452,0.080581674817,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",293,7600.63,8378.44,7972.22,7976.04,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",27.25558586135,0.469278438219,7.42525121597,6.19506785747,0.079768445687,2.1528061044,3.40210957828,0.24481067952,1.0791852357,0.078990526026,0.097098415618,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",295,7708.76,8433.87,8028,8036.5,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.89917940915,0.512430478515,7.99683149489,6.65367388456,0.151792382084,2.7317119476,6.06804838647,0.41543630464,0.85504676367,0.08946440793,0.069570514283,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
