"Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference"
"YAN","YAN 8A-I",73,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77280311425528,1.57973591726099,-2.43072915485769,0.609861960880722,1.30809675265958,0.665097462481364,-0.911933597774275,-2.59293245490597,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",75,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.78349307124713,1.57140049309209,-2.43796821497553,0.605678187992211,1.31665112878775,0.690068571030582,-0.921253997360543,-2.60806923981368,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",77,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80161546304605,1.57018460808668,-2.44634646243216,0.595224617810618,1.32769309092598,0.712302264828753,-0.925689495216574,-2.63498408704935,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",79,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.8030581882351,1.56729129847756,-2.4376327959124,0.595589089719462,1.32903488636706,0.712452411944474,-0.93744361222529,-2.63234946660596,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",81,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.78888347558721,1.57460749045123,-2.44462614915162,0.599895291734169,1.3063958424021,0.705459058705248,-0.91586359302046,-2.61475141670787,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",83,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.76321214126889,1.57663668527683,-2.43489180324466,0.672799260974322,1.22170072467497,0.725834541665362,-0.939489125735956,-2.58580242487976,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",85,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.75116146821478,1.60954264308138,-2.41865289792532,0.660464793849604,1.22546545576913,0.627805353435761,-0.882428225896363,-2.57335859052898,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",87,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.7608164803914,1.58027035752177,-2.42330569310095,0.606275853599939,1.29792445252594,0.677739840113896,-0.908312575775579,-2.59140871527642,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",89,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77432786977603,1.57297012058668,-2.42511572509382,0.598501358218305,1.33091803530641,0.687625847884212,-0.926206132112339,-2.61302137456548,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",91,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79008598049035,1.55079152474821,-2.43918151029667,0.583442244343364,1.37189591848721,0.719676468889377,-0.945034641065527,-2.63167598559631,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",93,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.75819349880443,1.6014896666443,-2.41527717853879,0.632292155501214,1.22744550151669,0.641652372689592,-0.852735198192453,-2.59306081842499,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",95,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.7591545367317,1.60210825314876,-2.41098257074806,0.632957531103822,1.21756120766538,0.640183275763568,-0.854204295118478,-2.58677793854669,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",97,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.76303541206187,1.59566688508292,-2.41165107090224,0.633779224889015,1.22546935360457,0.640056536344991,-0.849109090555903,-2.59724725052523,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-I",99,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.78432225102116,1.59051985347626,-2.43292596848219,0.615155031553417,1.25066553870377,0.65669380142013,-0.861403514372208,-2.60302699332034,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",101,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.76005562837443,1.56818907304942,-2.43847566581831,0.60142032690124,1.21525135418171,0.732620380441616,-0.808384857557261,-2.63067623957285,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",103,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.78858420013038,1.5790914411749,-2.42862041820736,0.609858708222466,1.25260886336829,0.674807756039355,-0.851091940037168,-2.62523861069086,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",105,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77538912584259,1.55553149235479,-2.4593209792325,0.594149067229312,1.26371784065775,0.778811553080527,-0.862504959856315,-2.64577314007617,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",107,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79437513881076,1.56901391410599,-2.44033496626432,0.604186474621471,1.28674971214547,0.68710776484279,-0.870187193970304,-2.63091084429186,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",109,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79787963863955,1.56952350304092,-2.44590442340577,0.606940733410231,1.3059265098001,0.687617353777727,-0.883283257091146,-2.63870005817161,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",111,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80223115698841,1.55859826488884,-2.45184699550724,0.595840311752975,1.35003487904626,0.71291795877111,-0.925073801274216,-2.64270177466613,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",113,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80747308315938,1.5519595769391,-2.46073608861393,0.59929705446859,1.37103593141279,0.718853017501192,-0.936005796010701,-2.65187677885642,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",115,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81860229006062,1.55431290493845,-2.46862558607716,0.61068740675497,1.38921867425933,0.693310644631506,-0.945993930130852,-2.65151240443687,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",117,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81374812348052,1.55230691762697,-2.46661929767669,0.613158114323183,1.3849553496462,0.70423748551235,-0.950257254743984,-2.65152943816855,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",119,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80656497313843,1.54986311264878,-2.46283255290425,0.606229996897661,1.3983173448392,0.704303092139582,-0.952701059722177,-2.64974490703722,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",121,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79425244818345,1.54264403346649,-2.47455107724776,0.594511472554149,1.3646467194758,0.748628464942218,-0.921247412200481,-2.64888464917387,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",123,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80707811110087,1.55008207485153,-2.45696066439871,0.596246513613407,1.36356826405382,0.710174980645122,-0.917841634343385,-2.65234764552265,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",125,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81594466435631,1.53000987784205,-2.46921192018418,0.642163206333295,1.34523293367003,0.767354200149978,-0.971426262824407,-2.66006669934307,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",127,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81482901779131,1.55188058301467,-2.4613927059862,0.602600838312413,1.37037931404051,0.706948352605595,-0.930431863632339,-2.65481353614596,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",129,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.8298479534894,1.54257483647838,-2.46957839037119,0.600152404317566,1.39457503915856,0.723857258359295,-0.940637565231622,-2.68079153620039,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",131,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.84607034180236,1.53962101138582,-2.47835079839661,0.610960553886294,1.42752919378383,0.712785998746766,-0.98179138276008,-2.67682491844838,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",133,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.82298632396143,1.53803706042111,-2.46895576243908,0.596751578337274,1.40710393778876,0.725605695585665,-0.961139192277911,-2.66038964137724,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",135,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.82017765890903,1.53770507088481,-2.47099392109668,0.589541406498977,1.40048554852515,0.729876706121325,-0.94205309595711,-2.66473937388549,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",137,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.8407293294837,1.54180339076424,-2.48078736487448,0.610794135942963,1.42865769347045,0.717896637904279,-0.98422794923795,-2.67486587345321,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",139,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.83869814230102,1.54375641873595,-2.47933319979918,0.621606859887628,1.43081428875647,0.700350497288874,-0.989163582261425,-2.66672942490934,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",141,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.83114752895267,1.55019245818,-2.47404067105721,0.624664750828182,1.40621816109657,0.700553956523374,-0.968603581388666,-2.67013260313492,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",143,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.83715474735518,1.52781860480623,-2.48717883483656,0.684573718645931,1.39965296237318,0.753229011313597,-1.04092015767483,-2.67433005198273,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",145,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81234004881741,1.56395373124941,-2.45883736496897,0.616944135081685,1.36420097508899,0.68548360230869,-0.934107072365745,-2.64997805521146,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",147,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81285285012995,1.555851459501,-2.46246535632246,0.615545799055466,1.35049733174676,0.704670288721373,-0.923346326267134,-2.65360604656495,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",149,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81538561203679,1.54720406359496,-2.47006868988497,0.593352935610525,1.35792260730184,0.731872875437394,-0.918449497065411,-2.65721990703114,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",151,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81918647626357,1.53885208225022,-2.47788830860626,0.598684017899211,1.39359116101556,0.735252411203556,-0.948947483466693,-2.65873035655917,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",153,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.83018179225278,1.54626455207662,-2.47911078173938,0.626283628296816,1.40840322129558,0.70815828673794,-0.973673692070828,-2.66650700684953,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",155,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77714046415612,1.56598405191807,-2.46435136695723,0.621160248970324,1.31192091339195,0.680362790275559,-0.882008321569396,-2.61020878018539,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",157,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.7718449238275,1.56759538977383,-2.45925940811009,0.616237960670009,1.30351974042967,0.673259476028885,-0.87568861548393,-2.59750946713588,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",159,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.75829542779366,1.56683928426524,-2.45830221025231,0.61982968809752,1.29713507848941,0.655435333653276,-0.867528505332087,-2.57170409671472,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",161,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.75766617857883,1.56370417852233,-2.45710830490563,0.623181091584218,1.30222256435522,0.656629238999953,-0.879579826735431,-2.56671512039949,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",163,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.75873107580511,1.56707037229863,-2.46086843653155,0.621143613269742,1.29930993030816,0.656344026324748,-0.877297643905391,-2.56443293756945,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",165,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.76874526625134,1.56582163708312,-2.4660270195759,0.615549395280586,1.31188101056017,0.664946985528802,-0.889800201205494,-2.57111707392263,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",167,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77605056960224,1.55469567882542,-2.46905354719702,0.609886303567302,1.33029668043471,0.685736262024513,-0.900316153864962,-2.5872957933922,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8A-II",169,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79345762825339,1.53693715586692,-2.4786011397648,0.589927559699202,1.36064289510061,0.714616823582398,-0.919066924966885,-2.59791399777084,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 9B-I",171,5197.91,5579.23,5443.92,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80835914402436,1.53097199647094,-2.47945922519228,0.593074080654471,1.40379475066958,0.712630043687073,-0.956827569245973,-2.61254322106817,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
