C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000018.spe	36.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14214.18652	1.56	13	0	11	0	16	0	0	61	1759	0	518	32	13	443	24374	330	0	189	286	0	140	126	158	86	3263	61	986	0	0	0	27	31	56	50	101	64	0	48	91	200	72	0	1.94E+15	16147	5290
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000019.spe	38.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15482.02246	1.66	6	15	16	0	15	0	12	73	2007	0	630	0	25	451	27620	265	0	223	337	40	101	110	92	43	3711	37	1059	0	0	0	0	0	48	118	105	85	4	45	51	118	134	18	0	17524	5776
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000020.spe	40.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15921.50098	1.79	30	16	51	18	39	6	8	92	2458	16	732	29	36	482	28728	201	0	284	341	0	109	45	239	112	4452	45	1018	0	0	11	0	26	14	85	110	53	52	39	52	94	122	16	7E+14	18079	5563
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000021.spe	42.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14775.95801	1.68	28	19	45	14	27	0	25	54	2291	0	614	60	0	433	23258	292	0	324	424	36	86	44	197	0	3954	147	888	0	0	0	0	35	0	69	75	28	5	0	108	69	57	9	1.18E+15	17309	5344
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000022.spe	44.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	13941.20117	1.58	14	0	21	0	29	0	9	34	1890	0	549	40	0	382	22635	236	0	210	365	0	26	73	113	171	3121	12	883	0	0	0	0	40	67	108	95	49	0	19	0	16	86	0	0	16287	5627
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000023.spe	46.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15352.42969	1.59	16	13	32	0	30	0	5	87	2272	13	753	58	5	487	28491	226	0	224	408	0	0	171	130	20	3362	22	1014	0	0	0	23	16	32	42	76	61	91	10	31	79	187	15	6.46E+14	16884	5680
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000024.spe	48.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	14606.26563	1.59	29	25	15	7	30	0	0	75	2302	0	700	35	6	431	26084	347	0	217	293	75	64	143	144	120	2983	14	856	0	0	0	0	19	13	14	76	0	19	159	0	0	78	10	0	16542	5496
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000025.spe	50.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	14775.05859	1.56	18	0	19	0	41	0	10	85	2035	0	606	15	9	442	26672	298	0	149	274	37	153	87	175	8	3249	68	915	0	0	12	29	12	47	63	92	72	0	0	0	78	91	0	0	16181	5689
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000026.spe	52.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14856.95508	1.54	15	6	10	11	16	8	0	46	2149	0	417	43	11	444	21532	272	0	307	446	28	0	115	276	69	3631	72	870	0	0	0	0	17	42	61	72	71	141	26	38	19	67	9	1.93E+15	17881	5694
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000027.spe	54.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15322.92969	1.63	31	40	27	16	32	0	15	121	2684	0	764	41	18	537	28421	317	0	222	471	45	29	80	116	97	3103	75	924	0	0	19	0	47	55	59	71	80	43	29	0	76	139	12	1.33E+15	16927	5513
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000028.spe	56.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	14854.25488	1.61	0	9	38	20	0	0	14	86	2449	0	638	40	0	432	25784	310	0	324	263	51	0	100	189	79	3325	149	975	0	0	0	0	0	14	44	88	9	149	109	41	90	76	0	0	16505	5343
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000029.spe	58.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15448.4248	1.56	0	31	13	8	30	0	23	84	2453	0	710	39	21	489	27823	304	0	225	256	8	4	86	133	0	3322	14	943	7	0	0	0	20	14	90	62	68	5	0	0	44	72	5	0	17005	5565
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000030.spe	60.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15470.42188	1.72	37	22	28	7	20	0	5	95	2475	0	810	26	29	507	28536	269	0	257	307	26	44	153	210	117	3652	0	763	0	0	0	0	57	48	18	31	90	62	58	107	116	147	0	0	17269	5219
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000031.spe	62.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15120.63965	1.58	9	6	0	0	12	0	0	70	2467	0	718	40	30	503	28176	287	0	232	259	0	95	52	238	0	3686	70	901	0	0	0	0	0	39	101	67	0	0	0	6	128	139	28	0	16442	5083
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000032.spe	64.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	14922.0498	1.51	0	8	28	0	32	5	30	52	2245	12	614	25	24	419	25140	254	21	233	236	23	0	51	156	62	3483	0	976	0	0	0	0	24	41	27	93	27	63	0	0	10	91	0	1.39E+15	16957	5432
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000033.spe	66.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15655.91309	1.52	0	0	0	0	0	0	10	70	2371	11	487	44	15	482	21189	277	0	466	446	91	23	86	241	0	4011	0	925	0	0	0	0	13	0	66	59	32	150	87	32	27	78	5	0	18901	5817
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000034.spe	68.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16218.18555	1.58	32	12	25	33	52	18	18	69	2610	0	569	44	37	491	25163	296	0	298	391	25	66	154	270	99	4121	0	881	0	0	0	34	22	23	47	77	58	20	0	39	48	113	0	1.28E+14	19144	5977
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000035.spe	70.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15819.30664	1.53	21	4	42	11	44	8	18	48	2454	6	408	0	31	488	17984	213	0	555	603	25	105	81	373	0	4584	68	801	21	5	0	0	19	28	71	138	23	7	34	0	0	27	0	2.08E+15	19978	5748
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000036.spe	72.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14933.95117	1.52	22	13	33	10	44	0	30	49	1684	0	343	0	0	338	17641	187	0	389	378	37	86	80	287	50	4054	0	858	4	0	6	0	0	0	81	80	35	30	0	19	110	46	29	0	19113	5560
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000037.spe	74.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15873.30078	1.51	0	18	22	4	26	0	6	58	2315	6	414	8	9	413	20444	332	0	381	631	6	0	47	199	45	5041	15	1017	6	0	0	0	15	98	87	109	116	75	56	38	28	40	0	1.38E+15	20151	5686
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000038.spe	76.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	14822.55371	1.61	9	10	24	0	23	0	0	26	1194	0	215	0	17	343	14668	147	0	390	623	18	58	184	364	0	4037	0	728	0	0	0	0	9	7	82	42	28	71	22	40	58	115	10	0	19335	5633
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000039.spe	78.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16509.06836	1.69	37	17	41	26	45	8	12	56	1471	0	615	35	0	416	24669	395	0	256	385	70	55	107	189	90	3924	0	1093	0	0	0	0	0	19	62	98	54	120	0	37	67	32	0	1.69E+15	19917	6219
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000040.spe	80.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16912.44922	1.42	22	20	16	24	9	0	0	32	1757	0	311	0	22	402	15788	216	0	481	942	29	106	182	448	54	5567	0	824	0	0	0	0	47	12	59	67	33	45	16	0	0	47	15	0	22848	6366
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000041.spe	82.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15740.20996	1.52	12	8	14	24	21	0	21	35	2040	13	299	17	24	400	14056	169	0	478	637	33	48	133	349	112	5298	121	945	6	0	0	0	0	0	0	82	21	36	29	53	107	56	4	0	21096	5829
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000042.spe	84.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15913.40234	1.59	0	0	29	18	24	0	0	31	2107	6	389	16	15	431	19458	221	0	409	535	31	93	125	250	36	5213	70	884	5	0	14	0	0	41	95	48	69	48	0	48	178	38	0	1.75E+15	20040	5831
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000043.spe	86.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16721.35938	1.61	47	18	33	22	34	7	5	54	2307	0	312	5	21	477	15599	223	0	598	739	0	39	152	363	25	6221	118	951	0	0	0	0	36	71	75	67	64	121	88	166	23	54	7	0	22617	6429
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000044.spe	88.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15681.61328	1.52	17	13	22	4	35	5	0	33	1599	6	229	10	36	353	11647	141	18	477	658	0	20	17	523	0	5301	27	956	0	0	0	0	0	47	101	61	18	100	121	0	41	95	0	1.86E+15	22398	6356
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000045.spe	90.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14691.46191	1.49	35	17	30	40	22	8	0	37	1142	0	192	0	36	240	12862	267	0	292	380	0	0	209	384	147	4589	42	946	0	0	0	0	0	11	45	77	50	104	85	76	12	0	0	0	20445	5759
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000046.spe	92.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16370.37891	1.6	11	7	40	13	37	0	0	43	1625	0	290	24	13	340	16797	277	0	567	555	54	0	212	366	61	5187	8	859	0	0	0	0	7	0	70	80	48	142	43	76	0	27	0	1.46E+15	21896	6332
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000047.spe	94.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18447.37109	1.69	0	0	28	14	19	9	11	34	1713	9	232	10	0	346	14138	195	0	764	738	63	0	178	718	165	5482	0	1012	0	0	0	0	0	0	95	165	18	105	0	77	46	89	0	2.75E+15	25833	6590
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000048.spe	96.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17879.40234	1.65	14	7	0	0	28	5	15	17	1294	16	247	32	12	278	13797	266	0	651	552	63	239	139	470	0	4036	73	1157	20	0	4	0	0	0	63	102	36	0	0	0	169	0	16	0	26470	6627
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000049.spe	98.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17109.24023	1.65	34	14	32	22	51	11	6	45	992	0	279	32	9	240	17723	306	0	549	302	26	41	191	377	131	2951	0	978	0	0	0	0	0	46	118	35	123	70	187	31	0	13	8	0	23917	6087
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000050.spe	100.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17918.80078	1.75	0	0	24	12	27	0	14	49	943	0	318	44	0	219	19020	302	0	506	371	8	27	157	379	0	3094	0	993	0	0	0	15	5	19	33	95	95	75	8	0	82	39	5	3.25E+15	25081	6766
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000051.spe	102.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17863.50195	1.53	26	22	21	14	35	12	0	41	969	0	392	24	11	344	18504	283	0	358	394	15	0	114	481	50	3585	134	977	0	0	0	0	0	0	105	135	52	110	0	0	162	0	0	2.74E+15	25189	6604
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000052.spe	104.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16839.05469	1.75	9	18	20	10	37	0	7	36	1392	0	832	30	0	383	29314	376	14	128	319	29	0	91	165	5	3245	0	980	12	0	0	56	13	35	9	81	62	57	0	68	84	93	12	1.27E+15	20434	6053
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000053.spe	106.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16451.97461	1.79	18	10	12	22	38	0	8	96	2340	12	1052	67	26	594	33491	365	0	245	343	20	107	109	236	95	3197	58	964	15	0	0	0	26	67	95	122	52	8	0	0	133	82	5	0	17612	5520
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000054.spe	108.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16095.29004	1.7	21	39	30	11	41	0	38	77	2606	0	1351	71	0	573	37042	251	0	141	286	41	100	69	74	35	2795	74	1029	0	0	0	0	33	36	95	84	141	83	53	0	0	149	0	0	16079	5670
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000055.spe	110.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13485.12305	1.42	0	0	30	25	25	9	15	103	2686	0	526	9	9	505	19459	296	0	512	567	0	0	134	235	0	3165	0	632	18	0	28	0	0	68	20	60	50	64	90	26	0	64	7	0	15361	4326
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000056.spe	112.04	8	0	1	0.018301	-0.003173	0.009934	0.093737	9397.42871	1.25	12	11	7	29	28	0	38	47	1298	0	249	20	0	219	9622	102	0	274	370	0	110	91	177	67	2127	0	407	0	0	0	5	35	65	51	50	34	0	66	0	12	55	7	0	11787	3626
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000057.spe	114.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	12986.44727	1.65	0	0	26	5	22	0	14	86	1794	0	656	27	0	326	22777	200	0	216	256	18	28	71	276	26	2523	52	700	0	0	0	0	18	57	33	59	47	36	0	28	97	93	0	0	15069	4447
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000058.spe	116.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14669.96387	1.55	11	13	24	14	10	12	14	19	1015	0	195	0	0	306	10532	215	0	646	516	0	27	173	416	26	3676	0	809	0	0	0	0	25	13	73	108	61	117	43	0	0	0	0	0	20898	5457
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000059.spe	118.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17486.82227	1.42	53	21	22	31	26	10	23	78	1792	18	315	14	14	372	13337	230	0	711	649	0	184	96	509	149	4383	0	977	0	0	0	0	17	55	41	33	65	0	0	0	29	16	14	9.7E+14	24830	6227
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000060.spe	120.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16242.08398	1.43	16	20	21	13	31	0	9	46	1187	0	204	0	11	331	9590	136	0	562	660	72	69	145	506	34	4025	9	924	6	0	0	0	14	31	57	96	28	32	51	108	0	56	5	2.64E+15	23825	6239
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000061.spe	122.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17545.2207	1.48	21	29	19	29	58	6	7	45	2492	0	268	9	10	515	12236	252	0	760	895	0	190	161	553	0	5074	0	931	7	0	0	6	9	24	78	64	29	0	0	8	174	0	17	0	24557	6475
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000062.spe	124.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15309.73145	1.22	0	10	30	20	29	7	27	68	3360	0	299	0	0	553	11578	182	0	777	967	0	89	206	474	42	4461	0	740	0	0	7	0	35	18	44	68	98	0	0	0	105	42	0	0	20000	5082
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000063.spe	126.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16136.49121	1.59	5	0	8	8	24	14	35	85	2090	0	352	26	6	428	13576	217	0	604	702	0	95	111	368	24	4992	88	1042	9	0	0	0	0	0	95	130	37	61	0	34	41	0	5	0	21420	5540
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000064.spe	128.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15180.93555	1.43	0	0	19	12	44	7	23	47	1990	11	139	17	0	423	9263	122	7	513	775	50	15	161	398	54	5443	62	961	0	0	6	0	0	0	80	68	46	40	66	52	0	20	0	0	22060	5431
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000065.spe	130.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18839.95508	1.61	0	14	15	0	46	5	5	46	2240	0	193	17	0	483	10381	220	0	790	1057	8	104	267	636	122	6732	0	1058	6	0	0	0	32	24	156	97	29	65	148	38	0	45	0	2.20E+15	27215	6835
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000066.spe	132.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15418.72363	1.81	0	0	11	0	20	0	15	68	1670	10	189	12	10	370	9901	120	0	592	566	0	86	108	453	76	4671	5	865	4	0	0	0	37	67	78	70	13	0	22	0	0	69	0	2.83E+15	22721	5642
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000067.spe	134.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16245.18359	1.6	18	15	0	0	24	6	8	14	603	0	98	20	6	253	10606	219	0	486	490	0	0	147	476	17	4569	0	754	0	0	0	0	30	14	91	85	0	183	99	17	0	0	6	2.19E+15	23888	5891
