"Core","depth_cm","Group","Guano_Zone","Guano_sum","SH20_age","kcps","MSE","K","Ca","Ti","Mn","Fe","Cu","Zn","Br","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc"
"YAN 8A-I_200um",0.02,"Unit 8","YAN FW",1,-52.85,18364.04688,1.33,-1.55431419293705,0.15005971781899,-0.0227266058239648,-0.933693456445369,4.00567077254474,-1.95977930104522,-2.65292648160516,NA,0.206802210178917,-0.888280247785668,2.33135638695904,1.31783119814075,2.75529685681024,0.362937299307081
"YAN 8A-I_200um",0.04,"Unit 8","YAN FW",1,-49.7,23229.83008,1.45,-1.49879824150611,0.345747834122154,0.19119662559166,-0.852315825803282,4.14420762410029,-2.21968217703765,-2.69973614213689,NA,0.103318100698985,-0.817883629381797,2.1533194797619,1.15062635159076,2.72561237645037,0.366890027591644
"YAN 8A-I_200um",0.06,"Unit 8","YAN FW",1,-46.55,25651.91016,1.31,-1.40629691016995,0.358689306358049,0.211497596855094,-0.79445586133031,4.12001005547,-2.13987766030838,-2.30869852988344,NA,0.0707411703155003,-1.1151244327784,2.01573856354567,0.987776701926166,2.79536268878962,0.357735332166502
"YAN 8A-I_200um",0.08,"Unit 8","YAN FW",1,-43.4,27061.84375,1.34,-1.27930041372225,0.409955353743228,0.265459789043193,-0.694068621885608,4.22874312617754,-2.38840597810619,-2.57580368793201,NA,0.0778682455090891,-1.09315874462506,2.04014786435163,1.00856306744644,2.80550847457627,0.356441625132155
"YAN 8A-I_200um",0.1,"Unit 8","YAN FW",1,-40.26,28196.38672,1.43,-1.2479192005135,0.321468024804565,0.282555668113795,-0.707534774505969,4.20769468616419,-2.07565653504621,-2.56275459765125,NA,-0.00686472128303617,-1.12112340413561,1.95324514242253,0.956889711630493,2.70839289360833,0.369222649475986
"YAN 8A-I_200um",0.12,"Unit 8","YAN FW",1,-37.11,27998.99219,1.51,-1.44590386898338,0.370112577890235,0.304847576517298,-0.739452722797071,4.16993335119688,-2.12135147244392,-1.93392600373179,NA,-0.0419099307640884,-1.42601371050416,1.93279529124527,0.930868912374722,2.72352331606218,0.367171448139411
"YAN 8A-I_200um",0.14,"Unit 8","YAN FW",1,-33.96,27863.80273,1.52,-1.17636395844192,0.41787125709137,0.364456951707177,-0.816361224410509,4.19483694673645,-2.25931013036563,-2.38033676276785,NA,-0.024238618647944,-1.23973357237451,1.97802012782013,0.941158983653239,2.82035043276335,0.354565868263473
"YAN 8A-I_200um",0.16,"Unit 8","YAN FW",1,-30.81,28052.39063,1.41,-0.992101266470283,0.679754275532251,0.592935892849888,-0.389567216214793,4.46876563174381,-1.86870058619447,-1.76560507716749,-3.4602007979419,0.285898796501925,-0.949698600964938,2.22918220383152,1.16933674449448,2.88592496204728,0.346509355978057
"YAN 8A-I_200um",0.18,"Unit 8","YAN FW",1,-27.66,27797.90625,1.46,-1.13363058055167,0.663456551784177,0.516424177155893,-0.497641813831669,4.4367670108935,-1.60534507420103,-1.8056353245378,-2.91265102400229,0.15569624520262,-1.14221432424306,2.19060575997436,1.13416839635696,2.87610619469027,0.347692307692308
"YAN 8A-I_200um",0.2,"Unit 8","YAN FW",1,-24.52,27932.59375,1.44,-0.878509039106276,0.825359468239483,0.672381396426512,-0.320829360197719,4.60850058619188,-1.90619608853638,-2.48216101447333,-3.83071504761038,0.31535481443692,-0.680832094229126,2.37234514822392,1.30530123063452,2.90677412328469,0.344023979018359
"YAN 8A-I_200um",0.22,"Unit 8","YAN FW",1,-21.37,27462.32227,1.49,-1.31027728977669,0.446067713687176,0.334439096504201,-0.70092026125142,4.21673811071533,-2.20897832862385,-2.49837126547926,NA,0.0387985278751968,-1.33137511874132,2.0078863695389,1.00599244555173,2.72343492586491,0.367183364839319
"YAN 8A-I_200um",0.24,"Unit 8","YAN FW",1,-18.22,26558.4668,1.31,-1.36728819473965,0.396867880748889,0.263984646297647,-0.913698899808391,4.14694134158103,-1.86277945450554,-2.67099596485027,NA,-0.00614184790299088,-1.02327586584515,2.03427703684388,1.00210932218054,2.8071443320256,0.356233909525561
"YAN 8A-I_200um",0.26,"Unit 8","YAN FW",1,-15.07,24369.67773,1.38,-1.32951289602075,0.370470446286034,0.365082824753655,-0.688347241121222,4.40023668558346,-2.1478232195347,-2.28241337350747,-2.26560625519109,0.396400007409716,-0.84249792094848,2.51743113724158,1.50657980504926,2.74793942879049,0.363909040178571
"YAN 8A-I_200um",0.28,"Unit 8","YAN FW",1,-11.92,25504.2207,1.4,-1.44621634286229,0.477391817492168,0.369236809154909,-0.66415900434349,4.39593376415197,-2.29468447839769,-1.74211924845893,-2.80824608198255,0.424775789442554,-0.690176732071444,2.48931757594095,1.48894613193386,2.7192917054986,0.367742819932826
"YAN 8A-I_200um",0.3,"Unit 8","YAN FW",1,-8.77,28716.05664,1.43,-1.06742725269023,0.794241604249264,0.655252656133992,-0.436878728450034,4.62237444968774,-1.9526521649895,-2.09123832827565,-4.4493932724245,0.526847737786054,-0.579681465068079,2.51136098829024,1.46719377575073,2.84103156274057,0.351984825904349
"YAN 8A-I_200um",0.32,"Unit 8","YAN FW",1,-5.63,30167.38281,1.47,-1.36853237395162,0.353884022420122,0.26951205039399,-0.760259817431567,4.20442652323114,-2.08951435350501,-2.36119608461035,NA,0.0453199312319308,-1.2010259029428,1.98061463286424,0.926771372299919,2.86865494765949,0.348595428256679
"YAN 8A-I_200um",0.34,"Unit 8","YAN FW",1,-2.48,30490.27148,1.39,-1.51076769529074,0.305844484721589,0.266666460091504,-0.669426899078831,4.20881920697168,-2.03702912718657,-2.10602199867352,NA,-0.0137660874603327,-1.2485717668223,1.91911708442821,0.88513633829931,2.81223838947578,0.355588631370047
"YAN 8A-I_200um",0.36,"Unit 8","YAN FW",1,0.67,30601.26563,1.48,-1.4610400290235,0.274838981810102,0.269845693156111,-0.760312952940782,4.25846600609776,-2.09509829321343,-2.22629050348479,NA,-0.0511140633703286,-1.07607344246367,1.94485643954324,0.921922163889301,2.78134403209629,0.35953840605842
"YAN 8A-I_200um",0.38,"Unit 8","YAN FW",1,3.82,30546.66211,1.49,-0.923675041406311,0.745342204499452,0.651994448554196,-0.316136221120403,4.65214974138824,-1.54963277747845,-2.11105525063883,-4.60870092620426,0.479370130138395,-0.750403320132274,2.37409046550443,1.35665654689583,2.76608764311094,0.361521444373082
"YAN 8A-I_200um",0.4,"Unit 8","YAN FW",1,6.97,30148.98828,1.33,-1.04925870745487,0.796342554728708,0.625252914783574,-0.41453033918759,4.6127421760843,-1.78394191326873,-2.08360017676723,-4.06009374919462,0.41328266406749,-0.787059174064272,2.38417574361331,1.34668800665993,2.82211819777648,0.354343769438109
"YAN 8A-I_200um",0.42,"Unit 8","YAN FW",1,10.11,30050.49219,1.5,-1.10337726209576,0.66105131341532,0.596392837860284,-0.440083044685499,4.53054161396138,-1.39105933454754,-1.86162334486706,-4.04991929145898,0.275536991726505,-0.763011056198954,2.29156812350735,1.25398245338295,2.82239459029435,0.354309069128321
"YAN 8A-I_200um",0.44,"Unit 8","YAN FW",1,13.26,30250.67969,1.36,-1.33095363830114,0.389565136071468,0.349387565839018,-0.789177768494049,4.24223073681809,-1.96869027524982,-2.80122772005391,NA,0.0796019807090547,-1.13207057291818,2.01074814996385,0.950586405615626,2.8868378812199,0.346399777592438
"YAN 8A-I_200um",0.46,"Unit 8","YAN FW",1,16.41,30179.08398,1.37,-1.04011204495903,0.68080441349391,0.665475889438441,-0.467640248922075,4.47016643396347,-1.9911970718407,-2.23366489598132,-2.84489495407337,0.288643271012108,-0.916799041293188,2.22535100887921,1.16386724028254,2.890656874745,0.345942131263232
"YAN 8A-I_200um",0.48,"Unit 8","YAN FW",1,19.56,30543.96289,1.56,-1.30769589001957,0.371827955396177,0.324517333976584,-0.765939965562219,4.17626792440641,-2.07885178074809,-2.25140983527419,NA,-0.0891698142835962,-1.0862990640403,1.86122679101551,0.845526345133274,2.7612968591692,0.362148675423791
