C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data     06/08/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000012.spe	24.04	7.85	1	0.018310	-0.003173	0.009757	0.093737	16088.49219	1.39	12	14	22	0	33	0	40	30	1438	0	459	20	315	19435	312	0	258	333	51	138	187	218	51	3274	832	0	0	0	0	37	0	4	0	46	6	0	0	21516	5674	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000013.spe	26.04	7.86	1	0.018310	-0.003173	0.009757	0.093737	17110.03906	1.33	5	0	0	0	26	0	24	47	1988	0	215	0	362	13824	187	0	512	659	0	32	117	389	56	4393	966	0	0	0	0	0	0	95	96	89	22	0	0	23508	5930	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000014.spe	28.04	7.86	1	0.018310	-0.003173	0.009757	0.093737	15508.62207	1.29	34	14	20	0	17	0	0	44	2233	0	380	15	441	15536	194	0	480	697	0	116	144	359	86	4499	802	0	0	0	0	27	0	58	0	17	35	0	645840524630412	19913	5257	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000015.spe	30.04	7.88	1	0.018310	-0.003173	0.009757	0.093737	14586.26758	1.35	14	17	53	0	28	14	17	126	2398	0	908	38	500	28223	242	0	183	278	0	17	100	261	113	3320	933	6	0	16	0	5	10	22	54	103	107	10	0	15504	5130	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000016.spe	32.04	7.88	1	0.018310	-0.003173	0.009757	0.093737	14234.08594	1.47	0	0	38	0	23	0	28	111	2507	0	1037	15	470	35626	149	0	63	82	28	0	120	49	138	2255	866	0	0	17	0	44	16	32	0	57	181	0	492447105269079	13284	4885	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000017.spe	34.04	7.89	1	0.018310	-0.003173	0.009757	0.093737	13936.90039	1.36	34	22	48	25	11	0	15	140	2688	0	1102	30	489	35269	316	0	68	93	36	63	51	28	89	2040	861	0	0	4	0	21	32	30	0	70	139	0	0	12638	5025	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000018.spe	36.04	7.89	1	0.018310	-0.003173	0.009757	0.093737	13746.80859	1.48	27	6	52	0	22	0	16	122	2437	0	1102	32	435	35598	20	0	114	80	0	0	11	41	38	1936	746	0	0	16	0	0	0	47	97	110	229	10	0	12373	4829	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000019.spe	38.04	7.89	1	0.018310	-0.003173	0.009757	0.093737	14016.39453	1.40	26	22	61	6	36	7	23	116	2497	0	1175	43	498	36884	360	0	42	94	0	0	0	21	68	2021	799	0	0	0	15	0	16	57	99	61	76	0	0	12749	4954	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000020.spe	40.04	7.91	1	0.018310	-0.003173	0.009757	0.093737	14235.48633	1.48	20	19	60	7	7	0	9	148	2506	0	1214	20	451	38872	166	0	48	110	14	0	88	74	103	1947	860	0	0	0	23	39	25	25	87	37	214	0	343575844556393	12315	5030	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000021.spe	42.04	7.91	1	0.018310	-0.003173	0.009757	0.093737	14609.86621	1.42	10	14	71	17	28	0	23	165	2592	0	1228	30	498	39927	399	0	67	78	16	0	0	57	68	2005	954	6	0	0	0	33	36	36	57	27	75	0	0	12825	5194	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000022.spe	44.04	7.92	1	0.018310	-0.003173	0.009757	0.093737	15170.43652	1.26	0	0	64	14	22	0	23	151	2652	0	1203	24	484	37845	228	0	63	123	0	105	0	25	82	2324	927	0	0	6	0	14	46	39	0	56	174	5	0	14117	5572	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000023.spe	46.04	7.92	1	0.018310	-0.003173	0.009757	0.093737	18043.29492	1.50	19	20	57	9	29	9	22	128	2446	0	937	51	466	30385	20	0	207	266	48	0	83	188	38	3549	896	5	0	37	0	0	0	10	35	0	252	0	0	22369	6002	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000024.spe	48.04	7.92	1	0.018310	-0.003173	0.009757	0.093737	18115.19141	1.59	0	0	26	0	17	15	18	131	2383	0	843	12	485	27911	148	0	259	291	73	144	135	176	159	3375	967	0	0	11	0	0	0	77	0	153	79	0	1317719952843238	23230	5875	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000025.spe	50.04	7.91	1	0.018310	-0.003173	0.009757	0.093737	16378.77832	1.51	0	0	29	13	41	0	16	123	2646	0	866	27	467	30735	201	0	257	256	118	75	66	201	61	3079	892	9	0	28	0	43	0	50	29	86	119	0	0	18372	5538	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000026.spe	52.04	7.90	1	0.018310	-0.003173	0.009757	0.093737	15736.81055	1.39	0	0	45	8	24	0	12	128	2627	0	1084	12	527	37209	304	0	135	159	0	0	43	141	8	2537	853	0	0	0	0	30	0	52	113	54	123	0	1433290173981053	15470	5368	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000027.spe	54.04	7.90	1	0.018310	-0.003173	0.009757	0.093737	15603.91602	1.31	20	28	36	0	17	0	20	107	2364	0	906	21	453	32737	178	0	109	208	0	0	48	152	112	2812	1028	0	0	0	0	30	28	51	99	12	149	0	0	16363	5629	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000028.spe	56.04	7.89	1	0.018310	-0.003173	0.009757	0.093737	15486.02246	1.39	12	0	57	17	27	11	31	117	2577	34	986	13	470	34412	241	0	180	192	9	74	52	127	120	2771	980	4	0	12	0	55	59	48	64	31	149	0	960265260285866	15818	5495	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000029.spe	58.04	7.88	1	0.018310	-0.003173	0.009757	0.093737	15022.54492	1.44	6	13	25	0	22	14	0	103	2379	0	808	32	455	28748	211	0	138	226	40	0	55	88	115	3305	954	0	0	24	0	0	0	30	61	0	108	25	13865626872744	16310	5382	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000030.spe	60.04	7.88	1	0.018310	-0.003173	0.009757	0.093737	14698.06152	1.49	26	12	24	22	38	0	33	89	2318	10	720	18	448	26451	327	0	193	209	0	16	0	162	36	2755	957	0	0	0	26	0	50	91	37	8	33	9	0	16199	5142	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000031.spe	62.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	15022.64355	1.37	8	0	10	11	11	0	11	114	2313	20	939	23	483	33361	283	0	122	168	64	61	39	89	33	2697	864	8	0	6	0	25	0	62	5	5	145	0	116275215927789	15101	5372	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000032.spe	64.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	15051.34375	1.46	17	10	26	0	27	10	30	110	2541	0	921	30	498	34575	250	0	153	164	0	0	84	47	125	2721	919	0	0	4	0	63	49	27	110	108	124	12	25985720977111	14936	5318	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000033.spe	66.04	7.88	1	0.018310	-0.003173	0.009757	0.093737	14398.77539	1.40	12	9	18	0	21	0	8	118	2226	0	1046	29	487	35748	208	0	67	172	0	0	36	46	0	2275	882	0	0	6	7	8	19	31	87	76	195	19	729404669728155	13472	4904	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000034.spe	68.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	14233.08496	1.34	16	0	46	0	21	0	11	129	2341	0	1143	10	492	37179	172	0	0	119	0	0	94	135	98	2176	876	0	0	0	31	14	25	11	149	18	224	0	1859124300967	12675	5113	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000035.spe	70.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	14383.47559	1.47	13	7	30	0	11	0	26	124	2427	0	1190	26	538	38049	189	0	21	160	0	84	17	20	141	2204	1012	6	0	0	12	22	44	28	0	58	161	0	0	12743	5097	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000036.spe	72.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	14185.78613	1.42	16	22	51	0	39	0	27	132	2403	0	1192	17	517	38243	347	0	30	79	51	0	25	51	81	2029	753	22	0	12	0	6	44	55	18	33	95	11	0	12615	5040	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000037.spe	74.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	14257.68359	1.49	24	21	77	15	33	6	29	150	2598	0	1183	22	545	37597	306	0	51	135	57	70	89	114	106	2062	841	0	0	0	0	0	0	42	17	69	93	0	45431657178956	12531	5039	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000038.spe	76.04	7.87	1	0.018310	-0.003173	0.009757	0.093737	14338.87988	1.47	0	0	43	4	16	0	22	105	2572	0	1281	28	549	37857	356	0	17	91	29	0	0	76	11	1952	1003	5	0	0	23	14	0	37	92	88	129	0	1197482369730875	12550	5159	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000039.spe	78.04	7.86	1	0.018310	-0.003173	0.009757	0.093737	14168.78906	1.43	16	14	42	9	19	5	20	133	2521	0	1140	12	517	36550	273	0	17	107	0	0	46	94	120	2136	823	5	0	0	42	15	18	30	43	114	166	17	396488790007953	13060	5036	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000040.spe	80.04	7.86	1	0.018310	-0.003173	0.009757	0.093737	14296.08301	1.55	0	0	36	0	5	4	12	119	2303	0	1163	21	466	37381	199	0	62	49	31	62	42	49	111	2063	942	0	0	0	0	34	17	0	0	57	158	0	0	12801	5058	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000041.spe	82.04	7.86	1	0.018310	-0.003173	0.009757	0.093737	14741.76074	1.53	0	0	37	0	22	6	10	144	2434	0	1273	40	540	40889	163	0	68	99	44	57	95	28	75	1907	963	0	5	0	0	43	8	43	0	55	222	12	558082982716738	12790	5018	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000042.spe	84.04	7.85	1	0.018310	-0.003173	0.009757	0.093737	14943.95020	1.38	11	8	62	0	14	0	17	131	2499	0	1348	35	547	41704	286	0	30	70	52	0	64	75	31	2000	803	5	0	0	0	5	0	26	42	101	137	8	452492917676100	13160	5128	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000043.spe	86.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	14964.04883	1.44	0	0	40	7	7	0	25	150	2332	0	1156	43	525	38981	126	0	104	91	5	0	0	117	53	2187	917	0	0	6	0	24	60	46	94	16	260	6	0	13928	5052	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000044.spe	88.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	14377.17871	1.35	6	0	24	0	15	0	21	129	2193	0	1163	34	509	37998	183	0	22	102	0	22	73	76	156	1943	982	12	0	4	0	32	64	34	24	98	200	4	806733830147500	13054	4990	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000045.spe	90.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	14651.06543	1.50	16	16	56	0	0	0	31	144	2251	0	1221	23	486	40949	313	0	0	64	10	0	49	59	192	1896	957	0	0	0	15	52	26	25	75	119	108	0	255359823884980	12786	4940	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000046.spe	92.04	7.83	1	0.018310	-0.003173	0.009757	0.093737	14830.95605	1.50	0	0	45	0	16	0	32	118	2324	0	1204	24	493	40334	425	0	53	102	31	56	43	85	79	1869	833	0	0	0	0	34	30	7	25	96	90	0	0	13272	5007	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000047.spe	94.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	15243.73535	1.50	30	37	42	19	28	6	10	126	2442	0	1186	29	434	39226	216	0	92	94	47	51	78	81	51	2361	871	0	0	0	0	26	27	24	8	75	164	17	778464808532786	14430	5057	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000048.spe	96.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	14958.14941	1.40	11	11	18	14	4	0	12	121	2322	0	1035	21	483	37136	203	0	39	127	36	78	78	42	73	2212	934	0	0	28	0	43	12	23	0	115	228	0	31153548103802	14096	5094	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000049.spe	98.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	16146.08984	1.46	38	14	49	4	5	0	10	81	2874	0	923	24	529	31901	281	0	243	335	8	0	152	229	160	3665	893	0	0	0	0	21	36	38	83	63	36	15	659605442222690	16801	5742	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000050.spe	100.04	7.85	1	0.018310	-0.003173	0.009757	0.093737	16045.59473	1.41	0	0	20	0	19	0	35	103	2598	0	809	49	461	30375	285	0	184	266	36	76	174	268	157	3187	1003	11	0	30	14	18	0	20	93	60	99	0	379648984683570	18391	5490	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000051.spe	102.04	7.85	1	0.018310	-0.003173	0.009757	0.093737	16290.98242	1.36	0	0	33	7	22	0	11	105	2506	7	1001	16	511	35323	228	0	120	167	17	51	80	71	6	2605	849	0	0	0	15	5	55	22	0	94	133	0	0	17477	5640	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000052.spe	104.04	7.85	1	0.018310	-0.003173	0.009757	0.093737	15639.01270	1.50	17	0	35	17	38	0	29	76	2792	0	781	0	484	30768	219	0	186	187	0	160	71	86	93	2626	730	0	0	0	0	8	52	73	0	46	169	0	0	16981	5299	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000053.spe	106.04	7.83	1	0.018310	-0.003173	0.009757	0.093737	15058.44238	1.39	0	0	42	5	43	0	23	139	2269	0	1123	29	445	36268	288	0	8	98	0	139	0	72	142	2172	941	0	0	0	24	27	31	24	0	74	125	0	0	14471	5113	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000054.spe	108.04	7.84	1	0.018310	-0.003173	0.009757	0.093737	16039.69531	1.35	13	0	43	7	25	17	27	146	2267	8	933	34	436	34246	206	0	108	216	104	27	53	150	46	2691	912	0	0	18	0	20	0	86	10	179	177	0	440617379323582	17091	5676	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000055.spe	110.04	7.83	1	0.018310	-0.003173	0.009757	0.093737	17237.03516	1.28	10	9	22	0	19	5	21	73	2658	0	647	19	490	24745	119	0	327	435	40	14	137	259	47	3928	1051	12	0	20	0	11	0	40	82	57	164	21	0	21556	5968	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000056.spe	112.04	7.83	1	0.018310	-0.003173	0.009757	0.093737	17358.52930	1.33	7	0	13	5	30	7	26	59	3137	0	385	29	516	18114	100	0	539	584	0	62	82	430	115	5302	930	0	0	8	31	21	43	45	29	67	127	12	0	22728	5947	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000057.spe	114.04	7.83	1	0.018310	-0.003173	0.009757	0.093737	17713.51172	1.40	0	0	12	0	30	0	15	65	2560	0	629	26	428	23643	157	0	340	405	70	191	97	397	51	4711	964	0	0	0	0	60	0	62	0	181	117	11	0	22824	5855	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000058.spe	116.04	7.82	1	0.018310	-0.003173	0.009757	0.093737	16609.76367	1.37	8	22	31	17	25	0	30	106	2640	0	842	26	500	32281	209	0	111	286	0	21	113	235	198	2940	958	5	0	11	30	11	48	68	74	84	128	14	1066353809636072	18908	5453	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000059.spe	118.04	7.82	1	0.018310	-0.003173	0.009757	0.093737	15439.72363	1.45	7	0	30	20	13	0	17	101	2302	11	1001	33	470	34455	318	6	157	185	41	123	106	173	0	2393	819	0	0	0	11	24	0	0	0	95	136	0	912487045840486	16138	5186	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000060.spe	120.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	15188.13574	1.39	13	0	34	17	10	7	24	106	2094	12	977	0	449	33677	325	0	107	172	68	0	63	160	15	2423	952	11	0	0	0	33	0	5	40	94	82	5	438454324439210	15812	5264	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000061.spe	122.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	15906.10059	1.45	27	24	33	24	13	8	9	120	2192	5	920	10	473	30807	265	0	218	259	56	9	133	122	47	2716	933	0	0	0	7	18	0	17	77	23	156	0	224368759464796	17369	5521	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000062.spe	124.04	7.82	1	0.018310	-0.003173	0.009757	0.093737	15326.03027	1.50	0	0	8	0	40	0	17	110	2262	0	934	34	428	31345	161	0	150	187	54	41	80	69	0	2260	939	0	0	0	0	25	0	60	74	0	197	0	298059431740821	16516	5337	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000063.spe	126.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	16084.89160	1.52	0	0	47	0	15	0	0	109	2317	0	964	15	506	34765	323	0	57	166	15	7	8	57	54	2825	976	0	0	0	0	0	0	57	15	29	88	0	0	17100	5604	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000064.spe	128.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	17449.92188	1.38	15	15	16	0	76	0	24	82	2026	5	819	18	450	32620	143	0	161	274	0	141	123	185	35	3738	939	0	0	0	22	53	63	55	0	124	209	0	0	20164	5888	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000065.spe	130.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	17396.52539	1.45	0	0	0	7	36	0	5	105	2088	0	737	9	462	27810	236	0	225	377	0	115	129	263	44	3691	978	8	0	0	0	16	35	50	0	8	85	5	536430697061665	21129	5926	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000066.spe	132.04	7.80	1	0.018310	-0.003173	0.009757	0.093737	16441.17383	1.46	0	0	14	0	22	6	21	49	1672	0	403	23	367	21996	204	0	237	316	11	169	139	316	101	2965	849	0	0	0	13	21	26	44	0	72	103	0	0	21262	5645	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000067.spe	134.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	16013.19434	1.27	7	0	28	0	20	0	10	104	2224	0	998	30	461	34621	289	0	100	191	39	48	134	261	63	2826	865	0	0	0	11	43	18	0	0	55	116	0	1061501257219258	17157	5569	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000068.spe	136.04	7.81	1	0.018310	-0.003173	0.009757	0.093737	16260.58398	1.42	14	17	22	0	24	0	13	112	2306	0	839	15	455	32874	246	0	205	194	54	45	71	161	85	2991	884	0	0	0	0	28	0	49	55	129	174	6	0	17653	5657	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000069.spe	138.04	7.82	1	0.018310	-0.003173	0.009757	0.093737	16750.75977	1.28	10	19	35	0	28	4	13	118	2231	0	754	27	463	31100	143	0	191	242	0	111	42	110	36	3093	1011	0	0	23	4	5	13	53	0	92	190	0	837837613847984	18807	5882	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000070.spe	140.04	7.80	1	0.018310	-0.003173	0.009757	0.093737	16598.46484	1.40	7	8	27	7	15	0	25	68	2335	0	702	14	535	24883	189	0	313	275	13	192	143	275	67	4158	895	6	0	0	0	22	0	56	0	149	135	0	0	20351	5593	
