C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000205.spe	410.04	7.91	1	1	0.018306	-0.003173	0.009933	0.093737	13266.5332	1.4	0	0	20	11	15	0	60	60	1834	0	455	11	18	318	17378	263	0	282	413	0	94	47	168	0	3329	0	866	0	0	0	0	35	26	84	53	80	0	27	0	45	9	0	0	15977	4924
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000206.spe	412.04	7.95	1	1	0.018306	-0.003173	0.009933	0.093737	12046.99609	1.5	18	32	31	20	47	7	69	69	1399	0	371	18	7	230	16294	193	0	464	355	71	0	56	208	20	2974	90	724	0	4	0	0	29	0	82	19	21	78	0	14	0	0	0	9.90E+14	15046	4540
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000207.spe	414.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	10652.86621	1.33	0	4	13	5	22	0	43	27	923	0	255	9	10	165	10086	139	10	224	239	0	70	65	143	0	2812	78	656	0	0	0	0	4	34	42	27	39	0	6	4	27	29	9	0	14194	4385
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000208.spe	416.04	8	0	1	0.018306	-0.003173	0.009933	0.093737	9758.60938	1.24	6	9	25	19	31	0	77	42	690	4	197	9	14	182	7573	135	0	123	292	75	115	30	141	54	2620	40	773	0	0	0	10	0	0	40	44	33	0	0	0	59	0	0	4.05E+14	13305	4271
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000209.spe	418.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	11640.41406	1.27	0	0	21	0	35	0	60	51	1431	0	429	0	22	252	15637	153	6	157	383	9	0	80	177	33	2742	41	892	15	0	0	33	39	34	36	69	24	129	28	0	0	72	0	0	14348	4412
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000210.spe	420.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12141.79102	1.37	22	13	44	7	42	5	77	78	1756	0	523	16	12	344	18902	127	0	231	449	11	0	25	214	0	2672	38	783	10	5	0	22	33	21	88	48	23	91	0	21	5	114	0	0	14117	4301
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000211.spe	422.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12663.46289	1.49	45	33	47	37	34	13	51	67	1373	0	389	8	8	206	17158	104	0	201	352	0	32	151	148	84	3044	50	804	0	0	9	7	7	76	31	96	55	25	104	0	80	112	0	2.07E+15	15881	4705
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000212.spe	424.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	13436.52539	1.45	0	8	16	0	31	0	38	77	1911	0	588	8	22	322	22653	230	0	347	346	0	19	122	375	0	3112	0	685	0	0	0	0	41	66	99	92	5	82	17	0	17	31	0	3.54E+14	15352	4626
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000213.spe	426.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	14025.49609	1.65	0	0	0	0	14	7	28	72	1791	0	549	24	22	339	21207	195	0	259	271	6	142	112	224	68	3616	77	899	16	0	0	0	20	0	36	30	44	0	0	0	9	117	0	3.90E+14	17274	5322
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000214.spe	428.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	16478.57227	1.51	45	15	58	28	32	0	25	89	2399	0	730	48	16	401	27646	321	0	324	298	0	0	121	305	21	4225	30	999	0	0	0	0	7	27	72	130	32	115	0	74	57	38	0	0	19260	5694
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000215.spe	430.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	15993.69531	1.36	10	0	14	10	24	0	23	92	2340	0	701	19	18	455	27084	260	0	366	351	0	0	148	271	171	4277	69	908	8	0	8	11	8	88	76	36	35	6	0	0	119	126	0	0	18069	5559
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000216.spe	432.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	14450.0752	1.42	0	0	28	5	31	0	71	61	1971	12	581	42	11	322	21037	230	0	358	324	47	102	144	205	45	3997	0	954	10	0	0	0	0	49	81	71	109	33	11	0	24	60	16	4.95E+14	17173	5245
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000217.spe	434.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	15143.33984	1.38	30	26	40	16	29	0	47	93	2274	0	470	0	13	310	22178	143	0	387	314	29	0	135	404	7	4585	61	997	0	0	6	0	32	20	101	49	80	110	0	0	31	166	0	9.59E+14	18187	5793
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000218.spe	436.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	15627.41504	1.5	0	0	34	13	14	0	43	88	2643	0	562	50	13	406	23489	194	0	389	409	27	79	0	281	97	4753	16	984	0	0	0	0	5	0	109	89	33	0	14	0	107	112	0	5.27E+14	18820	5773
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000219.spe	438.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	14219.68359	1.36	0	5	19	10	18	0	39	55	2336	0	556	0	6	361	19880	185	0	313	327	63	25	160	307	117	4296	96	1072	0	0	0	4	11	0	37	89	12	65	9	0	25	88	7	1.36E+14	17475	5327
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000220.spe	440.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	14263.58594	1.45	13	16	32	0	42	0	41	76	2246	0	556	0	26	339	19983	251	0	311	417	39	0	113	194	80	4329	22	909	6	0	0	0	0	0	28	36	65	107	72	67	0	0	10	6.42E+14	17470	5483
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000221.spe	442.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12911.65039	1.65	8	5	20	0	51	0	74	72	1864	0	495	5	0	339	17942	156	0	201	342	37	41	44	140	65	4050	0	691	6	4	0	0	0	0	42	64	13	11	0	5	80	46	0	7.25E+13	15590	5109
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000222.spe	444.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	13196.33789	1.37	18	0	51	23	18	0	45	79	1986	0	449	21	11	334	17066	92	0	200	295	33	80	121	135	0	3964	5	852	0	0	0	0	29	0	0	14	0	0	54	0	24	113	0	3.67E+14	16630	5228
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000223.spe	446.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	13903	1.37	16	13	43	7	41	0	73	66	2404	0	557	0	13	394	19783	151	0	334	355	26	0	91	219	89	3963	0	767	0	0	0	0	0	0	37	55	34	140	55	82	0	55	4	0	16764	5250
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000224.spe	448.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12404.97656	1.39	7	27	19	17	27	0	45	45	1508	9	432	27	10	234	15681	188	9	189	272	0	0	82	56	15	3471	116	970	0	0	0	9	35	58	41	24	67	112	31	41	44	75	0	1.44E+15	15697	4923
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000225.spe	450.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	13248.93457	1.5	6	0	28	16	35	0	69	98	2253	5	523	36	8	377	19428	245	0	338	341	109	0	22	212	47	3617	0	866	14	5	0	0	31	0	62	31	25	28	0	0	64	42	0	0	15865	4918
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000226.spe	452.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12056.39258	1.46	0	0	29	35	11	7	67	55	1879	0	405	34	17	301	15720	174	0	259	348	0	0	24	290	32	3391	0	783	0	0	6	0	44	7	45	26	21	56	104	69	50	23	0	0	14914	4739
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000227.spe	454.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12198.78809	1.41	0	0	25	0	22	8	54	85	1945	0	403	5	0	313	14591	127	0	239	321	0	14	10	188	0	3448	98	776	0	0	21	19	0	14	31	75	18	0	41	4	20	67	0	0	14988	4811
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000228.spe	456.04	8	1	1	0.018306	-0.003173	0.009933	0.093737	12228.88477	1.54	0	0	17	0	44	11	62	52	1753	0	422	20	19	258	14725	199	0	214	291	10	101	93	225	88	3194	19	891	9	6	0	0	0	54	59	64	16	0	18	0	57	29	0	0	15407	4926
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000229.spe	458.04	7.99	1	1	0.018306	-0.003173	0.009933	0.093737	12721.46191	1.55	7	0	14	18	27	0	58	73	1869	0	471	17	22	334	17306	218	0	249	326	29	36	75	173	54	3244	56	867	0	0	0	0	11	59	38	102	50	20	0	24	28	0	0	2.29E+14	15552	4895
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000230.spe	460.04	7.94	1	1	0.018306	-0.003173	0.009933	0.093737	13298.83105	1.31	0	0	0	0	41	0	72	57	2183	0	508	14	24	371	18227	285	0	247	465	0	21	148	215	100	3812	0	896	0	0	0	0	53	49	8	14	0	0	15	14	10	34	19	0	15418	5136
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000231.spe	462.04	7.91	1	1	0.018306	-0.003173	0.009933	0.093737	12589.46777	1.31	0	6	13	0	30	0	71	65	1665	7	413	23	0	348	16052	130	0	248	449	0	55	55	206	0	3349	93	935	0	0	9	0	7	57	63	57	56	0	53	125	35	63	0	0	15479	4801
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000232.spe	464.04	7.89	1	1	0.018306	-0.003173	0.009933	0.093737	13740.30957	1.43	5	0	10	20	34	0	57	57	1829	0	495	17	17	346	20053	234	0	204	453	0	0	91	198	44	3432	0	890	0	4	0	0	11	41	62	77	0	20	71	67	73	66	12	6.05E+14	16353	5104
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000233.spe	466.04	7.87	1	1	0.018306	-0.003173	0.009933	0.093737	12845.55371	1.33	16	7	11	17	26	0	54	44	1434	0	450	8	0	282	16363	168	0	158	332	37	100	75	203	70	3365	91	765	0	0	0	0	23	36	53	64	30	0	99	0	52	44	0	0	16023	4969
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000234.spe	468.04	7.84	0	1	0.018306	-0.003173	0.009933	0.093737	9021.14648	1.22	8	0	0	10	14	0	78	6	175	0	45	6	10	43	3484	36	0	69	138	0	31	9	141	32	2733	0	673	0	0	0	0	11	0	11	7	0	10	8	0	39	22	0	0	13256	4305
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000235.spe	470.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	10541.76953	1.46	0	0	13	0	13	0	58	31	675	0	197	18	0	136	10081	128	0	153	214	0	93	30	104	61	2851	0	850	0	0	0	0	15	87	97	58	40	0	0	123	0	21	6	0	13984	4599
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000236.spe	472.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	11218.13574	1.16	16	13	20	14	38	0	58	14	877	4	231	5	9	199	9005	156	0	166	242	19	41	68	175	162	3284	0	781	12	0	0	0	0	0	37	14	33	12	0	0	47	8	0	3.22E+14	15139	4947
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000237.spe	474.04	7.79	1	1	0.018306	-0.003173	0.009933	0.093737	11318.13184	1.36	9	11	16	0	24	6	79	20	726	0	174	8	8	129	8384	134	0	142	244	14	37	70	155	77	3661	13	943	0	0	0	0	18	0	41	12	56	23	0	0	52	31	8	0	15326	4994
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000238.spe	476.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	13241.43359	1.3	11	13	32	8	28	0	61	79	2267	0	529	27	10	415	20621	206	0	293	376	85	22	47	339	110	3541	31	837	0	0	0	0	23	12	100	46	0	66	42	0	98	73	0	9.72E+14	15072	4818
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000239.spe	478.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	13672.21387	1.39	11	17	20	13	37	0	54	102	2406	10	635	22	19	418	21915	189	0	211	438	36	144	121	92	96	3614	0	948	0	0	0	55	0	0	17	72	61	0	25	17	80	122	19	3.58E+14	15633	5192
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000240.spe	480.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	14807.75586	1.4	18	6	35	23	48	5	56	58	2402	0	641	27	12	450	21551	241	0	230	434	46	0	118	185	98	4272	49	916	22	0	0	0	14	0	6	48	52	87	58	96	60	73	0	0	17743	5588
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000241.spe	482.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13824.60352	1.46	0	0	10	14	29	0	61	45	1891	0	503	0	0	361	17513	183	0	353	494	27	71	119	302	76	3911	178	1032	0	0	4	0	35	0	62	42	7	13	38	0	49	86	0	0	17096	5506
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000242.spe	484.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	14026.29395	1.44	20	17	32	18	41	13	59	86	2232	0	601	11	21	437	21703	205	0	252	464	15	73	97	271	92	3818	83	785	0	0	0	0	0	36	48	61	26	0	0	0	128	100	0	0	15899	5012
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000243.spe	486.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	13739.41016	1.52	19	14	0	8	30	4	62	79	2160	0	584	32	11	415	20364	185	0	204	389	37	59	71	177	140	3628	28	1013	0	0	14	0	0	0	83	64	26	0	0	0	142	96	8	1.18E+13	15801	5150
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000244.spe	488.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13577.81934	1.39	21	5	41	11	27	0	45	58	2146	0	527	30	23	407	20318	266	0	248	429	0	77	60	147	24	3467	0	806	9	0	0	0	5	58	78	80	70	0	0	48	46	32	0	5.20E+14	16239	5043
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000245.spe	490.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	14048.49414	1.55	0	0	26	16	35	12	59	80	2148	0	490	22	13	426	19345	108	0	213	344	44	80	92	220	8	3671	0	967	14	0	26	0	0	0	18	96	37	29	49	0	58	91	14	0	16421	5266
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000246.spe	492.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	12899.95215	1.46	0	0	22	14	21	0	56	64	2083	0	500	19	4	380	16397	129	14	289	362	0	0	82	263	77	3463	35	900	0	0	0	13	0	60	8	72	36	58	14	0	0	101	8	8.46E+14	15839	4910
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000247.spe	494.04	7.63	1	1	0.018306	-0.003173	0.009933	0.093737	14297.58203	1.48	0	5	46	30	17	5	45	100	2660	0	753	40	12	409	24020	213	0	214	320	0	37	58	252	0	3542	15	956	0	0	0	0	0	68	37	89	83	26	0	0	65	82	16	9.58E+14	16010	5250
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000248.spe	496.04	7.6	1	1	0.018306	-0.003173	0.009933	0.093737	14567.2666	1.52	0	0	24	9	49	0	77	122	2931	0	789	23	8	443	25070	183	0	184	360	82	0	106	173	120	3439	140	960	0	0	0	0	27	0	9	121	35	247	111	33	0	74	0	0	16363	5300
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000249.spe	498.04	7.61	1	1	0.018306	-0.003173	0.009933	0.093737	14136.19141	1.29	0	4	34	10	40	0	35	56	2106	25	603	15	0	332	20951	332	0	151	284	0	33	172	208	0	3343	0	942	0	0	0	17	10	76	69	82	110	93	39	4	0	0	8	9.67E+14	17219	5318
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000250.spe	500.04	7.6	1	1	0.018306	-0.003173	0.009933	0.093737	15400.62598	1.53	4	21	33	9	60	10	62	77	2253	7	545	30	9	411	21903	185	0	363	399	0	59	50	382	71	3477	84	810	0	0	6	0	0	59	23	94	10	0	26	0	103	62	12	0	18514	5446
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000251.spe	502.04	7.59	1	1	0.018306	-0.003173	0.009933	0.093737	15904.20215	1.82	0	4	22	30	81	13	67	58	2441	0	538	10	6	463	21599	253	0	347	518	0	138	133	319	136	3840	7	899	17	8	0	0	0	58	86	65	12	0	9	0	103	7	0	4.22E+13	20259	5613
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000252.spe	504.04	7.6	1	1	0.018306	-0.003173	0.009933	0.093737	14621.9668	1.44	0	0	25	19	30	0	78	32	1796	14	328	9	18	337	16951	185	0	402	425	0	22	72	333	44	3209	0	740	0	0	0	0	0	77	106	117	16	35	45	0	0	32	9	3.81E+14	18947	5205
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000253.spe	506.04	7.59	1	1	0.018306	-0.003173	0.009933	0.093737	15614.11426	1.32	0	0	16	20	75	10	56	59	2327	12	501	24	19	402	21690	211	0	312	484	0	0	65	302	55	3623	0	904	0	0	12	0	15	68	101	42	71	142	0	69	52	85	0	3.37E+14	19950	5458
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000254.spe	508.04	7.58	1	1	0.018306	-0.003173	0.009933	0.093737	16234.88281	1.36	17	0	42	4	65	8	57	83	2517	12	661	37	23	440	25431	163	0	319	514	0	108	178	332	96	3622	111	891	0	0	0	0	21	55	64	102	43	15	0	0	65	101	0	0	19421	5371
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000255.spe	510.04	7.58	1	1	0.018306	-0.003173	0.009933	0.093737	15657.81348	1.47	0	0	34	16	64	0	52	111	2660	0	709	12	23	489	25574	218	0	346	525	0	0	155	223	121	3471	128	932	0	0	0	0	0	33	63	79	92	75	34	0	71	123	0	0	18591	5351
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000256.spe	512.04	7.57	1	1	0.018306	-0.003173	0.009933	0.093737	15527.62109	1.54	22	21	34	30	76	6	54	92	2622	0	700	41	15	451	28865	201	0	317	398	0	33	104	189	22	3209	0	750	0	0	0	0	25	112	79	92	35	43	30	0	88	105	0	0	17390	5275
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000257.spe	514.04	7.59	1	1	0.018306	-0.003173	0.009933	0.093737	14453.87402	1.53	0	7	21	4	74	0	53	72	2153	0	541	32	31	367	23927	235	0	219	457	0	0	140	286	27	3187	68	823	5	0	0	32	0	6	17	31	0	94	148	47	0	69	5	4.49E+13	16828	4898
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000258.spe	516.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	13855.50391	1.43	7	25	41	25	65	0	64	44	1947	0	499	39	0	351	21321	223	0	230	375	37	88	136	197	0	2920	0	689	4	0	0	0	5	0	62	49	28	0	16	0	33	98	15	3.06E+14	16700	4874
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000259.spe	518.04	7.63	1	1	0.018306	-0.003173	0.009933	0.093737	13853.80469	1.47	12	15	47	20	48	0	63	74	2086	0	552	39	24	373	20951	276	0	227	330	0	30	56	191	0	3164	20	735	0	0	0	0	16	19	51	38	0	0	17	0	0	63	20	0	16478	4894
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000260.spe	520.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	13753.30957	1.42	18	15	37	25	42	0	64	74	2113	0	588	69	9	383	21607	262	0	250	411	0	101	73	285	88	2754	5	954	0	0	0	0	55	63	76	64	27	6	0	15	70	61	0	6.27E+13	16358	4542
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000261.spe	522.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	13860.10547	1.47	0	0	10	14	23	0	48	64	1767	0	557	24	31	349	21328	112	0	250	405	5	115	103	231	0	2678	177	974	8	0	0	13	22	67	28	75	71	18	99	17	0	146	0	0	16898	4950
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000262.spe	524.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	14556.46973	1.41	10	8	25	0	42	7	71	70	1914	0	602	0	13	322	24201	227	0	226	297	35	0	114	216	46	2894	0	682	6	0	0	0	13	31	54	109	42	58	6	0	60	76	0	5.17E+14	16736	4959
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000263.spe	526.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	15563.41895	1.36	0	0	23	40	14	7	41	69	2194	0	526	41	6	369	25674	305	0	236	282	0	0	90	216	44	3544	0	813	4	0	6	16	18	10	63	45	40	125	60	0	0	54	0	0	18194	5379
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000264.spe	528.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	14690.96094	1.5	0	5	0	28	42	0	63	41	1567	0	412	19	0	248	17420	207	0	298	333	44	82	184	230	110	3139	0	807	0	0	0	0	0	18	0	92	34	8	35	60	0	24	22	0	19589	5357
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000265.spe	530.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	16434.17578	1.32	5	0	31	30	31	0	58	53	1737	0	416	13	10	307	19934	208	0	370	320	33	45	127	477	72	3659	12	1049	0	0	11	0	19	0	137	88	30	0	23	0	28	60	0	0	22049	5864
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000266.spe	532.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	16276.78418	1.43	0	0	37	16	37	0	38	53	2731	4	422	26	6	392	18727	234	0	535	487	0	155	162	504	0	4206	11	831	0	0	0	0	0	69	78	74	90	0	0	0	174	45	0	0	20939	5649
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000267.spe	534.04	7.71	1	1	0.018306	-0.003173	0.009933	0.093737	17030.04688	1.36	0	0	29	16	55	12	40	83	2837	11	584	44	0	402	23655	199	0	448	472	51	65	110	369	19	4232	0	784	5	0	0	0	5	9	0	99	92	55	28	72	0	64	0	2.23E+14	21198	5698
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000268.spe	536.04	7.71	1	1	0.018306	-0.003173	0.009933	0.093737	16117.58887	1.36	12	0	12	17	46	0	49	59	2612	5	472	29	0	381	23683	291	20	441	465	0	0	93	474	120	3674	66	949	0	0	0	0	11	0	80	79	34	174	26	16	0	26	7	0	19797	5289
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000269.spe	538.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	14726.75879	1.36	8	0	35	8	30	0	56	49	2210	0	448	19	7	331	21020	191	0	281	309	0	59	129	278	0	3396	19	969	7	0	0	0	26	16	16	9	37	0	47	101	16	62	12	0	17853	5271
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000270.spe	540.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	14615.56641	1.45	0	0	29	8	49	8	43	59	2292	22	480	0	31	332	20052	196	0	321	350	0	0	156	261	12	3497	0	837	9	0	0	0	0	84	52	135	78	113	37	8	19	16	25	0	18239	5212
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000271.spe	542.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	14126.59082	1.25	28	18	15	24	26	0	57	45	1898	0	441	16	19	321	19990	114	0	227	304	0	59	169	255	48	3283	75	807	0	0	0	42	38	55	10	86	32	0	48	0	0	135	0	1.49E+14	17310	5030
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000272.spe	544.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	15354.83008	1.5	0	0	14	0	17	0	74	48	2076	0	499	6	18	319	22703	254	0	396	302	70	0	91	223	0	3499	0	833	0	0	8	0	7	12	98	81	95	106	0	0	58	35	4	0	18753	5270
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000273.spe	546.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	15466.12305	1.53	0	5	20	24	29	15	52	64	2137	0	566	11	13	353	19661	186	0	281	352	0	0	182	293	0	3167	47	785	8	0	0	25	46	28	28	67	74	71	25	0	75	53	10	0	20233	5315
