C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000010.spe	20.04	7.31	0	1	0.018309	-0.003173	0.009939	0.093737	7490.62402	1.21	8	9	16	22	31	13	69	9	118	0	100	15	0	45	3243	41	0	0	17	0	0	12	66	41	807	23	525	0	0	0	24	10	8	13	10	23	81	55	0	0	0	0	1.18E+14	11136	3466
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000011.spe	22.04	7.31	0	1	0.018309	-0.003173	0.009939	0.093737	8833.35645	1.14	0	0	0	10	29	0	67	17	209	0	126	5	5	48	4816	108	0	4	61	0	6	16	91	17	1021	27	811	0	0	0	0	0	44	36	21	11	38	0	9	77	0	0	0	13177	4076
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000012.spe	24.04	7.31	0	1	0.018309	-0.003173	0.009939	0.093737	7737.41113	1.04	0	0	8	0	0	0	75	5	93	0	63	0	0	19	2561	26	0	14	35	9	0	34	85	34	1062	17	556	0	0	0	0	23	14	40	24	42	56	0	23	73	18	18	1.64E+14	12134	3696
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000013.spe	26.04	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	10586.56934	1.1	10	12	33	0	42	0	62	26	664	0	413	35	12	175	12553	95	0	34	86	20	0	67	32	25	1264	58	750	0	0	0	31	0	19	44	22	100	35	0	0	0	32	7	0	13872	4441
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000014.spe	28.04	7.29	1	1	0.018309	-0.003173	0.009939	0.093737	13329.53125	1.53	0	0	15	12	33	9	41	67	1257	0	731	47	9	324	21405	53	0	84	83	16	0	0	198	85	1567	0	867	0	0	7	0	10	64	51	60	47	179	68	0	0	143	6	5.77E+14	16305	4809
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000015.spe	30.2	7.12	1	1	0.018309	-0.003173	0.009939	0.093737	10465.1748	1.35	10	21	30	0	16	0	33	71	1303	0	712	21	0	268	22045	212	0	95	109	21	81	54	75	7	1177	74	699	0	0	8	0	14	39	28	72	45	6	60	55	64	88	0	3.48E+14	10960	3561
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000016.spe	32.1	7.16	1	1	0.018309	-0.003173	0.009939	0.093737	10582.66699	1.67	0	0	12	0	12	0	43	87	1399	0	801	37	0	315	23585	276	0	14	76	69	50	49	68	33	1092	0	597	0	0	0	0	0	0	41	91	48	40	53	0	28	11	0	5.04E+14	10831	3362
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000017.spe	34.1	7.22	1	1	0.018309	-0.003173	0.009939	0.093737	10957.5498	1.42	0	0	16	0	12	0	27	66	1415	0	731	43	0	296	23401	177	0	65	156	49	215	85	30	73	1155	42	645	0	0	0	0	27	38	46	39	54	0	0	0	141	74	0	0	11701	3644
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000018.spe	36.04	7.29	1	1	0.018309	-0.003173	0.009939	0.093737	12618.46582	1.52	0	0	32	6	26	10	33	66	1647	0	928	69	0	366	26733	282	0	62	112	0	54	89	130	23	1423	0	705	9	0	10	0	0	91	56	86	63	16	45	0	18	56	0	1.68E+14	13142	4090
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000019.spe	38.04	7.3	1	1	0.018309	-0.003173	0.009939	0.093737	13446.62305	1.55	6	0	45	10	27	0	23	45	1936	0	1070	42	0	430	31800	215	0	44	108	0	36	98	39	84	1618	0	803	9	0	0	5	22	65	42	65	98	26	28	0	17	191	0	0	13631	4250
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000020.spe	40.04	7.3	1	1	0.018309	-0.003173	0.009939	0.093737	11675.71191	1.38	10	0	21	9	10	0	34	74	1576	0	800	61	11	335	25286	164	0	83	171	0	87	107	153	60	1370	0	693	5	0	0	0	34	46	69	74	44	51	20	70	133	135	0	0	12162	3972
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000021.spe	42.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	12100.3916	1.33	0	0	30	0	32	0	33	63	1798	4	937	22	22	336	29710	164	0	125	177	0	0	40	131	12	1254	21	567	0	0	0	0	0	74	89	77	129	121	23	0	0	146	15	2.24E+12	11572	3761
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000022.spe	44.04	7.41	1	1	0.018309	-0.003173	0.009939	0.093737	12724.3623	1.32	10	22	31	4	42	0	45	76	1463	0	862	31	17	304	25139	198	0	45	110	47	111	95	166	113	1405	137	811	0	0	0	0	0	30	58	15	0	0	0	0	57	90	0	0	13930	4397
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000023.spe	46.04	7.41	1	1	0.018309	-0.003173	0.009939	0.093737	13759.11035	1.44	0	0	26	0	30	0	25	75	1626	0	952	72	12	358	28262	190	0	131	146	125	32	0	207	37	1621	34	834	16	0	0	0	0	0	58	74	24	40	23	52	82	177	0	0	14664	4591
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000024.spe	48.04	7.41	1	1	0.018309	-0.003173	0.009939	0.093737	13456.82324	1.74	0	0	31	14	25	7	45	74	1432	9	903	34	29	353	25503	109	0	76	102	73	93	80	106	95	1529	91	884	18	0	31	0	0	9	88	130	45	18	36	55	86	152	0	0	14576	4645
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000025.spe	50.04	7.41	1	1	0.018309	-0.003173	0.009939	0.093737	14416.07617	1.56	0	0	39	21	28	0	46	70	1500	23	1087	78	7	455	27620	299	0	70	76	38	0	40	105	0	1519	0	813	6	0	0	0	0	32	51	42	105	14	0	0	93	81	0	9.84E+13	15548	4787
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000026.spe	52.04	7.41	1	1	0.018309	-0.003173	0.009939	0.093737	14892.75098	1.37	4	0	39	31	31	18	55	82	1671	0	1252	73	12	424	31004	292	0	118	141	33	27	29	230	61	1644	0	713	0	0	0	0	37	59	85	101	33	44	0	0	115	85	0	9.35E+14	15870	4971
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000027.spe	54.04	7.44	1	1	0.018309	-0.003173	0.009939	0.093737	12453.07324	1.39	5	20	14	12	26	0	83	49	1131	0	878	36	41	308	20826	237	21	98	140	24	0	66	66	17	1375	73	818	0	10	0	0	5	29	69	52	19	84	35	14	0	53	0	0	14699	4556
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000028.spe	56.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	12356.47852	1.39	0	0	14	0	0	0	63	61	1052	0	804	49	8	279	21423	137	0	34	122	46	0	46	107	0	1458	69	848	0	0	0	0	7	32	84	63	23	95	0	0	41	76	0	0	14493	4685
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000029.spe	58.04	7.31	0	1	0.018309	-0.003173	0.009939	0.093737	8112.79297	1.52	0	0	7	0	18	0	57	12	205	0	178	0	7	76	5240	40	0	23	73	4	89	0	78	0	873	0	645	0	4	0	5	10	46	19	45	29	0	0	0	7	34	5	0	11448	3787
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000030.spe	60.04	7.31	0	1	0.018309	-0.003173	0.009939	0.093737	7793.00781	1.14	23	24	16	8	11	11	74	6	83	0	28	5	0	27	1692	49	0	26	66	32	0	25	51	96	1247	49	667	0	0	0	0	0	0	0	29	0	17	50	0	0	0	0	0	12337	4024
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000031.spe	62.04	7.32	1	1	0.018309	-0.003173	0.009939	0.093737	11849.40625	1.42	18	0	18	15	43	0	79	30	1324	0	302	8	9	246	10909	145	0	341	503	16	20	44	238	0	2527	145	761	0	0	0	0	25	27	59	73	18	0	0	9	0	43	25	2.06E+14	15651	4518
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000032.spe	64.04	7.31	1	1	0.018309	-0.003173	0.009939	0.093737	13940.2998	1.37	0	0	26	36	57	0	34	94	2400	20	330	23	11	349	13912	106	6	738	949	14	0	26	369	116	3636	44	845	0	0	0	0	0	10	79	93	42	86	63	0	0	73	5	0	17576	4942
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000033.spe	66.04	7.33	1	1	0.018309	-0.003173	0.009939	0.093737	10691.76172	1.36	0	7	15	14	39	0	62	34	1307	11	185	0	0	177	8525	88	0	403	571	51	0	91	319	5	2956	0	621	13	0	15	0	0	7	29	56	40	72	0	0	0	20	0	4.42E+14	14184	4070
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000034.spe	68.1	7.31	1	1	0.018309	-0.003173	0.009939	0.093737	11732.21094	1.25	9	17	30	8	26	0	42	61	1208	0	480	25	14	208	12511	148	0	244	371	0	8	88	277	18	3102	0	731	0	0	8	9	50	10	19	0	0	9	0	0	0	34	15	0	15212	4481
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000035.spe	70.04	7.29	1	1	0.018309	-0.003173	0.009939	0.093737	13269.7334	1.25	0	6	0	13	31	0	40	52	1983	4	322	5	0	296	13570	201	0	645	863	0	23	84	391	72	4141	0	700	0	0	12	0	0	36	32	83	50	35	69	22	31	20	0	4.31E+13	17270	4730
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000036.spe	72.04	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	14100.79199	1.24	0	5	16	19	81	10	29	79	2666	0	420	35	9	395	22074	175	0	711	962	0	0	151	414	21	4034	39	740	10	0	0	0	0	50	6	64	12	112	48	38	34	94	37	2.25E+14	16218	4314
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000037.spe	74.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	12946.25098	1.26	17	14	28	29	25	32	48	77	2079	22	335	21	28	310	16004	81	0	671	804	5	80	44	291	39	3220	0	743	9	0	26	0	0	20	40	44	73	0	97	0	0	129	0	0	16284	4362
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000038.spe	76.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	11716.21094	1.38	0	0	10	0	29	0	47	51	955	16	415	27	7	150	11399	208	0	193	297	0	29	25	208	0	2848	12	721	10	0	0	0	21	0	57	62	33	60	0	63	95	0	6	1.59E+14	15862	4348
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000039.spe	78.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	14840.35254	1.29	0	0	44	13	39	0	14	72	1187	0	702	16	0	288	19858	194	0	162	408	12	0	80	360	103	2661	0	935	0	0	0	10	0	6	73	106	49	130	52	122	84	67	5	9.87E+14	18813	5303
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000040.spe	80.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	16067.69141	1.39	10	7	46	7	35	0	30	98	1396	0	665	63	6	281	20791	263	0	180	444	66	0	86	205	67	2853	0	890	0	0	24	0	35	14	82	81	147	141	11	51	58	30	0	0	20858	5481
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000041.spe	82.04	7.37	1	1	0.018309	-0.003173	0.009939	0.093737	14178.48926	1.35	0	0	25	4	21	0	47	75	1262	0	625	37	11	253	17528	175	0	124	377	38	0	140	153	67	2562	0	859	0	0	0	7	33	14	61	14	24	30	0	7	33	11	5	9.02E+14	18465	5014
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000042.spe	84.04	7.39	1	1	0.018309	-0.003173	0.009939	0.093737	14384.77832	1.46	0	0	26	6	52	6	41	65	1847	0	427	0	29	335	16539	128	0	467	530	0	0	46	331	95	3886	113	720	6	0	29	0	0	30	49	9	79	97	11	24	92	41	9	0	18643	5189
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000043.spe	86.04	7.36	1	1	0.018309	-0.003173	0.009939	0.093737	16103.89063	1.41	0	8	20	44	50	0	61	55	3545	0	370	26	19	447	17744	191	0	969	1104	34	6	101	371	50	5300	0	906	12	0	0	0	9	0	118	40	53	6	75	56	10	90	0	1.99E+13	19388	5389
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000044.spe	88.04	7.35	1	1	0.018309	-0.003173	0.009939	0.093737	15901.30078	1.37	0	0	16	18	51	11	66	56	2843	0	255	29	29	364	14004	157	14	848	1030	0	77	141	448	135	4997	67	1017	8	0	14	0	26	94	84	84	78	45	0	134	110	31	0	0	20934	5568
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000045.spe	90.04	7.37	1	1	0.018309	-0.003173	0.009939	0.093737	13700.5127	1.34	0	0	0	14	36	0	72	52	2045	20	224	20	0	307	11022	49	18	664	836	0	5	119	410	65	4584	6	714	0	0	0	0	21	67	74	40	47	95	0	0	15	94	0	7.95E+14	18507	4993
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000046.spe	92.04	7.33	1	1	0.018309	-0.003173	0.009939	0.093737	12759.6582	1.34	10	0	30	14	61	8	81	37	1382	0	142	15	0	214	7256	151	0	452	619	65	23	66	345	92	5096	0	976	8	5	0	0	36	0	4	0	15	60	16	16	14	0	9	0	18223	4961
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000047.spe	94.04	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	12303.58301	1.53	0	14	23	16	36	21	67	40	1623	0	196	6	0	209	6990	87	0	495	660	58	150	87	347	61	5278	0	630	8	0	0	0	23	0	53	63	84	0	53	12	40	10	0	0	17082	4631
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000048.spe	96.04	7.22	1	1	0.018309	-0.003173	0.009939	0.093737	14047.39355	1.44	4	17	12	26	39	0	16	40	1966	11	172	20	16	277	7762	52	0	568	994	0	120	141	419	25	6994	7	702	17	0	0	0	0	18	62	97	0	21	0	38	27	54	27	5.69E+14	19556	5277
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000049.spe	98.04	7.16	1	1	0.018309	-0.003173	0.009939	0.093737	16801.85547	1.31	11	38	28	23	23	12	5	54	2523	14	289	36	9	363	10895	82	17	821	1326	29	0	200	594	10	8390	27	1024	11	0	0	0	0	0	91	125	16	187	113	145	0	85	0	0	22721	6309
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000050.spe	100.04	7.17	1	1	0.018309	-0.003173	0.009939	0.093737	15825.00586	1.49	0	0	6	22	39	0	25	119	3704	23	330	36	14	488	15071	318	0	1002	1402	0	97	210	480	76	6994	0	801	10	0	20	21	0	6	52	110	87	44	0	70	4	0	0	0	19731	5424
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000051.spe	102.04	7.18	1	1	0.018309	-0.003173	0.009939	0.093737	15385.32715	1.28	0	12	37	42	51	0	29	97	3381	57	336	6	11	429	14322	164	0	802	1184	75	30	160	348	96	6517	0	780	8	0	0	0	30	0	100	63	0	28	0	42	75	29	10	1.44E+15	19616	5370
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000052.spe	104.04	7.18	1	1	0.018309	-0.003173	0.009939	0.093737	15862.80176	1.26	26	9	32	53	55	5	32	102	3493	10	395	0	6	492	13383	69	0	961	1337	30	69	96	555	61	7056	0	954	0	0	0	0	9	0	51	25	44	59	0	38	7	84	0	9.77E+14	20536	5621
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000053.spe	106.04	7.18	1	1	0.018309	-0.003173	0.009939	0.093737	16385.67773	1.33	0	0	24	29	60	0	49	115	4242	10	415	44	6	588	15215	235	0	972	1646	6	91	170	679	0	7380	0	848	6	0	0	0	49	115	126	104	49	17	0	0	27	30	0	3.91E+14	19968	5554
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000054.spe	108.04	7.18	1	1	0.018309	-0.003173	0.009939	0.093737	12657.86328	1.23	18	17	21	21	32	0	63	56	1793	7	203	28	0	249	6935	90	0	493	770	9	0	41	355	17	5829	0	736	4	0	0	0	25	24	81	85	10	142	0	81	0	20	11	0	17788	4896
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000055.spe	110.04	7.2	1	1	0.018309	-0.003173	0.009939	0.093737	13355.23047	1.22	14	23	28	20	68	13	50	74	1810	6	189	36	0	276	8352	118	0	518	827	0	75	118	363	64	6072	0	779	0	0	0	20	0	35	73	71	40	0	0	0	25	0	17	0	18421	5237
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000056.spe	112.04	7.1	1	1	0.018309	-0.003173	0.009939	0.093737	13739.31055	1.29	0	0	22	25	35	11	33	56	1605	0	160	0	0	189	8749	113	0	522	720	23	6	107	418	0	6507	0	745	0	0	0	0	20	6	67	43	0	44	0	24	69	0	7	7.63E+14	19033	5323
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000057.spe	114.04	7.1	1	1	0.018309	-0.003173	0.009939	0.093737	15278.03125	1.38	0	9	36	29	36	12	41	77	3201	6	412	0	26	426	16669	119	0	936	1067	0	127	127	558	0	6103	0	848	0	0	0	0	6	15	150	95	14	33	0	0	112	108	13	0	18861	5031
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000058.spe	116.1	7.12	1	1	0.018309	-0.003173	0.009939	0.093737	11608.01758	1.25	21	0	12	11	41	11	58	33	1379	22	152	30	0	197	9589	150	0	432	566	0	107	101	413	41	4467	57	687	0	0	0	9	42	78	62	38	36	0	0	0	44	31	16	0	15296	4278
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000059.spe	118.04	7.22	1	1	0.018309	-0.003173	0.009939	0.093737	11761.80957	1.27	5	0	8	0	24	0	57	38	995	0	146	0	6	162	6948	69	0	422	561	21	35	104	313	76	5210	0	688	0	0	0	0	12	61	76	75	80	10	16	0	12	21	0	0	16512	4620
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000060.spe	120.04	7.26	0	1	0.018309	-0.003173	0.009939	0.093737	9004.14746	1.35	5	16	12	4	15	0	70	17	608	8	55	0	0	55	3251	66	6	202	307	37	51	65	135	38	3515	0	681	0	4	0	0	0	0	6	22	21	0	0	0	0	14	0	1.83E+15	13336	3918
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000061.spe	122.04	7.3	0	1	0.018309	-0.003173	0.009939	0.093737	9473.42383	1.35	0	0	0	16	30	0	67	27	1304	0	122	11	5	190	6714	24	0	412	538	20	39	141	332	17	3829	24	518	8	0	0	11	38	36	28	34	15	60	9	11	0	26	0	1.02E+15	12711	3549
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000062.spe	124.04	7.34	0	1	0.018309	-0.003173	0.009939	0.093737	7262.33496	1.33	21	5	0	4	24	0	67	7	494	10	56	13	0	88	2221	12	0	193	236	0	79	0	183	6	2828	0	613	5	0	0	0	23	0	96	39	0	0	0	0	43	10	13	0	10307	3042
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000063.spe	126.04	7.34	0	1	0.018309	-0.003173	0.009939	0.093737	8925.55176	1.1	16	13	13	22	21	5	54	13	866	0	65	5	0	124	4535	101	0	276	349	0	126	42	151	11	3189	80	614	0	5	0	7	28	35	27	28	0	0	0	0	29	0	0	0	12111	3593
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000064.spe	128.04	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	14318.5791	1.24	0	0	25	13	34	10	37	42	2297	0	236	15	8	335	12303	193	0	724	874	30	43	75	480	5	5238	55	744	0	0	0	0	0	10	52	132	18	43	80	51	25	0	11	6.18E+14	19569	5299
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000065.spe	130.04	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	15867.30371	1.51	0	0	10	15	43	6	49	97	2624	9	334	5	0	348	16100	122	0	673	1126	0	0	158	557	107	5561	0	937	13	0	19	0	0	42	102	47	47	163	21	132	47	72	12	4.59E+14	20909	5537
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000066.spe	132.1	7.34	1	1	0.018309	-0.003173	0.009939	0.093737	12030.5957	1.24	0	0	0	9	7	4	50	15	532	0	107	9	9	99	6231	127	0	211	314	0	0	61	331	28	4167	0	930	6	0	6	14	38	45	31	36	28	54	12	0	12	0	0	0	17572	4989
