C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data     06/08/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000010.spe	20.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	7490.62402	1.17	10	10	16	22	31	12	68	9	118	0	101	0	44	3244	40	0	0	14	0	0	9	76	28	798	530	0	0	0	23	11	0	10	65	0	0	0	0	11111	3456	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000011.spe	22.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	8833.35645	1.11	0	0	0	10	28	0	67	17	208	0	127	6	48	4818	106	0	0	58	0	0	14	96	23	1024	798	0	0	0	0	0	39	31	46	32	0	0	974527216552968	13162	4062	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000012.spe	24.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	7737.41113	1.05	0	0	8	0	0	0	75	4	93	0	62	0	21	2566	23	0	9	29	10	0	28	109	37	1063	546	0	0	0	0	25	0	31	56	32	22	18	0	12122	3684	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000013.spe	26.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	10586.56934	1.13	13	14	34	0	41	0	60	25	663	0	421	17	175	12561	87	0	26	74	22	0	53	88	12	1258	743	0	0	0	28	0	0	28	20	0	40	7	0	13843	4423	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000014.spe	28.04	7.29	1	0.018309	-0.003173	0.009883	0.093737	13329.53125	1.51	5	0	16	12	32	7	39	66	1254	0	741	16	324	21414	46	0	76	71	14	0	0	217	59	1571	887	0	0	16	0	17	48	37	156	31	152	7	0	16310	4797	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000015.spe	30.20	7.12	1	0.018309	-0.003173	0.009883	0.093737	10465.17480	1.36	12	22	30	0	15	0	31	70	1302	0	718	0	270	22057	206	0	87	99	20	97	44	77	0	1144	695	0	0	12	0	26	23	12	0	79	96	0	412213854611764	10908	3550	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000016.spe	32.10	7.16	1	0.018309	-0.003173	0.009883	0.093737	10582.66699	1.55	0	0	13	0	11	0	40	85	1397	0	812	10	317	23602	267	0	0	61	65	52	45	83	14	1094	619	0	0	0	0	0	0	21	12	52	24	0	575858951650324	10850	3357	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000017.spe	34.10	7.22	1	0.018309	-0.003173	0.009883	0.093737	10957.54980	1.36	0	5	17	0	11	0	25	64	1413	0	743	0	295	23407	171	0	58	147	49	205	80	61	55	1163	646	0	0	0	0	33	24	34	0	125	81	0	668455916820803	11695	3628	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000018.spe	36.04	7.29	1	0.018309	-0.003173	0.009883	0.093737	12618.46582	1.42	0	5	33	6	25	8	30	64	1645	0	947	10	366	26746	272	0	49	96	0	54	83	155	0	1427	725	7	0	20	0	0	68	35	0	37	69	0	0	13156	4081	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000019.spe	38.04	7.30	1	0.018309	-0.003173	0.009883	0.093737	13446.62305	1.53	9	0	46	9	26	0	20	43	1934	0	1083	10	431	31817	203	0	31	89	0	33	88	90	56	1628	824	8	0	0	0	28	38	18	0	27	206	0	262643340802563	13653	4240	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000020.spe	40.04	7.30	1	0.018309	-0.003173	0.009883	0.093737	11675.71191	1.33	14	0	22	8	9	0	31	73	1574	0	816	20	334	25295	157	0	74	159	0	94	99	159	61	1352	694	0	0	0	0	47	27	52	23	131	144	0	699220910511332	12144	3965	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000021.spe	42.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	12100.39160	1.32	0	0	31	0	31	0	31	62	1796	0	944	27	339	29728	150	0	109	155	0	0	24	195	0	1247	577	0	0	0	0	11	41	60	85	0	164	15	0	11567	3748	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000022.spe	44.04	7.41	1	0.018309	-0.003173	0.009883	0.093737	12724.36230	1.33	11	22	31	4	42	0	44	75	1462	0	873	21	301	25134	199	0	45	112	48	111	95	155	118	1386	787	0	0	0	0	9	31	59	0	31	87	0	0	13863	4377	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000023.spe	46.04	7.41	1	0.018309	-0.003173	0.009883	0.093737	13759.11035	1.46	0	5	27	0	29	0	22	73	1624	0	973	22	356	28269	185	0	123	138	124	40	0	200	39	1599	830	13	0	8	0	8	0	45	14	81	183	0	0	14627	4581	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000024.spe	48.04	7.41	1	0.018309	-0.003173	0.009883	0.093737	13456.82324	1.64	0	0	32	14	24	5	43	72	1431	7	912	35	355	25518	101	0	64	88	71	104	72	99	94	1493	876	16	0	38	0	0	0	65	0	82	164	0	0	14520	4630	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000025.spe	50.04	7.41	1	0.018309	-0.003173	0.009883	0.093737	14416.07617	1.47	5	0	40	21	27	0	44	68	1497	20	1108	19	454	27631	288	0	58	58	37	0	29	169	0	1536	825	0	0	10	0	0	8	30	5	77	92	0	199922433378109	15567	4771	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000026.spe	52.04	7.41	1	0.018309	-0.003173	0.009883	0.093737	14892.75098	1.36	7	5	40	31	30	16	51	80	1669	0	1275	22	423	31017	284	0	107	128	30	13	29	242	41	1657	721	0	0	10	0	55	40	67	38	96	96	0	0	15882	4953	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000027.spe	54.04	7.44	1	0.018309	-0.003173	0.009883	0.093737	12453.07324	1.36	7	21	15	12	25	0	81	49	1130	0	890	46	307	20829	234	19	92	135	24	0	62	61	13	1352	811	0	9	0	0	13	19	60	63	0	56	0	442511436435449	14649	4542	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000028.spe	56.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	12356.47852	1.37	0	0	15	0	0	0	60	60	1049	0	818	15	278	21431	133	0	28	115	45	0	46	117	0	1466	843	0	0	0	0	18	21	74	97	16	82	0	0	14476	4662	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000029.spe	58.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	8112.79297	1.46	0	0	7	0	18	0	56	12	204	0	175	7	79	5250	36	0	18	65	0	83	0	92	0	883	655	0	4	0	4	13	35	9	0	0	41	5	582995840577848	11467	3782	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000030.spe	60.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	7793.00781	1.14	24	24	16	7	11	10	73	5	83	0	28	0	27	1693	49	0	25	65	31	6	24	42	87	1232	667	0	0	0	0	6	0	0	0	0	0	0	0	12298	4013	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000031.spe	62.04	7.32	1	0.018309	-0.003173	0.009883	0.093737	11849.40625	1.41	19	0	18	15	42	0	78	29	1323	0	304	10	246	10914	143	0	333	498	15	25	40	227	0	2496	741	0	0	0	0	40	17	48	0	0	47	25	0	15577	4497	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000032.spe	64.04	7.31	1	0.018309	-0.003173	0.009883	0.093737	13940.29980	1.32	0	0	27	36	56	0	31	92	2399	17	334	14	349	13919	100	0	721	936	10	0	22	373	97	3618	852	0	0	0	0	0	0	59	54	0	81	5	2465503273261360	17544	4926	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000033.spe	66.04	7.33	1	0.018309	-0.003173	0.009883	0.093737	10691.76172	1.31	0	7	15	14	39	0	61	33	1306	11	183	0	180	8534	83	0	391	559	48	0	88	341	0	2974	630	13	0	13	0	0	0	14	73	0	28	0	458791372914621	14204	4057	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000034.spe	68.10	7.31	1	0.018309	-0.003173	0.009883	0.093737	11732.21094	1.24	10	18	30	8	26	0	42	60	1207	0	487	16	205	12507	150	0	245	375	0	0	97	266	21	3126	735	0	0	11	11	50	17	24	30	0	31	15	0	15234	4476	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000035.spe	70.04	7.29	1	0.018309	-0.003173	0.009883	0.093737	13269.73340	1.22	0	7	4	12	30	0	38	51	1981	0	322	0	299	13581	195	0	630	848	0	33	77	400	59	4129	719	0	0	13	0	0	15	12	0	59	31	0	0	17270	4723	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000036.spe	72.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	14100.79199	1.23	0	6	16	19	80	8	26	78	2665	0	426	13	394	22076	172	0	700	955	0	0	148	399	19	4005	738	8	0	0	0	0	39	0	85	48	98	37	0	16175	4303	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000037.spe	74.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	12946.25098	1.23	19	16	29	28	24	30	45	76	2077	19	339	31	311	16011	74	0	657	788	0	94	34	322	17	3209	766	7	0	29	0	0	0	23	0	44	137	0	0	16282	4354	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000038.spe	76.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	11716.21094	1.29	0	0	11	0	28	0	45	50	954	13	422	10	150	11405	204	0	184	288	0	26	19	213	0	2836	712	9	0	0	0	30	0	43	47	62	0	6	0	15840	4337	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000039.spe	78.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	14840.35254	1.31	0	0	45	12	38	0	12	71	1186	0	705	6	290	19870	188	0	149	393	10	0	70	355	109	2626	937	0	0	0	11	0	0	50	85	92	78	5	0	18778	5295	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000040.spe	80.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	16067.69141	1.40	15	10	48	7	34	0	26	96	1393	0	678	15	281	20805	248	0	162	418	66	0	66	274	51	2844	900	0	0	34	0	42	0	49	101	47	46	0	482881478250544	20856	5469	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000041.spe	82.04	7.37	1	0.018309	-0.003173	0.009883	0.093737	14178.48926	1.35	0	0	25	4	21	0	45	73	1260	0	636	15	251	17529	173	0	120	371	38	0	137	165	62	2561	862	0	0	0	6	34	8	55	24	31	13	5	0	18454	5003	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000042.spe	84.04	7.39	1	0.018309	-0.003173	0.009883	0.093737	14384.77832	1.45	0	0	26	6	52	6	40	65	1846	0	428	29	335	16543	123	0	460	520	0	0	32	368	86	3859	707	5	0	30	0	0	15	37	75	83	46	9	0	18577	5168	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000043.spe	86.04	7.36	1	0.018309	-0.003173	0.009883	0.093737	16103.89063	1.40	0	9	21	44	49	0	58	54	3543	0	374	22	447	17750	185	0	956	1091	33	20	92	387	41	5285	922	11	0	0	0	12	0	103	0	43	97	0	71174715653951	19380	5383	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000044.spe	88.04	7.35	1	0.018309	-0.003173	0.009883	0.093737	15901.30078	1.31	0	0	17	18	49	9	63	54	2840	0	257	33	364	14013	150	9	828	1013	0	78	126	467	148	4964	998	6	0	20	0	37	68	58	16	59	40	0	505866997805680	20881	5551	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000045.spe	90.04	7.37	1	0.018309	-0.003173	0.009883	0.093737	13700.51270	1.31	0	0	0	13	35	0	70	51	2044	18	225	0	307	11026	45	14	652	825	0	0	113	434	58	4588	713	0	0	7	0	25	52	60	91	0	99	0	722289223395170	18499	4977	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000046.spe	92.04	7.33	1	0.018309	-0.003173	0.009883	0.093737	12759.65820	1.31	12	0	30	14	60	7	79	36	1381	0	144	4	212	7255	150	0	450	616	65	27	64	353	89	5092	979	7	4	0	0	33	0	0	54	22	0	10	397554237022790	18208	4951	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000047.spe	94.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	12303.58301	1.44	0	15	24	15	35	19	64	39	1621	0	197	0	211	7001	80	0	480	643	57	157	75	380	43	5261	641	6	0	0	0	27	0	32	0	56	20	0	286141854866416	17064	4619	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000048.spe	96.04	7.22	1	0.018309	-0.003173	0.009883	0.093737	14047.39355	1.37	7	19	13	25	38	0	14	39	1964	8	175	19	277	7767	50	0	554	988	0	111	141	401	35	6985	692	16	0	0	0	0	6	47	13	0	59	27	661545890392009	19539	5265	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000049.spe	98.04	7.16	1	0.018309	-0.003173	0.009883	0.093737	16801.85547	1.33	15	41	29	23	21	10	0	51	2520	9	296	14	362	10901	78	13	804	1317	24	0	195	558	17	8326	1024	9	0	0	0	11	0	70	127	0	93	0	0	22651	6302	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000050.spe	100.04	7.17	1	0.018309	-0.003173	0.009883	0.093737	15825.00586	1.41	0	0	7	22	38	0	22	117	3701	18	334	19	490	15084	309	0	976	1380	0	97	197	503	72	6974	803	8	0	26	22	0	0	20	8	0	0	0	96896570057409	19717	5413	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000051.spe	102.04	7.18	1	0.018309	-0.003173	0.009883	0.093737	15385.32715	1.27	0	13	38	42	50	0	27	96	3380	56	337	12	430	14328	161	0	790	1176	71	25	161	340	101	6525	790	7	0	0	0	39	0	86	20	62	35	10	1478778146467849	19641	5367	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000052.spe	104.04	7.18	1	0.018309	-0.003173	0.009883	0.093737	15862.80176	1.26	26	9	32	53	54	5	31	101	3492	10	395	6	493	13387	65	0	949	1326	30	44	90	582	71	7073	943	0	0	0	0	10	0	37	73	0	89	0	994023443738670	20551	5608	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000053.spe	106.04	7.18	1	0.018309	-0.003173	0.009883	0.093737	16385.67773	1.30	0	0	25	29	59	0	46	113	4240	4	421	12	588	15224	226	0	949	1626	0	75	171	703	0	7406	873	0	0	4	0	62	91	101	6	24	41	0	0	20018	5543	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000054.spe	108.04	7.18	1	0.018309	-0.003173	0.009883	0.093737	12657.86328	1.18	21	20	22	21	31	0	60	54	1790	0	206	0	249	6940	88	0	482	764	7	0	39	338	24	5803	731	0	0	0	0	37	12	67	119	0	25	11	779783909108242	17757	4888	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000055.spe	110.04	7.20	1	0.018309	-0.003173	0.009883	0.093737	13355.23047	1.24	17	26	28	19	66	10	47	71	1807	0	192	5	275	8359	113	0	504	815	0	70	115	375	51	6072	787	0	0	0	21	0	18	56	0	21	10	17	0	18420	5223	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000056.spe	112.04	7.10	1	0.018309	-0.003173	0.009883	0.093737	13739.31055	1.27	0	0	22	25	34	11	32	55	1605	0	161	0	189	8749	114	0	519	723	21	0	113	389	10	6499	735	0	0	0	0	30	8	66	47	44	0	7	0	19009	5311	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000057.spe	114.04	7.10	1	0.018309	-0.003173	0.009883	0.093737	15278.03125	1.35	0	9	37	29	35	11	39	76	3200	6	409	26	429	16682	114	0	918	1056	0	104	130	560	0	6128	856	0	0	0	0	19	0	130	37	67	117	13	6062528306166	18902	5022	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000058.spe	116.10	7.12	1	0.018309	-0.003173	0.009883	0.093737	11608.01758	1.20	24	5	13	11	40	9	55	31	1377	18	154	0	195	9591	146	0	423	558	0	105	95	425	35	4455	679	0	0	0	10	47	67	51	0	29	35	16	0	15262	4261	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000059.spe	118.04	7.22	1	0.018309	-0.003173	0.009883	0.093737	11761.80957	1.28	6	0	8	0	24	0	57	37	994	0	142	6	166	6964	61	0	405	543	18	28	96	352	51	5219	704	0	0	0	0	17	36	53	0	15	33	0	0	16525	4605	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000060.spe	120.04	7.26	1	0.018309	-0.003173	0.009883	0.093737	9004.14746	1.33	5	16	12	4	14	0	70	17	607	8	55	0	56	3255	64	4	197	301	37	45	63	146	32	3518	682	0	4	0	0	0	0	0	0	0	18	0	1800838126613872	13332	3906	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000061.spe	122.04	7.30	1	0.018309	-0.003173	0.009883	0.093737	9473.42383	1.30	0	0	0	16	30	0	66	26	1303	0	123	6	190	6716	23	0	405	533	18	41	139	330	14	3817	515	7	0	0	12	44	30	21	48	0	28	0	0	12685	3539	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000062.spe	124.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	7262.33496	1.24	23	6	0	4	24	0	65	7	493	8	57	0	87	2223	12	0	188	233	0	65	0	182	10	2841	608	4	0	0	0	30	0	90	0	6	12	13	0	10318	3034	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000063.spe	126.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	8925.55176	1.10	17	14	13	22	21	5	54	13	865	0	65	0	124	4536	101	0	274	349	0	119	44	143	14	3181	597	0	5	0	10	35	34	24	0	0	0	0	161087553983230	12073	3575	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000064.spe	128.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	14318.57910	1.26	0	0	25	13	33	8	35	40	2295	0	238	10	337	12314	187	0	706	864	25	61	72	452	0	5194	745	0	0	0	0	0	0	31	0	47	13	11	0	19514	5286	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000065.spe	130.04	7.34	1	0.018309	-0.003173	0.009883	0.093737	15867.30371	1.46	0	0	10	15	42	5	48	96	2623	8	335	0	349	16106	118	0	661	1114	0	0	147	561	116	5528	933	13	0	19	0	0	26	85	131	42	77	12	0	20869	5529	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000066.spe	132.10	7.34	1	0.018309	-0.003173	0.009883	0.093737	12030.59570	1.20	0	0	0	8	7	0	48	14	531	0	108	10	99	6234	124	0	204	307	0	0	58	340	19	4160	931	5	0	7	14	42	35	22	42	13	0	0	0	17555	4976	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000067.spe	134.10	7.36	1	0.018309	-0.003173	0.009883	0.093737	14568.26855	1.41	6	0	0	19	50	0	53	57	1454	0	321	39	215	15619	138	0	487	685	99	55	115	398	25	5230	902	12	0	0	0	6	0	0	0	41	62	0	266027129610642	18679	5144	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000068.spe	136.04	7.50	1	0.018309	-0.003173	0.009883	0.093737	12914.85059	1.39	0	16	21	17	44	0	40	66	1482	0	285	15	229	13338	156	0	483	565	0	0	110	379	5	4335	816	0	0	0	16	32	0	45	106	0	28	0	0	16612	4690	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000069.spe	138.10	7.51	1	0.018309	-0.003173	0.009883	0.093737	11760.20898	1.45	0	0	4	9	30	0	43	22	1363	0	171	0	189	7909	56	0	439	513	75	127	42	273	0	4190	739	0	0	0	0	12	0	0	0	19	47	0	236015579128497	16131	4339	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000070.spe	140.10	7.51	1	0.018309	-0.003173	0.009883	0.093737	7078.14502	1.24	0	0	6	0	11	0	72	16	248	0	67	0	33	2662	35	0	120	165	0	14	25	124	0	1889	486	0	0	0	0	25	26	24	16	0	4	0	356787169631671	10351	3001	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000071.spe	142.04	7.51	1	0.018309	-0.003173	0.009883	0.093737	9010.84766	1.16	0	0	6	0	26	0	59	24	446	0	154	4	84	7957	139	0	229	206	22	82	37	198	5	2417	533	0	0	0	0	26	0	16	7	0	0	5	0	12279	3404	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000072.spe	144.20	7.51	1	0.018309	-0.003173	0.009883	0.093737	13632.41602	1.28	20	11	58	30	72	8	66	60	991	0	471	16	159	15471	136	0	505	478	19	28	130	316	118	3741	803	0	0	0	0	0	22	29	37	24	57	16	0	17448	4943	
