depth	min	max	median	mean
0	-59.07	-53.16	-55.96	-56
0.02	-55.86	-50.04	-52.81	-52.85
0.04	-52.76	-46.7	-49.67	-49.7
0.06	-49.81	-43.34	-46.53	-46.55
0.08	-46.93	-39.85	-43.4	-43.4
0.1	-44.01	-36.32	-40.29	-40.26
0.12	-41.18	-32.73	-37.14	-37.11
0.14	-38.33	-29.12	-34.01	-33.96
0.16	-35.48	-25.44	-30.89	-30.81
0.18	-32.76	-21.76	-27.78	-27.66
0.2	-29.94	-18.08	-24.65	-24.52
0.22	-27.14	-14.36	-21.53	-21.37
0.24	-24.35	-10.67	-18.39	-18.22
0.26	-21.58	-7	-15.25	-15.07
0.28	-18.77	-3.3	-12.13	-11.92
0.3	-16.02	0.4	-8.99	-8.77
0.32	-13.3	4.15	-5.86	-5.63
0.34	-10.49	7.85	-2.74	-2.48
0.36	-7.69	11.59	0.39	0.67
0.38	-4.88	15.29	3.53	3.82
0.4	-2.08	19	6.66	6.97
0.42	0.69	22.69	9.79	10.11
0.44	3.48	26.42	12.93	13.26
0.46	6.23	30.16	16.06	16.41
0.48	9.02	33.89	19.19	19.56
0.5	11.82	37.62	22.33	22.71
0.52	14.59	41.36	25.45	25.86
0.54	17.39	45.06	28.57	29
0.56	20.18	48.79	31.71	32.15
0.58	22.94	52.53	34.84	35.3
0.6	25.74	56.25	37.97	38.45
0.62	28.54	59.99	41.11	41.6
0.64	31.32	63.73	44.25	44.74
0.66	34.13	67.47	47.4	47.89
0.68	36.89	71.24	50.53	51.04
0.7	39.71	74.98	53.66	54.19
0.72	42.51	78.72	56.78	57.34
0.74	45.32	82.47	59.91	60.49
0.76	48.11	86.23	63.03	63.63
0.78	50.96	89.92	66.18	66.78
0.8	53.73	93.66	69.31	69.93
0.82	56.5	97.4	72.44	73.08
0.84	59.26	101.12	75.57	76.23
0.86	62.09	104.83	78.7	79.37
0.88	64.88	108.56	81.82	82.52
0.9	67.63	112.25	84.95	85.67
0.92	70.41	115.97	88.07	88.82
0.94	73.22	119.7	91.19	91.97
0.96	76.03	123.42	94.32	95.12
0.98	78.78	127.15	97.44	98.26
1	81.52	130.89	100.58	101.41
1.02	84.25	134.61	103.7	104.56
1.04	87	138.34	106.84	107.71
1.06	89.75	142.08	109.97	110.86
1.08	92.48	145.81	113.09	114
1.1	95.27	149.55	116.22	117.15
1.12	98.02	153.27	119.34	120.3
1.14	100.76	156.99	122.47	123.45
1.16	103.49	160.7	125.6	126.6
1.18	106.25	164.41	128.73	129.75
1.2	109.01	168.13	131.86	132.89
1.22	111.79	171.88	134.99	136.04
1.24	114.56	175.62	138.12	139.19
1.26	117.34	179.35	141.26	142.34
1.28	120.11	183.08	144.39	145.49
1.3	122.86	186.84	147.52	148.64
1.32	125.61	190.57	150.64	151.78
1.34	128.36	194.31	153.77	154.93
1.36	131.11	198.05	156.9	158.08
1.38	133.86	201.79	160.03	161.23
1.4	136.62	205.53	163.16	164.38
1.42	139.4	209.27	166.28	167.52
1.44	142.2	213	169.41	170.67
1.46	144.98	216.74	172.56	173.82
1.48	147.75	220.46	175.68	176.97
1.5	150.52	224.18	178.8	180.12
1.52	153.29	227.92	181.94	183.27
1.54	156.07	231.66	185.07	186.41
1.56	158.83	235.39	188.21	189.56
1.58	161.57	239.14	191.35	192.71
1.6	164.33	242.88	194.49	195.86
1.62	167.08	246.62	197.63	199.01
1.64	169.84	250.36	200.76	202.15
1.66	172.59	254.09	203.89	205.3
1.68	175.36	257.83	207.02	208.45
1.7	178.13	261.57	210.15	211.6
1.72	180.89	265.3	213.28	214.75
1.74	183.66	269.03	216.4	217.9
1.76	186.42	272.75	219.56	221.04
1.78	189.17	276.47	222.7	224.19
1.8	191.93	280.19	225.84	227.34
1.82	194.69	283.92	228.98	230.49
1.84	197.44	287.64	232.11	233.64
1.86	200.2	291.37	235.24	236.78
1.88	202.95	295.1	238.36	239.93
1.9	205.71	298.84	241.51	243.08
1.92	208.47	302.58	244.63	246.23
1.94	211.22	306.32	247.77	249.38
1.96	213.98	310.06	250.9	252.53
1.98	216.73	313.8	254.05	255.67
2	219.49	317.54	257.16	258.82
2.02	222.24	321.28	260.29	261.97
2.04	225	325.02	263.43	265.12
2.06	227.75	328.75	266.58	268.27
2.08	230.5	332.47	269.71	271.41
2.1	233.26	336.21	272.84	274.56
2.12	236.01	339.95	275.96	277.71
2.14	238.76	343.7	279.12	280.86
2.16	241.52	347.45	282.24	284.01
2.18	244.27	351.2	285.36	287.16
2.2	247.02	354.94	288.49	290.3
2.22	249.78	358.68	291.62	293.45
2.24	252.53	362.43	294.75	296.6
2.26	255.28	366.17	297.89	299.75
2.28	258.04	369.91	301.02	302.9
2.3	260.79	373.66	304.16	306.04
2.32	263.55	377.4	307.29	309.19
2.34	266.31	381.15	310.42	312.34
2.36	269.07	384.9	313.55	315.49
2.38	271.82	388.66	316.68	318.64
2.4	274.57	392.42	319.82	321.79
2.42	277.32	396.16	322.96	324.93
2.44	280.07	399.9	326.08	328.08
2.46	282.82	403.64	329.22	331.23
2.48	285.58	407.39	332.35	334.38
2.5	288.34	411.13	335.48	337.53
2.52	291.1	414.87	338.62	340.68
2.54	293.86	418.61	341.75	343.82
2.56	296.61	422.34	344.88	346.97
2.58	299.37	426.07	348.01	350.12
2.6	302.13	429.8	351.15	353.27
2.62	304.89	433.53	354.28	356.42
2.64	307.65	437.27	357.41	359.56
2.66	310.42	441.01	360.55	362.71
2.68	313.19	444.74	363.68	365.86
2.7	315.95	448.48	366.82	369.01
2.72	318.71	452.22	369.95	372.16
2.74	321.47	455.96	373.08	375.31
2.76	324.23	459.7	376.21	378.45
2.78	326.99	463.44	379.33	381.6
