"depth","MSE","cps","validity","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Sn","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo inc","Mo coh","filename","position","sample surface","revalidity","E-gain","E-offset","F-slope","F-offset","kcps","Fe a*2","S1","S2","S3","label","qc"
212,1.1,26554,FALSE,16,13,13,22,21,5,54,13,866,NA,65,5,NA,124,4535,101,NA,276,349,NA,126,42,151,11,3189,80,614,NA,5,NA,7,28,35,27,28,NA,NA,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000063.spe",126.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1",FALSE
214,1.24,49095,TRUE,0,0,25,13,34,10,37,42,2297,0,236,15,8,335,12303,193,0,724,874,30,43,75,480,5,5238,55,744,0,0,0,0,0,10,52,132,18,43,80,51,19569,5299,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000064.spe",128.04,7.34,1,0.018309,-0.003173,0.009939,0.093737,14318.5791,25,0,11,6.18e+14,"S1",FALSE
216,1.51,55960,TRUE,0,0,10,15,43,6,49,97,2624,9,334,5,0,348,16100,122,0,673,1126,0,0,158,557,107,5561,0,937,13,0,19,0,0,42,102,47,47,163,21,132,20909,5537,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000065.spe",130.04,7.34,1,0.018309,-0.003173,0.009939,0.093737,15867.30371,47,72,12,4.59e+14,"S1",TRUE
218.06,1.24,36084,TRUE,0,0,0,9,7,4,50,15,532,0,107,9,9,99,6231,127,0,211,314,0,0,61,331,28,4167,0,930,6,0,6,14,38,45,31,36,28,54,12,0,17572,4989,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000066.spe",132.1,7.34,1,0.018309,-0.003173,0.009939,0.093737,12030.5957,12,0,0,0,"S1",TRUE
220.06,1.47,50130,TRUE,0,0,0,20,52,0,56,59,1457,0,318,18,36,213,15605,148,0,507,709,101,53,128,357,38,5229,0,879,14,0,0,0,0,0,27,81,96,26,32,40,18650,5149,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000067.spe",134.1,7.36,1,0.018309,-0.003173,0.009939,0.093737,14568.26855,32,47,0,0,"S1",TRUE
222,1.49,43898,TRUE,0,13,20,17,45,0,43,68,1484,7,279,41,11,231,13336,161,0,493,574,0,0,107,347,15,4285,0,813,5,0,0,16,29,0,56,33,27,76,0,0,16559,4707,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000068.spe",136.04,7.5,1,0.018309,-0.003173,0.009939,0.093737,12914.85059,0,24,0,0,"S1",TRUE
224.06,1.52,36837,TRUE,0,0,0,9,31,0,45,23,1364,0,168,24,0,189,7904,60,0,448,523,77,126,44,257,0,4187,0,723,5,0,0,0,6,0,8,48,35,0,50,0,16132,4351,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000069.spe",138.1,7.51,1,0.018309,-0.003173,0.009939,0.093737,11760.20898,0,41,0,1.47e+14,"S1",TRUE
226.06,1.21,19435,FALSE,NA,NA,6,NA,11,NA,71,15,247,NA,68,NA,NA,32,2661,36,NA,121,167,NA,19,26,114,NA,1885,NA,487,NA,NA,NA,NA,28,28,25,NA,12,12,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000070.spe",140.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1",FALSE
228,1.17,28412,FALSE,NA,NA,6,NA,26,NA,60,24,447,NA,156,NA,5,82,7951,141,NA,235,213,23,88,39,181,15,2405,NA,525,NA,NA,NA,NA,24,NA,24,22,26,9,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000071.spe",142.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1",FALSE
230.16,1.32,46420,TRUE,18,9,58,31,73,9,68,61,993,0,466,22,13,159,15465,138,4,514,485,23,19,129,325,133,3749,0,786,0,0,0,0,0,30,38,59,7,58,72,0,17453,4953,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000072.spe",144.2,7.51,1,0.018309,-0.003173,0.009939,0.093737,13632.41602,0,52,16,1.54e+15,"S1",FALSE
232.16,1.27,42007,TRUE,0,0,15,0,26,0,56,62,785,0,422,25,21,165,13162,167,0,366,273,0,0,84,256,83,3200,58,769,10,0,0,5,15,42,51,34,24,76,9,0,17086,4660,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000073.spe",146.2,7.53,1,0.018309,-0.003173,0.009939,0.093737,12843.25586,0,51,8,2.45e+14,"S1",TRUE
234,1.54,45297,TRUE,0,0,23,20,38,14,26,66,860,5,366,0,22,149,10830,137,0,332,444,0,152,169,392,15,3905,19,913,9,0,6,24,0,44,51,103,48,0,65,23,20705,5267,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000074.spe",148.04,7.54,1,0.018309,-0.003173,0.009939,0.093737,14524.87012,55,0,0,0,"S1",TRUE
236,1.73,54508,TRUE,0,0,35,29,37,5,40,99,1781,28,540,25,34,257,14659,126,0,757,718,15,0,107,551,140,4457,0,1050,8,0,8,0,10,11,85,62,79,140,70,104,22648,5793,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000075.spe",150.04,7.55,1,0.018309,-0.003173,0.009939,0.093737,16426.67578,0,58,0,8.73e+14,"S1",TRUE
238,1.33,48520,TRUE,0,0,31,25,23,10,48,80,1724,0,520,19,17,252,14128,152,0,672,631,37,147,176,555,50,3904,66,861,0,0,6,0,0,14,58,117,38,0,15,0,19200,4944,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000076.spe",152.04,7.55,1,0.018309,-0.003173,0.009939,0.093737,14454.5752,0,57,0,0,"S1",TRUE
240,1.36,40991,TRUE,20,17,22,16,19,10,61,44,905,8,421,38,0,180,12028,52,0,307,371,0,39,72,225,87,3340,0,714,0,0,0,0,0,31,29,53,45,7,21,17,17258,4511,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000077.spe",154.04,7.55,1,0.018309,-0.003173,0.009939,0.093737,12514.57227,23,42,20,0,"S1",TRUE
242,1.34,44778,TRUE,0,6,19,26,21,5,41,45,1227,0,370,10,40,176,11467,128,0,442,483,18,116,78,420,116,4308,53,817,5,0,9,0,9,0,40,59,54,0,0,30,19028,5055,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000078.spe",156.04,7.56,1,0.018309,-0.003173,0.009939,0.093737,13734.31055,57,48,0,0,"S1",TRUE
244,1.41,51834,TRUE,8,0,23,13,30,0,30,65,1043,0,487,12,29,205,17838,215,0,349,382,0,8,89,396,43,3806,66,1022,0,0,19,0,0,30,70,86,28,49,0,26,20022,5335,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000079.spe",158.04,7.6,1,0.018309,-0.003173,0.009939,0.093737,15207.03711,10,0,0,8.07e+14,"S1",TRUE
246,1.34,51524,TRUE,0,10,42,13,46,12,32,96,1377,12,595,39,8,254,20433,150,0,550,482,45,120,84,392,35,3746,0,776,0,0,0,0,18,0,87,48,28,0,0,26,17264,4680,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000080.spe",160.04,7.61,1,0.018309,-0.003173,0.009939,0.093737,14500.6709,24,30,5,5.56e+14,"S1",TRUE
248,1.3,40508,TRUE,11,7,23,16,31,0,18,42,1486,0,185,23,11,288,10578,46,0,543,706,0,0,16,381,0,4589,0,813,0,0,0,0,0,0,48,49,0,68,0,0,16007,4467,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000081.spe",162.04,7.61,1,0.018309,-0.003173,0.009939,0.093737,12219.28516,56,110,10,0,"S1",TRUE
250,1.47,57222,TRUE,11,8,36,39,75,10,22,79,2789,0,295,14,15,418,17551,269,0,945,1090,112,35,158,545,99,6158,23,913,0,0,20,0,49,0,68,110,30,132,75,29,19593,5331,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000082.spe",164.04,7.61,1,0.018309,-0.003173,0.009939,0.093737,15988.49805,76,0,0,0,"S1",TRUE
252,1.32,60038,TRUE,6,18,22,32,41,8,23,92,3368,0,446,28,11,533,18026,161,0,1123,1268,0,0,91,530,55,6450,71,944,0,0,0,0,9,49,173,103,0,100,52,35,20535,5635,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000083.spe",166.04,7.61,1,0.018309,-0.003173,0.009939,0.093737,16746.6582,0,99,0,0,"S1",TRUE
254,1.31,51428,TRUE,6,0,12,50,24,0,21,99,3223,0,367,18,9,472,15345,114,0,942,1290,75,30,170,440,55,5684,109,760,0,0,0,0,0,0,70,100,36,39,0,32,17226,4610,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000084.spe",168.04,7.63,1,0.018309,-0.003173,0.009939,0.093737,14420.97461,0,91,0,1.11e+15,"S1",TRUE
256,1.34,56716,TRUE,0,6,35,35,55,0,32,107,3740,0,364,12,12,561,16870,184,0,1091,1372,28,118,196,485,107,6272,0,755,0,0,0,0,31,32,63,43,62,64,0,0,18999,4939,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000085.spe",170.04,7.63,1,0.018309,-0.003173,0.009939,0.093737,15761.30859,46,48,0,0,"S1",TRUE
258,1.2,50613,TRUE,15,10,28,27,42,0,15,72,2497,0,258,0,21,375,11881,117,0,690,1094,48,29,106,537,89,5899,46,927,0,0,0,0,58,0,65,50,62,89,0,52,20008,5342,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000086.spe",172.04,7.6,1,0.018309,-0.003173,0.009939,0.093737,14971.74902,64,59,0,0,"S1",TRUE
260,1.32,44868,TRUE,19,0,17,25,35,0,39,77,1952,4,248,31,4,294,10926,77,5,605,904,0,163,159,376,7,5179,35,808,0,0,0,43,30,79,45,47,28,0,0,17,17577,4860,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000087.spe",174.04,7.6,1,0.018309,-0.003173,0.009939,0.093737,13416.82715,153,72,6,0,"S1",TRUE
262.06,1.3,48352,TRUE,32,13,28,26,20,0,31,23,2880,0,289,15,16,405,13400,208,0,774,915,56,0,122,408,17,5044,33,600,0,0,0,0,0,8,77,115,51,106,44,0,17815,4781,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000088.spe",176.1,7.55,1,0.018309,-0.003173,0.009939,0.093737,13830.10352,0,7,0,0,"S1",TRUE
264,1.34,49370,TRUE,0,0,6,16,54,0,22,61,2410,0,245,0,17,307,13293,147,0,573,842,17,197,96,379,83,5607,0,731,0,0,13,0,7,52,96,117,97,0,0,50,18556,5152,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000089.spe",178.04,7.54,1,0.018309,-0.003173,0.009939,0.093737,14238.18555,127,61,0,0,"S1",TRUE
266,1.73,62141,TRUE,0,0,10,33,41,12,18,128,3314,6,519,36,66,496,21628,220,0,909,1066,22,23,155,504,142,5678,74,911,0,0,6,0,19,0,63,148,33,85,19,15,20351,5391,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000090.spe",180.04,7.54,1,0.018309,-0.003173,0.009939,0.093737,17023.24414,0,80,0,0,"S1",TRUE
268,1.22,46878,TRUE,0,8,12,21,49,0,11,47,1676,0,450,5,11,290,16006,166,0,341,522,12,9,180,323,119,3222,49,713,0,0,0,12,43,77,110,69,76,128,0,0,17178,4873,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000091.spe",182.04,7.57,1,0.018309,-0.003173,0.009939,0.093737,13583.31934,70,0,0,3.12e+14,"S1",TRUE
270,1.43,64379,TRUE,24,16,43,25,46,0,13,95,2217,0,804,63,24,477,27284,238,5,375,470,41,66,81,227,32,3689,49,872,0,0,22,0,0,0,64,94,71,86,109,11,20634,6012,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000092.spe",184.04,7.53,1,0.018309,-0.003173,0.009939,0.093737,17068.44141,0,84,11,0,"S1",TRUE
272.06,1.47,48024,TRUE,0,5,21,19,37,17,63,82,2034,13,524,26,20,300,16098,107,0,393,407,18,29,55,224,0,2981,0,795,14,0,13,0,0,0,56,20,0,0,54,0,18369,5230,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000093.spe",186.1,7.51,1,0.018309,-0.003173,0.009939,0.093737,14264.98242,0,105,6,1.15e+15,"S1",TRUE
274.06,1.31,40565,TRUE,31,0,27,19,15,6,29,38,1332,19,283,29,7,186,12103,130,0,229,309,0,79,97,266,96,2566,48,816,0,0,0,0,28,22,50,45,33,0,0,0,16820,4655,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000094.spe",188.1,7.5,1,0.018309,-0.003173,0.009939,0.093737,12424.07715,152,0,0,0,"S1",TRUE
276.16,1.46,53906,TRUE,0,0,36,33,49,9,45,91,2279,0,697,41,11,337,21416,254,0,383,488,15,0,95,235,100,3010,101,824,0,0,0,0,37,72,33,45,41,88,36,18,17916,5017,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000095.spe",190.2,7.52,1,0.018309,-0.003173,0.009939,0.093737,14667.66309,54,17,9,0,"S1",TRUE
278.06,1.38,50851,TRUE,12,4,33,24,26,0,16,51,2430,0,589,0,24,373,18783,121,25,426,535,119,0,59,347,83,3029,66,693,12,0,0,0,0,0,70,60,59,122,102,100,17521,4937,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000096.spe",192.1,7.54,1,0.018309,-0.003173,0.009939,0.093737,14381.67871,0,139,0,0,"S1",TRUE
280.06,1.34,56246,TRUE,0,4,19,35,25,0,61,70,2656,0,715,22,13,386,22720,219,0,451,530,30,0,124,267,0,3405,130,862,14,0,0,0,10,0,63,82,87,113,27,26,18069,4915,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000097.spe",194.1,7.54,1,0.018309,-0.003173,0.009939,0.093737,15279.73438,96,36,0,0,"S1",TRUE
282.16,1.22,36876,TRUE,0,0,15,22,30,0,58,55,1078,0,307,18,0,166,10315,118,11,225,237,31,110,122,182,0,2581,0,796,0,0,0,0,28,50,60,63,73,0,93,0,15664,4368,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000098.spe",196.2,7.54,1,0.018309,-0.003173,0.009939,0.093737,11485.22363,0,36,0,6.7e+14,"S1",TRUE
284,1.36,49475,TRUE,0,12,26,0,32,8,39,73,1880,0,467,52,4,282,17544,212,0,292,442,9,10,166,247,72,3243,0,722,0,0,0,9,0,25,20,83,114,116,113,0,18075,5036,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000099.spe",198.04,7.54,1,0.018309,-0.003173,0.009939,0.093737,14241.08594,50,22,14,4.75e+13,"S1",TRUE
286.06,1.66,47254,TRUE,0,0,18,28,17,0,41,75,1798,14,406,20,8,300,13766,132,0,339,476,0,5,89,281,53,3421,0,888,5,0,0,0,0,67,86,45,14,0,0,0,19517,5318,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000100.spe",200.1,7.55,1,0.018309,-0.003173,0.009939,0.093737,14199.48828,27,77,6,1.6e+14,"S1",TRUE
288,1.29,50369,TRUE,8,0,26,11,23,10,18,47,2221,0,372,38,20,298,13636,61,9,443,633,37,69,108,385,209,3935,55,1042,19,6,0,0,0,8,76,89,34,31,9,0,20591,5689,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000101.spe",202.04,7.56,1,0.018309,-0.003173,0.009939,0.093737,15014.64746,103,98,19,0,"S1",TRUE
290.06,1.18,52865,TRUE,28,22,41,44,38,0,30,68,2500,0,533,46,6,382,17720,173,0,442,669,26,67,154,397,83,3707,140,848,7,6,0,0,7,43,73,31,30,24,18,0,18979,5433,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000102.spe",204.1,7.52,1,0.018309,-0.003173,0.009939,0.093737,14944.24902,50,51,0,2.01e+14,"S1",TRUE
292.16,1.33,54965,TRUE,0,0,18,15,37,4,38,98,2071,0,621,31,14,348,18831,246,0,332,382,0,236,95,212,0,3507,58,914,0,0,0,0,0,42,73,76,73,0,0,0,20748,5679,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000103.spe",206.2,7.54,1,0.018309,-0.003173,0.009939,0.093737,15886.70117,166,40,19,0,"S1",TRUE
294.06,1.24,51084,TRUE,18,0,29,19,13,7,11,56,1777,0,521,7,14,321,17824,155,0,303,385,48,0,98,233,94,3219,150,891,20,10,0,0,16,0,37,25,0,61,0,0,19210,5360,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000104.spe",208.1,7.53,1,0.018309,-0.003173,0.009939,0.093737,14611.46484,152,43,9,3.78e+14,"S1",TRUE
296.06,1.4,52064,TRUE,10,0,22,15,25,9,37,85,1971,0,604,18,0,315,20123,168,0,369,362,76,0,0,308,64,3214,0,673,0,0,0,0,0,0,37,79,30,86,85,0,18287,4947,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000105.spe",210.1,7.51,1,0.018309,-0.003173,0.009939,0.093737,14777.1582,45,122,0,0,"S1",TRUE
298.06,1.27,45462,TRUE,8,11,34,0,23,8,51,67,2004,0,645,6,11,273,17964,175,0,313,329,47,29,90,181,110,2705,18,694,12,0,7,0,0,7,33,29,89,38,23,0,14988,4342,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000106.spe",212.1,7.51,1,0.018309,-0.003173,0.009939,0.093737,12405.17773,98,23,9,0,"S1",TRUE
300.16,1.3,37058,TRUE,5,0,0,0,28,0,55,18,911,0,275,20,6,192,10315,111,0,159,186,52,0,72,203,49,2546,105,845,0,5,0,0,15,0,22,73,22,57,11,0,16180,4520,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000107.spe",214.2,7.56,1,0.018309,-0.003173,0.009939,0.093737,11753.80859,0,45,13,1.68e+14,"S1",TRUE
302.06,1.55,55027,TRUE,0,0,33,12,40,10,29,94,2174,4,679,28,23,348,21125,239,0,364,394,6,0,58,281,160,3307,0,920,0,0,0,0,0,0,107,121,19,97,0,0,19121,5201,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000108.spe",216.1,7.62,1,0.018309,-0.003173,0.009939,0.093737,15554.61719,33,68,12,1.01e+14,"S1",TRUE
304,1.3,51658,TRUE,0,26,36,9,49,11,50,78,1969,0,632,4,0,370,20606,135,0,339,379,86,0,22,281,29,2869,14,793,0,0,0,0,0,0,69,43,39,126,8,57,17594,4920,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000109.spe",218.04,7.66,1,0.018309,-0.003173,0.009939,0.093737,14364.37891,15,88,0,0,"S1",TRUE
306,1.29,41687,TRUE,5,0,10,0,10,0,60,37,1401,4,448,0,21,229,14291,63,0,227,360,23,37,104,197,116,2357,0,716,0,0,0,18,22,39,41,78,44,33,0,0,16162,4431,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000110.spe",220.04,7.66,1,0.018309,-0.003173,0.009939,0.093737,12288.58203,103,72,4,5.28e+14,"S1",TRUE
308,1.22,45946,TRUE,15,13,22,24,15,0,40,40,1724,0,518,31,10,266,15947,168,0,271,310,0,56,76,300,85,2663,28,855,0,0,0,0,0,7,0,71,28,0,4,52,17326,4835,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000111.spe",222.04,7.66,1,0.018309,-0.003173,0.009939,0.093737,13570.31738,146,53,0,0,"S1",TRUE
310,1.27,54562,TRUE,0,27,31,6,43,0,36,88,2077,0,643,37,23,365,21413,222,0,326,410,0,24,41,254,48,3118,0,858,0,0,0,0,21,28,81,43,10,55,0,0,18871,5262,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000112.spe",224.04,7.66,1,0.018309,-0.003173,0.009939,0.093737,15246.13477,101,12,8,1.45e+15,"S1",TRUE
312,1.29,56172,TRUE,6,20,33,18,37,0,33,79,2214,0,684,49,12,336,22213,207,0,377,449,30,0,144,282,122,3239,29,816,0,0,0,0,9,0,72,112,23,115,55,62,18916,5379,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000113.spe",226.04,7.67,1,0.018309,-0.003173,0.009939,0.093737,15472.82324,0,94,6,0,"S1",TRUE
314,1.37,46713,TRUE,7,24,28,0,31,0,53,39,1136,0,456,0,0,225,16415,194,0,315,271,59,0,107,230,147,2648,79,947,0,0,13,0,35,0,65,8,44,88,8,0,17715,5317,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000114.spe",228.04,7.71,1,0.018309,-0.003173,0.009939,0.093737,13612.7168,9,32,0,9.32e+14,"S1",TRUE
316,1.24,50426,TRUE,0,0,50,16,31,0,54,71,1558,0,628,19,24,308,18531,161,10,189,311,0,45,81,274,0,3045,15,964,6,0,0,24,13,32,74,36,16,31,0,61,18364,5331,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000115.spe",230.04,7.75,1,0.018309,-0.003173,0.009939,0.093737,14486.87109,53,88,4,1.21e+14,"S1",TRUE
318,1.15,31269,FALSE,5,NA,21,8,17,NA,52,35,1217,11,433,5,NA,220,13705,122,NA,187,228,NA,NA,NA,196,16,1545,NA,520,9,NA,NA,NA,NA,NA,67,54,23,49,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000116.spe",232.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1",FALSE
320,1.09,29999,FALSE,NA,NA,NA,NA,15,6,45,37,849,NA,237,19,10,154,9489,79,NA,151,211,24,52,28,143,44,1814,6,531,NA,NA,NA,13,22,10,39,19,NA,NA,25,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000117.spe",234.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1",FALSE
322,1.32,52664,TRUE,0,21,29,20,24,0,36,55,2102,0,637,0,0,321,20044,251,0,431,417,9,9,98,381,70,3038,91,783,6,0,0,0,24,72,106,75,58,26,44,0,18277,5088,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000118.spe",236.04,7.75,1,0.018309,-0.003173,0.009939,0.093737,14901.34961,21,35,0,0,"S1",FALSE
324,1.44,57641,TRUE,22,0,28,15,24,0,18,98,2064,7,732,27,0,406,23960,258,0,299,358,56,10,94,284,22,2907,0,835,0,0,24,0,6,6,69,91,69,30,0,70,19182,5355,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000119.spe",238.04,7.75,1,0.018309,-0.003173,0.009939,0.093737,15927.29883,215,43,12,6.09e+14,"S1",TRUE
326,1.41,54732,TRUE,0,11,18,26,23,4,48,86,1965,0,583,6,5,349,19686,144,0,354,326,24,18,132,361,69,3260,35,826,5,5,16,0,0,17,40,138,36,54,21,9,20273,5632,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000120.spe",240.04,7.78,1,0.018309,-0.003173,0.009939,0.093737,15872.10254,127,111,12,0,"S1",TRUE
328,1.28,59748,TRUE,8,0,47,23,26,0,19,59,2399,0,610,38,0,395,21466,295,0,369,449,0,0,109,311,46,3341,173,1088,0,0,0,63,0,48,11,66,48,100,0,0,22043,5992,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000121.spe",242.04,7.75,1,0.018309,-0.003173,0.009939,0.093737,17214.73633,106,75,10,0,"S1",TRUE
330,1.51,57491,TRUE,11,0,31,29,46,6,43,79,2240,0,743,50,14,355,21450,189,0,342,381,38,0,191,397,143,3454,29,1043,0,0,0,9,0,0,54,102,76,154,113,0,20101,5499,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000122.spe",244.04,7.71,1,0.018309,-0.003173,0.009939,0.093737,15911.70117,79,62,5,0,"S1",TRUE
332,1.66,50201,TRUE,0,0,6,20,8,7,15,91,1625,7,507,5,18,280,17659,134,0,232,315,0,40,122,232,33,2571,0,859,0,0,11,0,12,66,82,54,64,69,82,10,19306,5659,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000123.spe",246.04,7.7,1,0.018309,-0.003173,0.009939,0.093737,14820.45703,0,95,0,0,"S1",TRUE
334,1.33,54021,TRUE,0,16,51,0,40,0,20,59,2143,23,488,9,34,363,17625,229,0,415,534,0,0,108,188,126,3244,0,943,15,0,7,0,17,41,74,123,76,78,0,0,21096,5836,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000124.spe",248.04,7.71,1,0.018309,-0.003173,0.009939,0.093737,15971.99805,0,25,0,0,"S1",TRUE
336,1.59,55415,TRUE,0,6,21,18,51,6,25,79,2002,0,542,57,29,288,18700,237,0,400,481,26,47,98,379,179,3635,37,899,12,0,0,0,40,27,98,65,26,58,83,0,20995,5725,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000125.spe",250.04,7.71,1,0.018309,-0.003173,0.009939,0.093737,15909.20117,44,0,0,0,"S1",TRUE
