"P","S","Si","K","Ca","Ti","V","Mn","Fe","Co","Cu","Zn","Br","Sr","Zr","Mo inc","Mo coh","coh_inc","cps_sum","depth","label"
0.00160940885174868,0.0011142061281337,0.00105230578768183,0.00049520272361498,0.0448777468276076,0.0166511915815537,0,0.00897554936552151,0.572701949860724,0.0067471371092541,0.00897554936552151,0.00767564221603219,0.00897554936552151,0.151717734447539,0.0524914887031879,1,0.295636025998143,0.295636025998143,35685,624,"S2"
0.000219702961595922,0.00145003954653309,0.00105457421566043,0.00325160383161965,0.0739959574655066,0.0253537217681694,0.000351524738553476,0.0139731083575007,0.82757711573952,0.00760172247121891,0.0134458212496704,0.0181474646278232,0.0103699797873275,0.146761578346076,0.0455224536426751,1,0.271289216978645,0.271289216978645,56892,626,"S1"
0.0020341490476484,0.00197250816741663,0.00221907168834371,0.00499291129877335,0.0780373543734205,0.025704247056648,0.0020341490476484,0.0159649879800284,0.925414534919559,0.0131911483695987,0.0159033470997966,0.0144856068544659,0.0067188559452629,0.157554089872403,0.0567096098132281,1,0.297355606238057,0.297355606238057,43090,626,"S2"
0.0017289230629237,0.000272987852040584,0.00209290686564448,0.00354884207652759,0.0686109468128668,0.0202920970016834,0,0.0124664452431867,0.744255880613313,0.00773465580781655,0.012602939169207,0.0169707448018563,0.0145138541334911,0.139906274170799,0.0426771008690113,1,0.258655989808454,0.258655989808454,52309,628,"S1"
0.00104621822881408,0.00116930272632162,0.00184626746261308,0.00393870392024125,0.071819804295649,0.0286171456705028,0.00123084497507539,0.0150163086959197,0.86694565819435,0.0113237737706936,0.0122469075020001,0.011200689273186,0.0066465628654071,0.168256508092806,0.0572958335897594,1,0.32180441873346,0.32180441873346,42481,628,"S2"
0.000479010625326598,0.00134993903501132,0.00261278522905417,0.00357080647970737,0.0639261452708587,0.0202490855251698,0.00126284619404285,0.0124542762584916,0.693825117575335,0.00748998432328863,0.0155025256923881,0.0141525866573768,0.0116268942692911,0.134210067932416,0.0364048075248215,1,0.273906984845846,0.273906984845846,53333,630,"S1"
0,0,0,0.00103011573653275,0.0292674059261952,0.0114524631885112,0.00090892564988184,0.00690783493910198,0.458159122583773,0.00599890928922014,0.00854390110888929,0.00781676058898382,0.00836211597891292,0.168393625401442,0.0530812579530994,1,0.315700175725626,0.315700175725626,34934,630,"S2"
0.000357284636760619,0.00170702659785629,0.0019452163556967,0.003652242953553,0.0674870980547836,0.0217943628423978,0.000754267566494641,0.0136959110758237,0.721556173084557,0.00543866613735609,0.011750694720127,0.0149662564509726,0.011750694720127,0.129734021437078,0.0413259229853116,1,0.253036919412465,0.253036919412465,58371,632,"S1"
0,0,0,0.00128072208330792,0.0359821918643654,0.0158565591266695,0,0.00792827956333476,0.566384094651461,0.010062816368848,0.00512288833323169,0.00597670305543697,0.00609867658718058,0.158931511861926,0.0478136244434958,1,0.313228029517595,0.313228029517595,36199,632,"S2"
0.00058555355723786,0.00142205863900623,0.00125475762265256,0.00301141829436614,0.0758291856623029,0.0247187251662554,0.000752854573591535,0.0130076540214982,0.780584717052156,0.0076540214981806,0.0146806641850349,0.0151407419800075,0.00865782759630265,0.140741980007529,0.0360115437701284,1,0.263499100757037,0.263499100757037,57798,634,"S1"
0.00025244556642474,0.000757336699274219,0,0.000883559482486589,0.0253707794256863,0.0104133796150205,0,0.00643736194383086,0.412306721363206,0.00429157462922057,0.0054275796781319,0.0054275796781319,0.00845692647522878,0.171789207952035,0.055285579047018,1,0.295866203849795,0.295866203849795,32351,634,"S2"
0.00048688125507168,0.00129835001352448,0.000216391668920747,0.00221801460643765,0.0546929943197187,0.0174195293481201,0.000270489586150933,0.0106031917771166,0.541682445225859,0.00838517717067893,0.0107654855288071,0.0106031917771166,0.00838517717067893,0.127995672166622,0.0424668650256965,1,0.256261833919394,0.256261833919394,39445,636,"S1"
0.000680532516694313,0.00161626472714899,0.00174386457402918,0.00293479647824423,0.0606099272680873,0.0183318446684531,0.000850665645867892,0.0115690527838033,0.695801965037642,0.00995278805665433,0.0133554506401259,0.0136531836161797,0.0114839862192165,0.126451448258262,0.0328356939305006,1,0.251839564459189,0.251839564459189,53626,638,"S1"
0,0.00124695683154207,0.00142509352176237,0.00249391366308414,0.0710171605011579,0.0232765275221186,0.00231577697286384,0.0137165251469628,0.731844902321715,0.0136571462502227,0.0115788848643192,0.0109257170001781,0.0119351582447598,0.179086752568137,0.0485719375334006,1,0.300694733091859,0.300694733091859,41311,638,"S2"
0.000849762066621346,0.000849762066621346,0.000764785859959211,0.00293167912984364,0.0697654656696125,0.0231560163154317,0.000849762066621346,0.0126614547926581,0.766825288919103,0.00560842963970088,0.0177175390890551,0.0160180149558124,0.0089649898028552,0.130523453433039,0.0393014955812373,1,0.263808633582597,0.263808633582597,56448,640,"S1"
0.00157833104220763,0.00117101980550888,0.00290209256147854,0.00468407922203554,0.0962781935746652,0.0317702764625019,0.000610966855048114,0.0166488468000611,0.958759737284252,0.00865536377984828,0.0122193371009623,0.0173616414642839,0.0140522376661066,0.198869711318161,0.0528995468662492,1,0.281757547986355,0.281757547986355,53496,640,"S2"
0.000839806844425782,0.00134369095108125,0.000671845475540626,0.00272937224438379,0.0727272727272727,0.0214570648750787,0.00046189376443418,0.0131429771152635,0.760529078311988,0.00974175939533907,0.0125971026663867,0.0157463783329834,0.012639093008608,0.153642662187697,0.0416544194835188,1,0.266302750367416,0.266302750367416,57852,642,"S1"
0,0.00203103843349651,0.000520779085511926,0.00171857098218936,0.0435892094573482,0.0123424643266326,0.000312467451307156,0.00749921883137173,0.44193313196542,0.00234350588480367,0.0103635038016873,0.0133840224976565,0.0107801270700969,0.20044787001354,0.0509321945630664,1,0.295073429851057,0.295073429851057,40639,642,"S2"
0.000649297946595244,0.000973946919892866,0.000730460189919649,0.00251602954305657,0.0685820956091226,0.0217514812109407,0.00089278467656846,0.0118496875253632,0.703027351676,0.00730460189919649,0.018220923626329,0.0157454752049347,0.0121337553769986,0.141871601331061,0.0398100803506209,1,0.255904553201851,0.255904553201851,57546,644,"S1"
0,0.00153993203058624,0,0,0.00430118946474087,0.0010089209855565,0.000477909940526763,0.00169923534409516,0.0812446898895497,0.00323916737468139,0.00568181818181818,0.012053950722175,0.0133283772302464,0.195412064570943,0.0596325403568394,1,0.272249362786746,0.272249362786746,31609,644,"S2"
0,0.00144025077307578,0.00021180158427585,0.00249925869445503,0.0624814673613759,0.0165628838903715,0.000847206337103401,0.00982759351039946,0.5604269919939,0.00444783326979286,0.0133858601262337,0.0144025077307578,0.0111831236497649,0.136315499639937,0.0368958359808531,1,0.248739780573559,0.248739780573559,50483,646,"S1"
0.00107175392529875,0.0012861047103585,0,0.00208992015433257,0.0393333690584642,0.0121108193558759,0.000643052355179251,0.00771662826215101,0.393708804458496,0.00487648036010932,0.014575853384063,0.0201489737956165,0.0109854777343122,0.202668667273994,0.0482825143347088,1,0.260811317721451,0.260811317721451,38396,646,"S2"
0,0.00194022266364854,0.000554349332471012,0.000970111331824271,0.0279484455120802,0.00905437243035987,0.00147826488658937,0.00605164687947522,0.301612232641937,0.00434240310435626,0.0100706795398901,0.00850002309788885,0.00766849909918233,0.141913429112579,0.035940315055204,1,0.260867556705317,0.260867556705317,39841,648,"S1"
0.000784044690547361,0.00166609496741314,0.00220512569216445,0.00298917038271181,0.0719361003577204,0.0158279021904249,0,0.0120056843240065,0.523055814181408,0.00837947763022492,0.0225902876463958,0.026118488753859,0.018425050227863,0.238104571960602,0.0472386926054785,1,0.267800264615083,0.267800264615083,46503,648,"S2"
0.000697544642857143,0.00199962797619048,0.00111607142857143,0.00111607142857143,0.0410621279761905,0.0132533482142857,0,0.00776599702380952,0.413550967261905,0.00339471726190476,0.00971912202380952,0.0118582589285714,0.0145089285714286,0.184849330357143,0.0445498511904762,1,0.263950892857143,0.263950892857143,43788,650,"S1"
0.0011259232570708,0.00189155107187894,0,0.00193658800216177,0.0816069176724914,0.0117546388038191,0.00108088632678797,0.0138713745271122,0.483471446586201,0.00626013330931364,0.0234642406773554,0.0319311835705278,0.0209872095117997,0.243019275806161,0.042064492884165,1,0.254863988470546,0.254863988470546,49838,650,"S2"
0.000406456857507839,0.00191615375682267,0.00127743583788178,0.00156776216467309,0.0308907211705957,0.00464522122866102,0.000522587388224364,0.00673557078155847,0.231448147718035,0.00121937057252352,0.0115549878062943,0.0192776680989432,0.0170711880153292,0.256532342352805,0.0506329113924051,1,0.285274648705145,0.285274648705145,33527,652,"S1"
0.00114754821909344,0.0027364611378382,0.000441364699651322,0.0026040517279428,0.0658516131879772,0.00948934104250342,0.000176545879860529,0.01169616454076,0.586970914066293,0.0102396610319107,0.0235688749613806,0.0259081078695326,0.0186255903252858,0.23864589310147,0.0478439334422033,1,0.2588603963455,0.2588603963455,52960,652,"S2"
0.000753189285882408,0.00254201383985313,0.000659040625147107,0.00574306830485336,0.144612342889422,0.0237254625052959,0.00103563526808831,0.0187355834863249,0.917902367838818,0.0135103328155157,0.0424139716612531,0.0579955750129454,0.0184060631737514,0.292614037565316,0.0457091747869887,1,0.273831379748623,0.273831379748623,61843,654,"S1"
0,0.00214429305338396,0.000982800982800983,0.00214429305338396,0.0762564217109672,0.0112128657583203,0.000402054947509493,0.0146079964261782,0.48813937904847,0.00397587670314943,0.0259102077283895,0.02997542997543,0.0215769488496761,0.250167522894796,0.0483806120169757,1,0.257359839178021,0.257359839178021,50499,654,"S2"
0.00136172994171796,0.00430306661582875,0.00217876790674873,0.00550138896454055,0.142600359496705,0.022822593823193,0.0014706683370554,0.0208617027071191,1.04646222561142,0.0071354648946021,0.0321368266245438,0.0482052399368157,0.0256005229042976,0.314723024129855,0.0391088839261398,1,0.260144888065799,0.260144888065799,55228,656,"S1"
0.000289351851851852,0.00149498456790123,0.00115740740740741,0.00207368827160494,0.0618730709876543,0.00699266975308642,0,0.0104166666666667,0.277970679012346,0.00207368827160494,0.0217013888888889,0.0341435185185185,0.0218460648148148,0.25390625,0.040943287037037,1,0.260947145061728,0.260947145061728,42177,656,"S2"
0.000934349643471847,0.00221293336611753,0.00132776001967052,0.00196705188099336,0.0763707892795673,0.00929432013769363,0.000934349643471847,0.0123924268502582,0.437865748709122,0.00845832308827145,0.0245389722153922,0.0360954020162282,0.0131792476026555,0.246422424391443,0.0463732480944185,1,0.257142857142857,0.257142857142857,44780,658,"S2"
0.00173808409653052,0.00233972859148339,0,0.00427836085299819,0.130490006016445,0.0179156360719299,0,0.0196537201684605,0.922521558927736,0.00815562537602781,0.035898121532188,0.0469951199946521,0.0184504311785547,0.286315930209239,0.0391737415602647,1,0.284577846112708,0.284577846112708,42747,660,"S1"
0.000944916902895892,0.00161191706964593,0,0.00138958368072925,0.0481351787004613,0.00611416819520872,0,0.00805958534822967,0.294869657050748,0.00528041798677116,0.0192318381412929,0.0231782557945639,0.0174531710299594,0.233561225056973,0.0439108443110444,1,0.26118614862987,0.26118614862987,35926,660,"S2"
0.000208333333333333,0.00177083333333333,0.00119791666666667,0.0040625,0.182291666666667,0.0192708333333333,0,0.0283333333333333,0.831614583333333,0.00583333333333333,0.0448958333333333,0.0689583333333333,0.0288541666666667,0.359583333333333,0.0428645833333333,1,0.27640625,0.27640625,56606,662,"S1"
0,0.0011963023382273,0.00032626427406199,0.00212071778140294,0.0656878738444807,0.00636215334420881,0.00135943447525829,0.00902664491571506,0.410984230560087,0.00570962479608483,0.0188689505165851,0.0250679717237629,0.0150081566068515,0.241544317563893,0.0413811854268624,1,0.272430668841762,0.272430668841762,39537,662,"S2"
0.00142122028914482,0.00333251654006371,0.00039206076941926,0.0046067140406763,0.130115167851017,0.0124969370252389,0,0.0198970840480274,0.716000980151924,0.0065180102915952,0.032590051457976,0.0485175202156334,0.0223474638568978,0.314775790247488,0.0404312668463612,1,0.265866209262436,0.265866209262436,54376,664,"S1"
0,0.00163808055502024,0,0.00236076315282328,0.0814222393524764,0.00881672769319715,0.000674503757949509,0.0169589516284448,0.502553478512237,0.00554056658315668,0.0254384274426672,0.0259683946810561,0.0204760069377529,0.240075158990172,0.0383985353632685,1,0.25395066486799,0.25395066486799,46599,664,"S2"
0.00183368478958467,0.00229210598698084,0.00146694783166774,0.00334647474099202,0.137755569817548,0.0124690565691758,0,0.0201246905656918,0.705968643990098,0.0101769505821949,0.0432291189144586,0.0512973319886312,0.021775006876318,0.329054735490969,0.0403410653708627,1,0.270926927661135,0.270926927661135,58880,666,"S1"
0.00121326503100566,0.00179742967556394,0,0.00224678709445493,0.080210299272041,0.00732452592792307,0.000269614451334592,0.015502830951739,0.488586321560169,0.00557203199424823,0.0240406219106677,0.0338366136424912,0.0193223690123124,0.227734339893952,0.038285252089512,1,0.271861238429046,0.271861238429046,50214,666,"S2"
0,0.00198028921433177,0.000506585612968592,0.00331583310306715,0.135350465137699,0.0129409597494704,0.000644745325596389,0.0186976144422953,0.637837339965,0.00515796260477112,0.0408031684627429,0.0579810260661325,0.0215068619323938,0.313852813852814,0.0455466519296307,1,0.275075987841945,0.275075987841945,56598,668,"S1"
0.00146947686623562,0.00163741707951969,0.000293895373247124,0.00184734234612478,0.0589889999160299,0.00495423629188009,0,0.00965656226383407,0.413006969518851,0.00692753379796792,0.0184734234612478,0.0238894953396591,0.0227139138466706,0.220379544882022,0.0362750860693593,1,0.238517087916702,0.238517087916702,49987,668,"S2"
0.00147704070550415,0.00225900343194752,0.000608193231678179,0.0027803119162431,0.155306485946392,0.0175072765975933,0.00160736782657804,0.0261523089621617,0.740562144315565,0.00325817802684739,0.0464833398496894,0.0594726095833876,0.0277162344150484,0.310178548155871,0.0418784482384117,1,0.26295668795343,0.26295668795343,63373,670,"S1"
0.000580175837907797,0.000267773463649752,0.000401660195474628,0.000178515642433168,0.0417726603293614,0.00526621145177846,0,0.00816709064131745,0.333734993528808,0.00544472709421163,0.0149060561431695,0.0204400410585978,0.0156201187129022,0.208684786004374,0.0387825233186058,1,0.258490650243228,0.258490650243228,44296,670,"S2"
0.00109659142831034,0.00233025678515946,0,0.00411221785616376,0.127570136160102,0.0132504797587499,0.000593987023668098,0.0215662980901033,0.694644978525085,0.00749337476012062,0.0436808918943617,0.048752627250297,0.0242620853513662,0.298547016357489,0.0339486429681075,1,0.2586585031527,0.2586585031527,57431,672,"S1"
0.00106078775020755,0.00221381791347662,0.000276727239184577,0.00170648464163823,0.0638317498385758,0.00802508993635274,0.000922424130615257,0.0101927866432986,0.429619038834056,0.00710266580573748,0.0247670879070196,0.0286873904621345,0.0183562401992436,0.236601789502813,0.0433078129323863,1,0.25394336315838,0.25394336315838,46872,672,"S2"
0.00214796150192077,0.00247841711760089,0.000743525135280268,0.00429592300384155,0.159073071998017,0.0146639679458053,0,0.0268495187740097,0.684621421785287,0.00892230162336321,0.0456028749638564,0.0558883060019001,0.0293692428435706,0.301045065884588,0.0377958610434136,1,0.262340451898054,0.262340451898054,64979,674,"S1"
0.00114113565820705,0.00136936278984846,0.00132371736352018,0.00191710790578784,0.0769581887894833,0.00880956728135841,0,0.0109092568924594,0.412132554318057,0.00584261457002008,0.0223206134745299,0.0293956545554135,0.018303815957641,0.217135293043637,0.0353295599780902,1,0.261274420303086,0.261274420303086,46763,674,"S2"
0.00192741632192554,0.00286761940579165,0.00150432493418578,0.00399586310643099,0.153206092515983,0.0139150056412185,0,0.0242572395637458,0.653347122978563,0.00968409176382098,0.0427322301617149,0.0494076720571643,0.0203553967657014,0.271812711545694,0.0378431741256111,1,0.266594584430237,0.266594584430237,55213,676,"S1"
0.000911577028258888,0.00121543603767852,0,0.0021270130659374,0.0404132482528107,0.00972348830142814,0.00111414970120531,0.00719132988959789,0.390560113440697,0.00486174415071407,0.0146358756203788,0.0153448799756913,0.014990377798035,0.181454471791755,0.0477565076471184,1,0.26491441304568,0.26491441304568,39972,676,"S2"
0.0017097559711932,0.00176156675819906,0.000932594166105383,0.00476659240453862,0.142013367183048,0.0321744987306357,0.000518107870058546,0.0213460442464121,1.0026423501373,0.0111911299932646,0.0294285270193254,0.0336252007667996,0.0136262369825398,0.211957929640951,0.041707683539713,1,0.273042847520854,0.273042847520854,55020,678,"S1"
0.00072198442576453,0.00180496106441132,0,0.00123768758702491,0.0219689546696921,0.00500232066422567,0.000464132845134341,0.0034036408643185,0.225259140838533,0.00458975813521737,0.0116033211283585,0.0135114228250219,0.0139755556701563,0.208756639678201,0.043576917126502,1,0.268010932907019,0.268010932907019,35768,678,"S2"
0,0.00134008338296605,0,0.00109191979352789,0.0284395473496129,0.00372245384157236,0.000843756204089736,0.0063033551717292,0.270845741512805,0.00416914830256105,0.0128052412150089,0.0173218185427834,0.0188108000794123,0.211782807226524,0.0439249553305539,1,0.27159023228112,0.27159023228112,38672,680,"S2"
0.000844594594594595,0,0,0.00129173290937997,0.0304054054054054,0.00506756756756757,0.000496820349761526,0.00581279809220986,0.337440381558029,0.00412360890302067,0.0148052464228935,0.015947933227345,0.0208167726550079,0.228139904610493,0.0440679650238474,1,0.257601351351351,0.257601351351351,39986,682,"S2"
0.00128976784178848,0.00067559267903206,0.00110551529296155,0.00368505097653851,0.0628301191499816,0.0260410269008721,0.00245670065102567,0.0220488883429554,0.874094091634934,0.00694017933914752,0.00466773123694878,0.0111165704458912,0.0138189411620194,0.154649305982066,0.0498096056995455,1,0.310772632354748,0.310772632354748,41878,684,"S1"
0.00208140610545791,0.00196577243293247,0.00167668825161887,0.000693802035152636,0.0393732654949121,0.00375809435707678,0,0.00653330249768733,0.277983348751156,0.00503006475485661,0.0144542090656799,0.0178654024051804,0.0145120259019426,0.218894542090657,0.0461378353376503,1,0.264801110083256,0.264801110083256,33719,684,"S2"
0.00110300876279184,0.00110300876279184,0.00208346099638458,0.00318646975917642,0.0783136221582205,0.0301489061829769,0.00122556529199093,0.0241436362522213,0.945646179300202,0.0100496353943256,0.00533120902016055,0.0121330963907102,0.0122556529199093,0.147558061155708,0.0484711072982413,1,0.30939395796311,0.30939395796311,44059,686,"S1"
0.000383343715558963,0.00215630840001917,0.000479179644448704,0.000958359288897408,0.0625808615650007,0.00771479227562413,0.000718769466673056,0.0115003114667689,0.386841726963439,0.00613349944894341,0.0201255450668456,0.0337821649336336,0.015908764195697,0.223872729886434,0.0499784369159998,1,0.269346878144616,0.269346878144616,44323,686,"S2"
0.000957281321048223,0.00161541222926888,0.00107694148617925,0.00317099437597224,0.0801124805552232,0.0287184396314467,0.00221371305492402,0.0153165011367716,0.954409477085078,0.00921383271508915,0.00670096924733756,0.0112480555223166,0.0055641976785928,0.169737944238363,0.0512145506760799,1,0.301124805552232,0.301124805552232,44593,688,"S1"
0,0.0016763320043494,0,0.00172163827473722,0.101803189561435,0.012957593330917,0.000951431678144255,0.0166274012323306,0.566872055092425,0.00810982239942008,0.0290413193185937,0.0372417542587894,0.0193910837259877,0.248006524102936,0.0434034070315332,1,0.257203696991664,0.257203696991664,52344,688,"S2"
0.000266496109156806,0.00223856731691717,0.00298475642255623,0.00538322140496749,0.132661763138258,0.0423728813559322,0.00133248054578403,0.0219592793945208,1.34346018548129,0.0111395373627545,0.0116192303592368,0.0213196887325445,0.0120456241338876,0.237181537149558,0.0436520626798849,1,0.292506129410511,0.292506129410511,60645,690,"S1"
0.000864927201960502,0.00197011196002114,0.000528566623420307,0.00230647253856134,0.106289942818702,0.0145115563884484,0.000768824179520446,0.0181634712411705,0.767718994762385,0.00538176925664312,0.0277737734851761,0.0349815001681803,0.0171543895055499,0.237806929027918,0.0456008841478064,1,0.27586372591418,0.27586372591418,53987,690,"S2"
0.00082815734989648,0.00150103519668737,0.00046583850931677,0.00336438923395445,0.111904761904762,0.0185300207039337,0,0.0209627329192547,0.738612836438923,0.00351966873706004,0.0240683229813665,0.0329192546583851,0.0168737060041408,0.261594202898551,0.0527432712215321,1,0.278985507246377,0.278985507246377,50194,692,"S1"
0.000717428735412282,0.00224794337095848,0.000669600153051464,0.0033001721828965,0.116510426630955,0.0131050315668644,0.000956571647216377,0.0175052611440597,0.696718959250048,0.00875263057202984,0.0312798928639755,0.0367323512531089,0.0225750908743065,0.25583508704802,0.0464893820547159,1,0.265544289267266,0.265544289267266,53388,692,"S2"
0.000702181443685048,0.00224698061979215,0.000608557251193708,0.00234060481228349,0.131120681584121,0.014745810317386,0.000327684673719689,0.0256998408388728,0.792528789439191,0.0111880910027151,0.038573167306432,0.0548169647036794,0.0230783634491153,0.292903286209156,0.0386199794026777,1,0.27146334612864,0.27146334612864,58547,694,"S1"
0.0013763167645969,0.0027526335291938,0.00084696416282886,0.00317611561060823,0.15451802445609,0.0163569953946324,0.00153512254512731,0.0236091260388545,0.875443332803981,0.00963421735217829,0.0363135884812874,0.0436186543856863,0.0236091260388545,0.262188343655709,0.0438303954263935,1,0.2663172939495,0.2663172939495,52874,694,"S2"
0.00244589044256772,0.00263048594766717,0.000922977525497254,0.00475333425631086,0.145045918131893,0.0161521066962019,0.000876828649222391,0.0276431768886428,0.907194609811251,0.00604550279200701,0.0371959942775393,0.0551479071484609,0.0210900364576123,0.303844201393696,0.0488716599750796,1,0.267663482394204,0.267663482394204,62401,696,"S1"
0.000951826979006927,0.0026439638305748,0.00137486119189889,0.00243244672412881,0.0902120458992121,0.00983554544973825,0,0.0150705938342763,0.628946116017133,0.0051821691079266,0.0296652741790492,0.0346888054571413,0.0210459520913754,0.26333879752525,0.0475384696737349,1,0.273121463698377,0.273121463698377,46335,696,"S2"
0.000977366255144033,0.00308641975308642,0.00123456790123457,0.00385802469135802,0.111779835390947,0.0128600823045267,0,0.0258744855967078,0.788940329218107,0.00272633744855967,0.038477366255144,0.0497942386831276,0.0150205761316872,0.286316872427984,0.0461934156378601,1,0.267489711934156,0.267489711934156,52512,698,"S1"
0.00166263603385732,0.00337565497783152,0.00141072148327287,0.0030229746070133,0.148931882305522,0.014006449012495,0.00100765820233777,0.0224707779121322,0.889661426844015,0.0104292623941959,0.0369306731156792,0.0458484482063684,0.0235288190245869,0.278415961305925,0.0423720274083031,1,0.267936316001612,0.267936316001612,56040,698,"S2"
0.00184433788270011,0.0013700795700058,0.000737735153080044,0.0019497286188544,0.0852611055488223,0.0114348948727407,0.000948516625388628,0.0201296306054698,0.637982821310007,0.00574379512040892,0.0304052273805133,0.0374664067028508,0.0223428360647099,0.290456868841229,0.0428413342467197,1,0.271539231701533,0.271539231701533,47446,700,"S1"
0,0.00237060450414856,0.000888976689055709,0.0033089687870407,0.11877716317661,0.0122975108652706,0.00177795337811142,0.0191129988146977,0.672510865270644,0.00177795337811142,0.031706835242987,0.0401027261951798,0.0237060450414856,0.276768075859344,0.0429178190438562,1,0.261013433425524,0.261013433425524,51394,700,"S2"
0.000956793231946822,0.00317252492698157,0.00125893846308792,0.00302145231141102,0.118491288145835,0.0141001107865848,0,0.0250780541847114,0.714422399033135,0.00775506093262161,0.0321784671165273,0.0436096283613657,0.0219055292577299,0.300936650216537,0.0342934837345151,1,0.272283210796656,0.272283210796656,52425,702,"S1"
0.00137551581843191,0.0026593305823017,0.00137551581843191,0.00288858321870702,0.144245758826227,0.0166895919303072,0.000917010545621275,0.0234296194406236,0.790646492434663,0.0101788170563961,0.0370930765703806,0.045346171480972,0.0215038972948189,0.283998165978909,0.0404860155891793,1,0.257221458046768,0.257221458046768,59361,702,"S2"
0.000915706781049689,0.0010120969685286,0.000867511687310232,0.00342185165550147,0.129933972721577,0.0166755024338522,0.000530146031134031,0.0264591064629621,0.842932189503109,0.00491589956142465,0.0321943226179575,0.0437611451154273,0.0279531543688852,0.276736228251964,0.0420261217408068,1,0.262807846161261,0.262807846161261,56610,704,"S1"
0.00142942776778715,0.00216719693825794,0.00096832203624291,0.00327385069396413,0.158343708212293,0.0153548208604233,0.0013372066214783,0.0254530363812422,0.799649559644026,0.00585604279061189,0.0391478766081062,0.0500760824457048,0.0241619403329183,0.304375893392355,0.0471250057638216,1,0.268962973209757,0.268962973209757,60194,704,"S2"
0.0019840205909164,0.00230575365971366,0.000643466137594509,0.00327095286610542,0.110729797844388,0.0124403453268272,0,0.0239154914472626,0.766582658587592,0.00557670652581908,0.0331385060861172,0.0415571880529787,0.0210735160062202,0.277065794412569,0.0415571880529787,1,0.264196471660679,0.264196471660679,49452,706,"S1"
0.0013330881676933,0.00188471085777328,0.000781465477613312,0.00298795623793325,0.159097177530569,0.0147099384021329,0.000781465477613312,0.0220189390456927,0.766387790751126,0.00703318929851981,0.0384297140755723,0.049875884894732,0.0301094051668659,0.302427139836352,0.0474855199043854,1,0.2641353314333,0.2641353314333,59953,706,"S2"
0.0012238029677222,0.00234562235480088,0.00112181938707868,0.00321248279027077,0.146652388965377,0.0110142267094998,0.00117281117740044,0.0429350874509204,1.0456886441283,0.0107082759675692,0.0423231859670593,0.0454846769670083,0.0236601907092958,0.300545612156443,0.0392636785477538,1,0.277497322931008,0.277497322931008,59651,708,"S1"
0.00126333520494104,0.00257346060265768,0.00116975481938986,0.0024330900243309,0.150102938424106,0.014879281302639,0.000701852891633914,0.0270447314242935,0.823367022272132,0.00748643084409508,0.0426726558113419,0.0504398278120906,0.0245180610144114,0.278869548942542,0.0411285794497473,1,0.264037057832678,0.264037057832678,59278,708,"S2"
0.000972712844929094,0.00168944862540316,0.00030717247734603,0.00317411559924231,0.115445656069216,0.0117237495520401,0.00040956330312804,0.0222188091946962,0.660983975835765,0.00870322019147084,0.0301540981928019,0.0385501459069267,0.0229867403880612,0.293247325039676,0.0377310193006707,1,0.27102851584498,0.27102851584498,49903,710,"S1"
0.000730887297178775,0.0018515811528529,0.00087706475661453,0.00277737172927935,0.139599473761146,0.0126199873312868,0.00136432295473371,0.0254348779418214,0.71222530819081,0.00511621108025143,0.0371290746966818,0.0424889148759928,0.0212444574379964,0.247575890464357,0.0468742386590654,1,0.268917799541977,0.268917799541977,53298,710,"S2"
0.00142843538710599,0.00190458051614132,0.000809446719360061,0.00347585944195791,0.137748785829921,0.0168555375678507,0,0.0255213789162937,0.778640129511475,0.0051899819064851,0.0329492429292448,0.0448528711551281,0.019474335777545,0.276497476430816,0.0417579278163984,1,0.264498619179126,0.264498619179126,56273,712,"S1"
0.000865759222740609,0.00211630032225482,0.000577172815160406,0.00317445048338223,0.116204126785628,0.0135154634216728,0,0.0205858304073878,0.742051849357895,0.0097157423885335,0.0335241210139002,0.0402578038574383,0.0219325669760954,0.236063681400606,0.0475205617815401,1,0.259872060025973,0.259872060025973,53634,712,"S2"
0.00123738815914715,0.00176089853417095,0.00085665334094803,0.00276032743194365,0.16961736150771,0.015657719398439,0.0015229392727965,0.0350751951265943,0.900199885779555,0.00623453264801066,0.0421187892632781,0.0562059775366457,0.0231772320578717,0.300780506377308,0.042594707786027,1,0.272415762421473,0.272415762421473,61255,714,"S1"
0.00136439436050331,0.00217292435191268,0.00151599373389257,0.00212239122744959,0.0931325483854667,0.0109151548840265,0.00126332811157714,0.0173833948153014,0.654100763050179,0.00672090555359038,0.0287533478194957,0.0328970640254687,0.0170296629440598,0.213098185860832,0.0513416544544949,1,0.265551569053515,0.265551569053515,48230,714,"S2"
0.000799510887457085,0.00244556271457461,0.00108169120067723,0.00512627569016602,0.128862343037201,0.0122278135728731,0,0.0267600997037107,0.774349809528289,0.0129802944081268,0.0361661101443823,0.0434087381836994,0.0214457038047312,0.269999529699478,0.039552273903024,1,0.262098480929314,0.262098480929314,56745,716,"S1"
0.00113722517058378,0.00208491281273692,0.00146891584533738,0.00203752843062926,0.0844389689158453,0.0144996209249431,0.000663381349507202,0.0135993176648977,0.663807808946171,0.011609173616376,0.0223654283548143,0.0244029567854435,0.0171057619408643,0.22512319939348,0.0443991660348749,1,0.266015921152388,0.266015921152388,51062,716,"S2"
