C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data     06/08/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000053.spe	106.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	17025.24609	1.32	0	0	17	29	40	0	46	64	3458	0	322	26	479	16713	123	0	805	1074	0	219	111	632	99	6550	983	0	0	0	0	24	0	106	0	0	55	16	0	21699	5742	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000054.spe	108.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	16892.85352	1.36	8	11	25	27	54	0	39	50	3202	0	319	30	583	17646	125	0	875	1058	102	128	226	541	0	5999	851	0	0	0	0	57	0	53	0	62	97	0	193620136478943	21392	5646	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000055.spe	110.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	15645.81445	1.35	0	0	19	15	36	0	26	54	2862	0	263	14	523	14655	76	0	735	856	5	67	127	465	103	5107	926	0	0	0	0	0	0	49	0	103	107	0	986547135786512	20528	5508	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000056.spe	112.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	15893.20313	1.29	0	17	12	18	44	0	64	66	2413	0	280	22	433	15474	168	0	667	820	0	9	147	476	0	4913	954	6	0	0	30	10	32	15	44	43	61	7	537387009092594	20772	5394	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000057.spe	114.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	14618.26563	1.18	8	14	31	27	42	0	57	40	1842	0	219	15	346	12985	104	0	543	632	0	0	0	377	90	4223	978	0	0	0	0	65	0	61	88	0	58	12	0	19768	5239	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000058.spe	116.04	8.00	1	0.018310	-0.003173	0.009822	0.093737	15535.91797	1.34	0	0	32	24	43	8	46	41	1780	0	308	11	291	14055	213	0	445	498	0	0	38	363	14	4780	918	0	0	0	0	0	9	65	100	0	27	0	0	21145	5615	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000059.spe	118.04	7.99	1	0.018310	-0.003173	0.009822	0.093737	15527.12012	1.37	0	0	4	0	44	0	56	33	1576	4	249	22	271	13561	50	0	381	462	39	91	112	373	175	4198	970	9	0	17	5	38	0	69	0	0	113	0	1540668749136793	21452	5693	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000060.spe	120.04	7.97	1	0.018310	-0.003173	0.009822	0.093737	14399.37793	1.31	34	0	16	28	24	5	72	12	884	0	150	12	164	6998	50	0	307	360	57	71	53	316	51	4318	888	5	8	0	0	25	0	63	0	47	25	9	223213866892551	21725	5769	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000061.spe	122.04	7.96	1	0.018310	-0.003173	0.009822	0.093737	13119.74023	1.26	34	0	20	27	28	0	60	0	463	0	57	0	87	3743	72	0	160	236	0	0	62	250	75	3977	977	0	0	5	15	0	0	9	34	27	0	0	0	21077	5698	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000062.spe	124.04	7.91	1	0.018310	-0.003173	0.009822	0.093737	13286.93066	1.41	0	0	0	0	37	7	87	0	312	0	54	20	58	2640	60	0	157	204	0	118	65	238	23	4144	961	0	0	6	13	18	39	0	0	0	14	0	0	21578	5501	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000063.spe	126.04	7.89	1	0.018310	-0.003173	0.009822	0.093737	12923.75195	1.20	16	28	5	12	35	6	87	12	494	0	109	10	97	4263	91	0	224	315	0	94	85	232	26	4037	783	0	0	0	44	48	65	49	0	0	0	0	0	19984	5227	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000064.spe	128.04	7.86	1	0.018310	-0.003173	0.009822	0.093737	12748.66016	1.35	0	17	0	0	28	7	67	11	276	0	67	4	44	3840	80	0	228	287	41	17	56	385	0	4443	921	0	0	0	0	35	0	30	52	0	9	0	3094915769460211	19864	5416	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000065.spe	130.04	7.84	1	0.018310	-0.003173	0.009822	0.093737	10681.26270	1.28	0	0	8	25	20	6	76	0	58	0	0	9	25	1304	19	0	87	148	0	68	119	233	0	3686	584	0	0	15	30	12	24	21	0	7	15	0	605410464239932	16949	4833	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000066.spe	132.04	7.84	1	0.018310	-0.003173	0.009822	0.093737	11621.11523	1.23	0	16	0	8	26	9	61	0	269	5	17	4	49	2481	64	14	148	264	0	24	57	263	0	3905	818	0	0	8	0	22	50	76	12	0	0	0	0	18895	4934	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000067.spe	134.04	7.84	1	0.018310	-0.003173	0.009822	0.093737	12816.55469	1.43	14	0	12	29	31	0	49	11	585	0	80	8	78	4897	55	0	195	293	0	0	101	278	0	4286	785	0	8	0	0	0	0	52	0	0	13	0	0	19352	5182	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000068.spe	136.04	7.84	1	0.018310	-0.003173	0.009822	0.093737	13160.33887	1.17	0	13	15	8	27	0	79	0	975	0	96	19	138	6382	107	0	315	483	0	0	73	343	18	4960	896	7	0	0	0	17	13	53	14	0	0	5	0	19748	5142	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000069.spe	138.04	7.85	1	0.018310	-0.003173	0.009822	0.093737	12001.19824	1.58	0	0	0	16	0	0	55	9	293	5	39	0	66	3260	38	0	168	273	0	0	69	321	103	4551	798	0	0	8	0	37	66	68	74	0	0	0	0	19066	4968	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000070.spe	140.04	7.87	1	0.018310	-0.003173	0.009822	0.093737	12476.77246	1.44	0	0	4	0	0	8	57	0	306	9	18	15	67	2419	23	0	162	252	6	19	81	280	61	4525	1068	0	6	0	12	0	0	33	22	88	16	0	0	20413	5572	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000071.spe	142.04	7.87	1	0.018310	-0.003173	0.009822	0.093737	12262.98340	1.20	6	15	0	11	18	13	92	10	69	0	11	9	30	955	17	0	121	162	20	0	66	323	90	4722	952	0	0	0	0	0	0	25	0	50	0	4	0	20063	5343	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000072.spe	144.04	7.86	1	0.018310	-0.003173	0.009822	0.093737	10678.36426	1.18	13	32	20	25	35	19	86	17	153	0	20	8	36	1178	28	0	93	178	0	54	46	176	11	3812	897	0	0	0	0	10	0	52	0	0	0	24	856838289285430	17420	4704	
