"Core","depth_cm","Group","Guano_Zone","Guano_sum","SH20_age","kcps","MSE","Si","S","K","Ca","Ti","V","Cr","Mn","Fe","Co","Cu","Zn","Ga","Br","Rb","Sr","Zr","Ir","Pt","Au","Hg","Pb","Mo_inc","Mo_coh","inc_coh","coh_inc"
"YAN 8A-I_200um",0.22,"Unit 8","YAN FW",1,-21.37,27462.32227,1.49,-1.66858173124244,-2.10913815916188,0.0372107475138863,1.79355575097775,1.68192713379477,-1.28245958597741,-1.61270127284799,0.646567776039151,5.5642261480059,-1.22183496416098,-0.861490291333282,-1.15088322818869,NA,NA,-0.245611891564148,1.38628656516577,0.0161129185492506,-1.14405726311829,-0.745418120080528,-1.0975372474834,-0.856375190666512,-2.8386529838927,3.35537440682947,2.35348048284231,2.72343492586491,0.367183364839319
"YAN 8A-I_200um",0.24,"Unit 8","YAN FW",1,-18.22,26558.4668,1.31,-1.46520868722474,-2.4904897028073,0.128894861209252,1.89305093669779,1.76016770224655,-1.25079881587929,-1.94394599643923,0.582484156140514,5.64312439752994,-0.396010283762926,-0.366596398556633,-1.17481290890137,-2.65479275409858,NA,-0.396010283762926,1.49004120804591,0.472907190103752,-1.1507153573223,-0.381195197977784,-1.44370248200378,-0.611718856589617,-2.27342519756947,3.53046009279279,2.49829237812945,2.8071443320256,0.356233909525561
"YAN 8A-I_200um",0.26,"Unit 8","YAN FW",1,-15.07,24369.67773,1.38,-1.87302299743119,-1.83046338301239,0.0219207080320949,1.72190405033888,1.7165164288065,-1.01031651169114,-1.55852966752875,0.663086362931625,5.7516702896363,-0.373788225130705,-0.796389615481856,-0.930979769454621,-1.00118402812787,-0.91417265113824,-0.110677413409429,1.74783361146256,0.508935683104367,-2.17530386930412,-0.246343278562584,-1.04770404376276,-0.897643349187029,-4.09222648148619,3.86886474129443,2.85801340910211,2.74793942879049,0.363909040178571
"YAN 8A-I_200um",0.28,"Unit 8","YAN FW",1,-11.92,25504.2207,1.4,-1.90579364699725,-3.10349683830959,-0.223596380280725,1.70001178007374,1.59185677173648,-1.22212521039185,-1.61340568350806,0.558460958238078,5.61855372673354,-0.241295957380126,-1.07206451581612,-0.519499285877363,NA,-1.58562611940098,0.00444742585132474,1.64739575202412,0.532443230510123,-1.09696206743785,-0.629061488388889,-1.65657785537327,-1.90579364699725,-1.30137458204599,3.71193753852252,2.71156609451542,2.7192917054986,0.367742819932826
"YAN 8A-I_200um",0.3,"Unit 8","YAN FW",1,-8.77,28716.05664,1.43,-2.11311294063432,-3.52409991434459,0.194338342010894,2.05600719895039,1.91701825083512,-0.661899033415118,-1.89485937461431,0.824886866251095,5.88414004438887,-0.822738701393173,-0.69088657028837,-0.829472733574518,NA,-3.18762767772337,0.0677178269262182,1.78861333248718,0.68208412963305,-0.928845207387721,-0.685021450835972,-2.5308481413343,-0.764089974311665,-1.28339022506863,3.77312658299136,2.72895937045186,2.84103156274057,0.351984825904349
"YAN 8A-I_200um",0.32,"Unit 8","YAN FW",1,-5.63,30167.38281,1.47,-1.93266471648683,-2.55170392489306,-0.0549628174580539,1.66745357891369,1.58308160688755,-1.34061365279826,-1.87053293537983,0.553309739061997,5.51799607972471,-0.928081377467,-0.775944797011443,-1.04762652811678,NA,NA,-0.1935489807442,1.3588894877255,0.112543653550761,-1.37671865744037,-0.947039291211614,-1.28542723723097,-0.991056176628389,-1.03187817114864,3.2941841893578,2.24034092879348,2.86865494765949,0.348595428256679
"YAN 8A-I_200um",0.34,"Unit 8","YAN FW",1,-2.48,30490.27148,1.39,-2.12192588784386,-2.01329204684107,-0.108116361122967,1.70849581888936,1.66931779425928,-1.32752497357874,-1.59807076378754,0.733224435088941,5.61147054113945,-1.75546293753897,-0.634377793018797,-0.703370664505749,-1.17655394666886,NA,-0.246347746732734,1.38888524670744,0.154079567345473,NA,-1.24236716523844,-1.22885344607171,-1.03984290112696,-1.67892286041663,3.32176841859599,2.28778767246708,2.81223838947578,0.355588631370047
"YAN 8A-I_200um",0.36,"Unit 8","YAN FW",1,0.67,30601.26563,1.48,-2.19931999227619,-2.25150574544676,-0.14563094669877,1.59024806413483,1.58525477548084,-1.38650830796016,-1.93305201432823,0.555096129383944,5.57387508842249,-1.81094931752733,-0.779689210888709,-0.91088142116006,NA,NA,-0.0662573591572579,1.2642950189544,0.239335639861054,-1.10637344114376,-0.775599225637183,-1.25297691533563,-0.817271922037752,-0.869685664721792,3.26026552186797,2.23733124621403,2.78134403209629,0.35953840605842
"YAN 8A-I_200um",0.38,"Unit 8","YAN FW",1,3.82,30546.66211,1.49,-1.71666774781949,-2.06948912244223,0.229242401235827,1.89825964714159,1.80491189119633,-1.26714264991729,-1.60189223322706,0.836781221521735,5.80506718403038,-0.763237468995874,-0.396715334836317,-0.958137807996689,-1.1455355178225,-3.45578348356212,0.000290508325870853,1.63228757278053,0.402514122509864,-1.70324472748735,-0.448578808845891,-1.37634194188228,-0.990294919631221,-0.752874681960328,3.52700790814656,2.50957398953796,2.76608764311094,0.361521444373082
"YAN 8A-I_200um",0.4,"Unit 8","YAN FW",1,6.97,30148.98828,1.33,-1.88259802698276,-1.89810221351872,0.0893439607905018,1.93494522297408,1.76385558302895,-0.981811481644569,-1.10822540650023,0.724072329057784,5.75134484432968,-1.89810221351872,-0.645339245023356,-0.944997508521852,-1.31205316851515,-2.92149108094925,0.0320595785684503,1.55188533231286,0.351543494181103,-1.23670373127336,-0.551653760946033,-0.886501301840244,-1.05303899093294,-0.886501301840244,3.52277841185869,2.4852906749053,2.82211819777648,0.354343769438109
"YAN 8A-I_200um",0.42,"Unit 8","YAN FW",1,10.11,30050.49219,1.5,-1.79776993696024,-2.4746565966484,0.256774053097873,2.02120262860896,1.95654415305392,-0.688287976055223,-1.60457870792938,0.920068270508136,5.89069292915502,-2.05849619942349,-0.0309080193539089,-0.501472029673429,-1.42000743140141,-2.68976797626535,-0.231889998865266,1.63568830692014,0.597140258994681,-1.14646986633579,-0.340299297372451,-1.01080400118264,-1.30347361514546,-2.2450821550039,3.65171943870099,2.61413376857659,2.82239459029435,0.354309069128321
"YAN 8A-I_200um",0.44,"Unit 8","YAN FW",1,13.26,30250.67969,1.36,-2.12011877834395,NA,-0.0773255038198544,1.64319327055275,1.6030157003203,-1.31934093359164,-2.18263913532529,0.464450365987237,5.49585887129938,-2.03310740135432,-0.715062140768538,-1.54759958557262,NA,NA,-0.374879324750789,1.33323011519034,0.121557561563102,-1.60024331905804,-0.893673118165957,-1.27282091795675,-1.16810996386772,-0.824976586879722,3.26437628444514,2.20421454009691,2.8868378812199,0.346399777592438
"YAN 8A-I_200um",0.46,"Unit 8","YAN FW",1,16.41,30179.08398,1.37,-2.01928860228456,-2.13707163794094,0.285146629997652,2.00606308845059,1.99073456439513,-0.920676313616446,-1.20425160411557,0.857618426034609,5.79542510892016,-1.0882917230207,-0.665938396884019,-0.908406221024631,-2.09624964342068,-1.51963627911669,-0.0118205602298085,1.61390194596879,0.408459633663496,-2.15812504713877,-0.587737649576543,-0.735273090285083,-1.83388537895319,-1.11043284889792,3.5506096838359,2.48912591523923,2.890656874745,0.345942131263232
"YAN 8A-I_200um",0.48,"Unit 8","YAN FW",1,19.56,30543.96289,1.56,-1.70055500900435,-2.39370218956429,0.0859825162425558,1.7655063616583,1.71819574023871,-0.966585833924148,-1.42862129352071,0.627738440699905,5.56994633066854,-0.880408137683095,-0.685173374485962,-0.857731429012065,-1.48577970736065,NA,-0.227032280550047,1.30450859197853,0.307379342221823,-1.66978335033759,-0.908316925800172,-1.76509353014192,-0.917795669754716,-0.986788541241667,3.25490519727764,2.2392047513954,2.7612968591692,0.362148675423791
"YAN 8A-I_200um",0.5,"Unit 8","YAN FW",1,22.71,30361.875,1.47,-1.42968981453564,-2.04436537965409,0.219753432512157,2.00987757839948,1.94391961060768,-1.01071098726076,-1.73799117419016,0.889089964378384,5.81627816808319,-2.4593092317168,-0.644019265078552,-1.10938251476778,-2.10263428777807,NA,-0.243216170076199,1.6240225306699,0.50153578283675,-2.08283166048189,-0.861365698708435,-1.64520944073919,-0.99737745639129,-0.696537299361998,3.54767708419016,2.51248622906319,2.81564356435644,0.355158590618187
"YAN 8A-I_200um",0.52,"Unit 8","YAN FW",1,25.86,30036.49219,1.35,-1.97370394125091,-2.56419696775077,-0.00300701321313657,1.83265820311995,1.72325092686858,-0.994565305717087,-1.62380868429755,0.578692950139511,5.52267849016557,NA,-1.04666041760049,-0.713248627132382,-1.60494019999317,NA,-0.273881967348537,1.32063029486889,0.254565257767274,-1.97370394125091,-0.857234035182789,-1.44945529715277,-0.788831308298389,-0.893273971665987,3.27609011741028,2.25194543751483,2.78471262097571,0.359103482516491
"YAN 8A-I_200um",0.54,"Unit 8","YAN FW",1,29,30092.99023,1.46,-1.84749188779976,-3.08718277472778,0.0659416725776412,1.88892381182401,1.74185797096714,-1.25824430225797,-1.54349623985646,0.611872007427809,5.63482705130978,-0.672893692153733,-0.457913451478683,-0.771053456625976,-2.349583831597,NA,-0.31743900462023,1.39170242715656,0.332033112437054,-1.31069077763051,-0.522233417266243,-1.41605129328834,-0.685163784745547,-1.09682086310163,3.34809308549672,2.32100763795315,2.79291386682957,0.358048993875766
"YAN 8A-I_200um",0.56,"Unit 8","YAN FW",1,32.15,30092.98633,1.34,-1.7871657712287,-2.40969538457469,0.163957248015148,1.90323691242576,1.70897217278763,-1.17660518167803,-1.58871483250486,0.593959963816627,5.61155333174089,-1.3898639737597,-1.20345243171422,-1.17000449764668,-1.75123376200264,NA,-0.111666108116506,1.49502831837184,0.35002682707184,-1.37360345288791,-0.861166225227583,-0.875765024648736,-0.566263904802315,-1.24512512811478,3.33519995138683,2.34839095329075,2.68266042519992,0.372764286752945
"YAN 8A-I_200um",0.58,"Unit 8","YAN FW",1,35.3,30069.69141,1.41,-1.84296121076758,-2.51141577873716,0.0535335787243794,1.82953476409583,1.70161475373992,-1.34979052224031,-1.42919729984472,0.497641949413984,5.58332741104875,NA,-0.524544272050778,-0.993879228586878,-3.04693401509352,NA,-0.361356669843368,1.3582596788619,0.340277124593896,-1.29051391231077,-0.765402331297306,-0.977963773280979,-0.817816073981346,-1.04883811286764,3.30642101800413,2.29000292241957,2.7632792142714,0.361888872769476
"YAN 8A-I_200um",0.6,"Unit 8","YAN FW",1,38.45,30069.98633,1.44,-1.9564195327852,-2.49134270813025,0.154659093837823,1.76513453014158,1.75121157637895,-1.11731843960217,-1.57994196155028,0.569309111523059,5.60855222415018,-1.14866896948625,-0.396772284854111,-0.541954294698609,-2.39825228506424,NA,-0.136489186590445,1.44810563896963,0.0641815088717061,-1.28493384900643,-0.76683546591136,-1.36072768837596,-1.0344307797964,-0.779964757353152,3.3284506818654,2.30444783746649,2.78431767788752,0.359154419749511
"YAN 8A-I_200um",0.62,"Unit 8","YAN FW",1,41.6,30372.87109,1.43,-1.64837031573024,-2.88384178711555,0.262033144868163,1.88310705443517,1.84919376987044,-1.02131324699928,-1.78522949844744,0.758993728496983,5.72921415868029,-0.876970938270546,-0.173128468593853,-0.677767594502344,-3.05819517426032,NA,-0.0412606930557304,1.46100205643062,0.374254750905935,-1.3577854836205,-0.508006232381908,-1.37532979327141,-1.4113697297546,-1.3577854836205,3.43750188114401,2.42105389479261,2.76336181204053,0.361878055795226
"YAN 8A-I_200um",0.64,"Unit 8","YAN FW",1,44.74,30240.68359,1.32,-1.87222821269864,-2.23266963943285,0.277083008941678,1.70909533519403,1.72074878098426,-1.0730628380619,-1.70315188265471,0.542274796499387,5.6292972561308,-0.226610643687041,-0.28675949037754,-0.945466180957194,-1.5779887397007,NA,-0.328030822132945,1.37977693592944,0.165225633365517,-1.20574927922086,-1.04390625377045,-1.39894050825172,-1.21935493127664,-1.92629543396892,3.32452260159261,2.29219050755438,2.80760580658352,0.35617535683076
"YAN 8A-I_200um",0.66,"Unit 8","YAN FW",1,47.89,29758.30469,1.37,-1.65133118152063,-2.34447836208057,0.437215127152128,1.87860972644055,1.81326077453853,-1.04077059196996,-1.55824075845462,0.729794553524699,5.74506396384831,-1.86839568675846,-0.0944710851664343,-1.35757006299246,-2.62406322429973,-2.18684941787699,0.11989368526572,1.49313643851127,0.627810518283479,-1.08131668636431,-0.50897434388966,-1.13806950295676,-0.744844449743093,-0.581586876853369,3.46490850093312,2.4712689424292,2.7010472238688,0.370226773957571
"YAN 8A-I_200um",0.68,"Unit 8","YAN FW",1,51.04,29234.82813,1.36,-2.26857413404918,-2.35752162006567,0.352077768023365,1.7778309658838,1.81256302576665,-1.06247593041093,-1.9443344658636,0.618245222242619,5.65700635912077,-0.353530632974392,-0.424989596956537,-0.743443328075071,-1.9443344658636,NA,0.00157568319171375,1.44810674344909,0.17654426568041,-1.49374892247497,-0.702621333554816,-1.85604185871792,-0.892975062046035,-1.58612224260598,3.40584526389084,2.38091829640941,2.78689191939752,0.358822670172363
"YAN 8A-I_200um",0.7,"Unit 8","YAN FW",1,54.19,28648.86328,1.52,-1.7287070664291,-2.71910577045697,0.394409538753401,1.8650764706389,1.90360203619645,-1.1020049852773,-1.62049348178886,0.661365480688065,5.76420443675046,-2.21600219278489,-0.175083933101392,-0.513370503452845,-2.42185424698904,NA,-0.181144557713083,1.52166742549848,0.392698674349772,-0.920956503130148,-0.77319562140166,-1.0868531802567,-0.920956503130148,-2.23953269019509,3.54165164552944,2.57458552770228,2.63021638330757,0.380196856177464
"YAN 8A-I_200um",0.72,"Unit 8","YAN FW",1,57.34,28974.54688,1.46,-1.6295327474375,-2.61036200044922,0.536341300014645,1.91584514173207,1.93568706253107,-0.628084207223036,-1.84575585590713,0.823625204035922,5.85447690507708,-0.735714871415402,-0.450877751095851,-1.41756249672141,-2.91046659289956,NA,0.0260463209944577,1.685158180245,0.576908485003646,-1.28122605316928,-0.429735314522042,-3.50830359365518,-1.24275977234149,-0.915766279674817,3.60801675786916,2.64404217900888,2.62209752321981,0.38137406833444
"YAN 8A-I_200um",0.74,"Unit 8","YAN FW",1,60.49,30037.49219,1.5,-1.77290190533226,-2.73074164011929,0.281519935385917,1.59839553063422,1.64862995791054,-0.842754138796677,-1.77290190533226,0.459859406280749,5.59700650074195,-1.19029659917214,-0.636262221074909,-0.91898150418456,-1.2784893112076,NA,-0.13367943154063,1.27769286681041,0.335194892107954,-1.5638101074737,-0.92394429352669,-1.32940940163485,-0.833621655233403,-0.847351848045306,3.28430625712478,2.29254061567774,2.69599042489527,0.370921198668146
"YAN 8A-I_200um",0.76,"Unit 8","YAN FW",1,63.63,30850.95313,1.48,-1.72078156442857,-3.78623686413367,0.581803528565473,1.83657654798886,1.92492571782015,-0.768525683860902,-2.19927180755163,0.888666659869098,5.88228756028291,-0.779454754393093,-0.181343066092825,-0.85949746206663,-1.58901228679745,-1.99447739490561,0.145588768590657,1.5464819291317,0.198623465246744,-1.34873245324025,-0.571815389614849,-1.40875046296651,-1.12364903710822,-0.757714767756687,3.5525790701456,2.53172974727568,2.77555110220441,0.36028880866426
"YAN 8A-I_200um",0.78,"Unit 8","YAN FW",1,66.78,30611.06445,1.43,-1.31230518765809,-2.5360806192802,0.421430441453591,1.58863147955829,1.7353635557547,-0.845062719853678,-2.00545236821803,0.51909911291721,5.61983419148,-0.228507984775117,-0.355663160260364,-0.962269884489253,-3.51690987229193,NA,0.0976051665331461,1.35675956673117,0.276329597146251,-1.43746833061209,-0.993851456539551,-1.08916163634388,-0.897083904604557,-1.07166847889636,3.31425229785869,2.32218019439005,2.69681677018634,0.370807542824241
"YAN 8A-I_200um",0.8,"Unit 8","YAN FW",1,69.93,31059.64063,1.47,-1.34701742341476,-4.36744230955913,0.545212576176926,1.6479015113388,1.83812504421092,-0.977418228495096,-1.88253565977113,0.622990277219611,5.7050563857111,-0.503209967967329,-0.321471331621241,-0.765574232434819,-2.09875876824076,NA,0.0613883913125584,1.39722619065307,0.334552061064505,-1.18938847921118,-0.708163325221481,-1.34701742341476,-1.05933535096298,-1.39702784398942,3.38252649790085,2.42938140871573,2.59385474860335,0.385526599181564
"YAN 8A-I_200um",0.82,"Unit 8","YAN FW",1,73.08,31152.33594,1.42,-1.47161772975751,-2.26530613953933,0.580273860154094,1.65628631690496,1.74830102932655,-0.859963583448749,-1.48035140972627,0.55538569771884,5.65625740333567,-1.66267296652022,-0.429652476754054,-1.04040012554693,-2.07341513172923,NA,0.104218436129821,1.34872542377817,0.323036097496908,-1.75064173946618,-0.933346129382773,-1.40436550274834,-1.06905538130731,-1.14764565590053,3.31891286928105,2.29703683770136,2.77840224809314,0.359919086837162
"YAN 8A-I_200um",0.84,"Unit 8","YAN FW",1,76.23,31250.43164,1.52,-1.47664064001077,-2.620509520267,0.491770458335377,1.600222924805,1.78959153610463,-0.920824729985126,-1.96992195412586,0.62576527878931,5.67208767666104,-0.576407345032478,-0.513669004399055,-0.861694206758304,-3.1129860053648,NA,0.0459467835363681,1.39887200348164,0.1995457392117,-1.05073686422534,-0.787928056518695,-1.23421515914711,-1.40823791312637,-0.920824729985126,3.32505651115667,2.30573721686433,2.77130767680838,0.360840482768649
"YAN 8A-I_200um",0.86,"Unit 8","YAN FW",1,79.37,31365.72266,1.44,-1.36296502573893,-2.46157731440704,0.59508119459861,1.6172630612791,1.76805990900792,-0.888696997706736,-1.36296502573893,0.743875490129021,5.75575740811413,-0.74986055285252,-0.302093065053667,-0.888696997706736,-1.2576045100811,-1.90563125536058,0.168280318309796,1.49752499078691,0.424511781697125,-2.98964474460754,-0.878114888376199,-1.36296502573893,-1.08171384361744,-0.888696997706736,3.4152243243808,2.39564776638968,2.7720207253886,0.360747663551402
"YAN 8A-I_200um",0.88,"Unit 8","YAN FW",1,82.52,31004.14453,1.63,-1.70670293486674,-2.20747822277923,0.457432485662367,1.48098447783837,1.68773766433254,-0.885722382796906,-2.06771628040407,0.441057850790577,5.55266195563867,-0.88128778572904,-0.391026140960799,-1.05479871284084,-1.65743188585995,NA,-0.138507980966684,1.24936408229482,0.224672074569464,-1.70670293486674,-0.804654559708124,-1.1033257537355,-1.29787647905587,-0.67061100317996,3.2230363133802,2.25689615324341,2.62778204144282,0.380549065420561
"YAN 8A-I_200um",0.9,"Unit 8","YAN FW",1,85.67,30908.84961,1.51,-1.50145951789995,-2.06785499282075,0.468609466632098,1.60219754830913,1.81059481424282,-0.73871904554081,-2.13345227530657,0.528346908144889,5.6367065357394,-0.742929578077153,-0.361664939265426,-0.83571131152812,-2.87878520903708,NA,0.0694061197479101,1.37072992091302,0.335795691548239,-1.19370988239736,-0.826494656423196,-1.62602224054171,-0.859131585736218,-1.71118004888202,3.33560858070836,2.3191196974705,2.7634748272458,0.361863256412088
"YAN 8A-I_200um",0.92,"Unit 8","YAN FW",1,88.82,30916.24805,1.46,-1.57708053523182,-2.44891950453514,0.439033872496738,1.52178249719168,1.64795807876269,-0.861460498819819,-2.16668703685093,0.412038368154727,5.57898263672801,-0.563828095514871,-0.573778426368039,-0.697831075038017,-1.82321360477073,NA,0.0733248156905004,1.32633706749764,0.100865282627347,-1.17161542712366,-0.8659148491692,-0.925702767548173,-1.7236840094237,-1.1655731126677,3.22753645707569,2.2374298668368,2.69152134696332,0.37153708668454
"YAN 8A-I_200um",0.94,"Unit 8","YAN FW",1,91.97,30828.85352,1.48,-1.53901906713083,-2.61096310871678,0.4422930089754,1.53717162809146,1.72667157021025,-1.00680225338352,-1.62357645515889,0.613162072037567,5.60391515451906,-1.14868284061896,-0.177811540440674,-0.945244360384088,-1.97188314942711,NA,-0.0747631645412268,1.34230285524542,0.0485600514907718,-1.52116144973082,-0.695589683521546,-1.48637533364541,-1.23791397434691,-0.836903216588124,3.27397064758519,2.28864260947976,2.67869045285238,0.373316744730679
"YAN 8A-I_200um",0.96,"Unit 8","YAN FW",1,95.12,31102.83789,1.59,-1.9486565714741,-4.01551933094708,0.449238701324267,1.47548237943046,1.66533563906542,-1.22435422313436,-1.45829201957945,0.526711055267138,5.54878932526707,NA,-0.694086917753786,-0.990228255151544,NA,NA,-0.184706380944476,1.18076531003581,0.273569308067533,-1.69313161065685,-0.734608115159426,-1.49782285833609,-1.1590491247266,-0.985385630675756,3.2195953601396,2.24635395994223,2.64650896604349,0.3778562675701
"YAN 8A-I_200um",0.98,"Unit 8","YAN FW",1,98.26,31059.04297,1.48,-1.36099123381009,-2.25480910983218,0.497907538255596,1.51880289214361,1.72556458561989,-1.18754735104815,-2.05413841437003,0.541794488611471,5.62424403131867,-0.584310940636837,-0.311547968948448,-0.805713847473263,-1.64867330626187,NA,0.0384735904995477,1.37150518342936,0.249960683455227,-2.41515175990736,-0.827692754192038,-1.63862297040837,-1.36859583319531,-0.660296847614759,3.29664201666311,2.25319732770226,2.83897959183673,0.352239235137661
"YAN 8A-I_200um",1,"Unit 8","YAN FW",1,101.41,30581.36328,1.38,-1.62186439800121,-2.59591396402756,0.512181277713474,1.6148112495682,1.77865248006204,-1.00833484540596,-1.49730167535945,0.497582478292321,5.62417634152228,-0.650003814972249,-0.454259237846153,-0.561384979028548,-3.11578942331347,NA,0.13880448415681,1.40748026978021,0.256197580248884,-1.37851813936948,-0.7862968773995,-1.95833663462243,-0.986476051593462,-0.874113083406417,3.33998073192561,2.31872623107608,2.77667592225307,0.360142857142857
"YAN 8A-I_200um",1.02,"Unit 8","YAN FW",1,104.56,30912.04883,1.5,-1.14579549316601,-2.12917251825654,0.785836544025013,1.82950036450398,2.02074189512037,-0.693116647577582,-2.06974909778574,0.739421874716265,5.82939724981048,-1.45664462489933,-0.192047198756955,-0.800636991288838,-1.10833793063111,-3.53608616657916,-0.0171057492606241,1.58390166444446,0.514248454646496,-2.19235141987807,-0.811506663525742,-0.984040213953533,-1.62654366169472,-0.59604279888576,3.52417558411774,2.53195354475489,2.69722115013508,0.370751949631538
"YAN 8A-I_200um",1.04,"Unit 8","YAN FW",1,107.71,30770.45703,1.52,-1.43543506385936,-2.09154097273896,0.722233314285035,1.72357057151789,1.87221159553418,-0.766155364706061,-1.68003355017483,0.641645201634793,5.74513763705787,-1.72942630550441,-0.432447469858998,-0.99292868407085,-3.39082395686922,NA,0.200075088884512,1.51445082156921,0.412871171673298,-1.82220803895537,-0.841378785943649,-1.23133970751585,-1.31138241518938,-1.01746979298697,3.44650885781637,2.46386584840078,2.67150773934646,0.374320457796853
