"Core","depth_cm","Group","Guano_Zone","Guano_sum","SH20_age","kcps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Sn","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","cps_sum"
"YAN 9B-1_200um",198.78,"Unit 5","YAN FW",1,5697.47,32876.54688,1.55,NA,NA,-2.92267270268449,-4.25585723849043,-2.91362286716457,NA,-3.33269362732851,-1.45354233598545,-0.217049687239887,NA,0,-2.05480856471581,-3.86195295278334,-1.01245702375914,4.30916670791252,-1.57106389955249,NA,-2.13009162513635,-1.9260595819715,-4.09679254386074,NA,-3.36047319143559,-3.15724494982232,-1.37511019396847,-0.158643233840375,NA,-1.03422659094338,NA,NA,NA,-1.85171194534689,-1.10253194091821,-2.51720759457632,-2.08976357974938,-2.52940286767014,-2.33488603778237,-2.08976357974938,-3.54561562457118,-2.66732601087564,2.01310842017483,0.921071461990366,20447,2.98033871909675,0.335532331809275,184471
"YAN 9B-1_200um",198.8,"Unit 5","YAN FW",1,5697.94,32656.55664,1.61,NA,NA,-2.76792912281763,NA,-3.3590270490234,NA,-2.98900868991098,-1.59757292929067,-0.20871774730911,NA,0,-2.53983914756809,-2.92899068018473,-1.00268900251779,4.35129186881387,NA,NA,-2.07478194225768,-2.17922460562528,-3.2596545752102,NA,NA,-3.18169303374048,-1.31567679390594,-0.130053128248198,NA,-1.22336036468661,NA,NA,NA,-1.89729298030193,-1.17684034905172,-2.81878754005112,-1.81114702958873,-2.13437403945993,-2.03826672928258,-1.81751647787421,-2.7930350439487,-3.23298632812804,2.10556338544813,1.05168857049883,21340,2.86874546773024,0.348584428715875,181651
"YAN 9B-1_200um",198.88,"Unit 5","YAN FW",1,5699.82,36875.54688,1.62,-5.9427993751267,-3.99688922607139,-2.51420301927643,-4.43872197835043,-2.972384909557,NA,-3.09016794521338,-1.69907741183,-0.494626253034287,NA,0,-2.55277529406267,-3.64021428213266,-0.905846772713072,4.41552000302492,-3.14959136568418,NA,-2.32291279249972,-1.82647590618582,-3.41707073081845,NA,-3.13943899422017,-3.09982985612512,-1.07783232017636,-0.455240008940136,NA,-1.58395607590848,NA,NA,-5.02650864325255,-2.05780504208647,-1.27936028101463,-3.06173000989285,-2.25809529242325,-2.32291279249972,-2.5928952878521,-1.5649481118633,-4.26882294155503,-2.29214113383296,1.83792151099122,0.7544406126907,19225,2.9549475416581,0.338415483152325,220164
"YAN 9B-1_200um",198.92,"Unit 5","YAN FW",1,5700.76,30213.38281,1.41,-4.0121344747973,-4.04198743794699,-2.46332118417964,-4.20629048923826,-2.89410410027209,-4.89943766979821,-2.45089866418108,-1.51021647918277,-0.248202116966869,NA,0,-2.457090634429,-4.13729761775131,-1.10234463104404,4.27792190874031,-2.02910666278549,NA,-1.7243644675884,-2.21548502027506,-3.13177575214921,NA,-3.34884025738704,-2.94337514927888,-1.81164725182627,-0.2999981585191,NA,-1.18935600803367,NA,NA,NA,-2.00906591190204,-1.02972586244178,-2.80229655101897,-1.66075921763383,-2.4758999663865,-2.4447447986067,-2.65569307682709,NA,-4.49397256169004,2.08156807092352,0.965410297675837,19998,3.05310093230645,0.327535847052576,165739
"YAN 9B-1_200um",198.94,"Unit 5","YAN FW",1,5701.23,26605.36133,1.42,NA,-5.06449196688697,-2.81320016828047,-4.23158284395186,-3.49587604897312,NA,-2.56305601514776,-1.42165645127444,-0.0974603102728426,NA,0,-2.59639243541535,-3.87056949841453,-0.955258792171115,4.20524874837066,-4.23158284395186,NA,-2.14672123480269,-2.23127862283075,NA,NA,-3.93308985539587,-1.94654206060873,-1.74305955369367,-0.140141041387723,NA,-1.01444766356145,NA,NA,NA,-1.75394895349294,-0.968482125345804,-2.32365194296177,-2.21378546538323,-2.51504679596139,-2.62214493151776,-2.69424822541911,NA,-3.90134115708129,2.26059111274585,1.12582343896618,20059,3.11045081967213,0.3214968047961,135085
"YAN 9B-1_200um",198.96,"Unit 5","YAN FW",1,5701.7,22556.96875,1.35,-3.83426164412125,-3.91122268525738,-2.37650831901921,-3.51918059748135,-2.91059080494947,NA,-2.08667339320633,-1.29528777306297,0.00160000034133343,NA,0,-2.68744725363526,-3.08704724229103,-1.13116194817889,4.04262978928157,-1.68768079960378,NA,-1.57327044842604,-2.24729658753921,-4.73220323732721,NA,-3.8720019721041,-2.01210469770882,-1.32496354120909,0.0917373151628712,NA,-0.937736020650706,NA,NA,-4.18565953095914,-1.52062671494062,-0.711733574189366,-2.34260676734353,-1.56175400636448,-2.06119430790535,-1.77351223545357,-2.48570761098421,-2.85343239110952,NA,2.56759412943095,1.38388955034171,21264,3.26645264847512,0.306142506142506,101092
"YAN 9B-1_200um",199,"Unit 5","YAN FW",1,5702.64,24308.07617,1.19,-4.6983802600153,NA,-2.7094527258763,NA,-3.13619523243174,NA,-2.31456972709867,-1.14523241943549,0.0324054552724455,NA,0,-2.6286006292472,-3.31208589889541,-1.09791176324542,3.95786559219504,-2.09284562243868,NA,-1.7065015557773,-1.92099536551203,-4.43011627342062,-2.37298048925508,-4.49074089523705,-1.80374410333268,-1.97002479275234,0.126851810749593,NA,-0.671655885468178,NA,NA,NA,-1.24961446143403,-0.736834757906046,-2.58119839035262,-1.54301784086942,-2.04297379239851,-2.00063942857195,-3.18579217357112,-3.39212860656895,NA,2.51691627820125,1.31552295432613,22999,3.32474614516736,0.300774843051864,107576
"YAN 9B-1_200um",199.02,"Unit 5","YAN FW",1,5703.13,25481.91797,1.19,NA,-5.27747670067618,-2.97489160768214,-5.41100809330071,-3.06645880120763,-4.64886804125381,-2.48938379190044,-1.18730750986456,-0.123462823734582,NA,0,-2.38710494278002,-3.69335659622637,-1.26334847231089,3.92439037409538,-1.56695807145877,NA,-1.56390463397188,-2.10464481430939,-3.10842300030666,-2.26316804154926,-3.52827684586693,-2.92610144351271,-1.96784651253952,0.0678435194671881,-2.47411631976965,-0.80726750012221,NA,NA,NA,-1.50471576258155,-0.765244510347363,-2.62071979396153,-2.1365624172777,-2.9142669858657,-2.09942287032824,NA,NA,-4.13804241748782,2.45773809647349,1.25175963918239,23779,3.34002555210805,0.299398907103825,113087
"YAN 9B-1_200um",199.04,"Unit 5","YAN FW",1,5703.62,26847.24805,1.34,-4.85091356921954,-3.80109144472086,-2.59962177061305,-4.49423862528081,-3.00133452910266,NA,-2.68594985410154,-1.23230331095216,-0.0375684476111623,NA,0,-2.78949053304238,-3.31558362893916,-1.30582200789732,3.91067013540478,-1.77954388145993,NA,-1.8841688325388,-2.89485104870021,-3.80109144472086,NA,-3.75230128055143,-2.47933560473854,-1.72477979604996,-0.0729912774536468,NA,-0.860607645397352,NA,NA,NA,-1.50855668758032,-0.812887437587665,-2.72779696403704,-2.19666607411031,-2.32518492491129,-2.79862301660566,-2.84557999969343,NA,NA,2.31081925546298,1.11193102050839,23490,3.31642778390298,0.301529255319149,123522
"YAN 9B-1_200um",199.06,"Unit 5","YAN FW",1,5704.11,26400.67383,1.39,NA,NA,-2.58834223703624,-5.25865211015561,-3.5240510547675,NA,-2.89152849602399,-1.18111466624989,-0.068167448410784,NA,0,-2.47227006578349,-3.79231504136218,-1.28417609008091,3.87573071701354,-1.84274858110375,NA,-1.74876642274295,-2.16760965679729,-4.56550492959566,-3.37833924358611,NA,-2.59606428313015,-1.87238037871013,-0.00579711768432596,NA,-0.965153152989317,NA,NA,-5.37643514581199,-1.46691527060196,-0.740493301157144,-2.93408811044278,-1.64773419751138,-2.20885261533134,-2.17776202826131,-3.34500282331851,NA,NA,2.36721392797227,1.1890058650653,24136,3.24854779088189,0.307829856407478,118108
"YAN 9B-1_200um",199.08,"Unit 5","YAN FW",1,5704.6,26182.98242,1.25,-5.42274494492309,-5.55627633754761,-2.64237408224125,-4.24408994858144,-3.94683842511351,NA,-2.75725435823967,-1.32424237255232,-0.143992733869892,NA,0,-2.58953160086687,-3.01355011687079,-1.46193177532551,3.78767042424073,-1.92623738345661,NA,-2.19888157854385,-2.29817979952613,-3.91866754814681,-2.53934185634302,-4.13489065661645,-2.16464840690161,-1.8323055636224,-0.0608660968853075,-2.2818306615246,-0.906405972641613,NA,NA,-4.50645421304893,-1.46910026480412,-0.741771795519497,-2.73150186213726,-2.02154756326093,-3.25369124455357,-3.00237681627266,NA,-5.42274494492309,-2.47830596575665,2.35572822063845,1.17423021036129,24972,3.25925294217977,0.306818776492752,115759
"YAN 9B-1_200um",199.1,"Unit 5","YAN FW",1,5705.08,26352.67578,1.33,NA,NA,-2.78172120580305,NA,-3.43001782019765,NA,-2.74568126931986,-1.01003963111153,-0.235290896108755,NA,0,-2.48946246632386,-3.36219522385889,-1.36604620028994,3.82081689240885,-2.46243379393594,NA,-1.75604138662598,-2.31977749353442,NA,-2.29128553774011,NA,-2.44263116663976,-1.769286613376,-0.0376310682176469,-3.71186897233863,-0.793469902187814,NA,NA,-4.9881624382442,-1.61799716582977,-0.625063813455834,-2.43611648561857,-1.60095129855678,-2.87794923789761,-2.46243379393594,NA,-3.54124345530787,-5.8636311755981,2.40140151543344,1.20198218799962,25283,3.31818958155423,0.301369157916409,116248
