"Core","depth_cm","Group","Guano_Zone","Guano_Sum","SH20_age","kcps","MSE","Si","P","K","Ca","Ti","V","Mn","Fe","Co","Cu","Zn","Br","Sr","Zr","Os","Mo_inc","Mo_coh","inc_coh","coh_inc"
"ARD1D",232,"Unit 6","ARD NON GUANO",2,4838.8,16981.74609,1.19,-3.19126896616955,NA,-3.04466549197767,1.77671517613772,-0.49735327600224,-4.18979779628067,-0.164446105545523,3.4657957500375,-0.680386829978284,0.0888504839393747,0.460072568625326,-0.555978119349763,2.36230242666348,0.682122626118164,-2.95765411498804,3.91097044679106,2.53472122197911,3.96002059025395,0.252523939512111
"ARD1D",232.2,"Unit 6","ARD NON GUANO",2,4840.82,15611.61719,1.19,-2.4467429119459,-3.69950588044127,-1.99475778820285,1.77486342988712,0.113801152047717,-2.60089359177316,0.0593659454926998,3.969335562109,-1.11174184521356,-0.411103992924461,0.104931914306937,-0.674214804645736,2.15928404976217,0.769844582404285,-2.47573044881916,3.86990591200944,2.59335871594669,3.58424264841872,0.278998968008256
"ARD1D",232.4,"Unit 6","ARD NON GUANO",2,4842.84,15110.44141,1.22,-3.22667323633447,NA,-2.57608567019332,1.36507392932148,-0.0128099532898105,-2.57608567019332,-0.249868972665995,3.75126864579783,-0.984192067410127,-1.11142224195792,-0.817478408282163,-1.09152108764063,1.50769605479129,0.466364227928133,NA,3.37822992921597,2.17750452091305,3.32252623688156,0.300975802357719
"ARD1D",232.6,"Unit 6","ARD NON GUANO",2,4844.86,14974.94922,1.27,-2.99322123347779,-3.3679146829192,-1.7768259091533,1.96260582412347,0.814829181567378,-1.95914746594725,0.352287242323778,4.4813382206796,-0.0822301883788894,-0.789076213296997,-0.404517790008145,-2.30007405291784,2.11838997795847,1.18116603641785,-3.97405048648952,3.95201044977351,2.78443108974487,3.21420278637771,0.311119137920655
"ARD1D",232.8,"Unit 6","ARD NON GUANO",2,4846.88,15156.53711,1.11,NA,-4.6390350151237,-1.79122287164633,1.7482650911166,0.468424463608096,-3.08089039707715,-0.082530001116889,4.2273703428499,-0.788887413413641,-0.762639187338705,-0.404928510526441,-1.34319814911937,1.82788701191248,0.834285527410612,-2.46998131475418,3.70600474841421,2.55107567480449,3.17379830348728,0.315079883589713
"ARD1D",233,"Unit 6","ARD NON GUANO",2,4848.9,15127.44043,1.17,-3.31828060882503,NA,-1.98605346897542,1.54153179553664,0.463513814367272,-2.13558520294638,-0.0381611587161146,3.99529059391524,-1.05323343515005,-0.846619185787055,-0.555609323242599,-1.64759907115022,1.6649654576243,0.544109772400701,-2.37089928988085,3.46796100011928,2.27466831071028,3.29792238337907,0.303221205277547
"ARD1D",233.2,"Unit 6","ARD NON GUANO",2,4850.92,14780.05664,1.37,-3.13205397270396,NA,-1.76596231890159,1.49683273990145,0.228321414437941,-3.09283325955068,-0.354477708953139,3.85362484702587,-1.50674271111357,-0.90419242590585,-0.510288140198762,-1.92011299872885,1.55929390952518,0.51078154290857,NA,3.34140453150131,2.19640455075606,3.14244129633223,0.318223923917742
"ARD1D",233.4,"Unit 6","ARD NON GUANO",2,4852.94,14726.16016,1.11,-2.87952682407098,-3.37200330916878,-1.33908178312383,2.03964274268626,0.851507069796988,-4.16046066953305,0.162346605480865,4.40689317507481,-0.0965753147956532,-0.403922566945295,-0.039798798993572,-2.99730985972736,2.10217539789973,1.06743423271844,-2.05632651526284,3.92292966574327,2.79207675222098,3.09829795371964,0.322757854453429
"ARD1D",233.6,"Unit 6","ARD NON GUANO",2,4854.95,14756.66016,1.18,-2.82560027533121,NA,-1.93670851764517,1.40889784861705,-0.0412565898599864,-2.58637058626538,-0.460167278677502,3.70924865418338,-1.14321336325094,-1.07993191330342,-1.08466005449937,-1.15840352874492,1.50121358728467,0.304001171630787,NA,3.29896482836153,2.09398601750047,3.33668837576475,0.299698349795943
"ARD1D",233.8,"Unit 6","ARD NON GUANO",2,4856.97,15147.24023,1.15,-3.143136706961,NA,-2.18488177598781,1.42046715994698,0.0393714737363267,-3.07414383547405,-0.21575975307128,3.65132988591416,-0.869539150840206,-0.719599003549291,-0.476404655189521,-1.74795339842386,1.68746013635587,0.274589976652367,NA,3.26527440242728,2.09292524446403,3.22957050551121,0.309638696010357
"ARD1D",234,"Unit 6","ARD NON GUANO",2,4858.99,15007.44629,1.23,-3.54741112762342,NA,-1.88601347625861,1.60626574909835,0.359264271478129,-2.12832694368054,-0.0428552329741123,4.01710393446627,-1.10216973422785,-0.88948531370378,-0.649659262429633,-1.14951585482505,1.70869439011531,0.475556771756452,-2.49426121303207,3.43619346364215,2.28661957819839,3.15684744440109,0.316771721666049
"ARD1D",234.2,"Unit 6","ARD NON GUANO",2,4861.01,14476.77246,1.2,-3.24486198239224,-3.037222617614,-0.90453656141535,1.94681199468508,0.94129012908298,-3.037222617614,0.274688073221392,4.49723951350092,-0.0446202370689353,-1.32117497012164,-0.766386222934533,-3.037222617614,1.94080339291663,0.910408815281516,-1.69893747568047,3.84847875183672,2.73246463192992,3.05266237565828,0.327582902050987
"ARD1D",234.4,"Unit 6","ARD NON GUANO",2,4863.03,14864.75391,1.12,-4.86217174644437,NA,-1.79411881131075,1.51370449957395,0.497946021009117,NA,-0.145907512950688,4.04425553996962,-1.1304722951475,-1.26485948585592,-1.1547159067575,NA,1.7236550213574,0.490870519792916,-3.68351675010272,3.46258894442719,2.30274196243926,3.1894451962111,0.313534153585066
"ARD1D",234.6,"Unit 6","ARD NON GUANO",2,4865.05,14612.76465,1.04,-2.59017658214326,NA,-1.35803290085063,1.57759544863366,0.568645886276796,-2.7782288136462,-0.210630448013088,4.11206454472306,-0.636136307004699,-1.36640115052115,-0.690203528274974,-1.80171922177899,1.80250734700461,0.52903674818175,-3.05448219027436,3.52609390127088,2.37006726641659,3.17728365384615,0.314734253830149
"ARD1D",234.8,"Unit 6","ARD NON GUANO",2,4867.07,14563.37012,1.17,-2.83949014635246,-3.7950015913799,-1.39710631858153,1.69228187468076,0.669756440891446,-2.6635994798888,0.0678311698574738,4.21153262904967,-0.789318986972741,-1.53323849290611,-0.750479153656478,-1.3100949415919,1.72084358769671,0.734366881191908,NA,3.55255580811485,2.4291607198471,3.07527733755943,0.325173924246328
"ARD1D",235,"Unit 6","ARD NON GUANO",2,4869.08,14915.94922,1.08,-2.42766299281732,-4.50710453449716,-1.50142193009,1.7034955425275,0.616859444906102,-2.28790105044216,-0.0117492145162723,4.18957285889288,-0.648482305796126,-1.03513808194679,-0.474635375993143,-2.02219788470916,1.7166615017098,0.673554788582647,NA,3.56804254854791,2.44810668564128,3.06465763875644,0.32630072193179
"ARD1D",235.2,"Unit 6","ARD NON GUANO",2,4871,15091.74121,1.03,-2.83421987294179,NA,-2.42875476483363,1.42970198314553,0.251460637275136,-3.36484812400396,-0.166175006453283,3.85296207828168,-1.47777847497158,-0.976085334768866,-0.561487743097429,-1.37014781077922,1.56854608974884,0.490604529935788,NA,3.39173536717643,2.19448644628636,3.31099557096091,0.302023961847156
"ARD1D",235.4,"Unit 6","ARD NON GUANO",2,4872.91,15444.42383,1.14,-2.65439640436028,NA,-1.69298523720565,1.42791017930234,0.379076197176559,-3.92006277769155,-0.0488617667836637,3.97266090346586,-0.94267964280576,-1.07093397832944,-0.808569713861948,-2.08385154589267,1.48466001295275,0.3087596987591,NA,3.43062854082824,2.21864553444613,3.36014123185563,0.297606538237011
"ARD1D",235.6,"Unit 6","ARD NON GUANO",2,4874.83,15096.44043,1.25,-3.35134285128712,NA,-1.52881172339231,1.72265840176428,0.484069051769185,-2.56858351203749,-0.139995292839711,4.12491716304769,-0.791212780261533,-0.610502827361919,-0.489141970357652,-1.52881172339231,1.83289554856321,0.618949062265002,-3.82134648053286,3.59737441241619,2.44888552163733,3.15342413923572,0.317115603815466
"ARD1D",235.8,"Unit 6","ARD NON GUANO",2,4876.74,15422.62598,1.09,-2.21742924142505,-3.50841342274061,-1.06212160908039,1.8251833337067,0.829471318703344,-2.91057642198499,0.286053793935889,4.31195309982081,-0.37687960802756,-0.806442267714784,-0.15691570963073,-2.6482121575175,1.94184439066054,0.807861834370489,-2.86178625781556,3.893039817256,2.65336910748341,3.45447575234809,0.289479525024969
"ARD1D",236,"Unit 6","ARD NON GUANO",2,4878.66,14923.55078,1.1,-2.24321756538499,-4.52559995106152,-1.47159876938355,1.66758019994705,0.721424121098966,-1.96065059359998,-0.00381137401247944,4.2466384782802,-0.841733038771128,-1.50030887526598,-0.802319070230252,-1.50030887526598,1.6305312176017,0.657306563975188,NA,3.52784202397465,2.39822550809811,3.09446959259988,0.323157158303123
"ARD1D",236.2,"Unit 6","ARD NON GUANO",2,4880.57,14684.86328,1.12,-3.04349948452073,NA,-1.45835426465568,1.48522152930395,0.707415360512657,-2.89507947940246,-0.189330775288528,4.20759014710306,-0.484722986166276,-1.81972405289862,-1.2254227069753,NA,1.38254403556992,0.578171219899755,-2.86117792772678,3.34962293235246,2.26674645289258,2.95316205533597,0.338620089674095
"ARD1D",236.4,"Unit 6","ARD NON GUANO",2,4882.49,14522.76855,1.2,-2.90684421752452,NA,-1.47834950191426,1.54267991825355,0.713350199489992,-2.74777952289484,-0.13857515642926,4.21351652301533,-0.363343403470472,-1.49501655439947,-1.52054985640463,NA,1.36790435536226,0.51370493479858,-3.22961760978758,3.29450394139574,2.23441595050958,2.88662497478313,0.346425326717451
"ARD1D",236.6,"Unit 6","ARD NON GUANO",2,4884.4,14633.56641,1.12,-2.58373729837758,-3.59533821005606,-1.33531273148081,1.72848444690033,0.876300583307504,-2.07291167461159,0.0553200312376738,4.41474466948981,-1.06296502302914,-1.67352561257981,-0.944446422793803,-1.95311047479897,1.59946878012231,0.676687529403488,NA,3.45666170263386,2.41367970463282,2.83766632548618,0.352402250757466
"ARD1D",236.8,"Unit 6","ARD NON GUANO",2,4886.32,14268.58203,1.2,-1.91606149231973,-2.65176828729847,-1.27640299671077,2.02106054716344,1.09620008318548,-1.89544220511699,0.365470191476488,4.66766464595976,-0.657363788304543,-2.04959288494425,-0.783316197282157,-1.91606149231973,1.82408521417601,0.88982095801952,-4.17782459079352,3.72680551961881,2.73272677549062,2.70223374551256,0.370064211380914
"ARD1D",237,"Unit 6","ARD NON GUANO",2,4888.23,14367.27832,0.99,-2.18303898808217,-4.6034071167326,-0.933455672504181,1.8387348813051,0.910021629432384,-2.73160493983101,0.179909254638968,4.46049029448453,-0.172590317889284,-1.91216403394677,-1.15341957090101,-2.25203185956912,1.62362350168815,0.857241661732891,NA,3.55424989846387,2.51744137771025,2.82020202020202,0.35458452722063
"ARD1D",237.2,"Unit 6","ARD NON GUANO",2,4890.15,14447.27539,1.14,-2.44143697284036,-2.87221988893282,-1.91080872177819,1.73179578470845,0.784414465764264,-2.46675478082465,-0.200727283564404,4.31354584280437,-0.413288725548076,-1.52514624096621,-0.700970797999857,NA,1.54985921348229,0.638176784694331,-2.28016882524424,3.40007639750412,2.39365374874096,2.73579658323401,0.365524252105722
"ARD1D",237.4,"Unit 6","ARD NON GUANO",2,4892.06,14637.26563,1.16,-2.18329371571927,NA,-1.18266183541136,1.714224603506,0.83126031207531,-2.00097215892531,0.127259546923954,4.3649253870431,-0.317664397924759,-3.45625939153216,-1.07143620030114,-2.35764710286405,1.57137347893267,0.66625604765664,-2.539968659658,3.44195047460645,2.39265361159192,2.85564250411862,0.350183889810341
"ARD1D",237.6,"Unit 6","ARD NON GUANO",2,4893.98,14704.86035,1.14,-3.03586308814122,NA,-1.7141072481589,1.64356386845336,0.686813745556007,-3.03586308814122,0.0263589266816036,4.24003034705303,-0.513473345098479,-1.36188665456955,-1.07225336198651,-3.57485958887391,1.53669781428124,0.514711694595536,NA,3.35605402525138,2.30407595309764,2.86330935251799,0.349246231155779
"ARD1D",237.8,"Unit 6","ARD NON GUANO",2,4895.89,14646.16504,1.18,-2.47217375811429,-3.05409530356401,-1.64182545604086,1.84766453276697,0.932937522869,-2.30965482861652,0.195871108374218,4.44657964272438,-0.465144794002933,-2.00955023616618,-0.968096361338018,-2.95401184500703,1.65258589297225,0.700966057431224,NA,3.56597790296634,2.53196992274546,2.81231497927768,0.355578947368421
"ARD1D",238,"Unit 6","ARD NON GUANO",2,4897.81,14378.97559,1.18,-2.26150093645076,NA,-1.2782707219015,1.50014630645794,0.570580545571772,-1.97863815043493,-0.0515373333371105,4.13821329975714,-0.819117108679825,-1.46781252666894,-1.01424762376636,-1.69095607798315,1.44501061610268,0.642664143577741,-3.44015593279241,3.37589515697939,2.32972634356832,2.84672386895476,0.351280997396904
"ARD1D",238.2,"Unit 6","ARD NON GUANO",2,4899.72,14482.37402,1.15,-3.36794473167312,-3.9069412324058,-1.37551456698291,1.99958770389639,0.600773617431576,-3.45495610866274,0.0443024861756252,4.33370763096911,-0.129266279508735,-0.54458368405991,-0.323422293949692,-0.93287045563299,1.90505482689063,1.0747065248172,-2.45165399979896,3.8202791652425,2.70874139725181,3.03902812320643,0.329052565313189
"ARD1D",238.4,"Unit 6","ARD NON GUANO",2,4901.64,15121.63867,1.29,-2.88343106150949,NA,-1.51452844310147,1.45768377576141,0.436381716370554,-2.81673968701081,-0.191603695914164,4.07642580579228,-1.64555670550787,-1.4800422670303,-0.563751535156141,NA,1.58049332310833,0.382591541784416,-2.56184743738202,3.4398149347024,2.28410973509287,3.17626252701906,0.314835436773076
"ARD1D",238.6,"Unit 6","ARD NON GUANO",2,4903.55,15217.83496,1.23,-3.55748347687079,NA,-1.69021645513459,1.30004634261486,0.27880126893087,-1.9133600064488,-0.210680167274437,3.94109307362004,-0.724270132814577,-1.42088352135101,-0.845519376447447,-2.54054921921695,1.41599955159417,0.441256744638846,NA,3.32676231288384,2.19900306127598,3.08872767857143,0.323757904245709
"ARD1D",238.8,"Unit 6","ARD NON GUANO",2,4905.47,15243.7334,1.2,-2.68930196624723,-2.92110358030456,-1.50272090463316,1.64505456640852,0.384348744399216,-2.29539768054014,-0.0283192760030069,4.12243598640968,-1.05265149028825,-0.559429570940503,-0.269700414866997,-1.69988896954411,2.01399574371581,0.655142598822475,-2.03124610549856,3.69978089126421,2.52900142784659,3.22450504295854,0.310125115848007
"ARD1D",239,"Unit 6","ARD NON GUANO",2,4907.38,15220.33398,1.05,-3.91222546382749,NA,-2.25930243945365,1.59491112674661,0.498550584132381,-2.8905742162955,-0.0884266918141785,4.11771394404758,-0.443023353051273,-0.92206423532295,-0.429277432146637,-2.08409835042856,1.87194154041636,0.580149228015261,-1.77871670087737,3.64193473316246,2.50250772669696,3.12497726032381,0.320002328559786
"ARD1D",239.2,"Unit 6","ARD NON GUANO",2,4909.3,14937.4502,1.22,NA,NA,-2.10656003307464,1.33567553595263,-0.0271184913948002,-2.88426460166264,-0.367992292596425,3.71712535083945,-1.17951650942422,-0.885172187147022,-0.680525343305232,-1.8673303440088,1.57825712703042,0.526688954944876,-2.64942501058524,3.32645358792342,2.16370425650824,3.19871552701171,0.312625487185544
"ARD1D",239.4,"Unit 6","ARD NON GUANO",2,4911.21,14764.05762,1.19,-3.35084593940028,NA,-2.25223365073217,1.53640241114323,0.303624735028115,-1.66227070640745,-0.223053943833222,3.97426426712633,-0.763524284184209,-0.952950666601908,-0.422007900676318,-1.33202901953688,1.82994571132296,0.565871910332075,-3.1883270099025,3.55254689677356,2.38458718954866,3.21542553191489,0.311000827129859
"ARD1D",239.6,"Unit 6","ARD NON GUANO",2,4913.13,14991.54688,1.2,-3.14921263253908,-4.43014647800114,-1.69577896858156,1.51475043329051,0.645027337232686,-2.67228856044877,0.162951126752682,4.26261216571204,-0.56312083850373,-0.996159273515994,-0.835577703358446,-1.12692950469919,1.94760035779823,0.740337517037011,NA,3.66062351071545,2.53531151110928,3.08117802529734,0.324551191716194
"ARD1D",239.8,"Unit 6","ARD NON GUANO",2,4915.04,14892.75293,1.14,NA,NA,-2.495971252297,0.935898428898236,-0.0543372294357241,-4.12193846668231,-0.67725597308042,3.64426654448413,-0.863841928660832,-1.7090053165194,-1.27896894768073,NA,1.30667590081358,0.203297333644822,NA,3.12109786355088,1.99008304296478,3.09879963065559,0.322705601907032
"ARD1D",240,"Unit 6","ARD NON GUANO",2,4916.95,15108.64063,1.21,-2.79067556180047,NA,-1.43365158298069,1.5714426707525,0.571301106708403,-4.66247773870206,0.0425377822557449,4.21042993555778,-1.26128035703991,-1.1584229716002,-0.539383763193976,-1.56013573008981,1.86474891746194,0.737944850783128,-1.7721059808059,3.6674818515592,2.51224657113431,3.17477029096478,0.314983418751884
"ARD1D",240.2,"Unit 6","ARD NON GUANO",2,4918.93,15262.93262,1.16,NA,-4.03373138458078,-1.86150810944998,1.50709633577232,0.349683175367953,NA,-0.160218233914507,4.02779053249998,-1.08929240541434,-1.22032066782074,-0.550783352899929,-1.72009645540015,1.6460619337054,0.558015781075174,-3.34058420402083,3.52339332761541,2.36449372746501,3.18642500462364,0.313831330895583
"ARD1D",240.4,"Unit 6","ARD NON GUANO",2,4920.9,15245.33398,1.08,-3.98403681287982,NA,-1.82455256352645,1.50627737598559,0.480593350329273,-3.04576717428689,-0.184809301597017,4.12090160606884,-0.792189660399537,-1.15738086936976,-0.609107358038274,-1.13783627329679,1.75145963726591,0.713408649217444,-1.77454214295178,3.54602583253107,2.3915557049482,3.17234203556565,0.315224521438368
"ARD1D",240.6,"Unit 6","ARD NON GUANO",2,4922.88,15313.63184,1.37,-3.3049998314579,NA,-2.09055572726467,1.7302424917634,0.221360693158262,-2.5605593565104,-0.209184099346926,3.90153362461216,-1.19319300527603,-1.34416403218591,-1.31496487749365,-2.24210562539187,1.8155120811248,0.638113761040278,NA,3.54093603328014,2.41202786994832,3.0922783933518,0.323386148591904
"ARD1D",240.8,"Unit 6","ARD NON GUANO",2,4924.85,15229.13574,1.13,-2.63749248354909,-3.66711190073025,-1.53888019488098,1.76135615028283,0.517987024760313,-2.03787136099997,0.1766322639446,4.32947465506489,-0.671379627176261,-1.12550990726571,-0.386200684942598,-1.82656226733276,1.86667276682083,0.949986856123114,-2.09849598281641,3.75979425076387,2.6276004419336,3.10245523352409,0.32232535999048
"ARD1D",241,"Unit 6","ARD NON GUANO",2,4926.82,15352.02734,1.28,NA,NA,-2.75145567575221,1.37725103666083,-0.232579725905999,-2.3874902985508,-0.272665252981649,3.563725888912,-1.09905172743467,-0.675067571559268,-0.256437716359892,-1.37743140722414,1.64269231945401,0.507578508845232,-3.52058876329008,3.33059616420366,2.15092422098298,3.25330675847074,0.307379560011139
"ARD1D",241.2,"Unit 6","ARD NON GUANO",2,4928.8,15214.83594,1.19,-2.24337484418,NA,-1.75502207626607,1.50001033154011,0.328671775152294,-1.87565006405469,-0.0924743385180236,4.06539799713928,-1.1264134168437,-1.23514661698016,-0.781320437178579,-2.24337484418,1.62357330897434,0.674395887904275,-2.67701082925487,3.4844978334098,2.35324033333602,3.09955173701905,0.322627297378729
"ARD1D",241.4,"Unit 6","ARD NON GUANO",2,4930.77,15004.8457,1.13,-2.9110104648336,NA,-2.0355417274797,1.60729378813283,0.593946151119408,-2.00275190465671,-0.116171133658998,4.19497252795955,-1.27785602578218,-1.3936878413073,-0.704936272220397,-0.98822273319914,1.65125222014322,0.6702837786004,-3.29667294564558,3.55264282242546,2.45645976040275,2.99272116461366,0.334144059869037
"ARD1D",241.6,"Unit 6","ARD NON GUANO",2,4932.74,14810.75586,1.08,-2.96028566145608,-3.87657639333024,-1.40214104340953,1.83756886836151,0.692966615014703,-2.45951037354359,0.0984214112592978,4.33771955982774,NA,-1.05817813505916,-0.403058350088456,NA,1.8146272991191,0.82048905736211,-3.75879335767385,3.70393201405846,2.612818489558,2.97758784425451,0.33584231676979
"ARD1D",241.8,"Unit 6","ARD NON GUANO",2,4934.72,14945.14844,1.22,-2.22045250612505,NA,-1.19645108124811,1.67416499660664,0.637819096664534,-3.31906479479315,0.0643279622354935,4.20638489736058,-1.12839761800309,-1.26192901062762,-0.926531465136169,-1.69793084259586,1.65074850478285,0.678596095796808,-3.01678392292022,3.48659261416597,2.3689070738364,3.05776892430279,0.327035830618893
"ARD1D",242,"Unit 6","ARD NON GUANO",2,4936.69,15278.63379,1.29,-2.14968069169934,-3.58476521698866,-0.989510510031793,1.98319753452501,0.981664140683002,-2.45336310549756,0.302965095870444,4.50109105875184,-0.274222203594634,-1.76021592493761,-0.530764035310692,-2.84282787225928,1.86584395990164,0.85198631737447,-2.39084274851622,3.82346227367998,2.66598192804941,3.18190586419753,0.314277053652622
"ARD1D",242.2,"Unit 6","ARD NON GUANO",2,4938.66,14545.16992,1.12,-2.62333406404566,-2.75686545667019,-1.25809311212361,1.99959417686413,0.883223833274317,-3.49880280139956,0.257735301188187,4.4852850735596,-0.363308585470414,-0.838543264133703,-0.444801619721598,-2.58251206952541,1.97766075053195,0.977397003291567,-2.75686545667019,3.84092968023085,2.70130061081975,3.12560876623377,0.319937674478998
"ARD1D",242.4,"Unit 6","ARD NON GUANO",2,4940.64,14172.28809,1.18,-2.5765736735097,NA,-1.60898964724799,1.56321376942178,0.47419488071068,-2.38551843674699,-0.0807617902394329,4.02893788461219,-0.725222107079395,-1.27968590010539,-0.811482451363802,-2.08702544819099,1.50896025903025,0.578184594234727,-2.32233953512545,3.42327666697456,2.30083093462496,3.07235919021848,0.325482776617954
"ARD1D",242.6,"Unit 6","ARD NON GUANO",2,4942.61,14232.38379,1.14,-2.34577847034823,-3.92989857479804,-1.54343199782329,1.7026563905698,0.554515410054254,-2.67713560630267,0.0909788355421908,4.2092136177228,-0.816383265587663,-1.22184837369583,-0.696134137436086,-1.91499555425577,1.79735625604331,0.594603708122599,NA,3.64824689762143,2.5480348645712,3.00480307396734,0.332800511508951
"ARD1D",242.8,"Unit 6","ARD NON GUANO",2,4944.58,14280.58105,1.2,-3.22196284024551,NA,-1.41078528516036,1.54272176622005,0.539237275448047,-2.49982812281232,-0.0813665724324695,4.14362673284157,-0.29627441042445,-1.44005566746047,-0.992581151274764,-2.22653478781264,1.79648499358753,0.682976310294227,-2.65397880263958,3.62228867616934,2.49603188570178,3.08409046974676,0.324244703522628
"ARD1D",243,"Unit 6","ARD NON GUANO",2,4946.56,14607.16699,1.19,-2.87469458474045,NA,-1.70305716105745,1.6093346614088,0.744786071353664,-3.0753652802026,0.0106138711991699,4.32021990275121,-0.341719531911425,-1.06046225966033,-1.10592463373709,-2.74686121323056,1.85389926426883,0.832203374876166,-2.78768320775082,3.70896608323307,2.61574464319984,2.98387096774194,0.335135135135135
"ARD1D",243.2,"Unit 6","ARD NON GUANO",2,4948.53,14766.65918,1.21,NA,NA,-1.55338315509185,1.45438169889639,0.546892473490829,-3.62235339690439,-0.284214151209371,4.16087061943165,-0.569925779673853,-1.80319495348822,-1.07682212529995,-3.27404670263617,1.80735766234829,0.651995223971303,-2.49634213404817,3.59929979666042,2.4594849235531,3.12618956985154,0.319878234398782
"ARD1D",243.4,"Unit 6","ARD NON GUANO",2,4950.5,14814.85742,1.21,-3.190102039533,NA,-1.8463672928319,1.51892753598666,0.384114506260802,-2.86159797256096,-0.0643166377308058,4.12906360241693,-1.18263399747825,-1.40764496296725,-0.822978425401378,-1.29298205464711,1.78356186164329,0.677620706998571,-1.98612923520706,3.63746700295732,2.52399740209414,3.04490469208211,0.328417504364052
"ARD1D",243.6,"Unit 6","ARD NON GUANO",2,4952.48,14596.06445,1.32,-4.55311703964764,NA,-1.90222525238538,1.15620561538417,0.188912329057645,-2.35589246231142,-0.177360017987357,3.90464456799917,-0.860079575385043,-1.84506683854543,-1.16872677630187,NA,1.47355376319496,0.511585475718888,NA,3.34603644369545,2.28152976751386,2.89940828402367,0.344897959183673
"ARD1D",243.8,"Unit 6","ARD NON GUANO",2,4954.45,14930.14941,1.1,-2.51070101318544,NA,-1.86135645528388,1.46657454411394,0.500623355128391,-3.23283573061863,-0.155252430634323,4.19909101301279,-0.61931170300854,-1.44107626139058,-0.834940457820263,-1.37470119244571,1.8386548391989,0.75396728999928,-2.97500662131653,3.67539002590688,2.57088079834372,3.01774308019872,0.33137347130762
"ARD1D",244,"Unit 6","ARD NON GUANO",2,4956.42,14754.25977,1.27,-3.28718544604746,NA,-1.79770684869234,1.17069453114468,0.0542927009130718,-2.37962839414206,-0.406522502278257,3.81309280112617,-1.57064939805699,-1.72219929618419,-1.19157104512202,NA,1.470519207568,0.385255281723315,NA,3.29272979665318,2.16887861139493,3.07668028221315,0.325025647215014
"ARD1D",244.2,"Unit 6","ARD NON GUANO",2,4958.4,14674.56348,1.14,-4.65640504782161,NA,-2.01734771820635,1.59212126880404,0.396650962158599,-2.51633888432534,-0.216699301561049,4.11092409997244,-0.906900971891237,-0.827763651332513,-0.32896660343213,-1.15235028071975,1.84601011524052,0.802116070266764,-2.37913776281185,3.68464744587575,2.56944025978369,3.05020007275373,0.327847346451998
"ARD1D",244.4,"Unit 6","ARD NON GUANO",2,4960.37,14728.95898,1.18,-3.08903241975122,NA,-1.73319726611604,1.32691243312612,0.237441415714997,-3.21686579126111,-0.237170516616933,3.94630659958553,-0.806650034074695,-1.06088417245894,-0.835637570947948,-2.118253502593,1.47905875799545,0.483313218106763,NA,3.37480794074755,2.24985090854348,3.08008450163242,0.32466641725901
"ARD1D",244.6,"Unit 6","ARD NON GUANO",2,4962.34,14376.87891,1.24,-2.91240975450978,-4.57063783111331,-1.26558431000406,1.52631222384064,0.423190344666559,-2.17274255831494,0.0244820190212751,4.24817731948839,-0.488872051098074,-1.0152897696239,-0.709908120072719,-1.98664027868108,1.83252237385347,0.749930144369541,NA,3.70556601584312,2.61190423233487,2.98518518518519,0.334987593052109
"ARD1D",244.8,"Unit 6","ARD NON GUANO",2,4964.32,14615.46484,1.22,-2.73095940970941,-3.06120109657999,-2.0535605861176,1.53917500744343,0.147185121617196,-2.48312324580483,0.0139047645155177,3.93730854567062,-0.509719956169315,-1.07870150009238,-0.422143766964727,-1.58157479566788,1.71389529974734,0.698987385238733,NA,3.50620487442615,2.36432335844713,3.13265696784073,0.319217842957531
"ARD1D",245,"Unit 6","ARD NON GUANO",2,4966.29,14990.64648,1.15,-3.92328752451435,NA,-1.7122696250458,1.70837218564597,0.412367892977408,-4.6164347050743,0.156366322297745,4.14839950925654,-0.641436900484762,-0.609101519841825,-0.305635579688783,-1.24913887508782,1.92711736354832,0.816194999081334,-2.44738100470477,3.74240733018657,2.59346013144855,3.1548697098503,0.316970300509636
"ARD1D",245.2,"Unit 6","ARD NON GUANO",2,4968.31,15600.41699,1.07,-3.19726193655979,-3.89040911711974,-1.82354635764676,1.58605443481177,0.195567195431849,-2.45532459183041,-0.101684328036083,3.91069574643499,-0.421553086983765,-0.53351199435416,-0.390875834736718,-1.41387071700225,1.84809679359485,0.650755738892443,NA,3.61826839837983,2.41859965672394,3.31901728844404,0.301294001535256
"ARD1D",245.4,"Unit 6","ARD NON GUANO",2,4970.34,15954.69727,1.13,-3.34176114363612,-4.03490832419606,-1.59256128882686,1.69153217435272,0.258969923701114,-3.47529253626064,0.0298357682497477,3.98741461024431,-0.333606350083569,-0.60496152924792,-0.259277943673471,-1.36941773751265,1.95686867409396,0.786380798169275,NA,3.77625506082922,2.52452984379694,3.4963697538516,0.286010940032415
"ARD1D",245.6,"Unit 6","ARD NON GUANO",2,4972.36,15874.2041,1.13,-2.30668114802922,-3.86482576607577,-1.525426699959,1.75828880551298,0.191297583326136,-2.76621347740766,0.0888189140431992,4.02855972285914,-0.888021502407295,-0.233840290380733,-0.0120221203075914,-1.10008022129701,2.14306561871775,0.92370710121469,-3.05389554985944,3.93656555421572,2.68070347583407,3.51086370982223,0.284830196399345
