"Core","depth_cm","Group","Guano_Zone","Guano_Sum","SH20_age","kcps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Rb","Sr","Zr","Nb","Mo","In","Sn","Sb","Te","I","Cs","Ba","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Ta","W","Os","Ir","Pt","Au","Hg","Pb","Bi","Th","U","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","cps_sum"
"ARD1A",11.4,"Unit 13","ARD NON GUANO",2,1030.42,10586.56934,0.97,0.000219647465817363,0.000439294931634726,0.00170226786008456,0,0.00115314919554116,0.000329471198726045,0.00422821371698424,0.00170226786008456,0.0351435945307781,0.000274559332271704,0.0233375432430948,0.00186700345944759,0.0012080610619955,0.00993904782823568,0.681291527099006,0.00247103399044534,0,0.00197682719235627,0.00516171544670803,0.00192191532590193,0,0,0.00208665092526495,0,0.00115314919554116,0.0685300093350173,0.0401405743781231,0.000274559332271704,0.000658942397452089,0.000329471198726045,0,0.000768766130360771,0.000823677996815112,0.000494206798089067,0,0,0.00104332546263247,0.000988413596178134,0,0.000823677996815112,0.000329471198726045,0,0.000823677996815112,0.00433803744989292,0,0.000329471198726045,0.00219647465817363,0.000604030530997749,0,0,0.00159244412717588,0,0.00483224424798199,0.000549118664543408,0.00131788479490418,0,0,0.761847235187524,0.238152764812476,18211,3.19898547382984,0.312599106241891,34772
"ARD1A",11.6,"Unit 13","ARD NON GUANO",2,1062.78,13329.53125,1.26,0,0,0.000427208430246357,0.000284805620164238,0.0022309773579532,0.000284805620164238,0.00185123653106755,0.00318032942516732,0.0609484027151469,0.000189870413442825,0.0353158969003655,0.00161389851426401,0.000949352067214126,0.0117244980300945,0.995775383300897,0.00161389851426401,0.000237338016803532,0.00474676033607063,0.0052689039730384,0.00251578297811743,0.00123415768737836,0,0,0.00792708976123795,0.00356007025205297,0.0751412161199981,0.0413442825271752,0,0,0,0.000284805620164238,0,0.000474676033607063,0.000237338016803532,0,0,0.00161389851426401,0.00137656049746048,0.000237338016803532,0.000189870413442825,0.000427208430246357,0.00408221388902074,0.00389234347557792,0.00925618265533773,0.00242084777139602,0,0,0.0015189633075426,0.00104428727393554,0.00109175487729625,0.000949352067214126,0.000854416860492714,0.000474676033607063,0.00655052926377747,0.00346513504533156,0,0,0.777424407841648,0.222575592158352,21067,3.49285561953508,0.286298693369154,48429
"ARD1A",11.8,"Unit 13","ARD NON GUANO",2,1095.15,10465.1748,1.12,0,0.000970941119356405,0.00166447049032527,0,0.00187252930161592,0,0.00263541160968167,0.00520147028226645,0.0884943477356266,0,0.0513905263887926,0.00104029405645329,0,0.018239822456481,1.51126985227824,0.0133157639226021,0,0.00735141133226992,0.00998682294195159,0.00312088216935987,0.00214994105000347,0.00554823496775088,0.00277411748387544,0.00374505860323185,0,0.0804494070323878,0.0470212913516887,0,0,0,0,0,0.00208058811290658,0,0,0,0,0.00208058811290658,0.000762882308065747,0.000485470559678202,0.00138705874193772,0.00104029405645329,0.00339829391774742,0.00964005825646716,0.000554823496775088,0.00214994105000347,0,0.00305152923226299,0.00319023510645676,0.0020112351758097,0.00117899993064706,0.00332894098065053,0.00208058811290658,0,0.00312088216935987,0,0.00291282335806921,0.758721131839933,0.241278868160067,14419,3.14458177637252,0.31800731261426,41854
"ARD1A",12,"Unit 13","ARD NON GUANO",2,1127.52,10582.66699,1.25,0,0,0.0011278725504018,0,0,0,0.00324263358240519,0.0054983786832088,0.0993232764697589,0,0.0554067390384887,0.00267869730720429,0.0011278725504018,0.0198787537008318,1.64168898914423,0.0166361201184266,0,0.00260820527280417,0.00704920344001128,0.00599182292400959,0.00183279289440293,0.00317214154800508,0.000916396447201466,0.00317214154800508,0.00148033272240237,0.0769773015649232,0.0428591569152686,0,0.00140984068800226,0.000634428309601015,0,0,0.00303115747920485,0.000704920344001128,0,0.000704920344001128,0.000634428309601015,0,0,0.00119836458480192,0.00133934865360214,0.00239672916960383,0.00394755392640632,0.0115606936416185,0.00260820527280417,0.00162131679120259,0.000281968137600451,0,0,0,0.000986888481601579,0.00317214154800508,0.000281968137600451,0.000422952206400677,0.000916396447201466,0.00162131679120259,0,0.767940222754829,0.232059777245171,14186,3.30923450789793,0.302184688819534,43014
"ARD1A",12.2,"Unit 13","ARD NON GUANO",2,1159.89,10957.5498,1.13,0,0,0.00065483596359112,0,0.000982253945386681,0,0.00183354069805514,0.00510772051601074,0.0906292973610111,0.00032741798179556,0.0476065745530745,0.00340514701067383,0,0.0218060375875843,1.51149237116102,0.00864383471940279,0,0.00504223691965163,0.0126383340973086,0.00484578613057429,0.00373256499246939,0.0134896208499771,0.0043219173597014,0.00117870473446402,0.00405998297426495,0.0746512998493877,0.041516600091677,0,0,0,0.000392901578154672,0.00032741798179556,0.00157160631261869,0,0,0,0,0.000392901578154672,0.000261934385436448,0.00124418833082313,0.0011132211381049,0,0.00261934385436448,0.0120489817300766,0.00242289306528715,0.00242289306528715,0.0016370899089778,0.0037980485888285,0.00294676183616004,0.00150612271625958,0.0021609586798507,0.000589352367232008,0.00150612271625958,0,0.0032741798179556,0,0,0.766681946172484,0.233318053827516,15271,3.28599494807746,0.304321831226512,44289
"ARD1A",12.4,"Unit 13","ARD NON GUANO",2,1192.26,12618.46582,1.21,0,0,0.00197685911971626,0.000465143322286179,0.000755857898715042,0.000872143729286586,0.00226757369614512,0.00290714576428862,0.0971568114425257,0.00023257166114309,0.0530844816559102,0.00465143322286179,0.000639572068143497,0.0212221640793069,1.5304378161521,0.0126751555322984,0,0.0040118611547183,0.00877958020815164,0.00180243037385895,0.00156985871271586,0.00308157451014594,0.00430257573114716,0.00610500610500611,0.000755857898715042,0.0829117971975115,0.0412814698528984,0.000348857491714635,0.000407000407000407,0.00122100122100122,0.00023257166114309,0,0,0.000465143322286179,0.000407000407000407,0.00151171579743008,0,0,0,0.000348857491714635,0.0016861445432874,0.000465143322286179,0.00244200244200244,0.0145938717367289,0.000639572068143497,0.00348857491714635,0.0016861445432874,0.000814000814000814,0.0023257166114309,0.00325600325600326,0.00197685911971626,0.00331414617128903,0.00255828827257399,0,0.00482586196871911,0,0,0.767602767602768,0.232397232397232,17199,3.30297723292469,0.302757158006363,50444
"ARD1A",12.6,"Unit 13","ARD NON GUANO",2,1224.63,13446.62305,1.25,0.000335626783017285,0,0.00274095206130783,0.00067125356603457,0,0.000391564580186832,0.0021256362924428,0.00458689936790289,0.107176819376853,0,0.0595178161883985,0.00318845443866421,0.00151032052357778,0.0210326117357498,1.75622307993511,0.0100688034905185,0,0.00352408122168149,0.00632097108015886,0,0,0.000950942551882307,0.00190188510376461,0,0.00453096157073334,0.0909548581976842,0.0457571180846898,0.00044750237735638,0.00167813391508642,0,0.00139844492923869,0,0.0011746937405605,0.00201376069810371,0,0.000615315768865022,0.000335626783017285,0,0,0.00151032052357778,0.00139844492923869,0.00324439223583375,0.00413939699054651,0.0119147507971136,0.00268501426413828,0.00246126307546009,0.00139844492923869,0.00206969849527326,0,0.00145438272640823,0,0,0.00380377020752923,0,0,0.00134250713206914,0,0.767466577166191,0.232533422833809,17877,3.30045706038008,0.30298833819242,56645
"ARD1A",12.8,"Unit 13","ARD NON GUANO",2,1257,11675.71191,1.12,0.000373041531957225,0,0.00130564536185029,0.000621735886595374,0,0,0.00236259636906242,0.00404128326286993,0.0939442924645611,0,0.0504849539915444,0.0034817209649341,0.000808256652573987,0.0201442427256901,1.55365580701318,0.00957473265356876,0,0.00634170604327282,0.0118129818453121,0,0.000683909475254912,0.00491171350410346,0.00422780402884855,0.00733648346182542,0.00317085302163641,0.08468042775429,0.0430241233523999,0,0.000559562297935837,0.000808256652573987,0,0.000932603829893061,0.00254911713504103,0,0,0,0,0.0014921661278289,0.00024869435463815,0,0.00180303407112659,0.000994777418552599,0.00404128326286993,0.00683909475254912,0.00217607560308381,0.00155433971648844,0.00142999253916936,0.00360606814225317,0,0.00142999253916936,0.0024869435463815,0.00180303407112659,0.000621735886595374,0.00124347177319075,0.00111912459587167,0,0.00391693608555086,0.758393434469038,0.241606565530962,16084,3.13896037056099,0.318576815871454,47426
"ARD1A",13,"Unit 12","ARD GZ 5",3,1289.37,12100.3916,1.02,0,0,0.00183006535947712,0,0.00183006535947712,0.000457516339869281,0.00261437908496732,0.00281045751633987,0.116797385620915,0.000718954248366013,0.0613071895424837,0.000849673202614379,0.00254901960784314,0.0241830065359477,1.91065359477124,0.00862745098039216,0,0.00882352941176471,0.0129411764705882,0,0.00241830065359477,0,0,0.00633986928104575,0,0.0812418300653595,0.0374509803921569,0,0,0.00163398692810458,0,0,0.00215686274509804,0,0,0,0.00228758169934641,0.00150326797385621,0,0.000522875816993464,0.00228758169934641,0,0.00450980392156863,0.0183660130718954,0.0034640522875817,0.00503267973856209,0.00235294117647059,0.00176470588235294,0,0.00313725490196078,0.00235294117647059,0,0.00339869281045752,0.00418300653594771,0,0.000522875816993464,0,0.759803921568627,0.240196078431373,15300,3.16326530612245,0.316129032258064,51162
"ARD1A",13.2,"Unit 12","ARD GZ 5",3,1321.73,12724.3623,1.11,0.000549631746729691,0.00115422666813235,0.00164889524018907,0,0.00153896889084314,0,0.00285808508299439,0.00544135429262394,0.0799164559744971,0,0.0473232933934264,0.00164889524018907,0.00175882158953501,0.0165988787512367,1.35962405188524,0.00687039683412114,0,0.00241837968561064,0.00736506540617786,0.00120918984280532,0.00126415301747829,0.005331427943278,0.00236341651093767,0.00665054413542926,0.00610091238869957,0.0751346597779488,0.0428712762449159,0,0.000384742222710784,0,0.00115422666813235,0,0.000989337144113444,0.000714521270748598,0,0,0.000439705397383753,0.000549631746729691,0.000549631746729691,0.00060459492140266,0.00137407936682423,0.00126415301747829,0.00181378476420798,0.0150049466857206,0.000824447620094537,0.00434209079916456,0.00126415301747829,0.00153896889084314,0.000879410794767506,0.00247334286028361,0.00197867428822689,0,0,0,0,0,0,0.764592722875673,0.235407277124327,18194,3.24795703945832,0.307885845733592,49411
