"Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Si","Ti","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference"
"ARD","ARD1C",149,3545.06,3923.5,3721.67,3725.7,"Freshwater","Unit A9","ARD GZ 4","Guano",18.7063719117,0.73118734946,6.9330570869,5.9851973027,0.13165665793,1.7728991448,7.04722698358,2.15878508304,0.43167409428,1.84165756812,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1B",149.8,3551.26,3942.2,3731.68,3736.03,"Freshwater","Unit A9","ARD GZ 4","Guano",19.59915477905,0.76115404411,7.27706373625,5.93078641813,0.13165665793,1.8512926444,6.92572307007,2.16620358848,0.43997551917,1.71509816178,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",151,3566.84,3958.81,3745.78,3750.99,"Freshwater","Unit A9","ARD GZ 4","Guano",19.7534052221,0.7791340609,7.28764855623,6.03183520376,0.13165665793,1.95983749,6.48259115021,2.24780714832,0.44827694406,1.3528764126,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1B/C",153,3588.98,3981.76,3769.92,3775.76,"Freshwater","Unit A9","ARD GZ 4","Guano",21.28188688505,0.79112073876,7.66870207551,6.21061382449,0.12391214864,2.0020493744,6.33249808058,2.4481067952,0.61430544186,1.2437734761,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",155,3605.72,4021.92,3794.86,3800.53,"Freshwater","Unit A8","ARD GZ 0","Non Guano",22.903853665,0.88102082271,8.31437609429,6.87131742284,0.11616763935,2.3698957956,5.85362971557,2.62615092576,0.48978406851,0.6109764444,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",157,3637.67,4049.51,3823.76,3830.48,"Freshwater","Unit A8","ARD GZ 0","Non Guano",24.0724176275,0.94095421201,8.64779792366,7.15891781271,0.11616763935,2.5447736024,5.59632731049,2.75226551824,0.52298976807,0.37531410156,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",159,3657.47,4086.4,3853.07,3860.42,"Freshwater","Unit A8","ARD GZ 0","Non Guano",24.75953323745,0.97092090666,8.85420191327,7.2288746643,0.12391214864,2.6895000632,5.47482339698,2.80419505632,0.53959261785,0.23129822538,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",161,3685.17,4124.13,3887.81,3894.89,"Freshwater","Unit A8","ARD GZ 0","Non Guano",26.55444748385,0.95294088987,9.42578219219,7.02677709304,0.11616763935,2.7015606016,5.81789327042,2.95256516512,0.73882681521,0.1745646984,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",163,3713.06,4165.22,3930.77,3933.88,"Freshwater","Unit A8","ARD GZ 0","Non Guano",24.62865407365,0.92297419522,9.08706795283,6.995685159,0.12391214864,2.7618632936,5.9322498949,2.72259149648,0.48978406851,0.20947763808,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",165,3734.38,4223.31,3968.85,3972.86,"Freshwater","Unit A8","ARD GZ 0","Non Guano",24.99324602995,0.94694755094,8.98121975303,6.9179553239,0.11616763935,2.5990460252,5.60347459952,2.84128758352,0.53959261785,0.16147234602,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",167,3778.41,4251.85,4009.01,4011.49,"Freshwater","Unit A8","ARD GZ 0","Non Guano",23.8480533467,1.03085429596,8.62133587371,8.7057415312,0.14714567651,3.437253444,4.61000142435,2.27006266464,0.60600401697,0.35785763172,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",169,3802.79,4292.4,4049.12,4050.12,"Freshwater","Unit A8","ARD GZ 0","Non Guano",24.97454900655,0.98290758452,8.96005011307,7.31437748291,0.11616763935,2.8101054472,5.38905592862,2.67808046384,0.57279831741,0.14401587618,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",171,3839.1,4328.15,4088.56,4088.33,"Freshwater","Unit A8","ARD GZ 0","Non Guano",25.0446628443,0.96492756773,8.97592734304,7.05009604357,0.11616763935,2.683469794,5.46052881892,2.7448470128,0.54789404274,0.14837999364,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",173,3873.27,4355.79,4128.58,4126.13,"Freshwater","Unit A8","ARD GZ 0","Non Guano",27.3350482108,0.9589342288,9.40990496222,7.02677709304,0.11616763935,2.7498027552,5.48911797504,2.91547263792,0.87995103834,0.15710822856,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",175,3896.51,4397.13,4169.09,4163.93,"Freshwater","Unit A8","ARD GZ 3","Guano",21.78670651685,0.83307411127,7.96507703495,6.38939244522,0.13165665793,2.3156233728,6.56835861857,2.40359576256,0.51468834318,1.1783117142,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",177,3941.4,4417.97,4207.24,4202.3,"Freshwater","Unit A7","ARD GZ 3","Guano",16.84134382755,0.56337385942,6.61022007751,4.92029856183,0.1548901858,1.417113262,8.61248328115,1.79527831648,0.48978406851,3.36909867912,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",179,3978.16,4447.27,4248.88,4240.66,"Freshwater","Unit A7","ARD GZ 3","Guano",17.14049620195,0.41354038617,6.47790982776,3.76212401884,0.11616763935,0.8020258036,7.24020378739,1.7433487784,0.89655388812,3.47820161562,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",181,4018.74,4477.34,4288.75,4278.61,"Freshwater","Unit A7","ARD GZ 3","Guano",16.63567657015,0.40754704724,7.41466639599,5.82196464899,0.08518960219,1.8573229136,5.62491646661,2.4481067952,0.54789404274,1.42706640942,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",185,4091.92,4541.19,4386.11,4353.68,"Freshwater","Unit A7","ARD GZ 3","Guano",16.1355311942,0.40155370831,6.28738306812,3.39679379387,0.10067862077,0.9829338796,7.34026583381,1.81011532736,0.53129119296,3.74877689814,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",187,4122.89,4559.37,4420.64,4378.48,"Freshwater","Unit A7","ARD GZ 3","Guano",15.6307115624,0.39556036938,6.25033619819,4.05749739222,0.09293411148,0.783934996,5.38190863959,1.43177154992,0.4980854934,2.97196399026,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",189,4150.27,4587.34,4437.77,4403.28,"Freshwater","Unit A7","ARD GZ 3","Guano",17.8089147885,0.37758035259,6.26621342816,3.90203772202,0.09293411148,0.7477533808,5.74642038012,1.75818578928,0.76373108988,2.74502988234,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",190,4160.47,4603.92,4445.94,4415.68,"Freshwater","Unit A6","ARD GZ 0","Non Guano",24.9231321922,0.97691424559,8.90712601317,7.25996659834,0.12391214864,2.7015606016,5.38905592862,2.75226551824,0.57279831741,0.21384175554,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",191,4173.78,4612.36,4454.77,4425.75,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.595062027,0.76714738304,8.14501897461,5.89192150058,0.12391214864,2.2131087964,7.5046534815,2.38875875168,0.45657836895,1.37906111736,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",192,4184.65,4620.21,4463.62,4435.83,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.8100777961,0.81509409448,7.98095426492,6.27279769257,0.12391214864,2.2432601424,6.86854475783,2.47778081696,0.53129119296,1.2874146507,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",193,4195.22,4630.19,4472.28,4445.91,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.4451950879,0.7192006716,7.65282484554,5.80641868197,0.13165665793,2.0744126048,7.67618841822,2.35908472992,0.50638691829,1.61908757766,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",194,4203.66,4642.54,4480.61,4455.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",26.4656366227,0.98290758452,9.28817953245,7.37656135099,0.12391214864,2.834226524,5.4319396628,2.84128758352,0.78033393966,0.1963852857,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",195,4212.58,4658.12,4489.04,4466.06,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.6976049038,0.76115404411,7.72162617541,5.87637553356,0.13165665793,2.1467758352,7.46891703635,2.41843277344,0.43997551917,1.44452287926,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",196,4224.27,4665.46,4497.99,4476.05,"Freshwater","Unit A6","ARD GZ 0","Non Guano",16.8553665951,0.65327394337,6.31913752806,5.47218039104,0.14714567651,1.80908076,8.41235918831,1.86204486544,0.44827694406,2.65338341568,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",197,4233.78,4673.47,4506.65,4486.03,"Freshwater","Unit A6","ARD GZ 0","Non Guano",17.18723876045,0.62930058765,6.46203259779,5.24676386925,0.13940116722,1.7306872604,8.24797154062,1.95848543616,0.42337266939,2.38717225062,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",198,4245.22,4684.89,4515.76,4496.01,"Freshwater","Unit A6","ARD GZ 0","Non Guano",19.2111915435,0.74916736625,7.04949010668,5.9851973027,0.13165665793,2.0744126048,7.29738209963,2.08460002864,0.53129119296,1.92457579986,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",199,4254.12,4696.06,4525.1,4505.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.28188688505,0.79711407769,7.86981365513,6.00851625323,0.12391214864,2.2372298732,6.94001764813,2.40359576256,0.4980854934,1.27868641578,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",200,4259.64,4711.58,4533.06,4515.97,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.94592196765,0.88102082271,8.34083814424,6.56817106595,0.12391214864,2.4543195644,6.21099416707,2.58163989312,0.53959261785,0.7855411428,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",201,4275.93,4717.41,4542.73,4525.79,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.3517099709,0.74916736625,7.53109941577,5.86860255005,0.13165665793,2.0623520664,7.37600227896,2.36650323536,0.54789404274,1.5929028729,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",202,4289,4728.49,4550.81,4535.61,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.51530892565,0.75516070518,7.61577797561,6.31943559363,0.13165665793,2.0985336816,7.61186281695,2.25522565376,0.48978406851,1.67582110464,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1C",203,4300.15,4738.19,4560.21,4545.43,"Freshwater","Unit A6","ARD GZ 0","Non Guano",18.31840867615,0.68324063802,6.85896334704,5.58100216018,0.13165665793,1.8935045288,7.84772335494,2.21071462112,0.4150712445,1.99440167922,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",204,4310.49,4748.32,4569.4,4555.25,"Freshwater","Unit A6","ARD GZ 0","Non Guano",18.9400847042,0.68324063802,7.08124456662,5.54213724263,0.13165665793,1.9357164132,7.95493269039,2.10685554496,0.45657836895,1.98130932684,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",206,4329.31,4769.91,4587.86,4575.2,"Freshwater","Unit A6","ARD GZ 0","Non Guano",19.2485855903,0.67125396016,6.99656600678,5.5965481272,0.13940116722,1.8754137212,8.46953750055,2.15878508304,0.64751114142,2.39590048554,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",208,4349.91,4790.06,4607.28,4595.46,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.18898327185,0.88701416164,8.45727116402,6.58371703297,0.12391214864,2.4905011796,6.26817247931,2.50003633328,0.53959261785,0.8073617301,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",210,4369.19,4817.08,4625.88,4615.73,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.63683957775,0.77314072197,7.59990074564,5.93855940164,0.12391214864,2.1347152968,7.11869987388,2.30715519184,0.54789404274,1.5056205237,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",212,4399.88,4831.84,4644.93,4635.54,"Freshwater","Unit A6","ARD GZ 0","Non Guano",19.7534052221,0.72519401053,7.35115747611,5.72091586336,0.12391214864,2.020140182,7.26164565448,2.23297013744,0.44827694406,1.5710822856,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",214,4421.24,4849.53,4663.55,4655.34,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.5573772283,0.73718068839,7.61048556562,5.84528359952,0.13165665793,2.0563217972,7.68333570725,2.41843277344,0.53129119296,1.65400051734,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",216,4442.7,4868.93,4683.01,4675.2,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.62749106605,0.77314072197,7.63165520558,6.02406222025,0.13165665793,2.1347152968,7.18302547515,2.34424771904,0.47318121873,1.47943581894,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",218,4465.58,4889.5,4702.28,4695.1,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.1089394186,0.7791340609,7.75867304534,6.08624608833,0.12391214864,2.1588363736,6.99719596037,2.40359576256,0.46487979384,1.30487112054,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",220,4484.89,4911.09,4722.04,4714.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",19.2111915435,0.70721399374,7.15533830648,5.65873199528,0.13940116722,1.9839585668,7.92634353427,2.16620358848,0.43997551917,1.97694520938,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",222,4511.67,4926.9,4740.3,4734.81,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.4086732968,0.81509409448,8.31437609429,6.218386808,0.12391214864,2.26135095,6.99004867134,2.66324345296,0.73882681521,1.24813759356,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",224,4534.31,4942.65,4758.9,4754.62,"Freshwater","Unit A6","ARD GZ 0","Non Guano",19.77677650135,0.73718068839,7.30881819619,5.88414851707,0.13165665793,2.080442874,7.77625046464,2.16620358848,0.4980854934,1.91584756494,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",226,4561.77,4962.57,4777.87,4774.56,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.98302526255,0.83307411127,7.98095426492,6.36607349469,0.12391214864,2.3095931036,6.61838964178,2.49261782784,0.59770259208,1.1346705396,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",228,4591.61,4978.24,4796.86,4794.65,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.9129114248,0.83307411127,8.00741631487,6.35052752767,0.12391214864,2.3095931036,6.63268421984,2.44068828976,0.52298976807,1.14339877452,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",230,4605.76,5001.97,4817.88,4814.73,"Freshwater","Unit A6","ARD GZ 0","Non Guano",18.8652966106,0.68324063802,7.07065974664,5.58100216018,0.13940116722,1.9055650672,8.37662274316,2.13652956672,0.45657836895,2.2256999046,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",232,4639.18,5019.32,4838.13,4834.64,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.44081158395,0.79112073876,7.94919980498,6.03183520376,0.12391214864,2.2191390656,7.06866885067,2.39617725712,0.4980854934,1.27868641578,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",234,4665.58,5036.55,4857.32,4854.56,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.68358213625,0.76714738304,7.62636279559,5.95410536866,0.13165665793,2.140745566,7.31167667769,2.29231818096,0.48978406851,1.5056205237,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",236,4689.29,5054.31,4876.67,4874.47,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.20768029525,0.88102082271,8.50490285393,6.48266824734,0.12391214864,2.4603498336,6.42541283797,2.66324345296,0.52298976807,0.75499232058,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",238,4714.16,5071.95,4896.48,4894.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",24.41363830455,0.89300750057,8.89654119319,6.59149001648,0.11616763935,2.5387433332,6.21099416707,2.7448470128,0.51468834318,0.40586292378,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",240,4736.03,5094.54,4916.66,4914.31,"Freshwater","Unit A6","ARD GZ 0","Non Guano",24.42298681625,0.8990008395,8.88066396322,6.6847658186,0.11616763935,2.5206525256,6.16811043289,2.75968402368,0.52298976807,0.42331939362,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",242,4764.56,5107.18,4935.11,4935.03,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.90881867275,0.88102082271,8.74835371347,6.5293061484,0.12391214864,2.472410372,6.48259115021,2.75968402368,0.51468834318,0.56297115234,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",244,4793.39,5129.88,4954.62,4955.76,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.473240623,0.72519401053,7.85922883515,5.54213724263,0.13165665793,2.0382309896,7.79769233173,2.32199220272,0.47318121873,1.88966286018,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",246,4820.84,5150.35,4972.96,4975.97,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.27253837335,0.72519401053,7.64224002556,5.65873199528,0.13940116722,1.9477769516,7.84057606591,2.43326978432,0.68071684098,2.0293146189,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",248,4852.53,5167.49,4990.05,4995.67,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.52465743735,0.76115404411,7.61577797561,5.91524045111,0.13940116722,2.1347152968,7.90490166718,2.35908472992,0.45657836895,1.7674675713,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",250,4873.69,5187.36,5008.96,5015.37,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.6976049038,0.74916736625,7.66870207551,5.96187835217,0.13165665793,2.0925034124,7.47606432538,2.32199220272,0.47318121873,1.6147234602,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",253,4908.07,5214.18,5034.35,5041.63,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.49719340605,0.82708077234,8.29849886432,6.31166261012,0.12391214864,2.3397444496,6.99004867134,2.596476904,0.48148264362,1.01683936818,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",254,4915.56,5224.23,5044.09,5050.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.9976295339,0.80910075555,8.53136490388,6.18729487396,0.12391214864,2.3276839112,6.94001764813,2.61873242032,0.7471282401,1.05175230786,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",256,4933.16,5242.98,5060.19,5066.78,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.56234223605,0.79711407769,7.97036944494,6.16397592343,0.13165665793,2.2251693348,6.88998662492,2.41843277344,0.4980854934,1.21758877134,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",258,4949.54,5261.49,5075.66,5082.06,"Freshwater","Unit A6","ARD GZ 0","Non Guano",20.1179971784,0.73118734946,7.52580700578,5.79864569846,0.13165665793,2.0563217972,7.41173872411,2.27748117008,0.50638691829,1.65400051734,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",260,4960.39,5276.11,5090.61,5097.34,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.2404000862,0.85704746699,8.49431803395,6.40493841224,0.12391214864,2.4241682184,6.37538181476,2.60389540944,0.51468834318,0.6982587936,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",262,4982.62,5293.86,5105.84,5113,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.33826870715,0.82708077234,8.18735825453,6.34275454416,0.13165665793,2.3276839112,6.7899245785,2.52971035504,0.50638691829,1.02993172056,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",264,4999.06,5308.28,5122.85,5128.66,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.2590971096,0.84506078913,8.55253454384,6.35052752767,0.12391214864,2.4060774108,6.48259115021,2.65582494752,0.50638691829,0.69389467614,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",266,5016.13,5326.31,5138.37,5144.18,"Freshwater","Unit A6","ARD GZ 0","Non Guano",24.00230378975,0.86903414485,8.82773986332,6.45934929681,0.11616763935,2.4603498336,6.39682368185,2.73742850736,0.50638691829,0.48878115552,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",268,5033.03,5340.34,5154.33,5159.54,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.19804103165,0.82108743341,8.14501897461,6.24947874204,0.12391214864,2.3095931036,6.61124235275,2.53712886048,0.48148264362,0.93392113644,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",270,5043.89,5358.99,5171.03,5174.9,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.3806277617,0.8390674502,8.5207800839,6.31166261012,0.12391214864,2.3095931036,6.72559897723,2.75226551824,0.5810997423,0.90337231422,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",272,5065,5375.74,5185.54,5190.37,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.78670651685,0.82708077234,7.91215293505,6.39716542873,0.13165665793,2.2734114884,7.08296342873,2.58905839856,0.44827694406,1.24813759356,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D",274,5079.12,5395.82,5199.85,5205.85,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.02041930935,0.82708077234,7.96507703495,6.25725172555,0.13165665793,2.2191390656,6.76848271141,2.66324345296,0.52298976807,1.13903465706,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D/E",276,5096.91,5412.11,5214.76,5221.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.1188694341,0.86304080592,8.40434706412,6.48266824734,0.12391214864,2.3578352572,6.51118030633,2.71517299104,0.50638691829,0.8291823174,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D/E",278,5113.04,5425.95,5230.62,5236.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",23.72184843875,0.84506078913,8.45197875403,6.35052752767,0.13165665793,2.3397444496,6.62553693081,2.70033598016,0.63090829164,0.92519290152,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D/E",280,5128.03,5445.01,5246.38,5252.6,"Freshwater","Unit A6","ARD GZ 0","Non Guano",22.7449289661,0.84506078913,8.35671537421,6.34275454416,0.12391214864,2.3638655264,6.63268421984,2.65582494752,0.50638691829,0.82481819994,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D/E",282,5147.95,5472.12,5270.67,5276.21,"Freshwater","Unit A6","ARD GZ 0","Non Guano",21.27253837335,0.76714738304,7.87510606512,6.07847310482,0.13165665793,2.080442874,7.08296342873,2.411014268,0.46487979384,1.49252817132,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1D/E",284,5167.43,5507.77,5290.12,5299.82,"Freshwater","Unit A5","ARD GZ 0","Non Guano",17.2106100397,0.51542714798,5.75284965913,5.16126105064,0.13940116722,1.296507878,8.91981670944,1.46144557168,0.36526269516,2.63156282838,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",286,5185.29,5541.04,5313.38,5324.79,"Freshwater","Unit A5","ARD GZ 0","Non Guano",15.98128075115,0.38357369152,5.81106616902,4.09636230977,0.11616763935,0.7718744576,5.96798634005,1.34274948464,0.48148264362,3.04178986962,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",288,5204.91,5575.8,5340.51,5351.11,"Freshwater","Unit A5","ARD GZ 0","Non Guano",12.23252755945,0.31764696329,5.30299480998,4.01085949116,0.17812371367,0.7356928424,8.98414231071,1.23889040848,0.44827694406,4.32920452032,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",290,5217.64,5625.71,5365.31,5377.43,"Freshwater","Unit A5","ARD GZ 0","Non Guano",14.17701799305,0.38357369152,5.58878494944,3.36570185983,0.14714567651,0.7477533808,8.45524292249,1.47628258256,0.52298976807,4.48194863142,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",294,5268.09,5766.46,5449.3,5464.82,"Freshwater","Unit A5","ARD GZ 0","Non Guano",16.1168341708,0.44950041975,6.32972234804,5.14571508362,0.13940116722,1.0914787252,6.53976946245,1.55046763696,0.54789404274,2.8584969363,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",300,5352.67,6007.92,5580.9,5604.39,"Freshwater","Unit A5","ARD GZ 2","Guano",22.3522914747,0.90499417843,8.20852789449,6.66144686807,0.13165665793,2.4603498336,5.98942820714,2.35908472992,0.46487979384,0.9601058412,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",302,5396.41,6067.28,5625.1,5649,"Freshwater","Unit A5","ARD GZ 2","Guano",18.76713723775,0.49145379226,6.52024910768,4.67156308951,0.13165665793,1.2181143784,5.76786224721,1.60239717504,0.51468834318,2.25188460936,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",304,5423.58,6117.13,5669.53,5693.62,"Freshwater","Unit A5","ARD GZ 2","Guano",16.88808638605,0.40754704724,5.85340544894,3.76989700235,0.1548901858,0.9166009184,7.01149053843,1.39467902272,0.47318121873,3.19016986326,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",310,5547.86,6390.4,5843.74,5870.86,"Freshwater","Unit A4","ARD GZ 0","Non Guano",25.03998858845,0.92896753415,9.05531349289,6.77026863721,0.11616763935,2.6050762944,5.77500953624,2.88579861616,0.54789404274,0.1745646984,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",312,5632.53,6522.87,5984.52,6007.42,"Freshwater","Unit A4","ARD GZ 0","Non Guano",24.9418292156,0.94095421201,8.997096983,6.86354443933,0.11616763935,2.623167102,5.74642038012,2.84128758352,0.55619546763,0.19202116824,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
