"Sample_code","Record","Section","Depth_cm","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age"
"YAN_180","YAN","YAN 9B-I",180,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81996702383387,1.53437620362489,-2.49395839319309,0.595352959089817,1.41548666515185,0.72703136709997,-0.982131505425769,-2.61612432018154,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_181","YAN","YAN 9B-I",181,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.8000347927438,1.54143703136216,-2.48601105015942,0.591047150285618,1.38280224154764,0.713476526201376,-0.963379394213115,-2.57940729776807,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_182","YAN","YAN 9B-I",182,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.81816087651571,1.53587803683327,-2.50687380194764,0.577439744841929,1.39946691357658,0.751912507953925,-0.973578146485493,-2.60240613128828,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_183","YAN","YAN 9B-I",183,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.80777632384615,1.54569039902681,-2.49968038494374,0.596426010471995,1.3918108697846,0.723757356987959,-0.98785349717642,-2.57792707799735,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_184","YAN","YAN 9B-I",184,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.78963303699461,1.55829093321742,-2.48182960581964,0.575322406662255,1.36236493420563,0.800649454251203,-0.995320526036614,-2.60911063347486,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_186","YAN","YAN 9B-I",186,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.77886695335016,1.58895096621046,-2.47239102902349,0.619274452478449,1.36553485657761,0.7374621488047,-1.0135719413698,-2.60412640702808,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_188","YAN","YAN 9B-I",188,5417.97,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.79272652456124,1.5647828109064,-2.47131225093834,0.608923599461697,1.37157785767235,0.718129151619791,-0.975995843541407,-2.60883184974173,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_190","YAN","YAN 9B-I",190,5450.91,"Freshwater","Unit Y6","YAN GZ 0","Non Guano",1.93189535528059,1.61974824181486,-2.63694185006665,0.73190157030611,1.11041282814748,0.68898816952167,-0.783707490491388,-2.66229682451268,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_192","YAN","YAN 9B-I",192,5516.81,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.26547727136465,1.77524505044965,-3.01463377375337,0.834633428761587,0.426940610295967,0.512975260011217,-0.125645008429436,-2.67499283870026,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_194","YAN","YAN 9B-I",194,5582.7,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.23678614639441,1.76765289587733,-3.0222259283257,0.84223143968324,0.539149655536265,0.531025536052232,-0.199612231946631,-2.69500751327114,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_196","YAN","YAN 9B-I",196,5629.66,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.22904390841616,1.82485590610399,-3.01509595608136,0.846845687330332,0.444496933470663,0.499440996115881,-0.202334556145303,-2.62725291921037,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_198","YAN","YAN 9B-I",198,5676.62,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.27187158408306,1.80966683410398,-2.99404207996402,0.916067989675972,0.32690431629671,0.364148801842527,-0.102138467687677,-2.59247897835056,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_200","YAN","YAN 9B-I",200,5724.82,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.18781858844451,1.83871931788164,-2.9783593236695,0.82857918183825,0.626838609946212,0.420105457274978,-0.301670761692876,-2.62203107002321,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_202","YAN","YAN 9B-I",202,5774.27,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.13022934745089,1.88848317997027,-2.8318782356841,0.942478104228552,0.742461159549778,0.580971058660311,-0.821352067380714,-2.63139254679499,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_204","YAN","YAN 9B-I",204,5823.72,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",1.94616964387595,1.62760415227034,-2.68429711203931,0.68930920820506,1.06267837132733,0.623883349192575,-0.793719974134962,-2.47162763869699,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_206","YAN","YAN 9B-I",206,5871.08,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.26669251510401,1.81640605382613,-2.85812934666122,0.931040620769614,0.297631775048535,0.470831896830381,-0.245821360113596,-2.67865215480385,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_208","YAN","YAN 9B-I",208,5918.44,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.24608192623755,1.92421667363473,-2.97162963599165,0.845123491668423,0.249944286455869,0.399984266147031,-0.0914822208329739,-2.60223878731897,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_210","YAN","YAN 9B-I",210,5965.48,"Freshwater","Unit Y5","YAN GZ 0","Non Guano",2.07960171686027,1.80401075054227,-2.81541150001023,0.757471559027512,0.727259000910482,0.41832520732291,-0.342287230148427,-2.62896950450479,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_214","YAN","YAN 9B-I",214,6058.88,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.91410499491827,1.61966095489088,-2.47494640424347,0.691806874012913,1.31231200838107,0.232278911039421,-0.539473946431236,-2.75574339256786,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_216","YAN","YAN 9B-I",216,6106.89,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.90819406863909,1.60346299073131,-2.45949988866574,0.652995177860628,1.35478681701996,0.218789039330877,-0.513139551100995,-2.76558865381512,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_218","YAN","YAN 9B-I",218,6154.9,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.91756944402864,1.63799324614117,-2.47276029709222,0.630502861310805,1.34775984613706,0.189949680808152,-0.488865795858319,-2.76214898547528,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_220","YAN","YAN 9B-I",220,6202.81,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.93765656316232,1.61224250117225,-2.50759106367835,0.613560894460212,1.2958419980299,0.237495345241782,-0.47350681792059,-2.71569942046752,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_222","YAN","YAN 9B-I",222,6250.62,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.93128107277539,1.62191490347534,-2.52777162452495,0.615628697378079,1.27790528471892,0.256176817487235,-0.474197202653051,-2.70093794865697,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_224","YAN","YAN 9B-I",224,6298.43,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.91267915852162,1.58264139733427,-2.49832033173898,0.595526175709315,1.3363460463141,0.276422286764041,-0.458426013771165,-2.74686871913319,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_226","YAN","YAN 9B-I",226,6345.06,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.93482848378668,1.58908666211828,-2.52484980834828,0.585847389451875,1.28444935582638,0.289039520495886,-0.442975916955016,-2.71542568637581,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_228","YAN","YAN 9B-I",228,6391.7,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.98234797939584,1.6253080943256,-2.54135470467593,0.617372262706223,1.26529825525545,0.305148855767139,-0.444171477376602,-2.80994926539773,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_230","YAN","YAN 9B-I",230,6438.03,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.97646158551083,1.60615473881261,-2.56771962990448,0.588439941972426,1.16298925967695,0.341434895500255,-0.364155999046581,-2.74360479252201,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_232","YAN","YAN 9B-I",232,6484.04,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.97472216809143,1.60618359623461,-2.54388728317741,0.607117638110836,1.2084779592449,0.316957538691384,-0.402665554246757,-2.766906062949,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_234","YAN","YAN 9B-I",234,6530.05,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.03485482211572,1.62247810464973,-2.60820655311673,0.629809745161141,1.07408705063251,0.332045046356469,-0.32243874441071,-2.76262947138813,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_238","YAN","YAN 9B-I",238,6623.47,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.03031301296843,1.64150347673799,-2.56732540705827,0.611922726543369,1.04714533727846,0.357675818625253,-0.337797316675124,-2.7834376484201,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_239","YAN","YAN 9B-I",239,6646.82,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.91028708996562,1.75420841812336,-2.20753422814998,0.709250698216658,1.73510038468854,-0.979876549180985,-0.37944085753282,-2.54199495613039,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_242","YAN","YAN 9B-I",242,6716.92,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.00866436808675,1.65384086225607,-2.64526906929234,0.614827715266584,0.963359399420162,0.353126741239222,-0.282630656651753,-2.66591936032469,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_243","YAN","YAN 9B-I",243,6740.29,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.04534789793659,1.67118246765428,-2.66447317618239,0.600427163213521,0.844071833973137,0.361680066070809,-0.175720748883815,-2.68251550378213,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_244","YAN","YAN 9B-I",244,6763.65,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.04579415573627,1.68180403641617,-2.66909600155274,0.600390523356025,0.824693207547393,0.395103638608754,-0.198333007876624,-2.68035655223525,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_245","YAN","YAN 9B-I",245,6785.3,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",2.0680528294482,1.69474747975373,-2.62641058901645,0.59514544326376,0.628046065975443,0.44214700020705,-0.138550620500898,-2.66317760913084,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_249","YAN","YAN 9B-I",249,6871.9,"Brackish-Marine","Unit Y4","YAN GZ 0","Non Guano",1.71724439417835,1.56181158554214,-2.35170509569727,0.391113627368445,0.97466136803279,0.772870934927763,-0.494132334523413,-2.5718644798288,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_250","YAN","YAN 8B-I",250,6889.13,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.76894943623846,1.58648694606947,-2.41081359578467,0.412463182751591,0.95119428727383,0.761456445198272,-0.456298889418577,-2.61343781232838,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_251","YAN","YAN 8B-I",251,6906.36,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.68079510631026,1.5778803319575,-2.34417532249234,0.406669542917432,0.989106031926335,0.742746516503751,-0.526457905207641,-2.52656430191529,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_252","YAN","YAN 8B-I",252,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.70564259522552,1.57472018135013,-2.36914365627858,0.400820708908579,1.04277451818788,0.75021345847067,-0.556731291223568,-2.54829651464063,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_253","YAN","YAN 8B-I",253,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.67395561862916,1.57711532016312,-2.33125925969121,0.374434644941672,1.01200565952521,0.766648523851668,-0.534595251604339,-2.53830525581529,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_255","YAN","YAN 8B-I",255,6923.58,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.70647081937302,1.59854652234708,-2.35389598052367,0.418030587829601,1.15500078312663,0.738359204447781,-0.72434007465569,-2.53817186194475,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_257","YAN","YAN 8B-I",257,6940.81,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.67591239458178,1.56065244055339,-2.34970717413326,0.36339736329367,1.08031622732985,0.773748408195292,-0.579391995743139,-2.52492766407759,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_259","YAN","YAN 8B-I",259,6980.11,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",1.68306841214821,1.55704339674782,-2.35550325822483,0.438577373655247,0.942494205050353,0.810897295358909,-0.508360714568686,-2.56821671016702,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_261","YAN","YAN 8B-I",261,7024.25,"Freshwater-Tephra","Unit Y3","YAN GZ 0","Non Guano",2.18583251926566,1.75618667734724,-2.84109264147364,0.768839465452942,0.479853754787084,0.550999792008583,-0.155849114026265,-2.7447704533616,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_263","YAN","YAN 8B-I",263,7068.4,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.17858140741271,1.77501814167772,-2.80596504504127,0.709377692931279,0.568470036170444,0.484017586738742,-0.149005852970946,-2.76049396691868,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_265","YAN","YAN 8B-I",265,7129.11,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.19983102616809,1.78866896792618,-2.80355029205973,0.739397712004702,0.472444716338726,0.438230237902399,-0.106099738634674,-2.72892262964569,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_267","YAN","YAN 8B-I",267,7189.82,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.29475720927198,1.7924625727653,-2.80810817697415,0.73387838660368,0.418312045794459,0.402446706026329,-0.0267010165544184,-2.80704772693318,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_269","YAN","YAN 8B-I",269,7250.89,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.27241961007407,1.79803923010031,-2.79340916840978,0.727969541175363,0.405434531050049,0.402938687946353,-0.0431020476153381,-2.77029038432103,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_271","YAN","YAN 8B-I",271,7312.32,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.22743347841738,1.80686974938196,-2.7737995148733,0.775235536035589,0.41678506352418,0.356607436062529,-0.0495507682935189,-2.75958098025482,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_273","YAN","YAN 8B-I",273,7373.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",2.20829573994369,1.77457003766033,-2.7289095879038,0.782582446209528,0.442505074385958,0.346218167307253,-0.0460323031800579,-2.77922957442289,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_275","YAN","YAN 8B-I",275,7434.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",1.97618759043413,1.62356887934837,-2.53852449479211,0.61248042649613,0.961470132917597,0.388129038596489,-0.250837490235435,-2.77247408276517,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_277","YAN","YAN 8B-I",277,7495.74,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",1.94215721819659,1.65692088704988,-2.51341429198571,0.611051074067918,0.991835822272957,0.369042285866108,-0.254714824302287,-2.80287817116545,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_279","YAN","YAN 8B-I",279,7555.64,"Freshwater-brackish","Unit Y2","YAN GZ 0","Non Guano",1.90277404745826,1.63265937333564,-2.39446833267331,0.445779432048391,1.38426610506503,-0.108744459430553,-0.357588789373582,-2.50467737642988,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_281","YAN","YAN 8B-I",281,7614.45,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.92643976630287,1.6743080311056,-2.26844407767042,0.445162688406655,1.48366611451978,-0.707743339800913,-0.163362098652588,-2.390027084211,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_283","YAN","YAN 8B-I",283,7673.25,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.93985648823442,1.66596992442373,-2.21601850948689,0.467645899975107,1.56896134903307,-0.751778037804946,-0.118427202198216,-2.55620991217628,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_285","YAN","YAN 8B-I",285,7732.48,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.92969755444664,1.69125518409435,-2.22083849253801,0.478751430450211,1.58423291218566,-0.830758469766977,-0.122617065505747,-2.50972305336613,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_287","YAN","YAN 8B-I",287,7791.71,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.95276002884966,1.69595293922347,-2.03006162641888,0.535248680939468,1.71193460896671,-1.41183854868285,0.0936394044703777,-2.54763548734794,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_289","YAN","YAN 8B-I",289,7852.27,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.97181639176048,1.67971147288601,-2.28875755328266,0.622843295819595,1.53654195223844,-0.961730212890162,0.0370577565526392,-2.59748310308434,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_291","YAN","YAN 8B-I",291,7914.15,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.93793729254377,1.65979134994319,-2.26681742559582,0.641546148664947,1.60558144796117,-1.19508225485344,-0.0110490787212514,-2.37190747994256,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_293","YAN","YAN 8B-I",293,7976.04,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",2.07717533547333,1.89604228616412,-2.45633845262437,0.839060973545771,1.29668452097003,-1.33498128624909,0.14849516259201,-2.46613853987181,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_295","YAN","YAN 8B-I",295,8036.5,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.89804552499095,1.71416929086299,-2.06624147427615,0.823928624596502,1.6220371603973,-1.05942584963308,-0.337598992286601,-2.5949142846519,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_297","YAN","YAN 8B-I",297,8096.96,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",2.01087578368392,1.7962677243263,-2.51400510376421,0.83533678963997,1.32627760593042,-0.93906300151781,-0.108360339974791,-2.40732945832381,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_299","YAN","YAN 8B-I",299,8165.22,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.84620718667471,1.63583705733255,-2.0860699166448,0.753365982302404,1.75601147304077,-0.89952677038483,-0.361611435717999,-2.64421357660281,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_301","YAN","YAN 8B-I",301,8241.28,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.98444762844981,1.74336892993337,-2.46157966762785,0.844700160699932,1.42682569402932,-0.919053775902919,-0.0817083371763956,-2.53700063240527,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_303","YAN","YAN 8B-I",303,8317.33,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.96863503830225,1.73441836629716,-2.42767500784333,0.76179619427271,1.47641767376301,-1.07341811520848,0.0356445653565069,-2.47581871493982,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_305","YAN","YAN 8B-I",305,8410.56,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.89236563723518,1.63827080771116,-2.20963920296661,0.675416882522291,1.63893993537649,-1.21418733697386,-0.0301541608416726,-2.39101256206298,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_307","YAN","YAN 8B-I",307,8503.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.96931210071159,1.72213025257878,-2.38617595091373,0.778527814732676,1.3903020419842,-1.04288808964945,0.032998980502402,-2.46420714994647,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_309","YAN","YAN 8B-I",309,8596.74,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.90419693472926,1.69487192210226,-2.22198315373993,0.686802069173287,1.55727083200334,-1.15865531883353,-0.0207157351423821,-2.4417875502923,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_311","YAN","YAN 8B-I",311,8689.43,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.95463713062762,1.71737258516309,-2.40550999887089,0.776193909306157,1.42769983592545,-0.921522255503481,-0.0334818458804637,-2.51538936076747,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_313","YAN","YAN 8B-I",313,8782.11,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.85769259194218,1.64489405443414,-2.11187494764795,0.678560185440018,1.60999109434926,-1.21838800831189,-0.142764130686888,-2.31811083951887,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_315","YAN","YAN 8B-I",315,8875.4,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.91075081314426,1.70889971051199,-2.18717346328037,0.691897742524233,1.56245841289536,-1.22117983315756,-0.0454573510827613,-2.42019603155516,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_319","YAN","YAN 8B-I",319,9061.82,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.91314707782354,1.67258849929316,-2.26657681755399,0.656062608438893,1.56519520247273,-1.17014903422124,-0.057067594061335,-2.31319994219175,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_321","YAN","YAN 8B-II",321,9154.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.93747324359451,1.68291323287403,-2.19699552729768,0.629984617822571,1.68212261332623,-1.32979034135552,0.118943159041703,-2.52465099800584,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_323","YAN","YAN 8B-II",323,9247.77,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.8225117475922,1.63261739809391,-2.22224600172031,0.560831730778834,1.67713359556139,-1.01327047806363,-0.132450316414098,-2.3251276758283,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_325","YAN","YAN 8B-II",325,9341.82,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.94764299742494,1.68510155558591,-2.07927358833314,0.762543055282356,1.6831255488017,-1.24947446825434,-0.053338269950909,-2.69632683055652,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_327","YAN","YAN 8B-II",327,9435.87,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.94595664707534,1.72388001355573,-2.36358959072362,0.773330590682884,1.49713000533796,-1.00641261729868,-0.183721443527434,-2.38657360510218,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_329","YAN","YAN 8B-II",329,9529.13,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.94457425470046,1.71214505362455,-2.37700022609064,0.717235765296368,1.47703859471183,-0.81721335623082,-0.268661718808768,-2.38811836720298,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_331","YAN","YAN 8B-II",331,9621.6,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.88829680262502,1.6985893340841,-2.20247196430985,0.71226831770149,1.63264640574421,-0.867599299970854,-0.383100628930536,-2.47862896694359,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_333","YAN","YAN 8B-II",333,9714.06,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.89783502458486,1.74686084654278,-2.23710616444189,0.75641585134329,1.63111903929641,-1.01798393981449,-0.377901637880119,-2.39923901963086,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_335","YAN","YAN 8B-II",335,9808.54,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.88353572003095,1.69804701973227,-2.28774930670072,0.731989228593858,1.67859523045893,-0.977747423069905,-0.464974154610162,-2.26169631443523,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_337","YAN","YAN 8B-II",337,9903.01,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.88095254630445,1.71610089368078,-2.27973276103474,0.700350346924274,1.75120331918042,-0.998862529338899,-0.373893865214578,-2.39611795050171,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
