"Sample_code","Record","Section","Depth_cm","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age"
"ARD_151","ARD","ARD1C",151,3750.99,"Freshwater","Unit A9","ARD GZ 4","Guano",1.41024339102045,1.22111376447805,-2.60349536688282,0.0969240110167907,1.29318275377467,0.234017594714721,-1.37828160437838,-0.273704543743481,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_153","ARD","ARD1B/C",153,3775.76,"Freshwater","Unit A9","ARD GZ 4","Guano",1.41948579551049,1.20859815095912,-2.70584402780124,0.0765097585015599,1.22803321516263,0.277653404563896,-1.10492459684046,-0.399511700056004,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_155","ARD","ARD1C",155,3800.53,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.58279100149731,1.39216077788237,-2.68791603888693,0.327650911506214,1.2318668584625,0.430324173289026,-1.24898573608703,-1.02789194766347,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_157","ARD","ARD1C",157,3830.48,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.65563798482537,1.46669209766377,-2.6543876927232,0.432374959836695,1.22044381676397,0.510757668926417,-1.14986010743749,-1.48165872785553,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_159","ARD","ARD1C",159,3860.42,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.7170875476241,1.51427878478762,-2.55198703435377,0.525550735052604,1.23635542774561,0.567311939170426,-1.08074542670153,-1.92785197332506,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_161","ARD","ARD1C",161,3894.89,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.76473040966067,1.47100983876622,-2.63143927575761,0.515111295181253,1.28221990374129,0.603956028569003,-0.781410047131297,-2.22417815302952,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_163","ARD","ARD1C",163,3933.88,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.75873632953067,1.49717758396054,-2.53629841235785,0.567789589142641,1.33228758079158,0.553468213601325,-1.16190663069553,-2.01125425397338,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_165","ARD","ARD1C",165,3972.86,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.78776552424208,1.52675007373708,-2.56009114312076,0.547774285506865,1.31601669072601,0.636887145102062,-1.02431101433095,-2.23079156186238,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_167","ARD","ARD1C",167,4011.49,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.59722626650868,1.60696897419882,-2.47334596615775,0.677658955130497,0.971214386070154,0.26279365677258,-1.05788244417941,-1.58463382834357,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_169","ARD","ARD1C",169,4050.12,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.78808382387678,1.58514993333207,-2.55741296038497,0.628530012264556,1.27967822111935,0.580408296990089,-0.961913596893535,-2.34252373030434,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_171","ARD","ARD1C",171,4088.33,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.79709675036651,1.55559173613284,-2.55017046811395,0.589661152576167,1.30009613454893,0.612275836566495,-0.999122867193352,-2.30542827488364,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_173","ARD","ARD1C",173,4126.13,"Freshwater","Unit A8","ARD GZ 0","Non Guano",1.7612141809029,1.46917947722427,-2.63326963729957,0.530980510738698,1.22221890934446,0.589483273611871,-0.608437684293326,-2.3313690302293,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_175","ARD","ARD1C",175,4163.93,"Freshwater","Unit A8","ARD GZ 3","Guano",1.44994840621117,1.22952097608741,-2.65267603014642,0.214560718011182,1.25714576275162,0.251847641734083,-1.28931192916116,-0.461035545487896,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_177","ARD","ARD1C",177,4202.3,"Freshwater","Unit A7","ARD GZ 3","Guano",1.23801738479061,0.942769648812251,-2.5156384550118,-0.301977674795543,1.50261313195753,-0.0654395022647172,-1.36439022466369,0.564045691175348,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_179","ARD","ARD1C",179,4240.66,"Freshwater","Unit A7","ARD GZ 3","Guano",1.30679517055727,0.763380966204669,-2.71432369464362,-0.782217227897986,1.41804662310142,-0.00579488145728257,-0.670799608625224,0.684912652760749,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_181","ARD","ARD1C",181,4278.61,"Freshwater","Unit A7","ARD GZ 3","Guano",1.46623165657105,1.2244094457543,-3.00010422019841,0.0819078296028802,1.18997777001919,0.35808666160813,-1.13890169097397,-0.181607452383167,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_185","ARD","ARD1C",185,4353.68,"Freshwater","Unit A7","ARD GZ 3","Guano",1.33553344860359,0.719820495779624,-2.79883329708829,-0.52022491411698,1.4903635699773,0.0903790708877574,-1.13545651119378,0.818418137150786,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_187","ARD","ARD1C",187,4378.48,"Freshwater","Unit A7","ARD GZ 3","Guano",1.45162237793488,1.0195535016232,-2.75687739170531,-0.624442051411636,1.30203020090516,-0.022100352444035,-1.07799641927482,0.708210134372567,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_189","ARD","ARD1C",189,4403.28,"Freshwater","Unit A7","ARD GZ 3","Guano",1.38726767653243,0.913594332783247,-2.82376909235435,-0.738586636911222,1.30067254163519,0.116377899137171,-0.717444105096923,0.561887384274455,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_190","ARD","ARD1D",190,4415.68,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.72786062705361,1.52338422309469,-2.54717344812824,0.534838601673052,1.2253792122385,0.5534333923838,-1.01621260577438,-2.00151000254103,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_191","ARD","ARD1C",191,4425.75,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.47229285959003,1.14846846339656,-2.7132961552399,0.169284510200978,1.39040958027046,0.245660168209115,-1.40910863225083,-0.303710794176407,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_192","ARD","ARD1D",192,4435.83,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.44111612960576,1.20028060131085,-2.72412429995319,0.171988371706267,1.29101040137589,0.271421470928119,-1.26838687883691,-0.383305796136786,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_193","ARD","ARD1C",193,4445.91,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.38582929139237,1.10971842580951,-2.67680337050095,0.0804324824423173,1.38887757511021,0.209028168367394,-1.32969979038747,-0.167382782233372,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_194","ARD","ARD1D",194,4455.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.72355754056809,1.49312255528109,-2.59336747632292,0.536584035767492,1.18711124931624,0.539072290762332,-0.753218356296313,-2.13286183907602,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_195","ARD","ARD1C",195,4466.06,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.42002660464713,1.14694178430692,-2.65155620305027,0.139968723371638,1.386751631891,0.259121334404613,-1.44503457355798,-0.256219302013056,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_196","ARD","ARD1D",196,4476.05,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.2005058195081,1.05660023371663,-2.55940909850884,-0.0502580633929872,1.48662504418357,-0.0214016383991064,-1.44542097111462,0.332758674007252,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_197","ARD","ARD1C",197,4486.03,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.25414136902326,1.04580893778812,-2.58220195042211,-0.0632839529325616,1.49816475334834,0.0603688949724317,-1.47130501559756,0.258306963820072,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_198","ARD","ARD1D",198,4496.01,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.30436553480253,1.14069955055296,-2.67614757547242,0.0810882774708507,1.3389259132346,0.0859872499494962,-1.28103477617258,0.0061158256345718,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_199","ARD","ARD1C",199,4505.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.44598586497047,1.17612931910078,-2.70523096248073,0.188189917513011,1.32025579816938,0.259917331216204,-1.31403206250203,-0.371215205987083,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_200","ARD","ARD1D",200,4515.97,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.52997761441996,1.29104932336234,-2.67936853698892,0.306663465839987,1.23513488063527,0.357238720690165,-1.20812692933667,-0.832568538622124,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_201","ARD","ARD1C",201,4525.79,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.36798143689075,1.11855694005296,-2.67861742037372,0.0727875122587625,1.34717219621015,0.2103538384993,-1.25273296240712,-0.185501541131078,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_202","ARD","ARD1D",202,4535.61,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.37609669026125,1.18950444492473,-2.68168327580073,0.0871133995436197,1.37558247288515,0.159124581693665,-1.36791611595484,-0.137822197552854,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_203","ARD","ARD1C",203,4545.43,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.31050950222197,1.10432154636101,-2.64260463386486,0.0233825476132634,1.44517665874697,0.178269008728713,-1.49435191249655,0.0752972826894882,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_204","ARD","ARD1D",204,4555.25,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.32976201347578,1.08469254520494,-2.655245486387,0.0327898323128851,1.44610453543089,0.117508907862373,-1.41168258521436,0.0560702373144907,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_206","ARD","ARD1D",206,4575.2,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.23652436939453,1.01325491299603,-2.67929449635177,-0.0800658024426097,1.42758081391987,0.060650513067947,-1.14351436756196,0.16486405697796,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_208","ARD","ARD1D",208,4595.46,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.53942739250404,1.28900031283291,-2.68378161481323,0.316884795534112,1.23988566991774,0.320706093443739,-1.21254000716099,-0.809582642258323,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_210","ARD","ARD1D",210,4615.73,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.39238209714945,1.14571348871084,-2.72393553344976,0.12258019707032,1.32697201649362,0.200262156634078,-1.23742645366673,-0.226547968941821,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_212","ARD","ARD1D",212,4635.54,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.39619141736064,1.14546254533821,-2.68684880638475,0.10450054282662,1.38394011411246,0.204666236268727,-1.40101042206388,-0.146901627458018,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_214","ARD","ARD1D",214,4655.34,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.36934591195087,1.10545404962275,-2.68773888550474,0.0607377873486535,1.37887272559938,0.222938651950143,-1.2926260862049,-0.156984154762164,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_216","ARD","ARD1D",216,4675.2,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.404065851547,1.16752291505849,-2.65579672547251,0.130094383231137,1.34348176556302,0.223725644202573,-1.37651574169779,-0.236578092431913,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_218","ARD","ARD1D",218,4695.1,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.44145720416829,1.19867736971554,-2.69553655926935,0.162215244517659,1.33815537561995,0.269611734427586,-1.3733305307776,-0.341249838402082,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_220","ARD","ARD1D",220,4714.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.32792896175106,1.09327010534787,-2.61032914018651,0.0451643923087832,1.43026210386626,0.133046404329991,-1.46096592453417,0.0416230971167187,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_222","ARD","ARD1D",222,4734.81,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.42845237951703,1.13797682093238,-2.77771613972963,0.126428703627086,1.25495382266397,0.290011026663252,-0.99222543224089,-0.467881181433199,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_224","ARD","ARD1D",224,4754.62,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.33363239220734,1.11681284423853,-2.68300702037656,0.0771315922246683,1.39562507758168,0.117526937979888,-1.3524327422143,-0.00528908164124675,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_226","ARD","ARD1D",226,4774.56,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.44058352292012,1.21450841020833,-2.72465690663882,0.200596899928129,1.25337762036614,0.276859031228985,-1.15113644986617,-0.510132128146716,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_228","ARD","ARD1D",228,4794.65,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.46188109497925,1.23005082805393,-2.70666949980015,0.218584306766801,1.27352252534484,0.273793028869825,-1.26668043565202,-0.484481848562475,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_230","ARD","ARD1D",230,4814.73,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.29965310752765,1.06306767448232,-2.6267000919036,-0.0115220965867643,1.46914413493576,0.102882130480568,-1.44029560457091,0.143770745634968,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_232","ARD","ARD1D",232,4834.64,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.45338926286153,1.17736930272371,-2.7078644504536,0.177437305101641,1.3359901735279,0.254192650673665,-1.31666555047489,-0.373848693959949,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_234","ARD","ARD1D",234,4854.56,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.39864365602976,1.15111358177387,-2.66052519914437,0.128186785900919,1.35650523734961,0.196596233841547,-1.34675803929848,-0.223762256452863,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_236","ARD","ARD1D",236,4874.47,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.54908522507635,1.27757461370062,-2.67974002165221,0.308745970138263,1.2687033051782,0.387987144740679,-1.23975095750407,-0.872605279677846,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_238","ARD","ARD1D",238,4894.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.67059969218524,1.37071654657157,-2.66778384335199,0.41660632885427,1.31125809540976,0.494662461328457,-1.17925659941272,-1.41680268158458,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_240","ARD","ARD1D",240,4914.31,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.66110240242052,1.37705725664396,-2.67549488673525,0.401743884313389,1.29661861784454,0.492342266580078,-1.17096730144954,-1.38240223961771,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_242","ARD","ARD1D",242,4935.03,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.6054038875596,1.31283903357897,-2.65164409125248,0.341731885832186,1.30565865122145,0.451654540925277,-1.22765536845078,-1.13798853941422,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_244","ARD","ARD1D",244,4955.76,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.40631747622424,1.05700919740478,-2.68292883418717,0.0567112568657229,1.39845682218826,0.187054512441155,-1.40364785041245,-0.0189725805245327,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_246","ARD","ARD1D",246,4975.97,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.31683858358038,1.01634766432733,-2.68725158120705,-0.0501634762544731,1.34246013577058,0.172383769425312,-1.10146103184258,-0.0091540637994999,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_248","ARD","ARD1D",248,4995.67,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.36684742317733,1.11415742615468,-2.6337741290447,0.0949585658189952,1.40410830973998,0.194898995983696,-1.44736964171201,-0.0938269501179667,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_250","ARD","ARD1D",250,5015.37,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.39735298069209,1.1455911917417,-2.6673522208032,0.0985667547135305,1.37191209436402,0.202631125825123,-1.38807123702848,-0.160630689504785,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_253","ARD","ARD1D",253,5041.63,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.50297587487718,1.22930036613155,-2.70128120702421,0.236942949985366,1.33138875536939,0.341056725363851,-1.34398385872119,-0.596399605981933,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_254","ARD","ARD1D",254,5050.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.47101529227145,1.1497639070523,-2.76091651178617,0.17213967506497,1.26457024886395,0.289956323051734,-0.9642525036993,-0.622276430818932,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_256","ARD","ARD1D",256,5066.78,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.45325511400834,1.19624627928638,-2.65003355352611,0.177357286084287,1.30759341162679,0.260643983928765,-1.31945927536384,-0.425603246044601,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_258","ARD","ARD1D",258,5082.06,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.37856288865331,1.11784923049692,-2.66733298088449,0.0811436919689025,1.36328989788739,0.183294922790881,-1.32022940077101,-0.136578250141915,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_260","ARD","ARD1D",260,5097.34,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.56691420439448,1.28458605074288,-2.66066571216068,0.313005193844651,1.27996071277812,0.384525289209794,-1.23667698935898,-0.931648749450269,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_262","ARD","ARD1D",262,5113,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.48261587971868,1.22733773611276,-2.647533230029,0.224898335005703,1.29546442510794,0.308129403342688,-1.30042964991552,-0.590482899343244,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_264","ARD","ARD1D",264,5128.66,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.57315677749605,1.27546698527805,-2.66125334257604,0.304926891700133,1.29604939989789,0.403684421729268,-1.25352514064612,-0.938505992879225,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_266","ARD","ARD1D",266,5144.18,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.64570701194817,1.33333657588797,-2.68491297309914,0.368111539828902,1.32360955867208,0.474826969983566,-1.21264625003165,-1.24803243318989,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_268","ARD","ARD1D",268,5159.54,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.5099878424287,1.24507932977182,-2.67560117240123,0.249652634165728,1.30135285746999,0.343614342565985,-1.3183038240982,-0.655782009902793,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_270","ARD","ARD1D",270,5174.9,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.51654690000751,1.21643813419371,-2.71414343896205,0.211110367604905,1.27995999298212,0.386463401549992,-1.16879385915609,-0.727581498220099,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_272","ARD","ARD1D",272,5190.37,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.43761570474698,1.2250707716023,-2.65834204025242,0.190497342765461,1.32690816461992,0.320510038038175,-1.43312827774798,-0.409131703772424,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_274","ARD","ARD1D",274,5205.85,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.44354429356858,1.20221874580721,-2.659080142789,0.165596990949801,1.28075462093943,0.348022401787447,-1.2797157004573,-0.501341209806164,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_276","ARD","ARD1D/E",276,5221.39,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.53224286554634,1.27262597810104,-2.68468865725179,0.261237720119882,1.27701453236696,0.402349454054181,-1.27696045532188,-0.783821437614724,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_278","ARD","ARD1D/E",278,5236.99,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.4904778117631,1.20461511041113,-2.67148059562652,0.206118939566621,1.24700864048168,0.349453428098387,-1.10451753940003,-0.721675795294366,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_280","ARD","ARD1D/E",280,5252.6,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.53078885845943,1.25503655117093,-2.68045903678726,0.26802162038951,1.29973298835773,0.384478727518046,-1.27273083485735,-0.784868874251037,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_282","ARD","ARD1D/E",282,5276.21,"Freshwater","Unit A6","ARD GZ 0","Non Guano",1.43299189312013,1.17403877027544,-2.65827258144752,0.101866031153712,1.32697762342482,0.249332756970388,-1.3966911747722,-0.230243318724769,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_284","ARD","ARD1D/E",284,5299.82,"Freshwater","Unit A5","ARD GZ 0","Non Guano",1.22365880616694,1.1151444205252,-2.49643592628893,-0.266362116431344,1.66223887934285,-0.14661045530272,-1.53317499027045,0.441541382258452,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_286","ARD","ARD1E",286,5324.79,"Freshwater","Unit A5","ARD GZ 0","Non Guano",1.35715168084996,1.00748695932488,-2.55533334334814,-0.661545740904641,1.38379719499908,-0.107893013040134,-1.13349747390754,0.709833736026539,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_288","ARD","ARD1E",288,5351.11,"Freshwater","Unit A5","ARD GZ 0","Non Guano",1.15604988172671,0.876783717566502,-2.23749878721978,-0.819164418789581,1.68323922003989,-0.298005690587785,-1.31456589658827,0.953161973852308,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_290","ARD","ARD1E",290,5377.43,"Freshwater","Unit A5","ARD GZ 0","Non Guano",1.20781657942083,0.700691195160152,-2.42927750890976,-0.803627382845078,1.62184139050075,-0.123418163207324,-1.16113870168829,0.987112591568717,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_294","ARD","ARD1E",294,5464.82,"Freshwater","Unit A5","ARD GZ 0","Non Guano",1.29955189810915,1.09245987153861,-2.51610388173609,-0.458171068740344,1.33219744024183,-0.107147887523061,-1.14737783760945,0.504591465719355,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_300","ARD","ARD1E",300,5604.39,"Freshwater","Unit A5","ARD GZ 2","Guano",1.515693908516,1.30685701594028,-2.61703751383515,0.310823856138881,1.20051625718928,0.268794025033195,-1.35545610715984,-0.630191441822645,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_302","ARD","ARD1E",302,5649,"Freshwater","Unit A5","ARD GZ 2","Guano",1.38022151118512,1.0468026536299,-2.52224889208295,-0.297386999111875,1.25761044672935,-0.0231903283106162,-1.15888479109769,0.317076399058757,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_304","ARD","ARD1E",304,5693.62,"Freshwater","Unit A5","ARD GZ 2","Guano",1.28777846531984,0.847802526178079,-2.34428404643928,-0.566328259520904,1.46830515417066,-0.146580857018933,-1.22752199216234,0.680829009472871,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_310","ARD","ARD1E",310,5870.86,"Freshwater","Unit A4","ARD GZ 0","Non Guano",1.77999647950834,1.48918553447169,-2.57607619651247,0.534106730255524,1.33018467550499,0.636446446148158,-1.02502859559187,-2.16881507378438,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_312","ARD","ARD1E",312,6007.42,"Freshwater","Unit A4","ARD GZ 0","Non Guano",1.76054738114332,1.48986940370601,-2.5890755510296,0.528027818582962,1.31222253164572,0.607902737193222,-1.02299007274446,-2.08650424849719,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_314","ARD","ARD1E",314,6143.97,"Freshwater","Unit A4","ARD GZ 0","Non Guano",1.73460153705336,1.48544158995938,-2.60139962689846,0.51799995497445,1.26057823518532,0.574469698114124,-1.02049906282818,-1.95119232555999,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_316","ARD","ARD1E",316,6277.85,"Freshwater","Unit A4","ARD GZ 0","Non Guano",1.71688167833043,1.47242689599222,-2.60651805874339,0.510585310869172,1.25933327493619,0.550508178467717,-1.04043258045825,-1.86278469939409,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
